generation,size,female_size,fertile_female_size,rate_dr,rate_has_drive,drive_efficiency,drop_ratio,low_density_growth_rate,density_growth_curve
1,78053,49238,49238,0.0,0.0,0.0,3.6,6.0,linear
2,77944,49474,49474,0.0,0.0,0.0,3.6,6.0,linear
3,79718,50466,50466,0.0,0.0,0.0,3.6,6.0,linear
4,79523,50255,50255,0.0,0.0,0.0,3.6,6.0,linear
5,78178,49638,49638,0.0,0.0,0.0,3.6,6.0,linear
6,77966,49742,49742,0.0,0.0,0.0,3.6,6.0,linear
7,78838,50311,50311,0.0,0.0,0.0,3.6,6.0,linear
8,79451,50397,50397,0.0,0.0,0.0,3.6,6.0,linear
9,77878,49674,49674,0.0,0.0,0.0,3.6,6.0,linear
10,77793,49570,49570,0.0,0.0,0.0,3.6,6.0,linear
11,79200,50443,50443,0.0,0.0,0.0,3.6,6.0,linear
12,100825,50195,50195,0.15495,0.15495,0.0,3.6,6.0,linear
13,122151,55660,55660,0.1983,0.1983,0.0,3.6,6.0,linear
14,132069,60911,60911,0.186428,0.186428,0.0,3.6,6.0,linear
15,140324,66075,66075,0.178091,0.178091,0.0,3.6,6.0,linear
16,144094,69444,69444,0.17499,0.17499,0.0,3.6,6.0,linear
17,146115,71626,71626,0.172565,0.172565,0.0,3.6,6.0,linear
18,147027,72921,72921,0.17261,0.17261,0.0,3.6,6.0,linear
19,146115,72525,72525,0.174434,0.174434,0.0,3.6,6.0,linear
20,145032,71539,71539,0.176289,0.176289,0.0,3.6,6.0,linear
21,143846,70982,70982,0.176151,0.176151,0.0,3.6,6.0,linear
22,143776,70965,70965,0.174701,0.174701,0.0,3.6,6.0,linear
23,144303,71002,71002,0.175361,0.175361,0.0,3.6,6.0,linear
24,144376,71308,71308,0.174303,0.174303,0.0,3.6,6.0,linear
25,145064,71637,71637,0.17372,0.17372,0.0,3.6,6.0,linear
26,145529,72053,72053,0.173563,0.173563,0.0,3.6,6.0,linear
27,145886,72225,72225,0.174519,0.174519,0.0,3.6,6.0,linear
28,144746,71556,71556,0.174694,0.174694,0.0,3.6,6.0,linear
29,144417,71383,71383,0.175917,0.175917,0.0,3.6,6.0,linear
30,143719,70993,70993,0.175832,0.175832,0.0,3.6,6.0,linear
31,144179,70918,70918,0.175327,0.175327,0.0,3.6,6.0,linear
32,144820,71176,71176,0.175111,0.175111,0.0,3.6,6.0,linear
33,145180,71216,71216,0.175639,0.175639,0.0,3.6,6.0,linear
34,145145,71473,71473,0.174925,0.174925,0.0,3.6,6.0,linear
35,145228,71950,71950,0.17378,0.17378,0.0,3.6,6.0,linear
36,145242,71986,71986,0.174967,0.174967,0.0,3.6,6.0,linear
37,144871,71813,71813,0.175428,0.175428,0.0,3.6,6.0,linear
38,144857,71711,71711,0.175563,0.175563,0.0,3.6,6.0,linear
39,144383,71202,71202,0.176117,0.176117,0.0,3.6,6.0,linear
40,144945,71328,71328,0.176372,0.176372,0.0,3.6,6.0,linear
41,144753,71551,71551,0.174483,0.174483,0.0,3.6,6.0,linear
42,145572,71632,71632,0.17467,0.17467,0.0,3.6,6.0,linear
43,145517,71658,71658,0.17472,0.17472,0.0,3.6,6.0,linear
