generation,size,female_size,fertile_female_size,rate_dr,rate_has_drive,drive_efficiency,drop_ratio,low_density_growth_rate,density_growth_curve
1,77865,49119,49119,0.0,0.0,0.5,0.75,6.0,linear
2,78140,49048,49048,0.0,0.0,0.5,0.75,6.0,linear
3,79373,49918,49918,0.0,0.0,0.5,0.75,6.0,linear
4,80197,50528,50528,0.0,0.0,0.5,0.75,6.0,linear
5,79371,50274,50274,0.0,0.0,0.5,0.75,6.0,linear
6,77034,49298,49298,0.0,0.0,0.5,0.75,6.0,linear
7,78106,49766,49766,0.0,0.0,0.5,0.75,6.0,linear
8,79657,50469,50469,0.0,0.0,0.5,0.75,6.0,linear
9,79127,50316,50316,0.0,0.0,0.5,0.75,6.0,linear
10,77597,49700,49700,0.0,0.0,0.5,0.75,6.0,linear
11,78278,49969,49969,0.0,0.0,0.5,0.75,6.0,linear
12,83054,50119,50119,0.0450629,0.0499622,0.5,0.75,6.0,linear
13,85631,49873,49873,0.0727348,0.0854681,0.5,0.75,6.0,linear
14,83006,47821,47821,0.0846155,0.108638,0.5,0.75,6.0,linear
15,82307,46713,46713,0.0964121,0.133228,0.5,0.75,6.0,linear
16,84553,46920,46920,0.105467,0.153063,0.5,0.75,6.0,linear
17,85476,46425,46425,0.112692,0.168304,0.5,0.75,6.0,linear
18,85358,45779,45779,0.12021,0.183157,0.5,0.75,6.0,linear
19,83814,44661,44661,0.12736,0.197628,0.5,0.75,6.0,linear
20,84409,44501,44501,0.133712,0.210857,0.5,0.75,6.0,linear
21,85947,44661,44661,0.13591,0.215641,0.5,0.75,6.0,linear
22,84983,43939,43939,0.140064,0.2243,0.5,0.75,6.0,linear
23,85051,43531,43531,0.142366,0.228858,0.5,0.75,6.0,linear
24,85590,43671,43671,0.144139,0.233523,0.5,0.75,6.0,linear
25,86184,43618,43618,0.147023,0.238679,0.5,0.75,6.0,linear
26,85074,42993,42993,0.148778,0.242431,0.5,0.75,6.0,linear
27,85710,42997,42997,0.150137,0.244896,0.5,0.75,6.0,linear
28,86251,43158,43158,0.150379,0.24588,0.5,0.75,6.0,linear
29,86161,43012,43012,0.151643,0.248903,0.5,0.75,6.0,linear
30,86089,42931,42931,0.154824,0.254528,0.5,0.75,6.0,linear
31,86162,42678,42678,0.154478,0.25447,0.5,0.75,6.0,linear
32,86160,42838,42838,0.157327,0.259424,0.5,0.75,6.0,linear
33,86319,42641,42641,0.157556,0.259356,0.5,0.75,6.0,linear
34,85858,42355,42355,0.157697,0.26024,0.5,0.75,6.0,linear
35,86227,42457,42457,0.158534,0.262,0.5,0.75,6.0,linear
36,86030,42447,42447,0.158897,0.262732,0.5,0.75,6.0,linear
37,86391,42485,42485,0.159781,0.264516,0.5,0.75,6.0,linear
38,86076,42328,42328,0.159018,0.263122,0.5,0.75,6.0,linear
39,86412,42365,42365,0.159218,0.263392,0.5,0.75,6.0,linear
40,86558,42530,42530,0.159187,0.26334,0.5,0.75,6.0,linear
41,86089,42283,42283,0.159451,0.264039,0.5,0.75,6.0,linear
42,86106,42347,42347,0.15937,0.263349,0.5,0.75,6.0,linear
43,86228,42578,42578,0.159331,0.263718,0.5,0.75,6.0,linear
44,86242,42603,42603,0.158243,0.26128,0.5,0.75,6.0,linear
45,86156,42599,42599,0.158238,0.26124,0.5,0.75,6.0,linear
