generation,size,female_size,fertile_female_size,rate_dr,rate_has_drive,drive_efficiency,drop_ratio,low_density_growth_rate,density_growth_curve
1,78107,49173,49173,0.0,0.0,0.0,2.0,6.0,linear
2,78210,49061,49061,0.0,0.0,0.0,2.0,6.0,linear
3,79911,50213,50213,0.0,0.0,0.0,2.0,6.0,linear
4,80867,51099,51099,0.0,0.0,0.0,2.0,6.0,linear
5,78593,50093,50093,0.0,0.0,0.0,2.0,6.0,linear
6,75887,48625,48625,0.0,0.0,0.0,2.0,6.0,linear
7,77381,49358,49358,0.0,0.0,0.0,2.0,6.0,linear
8,79375,50264,50264,0.0,0.0,0.0,2.0,6.0,linear
9,80236,50700,50700,0.0,0.0,0.0,2.0,6.0,linear
10,78422,50187,50187,0.0,0.0,0.0,2.0,6.0,linear
11,77544,49904,49904,0.0,0.0,0.0,2.0,6.0,linear
12,90189,50231,50231,0.113923,0.126322,0.0,2.0,6.0,linear
13,94812,48515,48515,0.178698,0.21045,0.0,2.0,6.0,linear
14,90971,45063,45063,0.206121,0.266144,0.0,2.0,6.0,linear
15,90413,42343,42343,0.232221,0.321937,0.0,2.0,6.0,linear
16,91679,40307,40307,0.255736,0.372103,0.0,2.0,6.0,linear
17,92258,37972,37972,0.274858,0.411971,0.0,2.0,6.0,linear
18,92109,35922,35922,0.289259,0.442272,0.0,2.0,6.0,linear
19,92475,34541,34541,0.297901,0.461625,0.0,2.0,6.0,linear
20,93109,33753,33753,0.303169,0.472517,0.0,2.0,6.0,linear
21,93052,33194,33194,0.305795,0.478061,0.0,2.0,6.0,linear
22,93536,32997,32997,0.306997,0.480731,0.0,2.0,6.0,linear
23,93910,33013,33013,0.306673,0.480746,0.0,2.0,6.0,linear
24,93910,33124,33124,0.306961,0.481815,0.0,2.0,6.0,linear
25,93748,33048,33048,0.307826,0.483689,0.0,2.0,6.0,linear
26,93228,32807,32807,0.308004,0.483535,0.0,2.0,6.0,linear
27,93747,32922,32922,0.308998,0.48482,0.0,2.0,6.0,linear
28,93662,32824,32824,0.308514,0.484596,0.0,2.0,6.0,linear
29,93769,32607,32607,0.307569,0.482271,0.0,2.0,6.0,linear
30,93649,32680,32680,0.307101,0.482466,0.0,2.0,6.0,linear
31,93865,32948,32948,0.306027,0.481416,0.0,2.0,6.0,linear
32,93930,32964,32964,0.306336,0.480156,0.0,2.0,6.0,linear
33,93783,33025,33025,0.305723,0.479783,0.0,2.0,6.0,linear
34,94209,33304,33304,0.306301,0.480218,0.0,2.0,6.0,linear
35,93868,33008,33008,0.308029,0.483684,0.0,2.0,6.0,linear
36,94065,32953,32953,0.308158,0.484278,0.0,2.0,6.0,linear
37,93570,32739,32739,0.307787,0.483639,0.0,2.0,6.0,linear
38,93715,33041,33041,0.306869,0.482778,0.0,2.0,6.0,linear
39,94073,33281,33281,0.308713,0.485123,0.0,2.0,6.0,linear
40,93980,33069,33069,0.308051,0.483881,0.0,2.0,6.0,linear
41,93681,32960,32960,0.308331,0.484922,0.0,2.0,6.0,linear
42,93555,32814,32814,0.308245,0.484979,0.0,2.0,6.0,linear
43,93684,32858,32858,0.308667,0.48626,0.0,2.0,6.0,linear
44,93547,32616,32616,0.308612,0.484298,0.0,2.0,6.0,linear
45,93609,32912,32912,0.307592,0.483691,0.0,2.0,6.0,linear
46,93844,32888,32888,0.309492,0.485854,0.0,2.0,6.0,linear
47,93590,32817,32817,0.308354,0.484825,0.0,2.0,6.0,linear
48,93861,32795,32795,0.308758,0.485271,0.0,2.0,6.0,linear
49,93475,32812,32812,0.308305,0.483723,0.0,2.0,6.0,linear
50,93388,32799,32799,0.307752,0.482734,0.0,2.0,6.0,linear
51,93500,33026,33026,0.306722,0.482641,0.0,2.0,6.0,linear
52,93553,33023,33023,0.307093,0.483094,0.0,2.0,6.0,linear
53,93901,32930,32930,0.308471,0.485426,0.0,2.0,6.0,linear
54,93920,32827,32827,0.308747,0.48613,0.0,2.0,6.0,linear
55,93610,32866,32866,0.307836,0.483974,0.0,2.0,6.0,linear
56,93704,33116,33116,0.307226,0.483246,0.0,2.0,6.0,linear
57,93712,32849,32849,0.308466,0.484416,0.0,2.0,6.0,linear
58,93553,32707,32707,0.308584,0.485344,0.0,2.0,6.0,linear
59,93751,32711,32711,0.308645,0.484879,0.0,2.0,6.0,linear
60,93590,32603,32603,0.307659,0.483045,0.0,2.0,6.0,linear
61,93557,32607,32607,0.309174,0.484922,0.0,2.0,6.0,linear
62,93578,32683,32683,0.308657,0.484411,0.0,2.0,6.0,linear
