generation,size,female_size,fertile_female_size,rate_dr,rate_has_drive,drive_efficiency,drop_ratio,low_density_growth_rate,density_growth_curve
1,77830,48675,48675,0.0,0.0,0.0,0.0,6.0,linear
2,77795,48808,48808,0.0,0.0,0.0,0.0,6.0,linear
3,80252,50350,50350,0.0,0.0,0.0,0.0,6.0,linear
4,80763,50759,50759,0.0,0.0,0.0,0.0,6.0,linear
5,78850,50194,50194,0.0,0.0,0.0,0.0,6.0,linear
6,77271,49606,49606,0.0,0.0,0.0,0.0,6.0,linear
7,78063,49771,49771,0.0,0.0,0.0,0.0,6.0,linear
8,79184,50393,50393,0.0,0.0,0.0,0.0,6.0,linear
9,78795,49986,49986,0.0,0.0,0.0,0.0,6.0,linear
10,78481,49996,49996,0.0,0.0,0.0,0.0,6.0,linear
11,79227,50371,50371,0.0,0.0,0.0,0.0,6.0,linear
12,78884,50144,50144,0.0,0.0,0.0,0.0,6.0,linear
13,77432,49614,49614,0.0,0.0,0.0,0.0,6.0,linear
14,78572,50230,50230,0.0,0.0,0.0,0.0,6.0,linear
15,78822,50185,50185,0.0,0.0,0.0,0.0,6.0,linear
16,77739,49601,49601,0.0,0.0,0.0,0.0,6.0,linear
17,78186,49782,49782,0.0,0.0,0.0,0.0,6.0,linear
18,78425,49797,49797,0.0,0.0,0.0,0.0,6.0,linear
19,79627,50411,50411,0.0,0.0,0.0,0.0,6.0,linear
20,79792,50491,50491,0.0,0.0,0.0,0.0,6.0,linear
21,77990,49704,49704,0.0,0.0,0.0,0.0,6.0,linear
22,77415,49556,49556,0.0,0.0,0.0,0.0,6.0,linear
23,79997,50765,50765,0.0,0.0,0.0,0.0,6.0,linear
24,80019,50600,50600,0.0,0.0,0.0,0.0,6.0,linear
25,77896,49566,49566,0.0,0.0,0.0,0.0,6.0,linear
26,77212,49293,49293,0.0,0.0,0.0,0.0,6.0,linear
27,79484,50479,50479,0.0,0.0,0.0,0.0,6.0,linear
28,80282,50737,50737,0.0,0.0,0.0,0.0,6.0,linear
29,77900,49519,49519,0.0,0.0,0.0,0.0,6.0,linear
30,76637,48975,48975,0.0,0.0,0.0,0.0,6.0,linear
31,78727,49827,49827,0.0,0.0,0.0,0.0,6.0,linear
32,79376,50187,50187,0.0,0.0,0.0,0.0,6.0,linear
33,80063,50574,50574,0.0,0.0,0.0,0.0,6.0,linear
34,78010,49643,49643,0.0,0.0,0.0,0.0,6.0,linear
35,77987,49855,49855,0.0,0.0,0.0,0.0,6.0,linear
36,79063,50282,50282,0.0,0.0,0.0,0.0,6.0,linear
37,78528,50018,50018,0.0,0.0,0.0,0.0,6.0,linear
38,78461,49990,49990,0.0,0.0,0.0,0.0,6.0,linear
39,77452,49375,49375,0.0,0.0,0.0,0.0,6.0,linear
40,78109,49672,49672,0.0,0.0,0.0,0.0,6.0,linear
41,79310,50249,50249,0.0,0.0,0.0,0.0,6.0,linear
42,78724,49909,49909,0.0,0.0,0.0,0.0,6.0,linear

