generation,adult_population_size,adult_female_population_size,juvenile_population_size,adult_drive_frequency,juvenile_drive_frequency,drive_efficiency
1,78340,49215,28237,0.0,0.0,1.0
2,78036,49230,29813,0.0,0.0,1.0
3,79361,50084,29840,0.0,0.0,1.0
4,80332,50684,27522,0.0,0.0,1.0
5,78802,50092,27596,0.0,0.0,1.0
6,77554,49607,29009,0.0,0.0,1.0
7,78265,49820,28943,0.0,0.0,1.0
8,78861,50093,29184,0.0,0.0,1.0
9,79441,50421,27423,0.0,0.0,1.0
10,77777,49553,28298,0.0,0.0,1.0
11,77819,49687,29510,0.0,0.0,1.0
12,97014,50141,28772,0.185571,0.0795565,1.0
13,103940,47895,27751,0.270632,0.159472,1.0
14,98902,43468,32691,0.303032,0.224527,1.0
15,96547,39424,37529,0.335412,0.279864,1.0
16,96509,35384,40088,0.367463,0.329774,1.0
17,95777,30853,42174,0.39912,0.360423,1.0
18,94616,26738,43530,0.432052,0.382495,1.0
19,93019,23404,43096,0.459874,0.398854,1.0
20,90220,20376,41838,0.484316,0.41485,1.0
21,68572,17473,40021,0.378762,0.424515,1.0
22,55538,14594,36827,0.306763,0.429875,1.0
23,51119,12425,33731,0.321065,0.424387,1.0
24,46693,10834,30106,0.326848,0.425945,1.0
25,42016,9460,27601,0.330553,0.428553,1.0
26,37679,8426,24999,0.331869,0.428657,1.0
27,34182,7558,23101,0.333728,0.424441,1.0
28,31406,6877,21279,0.332914,0.423775,1.0
29,29294,6373,19648,0.33203,0.428033,1.0
30,26759,5833,18694,0.332953,0.421151,1.0
31,25115,5475,17031,0.331873,0.422318,1.0
32,23207,5091,16228,0.329189,0.421309,1.0
33,21898,4826,15363,0.32761,0.424624,1.0
34,20571,4595,14466,0.328496,0.41881,1.0
35,19506,4397,13549,0.326617,0.423537,1.0
36,18140,4110,13314,0.327288,0.420272,1.0
37,17450,3980,12979,0.326418,0.417829,1.0
38,16995,3867,11589,0.325066,0.419104,1.0
39,15828,3694,11876,0.322309,0.41706,1.0
40,15433,3579,11808,0.321324,0.419461,1.0
41,15199,3484,11405,0.322817,0.41644,1.0
42,14995,3361,10584,0.322541,0.417375,1.0
43,14328,3272,10485,0.321783,0.425036,1.0
44,13679,3133,10018,0.323708,0.426482,1.0
45,13161,2935,9539,0.32923,0.421637,1.0
46,12633,2802,9092,0.329138,0.419545,1.0
47,12103,2697,8954,0.327026,0.432153,1.0
48,11706,2553,8530,0.332436,0.430598,1.0
49,11263,2380,8420,0.337699,0.427197,1.0
50,10916,2267,8008,0.34028,0.428946,1.0
51,10519,2175,7155,0.340574,0.427952,1.0
52,9726,2033,7327,0.338834,0.431896,1.0
53,9225,1896,6762,0.341626,0.423617,1.0
54,8823,1872,6164,0.336904,0.430565,1.0
55,8332,1768,6442,0.339354,0.426964,1.0
56,8089,1724,5506,0.337001,0.423629,1.0
57,7605,1635,5634,0.334977,0.422968,1.0
58,7324,1542,5260,0.332469,0.425856,1.0
59,6940,1485,5101,0.332493,0.42129,1.0
60,6692,1452,4753,0.330245,0.413739,1.0
61,6427,1436,4657,0.325113,0.425703,1.0
62,6130,1335,4706,0.330424,0.422758,1.0
63,6020,1350,4521,0.330648,0.425127,1.0
64,5784,1281,4590,0.33074,0.411111,1.0
65,5859,1327,4295,0.323519,0.410943,1.0
66,5814,1371,4738,0.318197,0.415998,1.0
67,5952,1363,4766,0.322497,0.419534,1.0
68,6063,1353,4579,0.323767,0.42553,1.0
69,5963,1297,4310,0.328861,0.418097,1.0
70,5852,1292,4349,0.327068,0.416188,1.0
71,5704,1251,4400,0.325123,0.423068,1.0
72,5598,1208,4321,0.327885,0.434043,1.0
73,5498,1139,3966,0.336486,0.432804,1.0
74,5135,1082,3953,0.33963,0.4298,1.0
75,4976,1042,3835,0.342946,0.431551,1.0
76,4772,959,3386,0.344195,0.421441,1.0
77,4535,918,3247,0.337266,0.424238,1.0
78,4331,882,3191,0.334449,0.428392,1.0
79,4081,832,2869,0.33656,0.426978,1.0
80,3804,800,2951,0.332282,0.421044,1.0
81,3729,771,2817,0.33682,0.419595,1.0
82,3686,772,2455,0.33166,0.394908,1.0
83,3475,804,2638,0.313094,0.413002,1.0
84,3414,844,2648,0.306971,0.404079,1.0
85,3399,859,2836,0.303913,0.398625,1.0
86,3588,885,2923,0.300446,0.393774,1.0
87,3786,939,2937,0.295034,0.38747,1.0
88,3891,974,3195,0.290799,0.402034,1.0
89,4125,1052,3371,0.292606,0.39291,1.0
90,4344,1129,3481,0.293738,0.39098,1.0
91,4650,1221,3810,0.291828,0.399475,1.0
92,4897,1245,4022,0.295998,0.390229,1.0
93,5182,1343,4029,0.29149,0.401713,1.0
94,5333,1401,4420,0.292612,0.393213,1.0
95,5693,1474,4752,0.292289,0.406145,1.0
96,6004,1473,4902,0.299967,0.392901,1.0
97,6350,1557,4839,0.295984,0.39192,1.0
98,6508,1649,4945,0.291564,0.390597,1.0
99,6694,1699,5442,0.291007,0.380926,1.0
100,7093,1869,5712,0.28373,0.374562,1.0
101,7515,2113,6164,0.274717,0.37792,1.0
102,8128,2309,6640,0.270731,0.394804,1.0
103,8718,2394,7155,0.279651,0.374354,1.0
104,9405,2688,7680,0.273525,0.374609,1.0
105,10222,2908,8729,0.271033,0.375415,1.0
106,11334,3241,8975,0.268705,0.391365,1.0
107,12086,3355,10505,0.278339,0.385293,1.0
108,13453,3727,10233,0.280904,0.381853,1.0
109,14115,3949,11915,0.279313,0.382123,1.0
110,15368,4387,12023,0.27567,0.38285,1.0
111,16263,4652,13596,0.275503,0.385849,1.0
112,17725,4934,13875,0.279182,0.394631,1.0
113,18505,5059,15245,0.284491,0.387012,1.0
114,19889,5380,15309,0.285233,0.388072,1.0
115,20661,5560,16388,0.284618,0.38455,1.0
116,21720,5907,16665,0.28232,0.386799,1.0
117,22477,6230,17457,0.27953,0.376554,1.0
118,23591,6641,18235,0.272901,0.385906,1.0
119,24621,6937,19509,0.274359,0.385463,1.0
120,25982,7202,20209,0.276884,0.383443,1.0
121,27228,7565,21049,0.276737,0.373652,1.0
122,28765,8244,21378,0.272293,0.380695,1.0
123,29838,8635,22742,0.270176,0.380441,1.0
124,30960,9003,24018,0.2698,0.377925,1.0
125,32505,9430,24526,0.269405,0.377477,1.0
126,33818,9880,25303,0.267579,0.378888,1.0
127,34796,10153,26612,0.267646,0.376822,1.0
128,36104,10571,26758,0.265912,0.37458,1.0
129,37423,10914,27432,0.264944,0.37294,1.0
130,38448,11234,27858,0.263746,0.376911,1.0
131,39197,11515,28716,0.264548,0.378709,1.0
132,40118,11827,28925,0.265766,0.376041,1.0
133,40888,12072,30210,0.265848,0.372195,1.0
134,42133,12640,30130,0.263202,0.37622,1.0
135,42613,12783,30995,0.262713,0.376367,1.0
136,43579,13028,31198,0.263131,0.378117,1.0
137,44204,13341,31356,0.264173,0.376355,1.0
138,44851,13442,32112,0.263495,0.371543,1.0
139,45753,13700,32620,0.261884,0.374494,1.0
140,46395,13863,33001,0.26214,0.375216,1.0
141,47127,14091,33085,0.261994,0.377467,1.0
142,47290,14118,33424,0.26384,0.374357,1.0
143,47551,14334,33853,0.262224,0.376939,1.0
144,47927,14411,33473,0.263098,0.37708,1.0
145,47632,14410,33857,0.262964,0.37871,1.0
146,47983,14353,33654,0.264542,0.376939,1.0
147,47994,14396,33609,0.264481,0.373099,1.0
148,48063,14535,33845,0.261074,0.3762,1.0
149,48389,14585,34275,0.262508,0.373596,1.0
150,48474,14820,33566,0.259675,0.377465,1.0
151,48337,14659,34581,0.261787,0.37509,1.0
152,48810,14693,34318,0.261166,0.377703,1.0
153,49098,14843,33658,0.263056,0.378677,1.0
154,48858,14811,33775,0.263949,0.376936,1.0
155,48592,14725,34674,0.264581,0.375454,1.0
156,48806,14897,34056,0.262294,0.378803,1.0
157,48746,14888,34101,0.262483,0.381059,1.0
158,48663,14650,34499,0.265099,0.378475,1.0
159,48845,14534,34430,0.26625,0.382036,1.0
160,49042,14481,34363,0.269341,0.383436,1.0
161,48779,14381,34245,0.270014,0.382757,1.0
162,48599,14331,33729,0.270057,0.380162,1.0
163,48169,14203,33373,0.269323,0.380322,1.0
164,48008,14167,33762,0.269059,0.380798,1.0
165,47864,14216,33214,0.267602,0.374315,1.0
166,47709,14333,33379,0.264143,0.381363,1.0
167,47529,14226,33583,0.266101,0.37985,1.0
168,47483,14150,34091,0.26658,0.379968,1.0
169,47977,14210,33150,0.267138,0.37813,1.0
170,47957,14147,33707,0.267239,0.376272,1.0
171,47873,14220,33591,0.265066,0.378956,1.0
172,47925,14281,33680,0.264726,0.3784,1.0
173,48001,14303,33095,0.265265,0.381493,1.0
174,47500,14232,33349,0.266463,0.384389,1.0
175,47218,13968,33188,0.268997,0.381132,1.0
176,47136,13937,33256,0.269062,0.385479,1.0
177,46794,13751,33054,0.271669,0.383433,1.0
178,46761,13723,32267,0.272,0.380327,1.0
179,46214,13667,32488,0.27008,0.381941,1.0
180,45723,13503,32488,0.268475,0.384049,1.0
181,45730,13392,32605,0.27026,0.381721,1.0
182,45897,13322,32172,0.271162,0.378419,1.0
183,45776,13417,32655,0.268634,0.380631,1.0
184,46147,13603,32507,0.268577,0.380626,1.0
185,46125,13556,32405,0.268585,0.378938,1.0
186,46196,13620,32248,0.267491,0.382039,1.0
187,46009,13565,32994,0.268371,0.374932,1.0
188,46455,13695,32625,0.267366,0.378069,1.0
189,46546,13770,33073,0.26607,0.383802,1.0
190,46602,13701,32882,0.268476,0.382154,1.0
191,46711,13688,32576,0.270696,0.382321,1.0
192,46277,13704,32915,0.269183,0.380845,1.0
193,46625,13735,32750,0.269651,0.384168,1.0
194,46234,13462,33168,0.270775,0.383743,1.0
195,46596,13594,32416,0.271901,0.385041,1.0
196,46172,13523,32772,0.272546,0.379028,1.0
197,46262,13583,32611,0.269519,0.384686,1.0
198,46199,13507,32665,0.27098,0.379672,1.0
199,46311,13604,32153,0.268867,0.384676,1.0
200,45782,13381,32728,0.271788,0.383082,1.0
201,45900,13364,32108,0.270501,0.385605,1.0
202,45566,13238,32023,0.273285,0.378572,1.0
203,45403,13360,31674,0.269718,0.380959,1.0
204,45140,13279,32632,0.268897,0.383259,1.0
205,45390,13297,31617,0.270236,0.384429,1.0
206,44723,13110,32515,0.271091,0.379317,1.0
207,45525,13339,31588,0.270335,0.379575,1.0
208,45238,13341,32297,0.2689,0.376026,1.0
209,45701,13602,32472,0.266143,0.37674,1.0
210,46262,13802,32783,0.265412,0.37733,1.0
211,46228,13972,33225,0.26352,0.37678,1.0
212,46947,14122,32555,0.263254,0.377976,1.0
213,46540,14021,33110,0.263043,0.382936,1.0
