generation,adult_population_size,adult_female_population_size,juvenile_population_size,adult_drive_frequency,juvenile_drive_frequency,drive_efficiency
1,78096,49146,28597,0.0,0.0,0.25
2,78026,49151,29910,0.0,0.0,0.25
3,79462,49933,30121,0.0,0.0,0.25
4,80641,50900,27924,0.0,0.0,0.25
5,79163,50438,26704,0.0,0.0,0.25
6,77065,49479,28821,0.0,0.0,0.25
7,77703,49697,29098,0.0,0.0,0.25
8,78632,50013,29401,0.0,0.0,0.25
9,79574,50504,28497,0.0,0.0,0.25
10,79151,50408,27446,0.0,0.0,0.25
11,77704,49595,27580,0.0,0.0,0.25
12,95055,49178,30110,0.189901,0.0785785,0.25
13,103647,47668,28406,0.272907,0.155178,0.25
14,99440,43564,32600,0.30091,0.223221,0.25
15,97494,39614,37315,0.334677,0.275693,0.25
16,97075,35728,40488,0.36409,0.317094,0.25
17,97357,31793,42169,0.393023,0.342076,0.25
18,96076,28154,43406,0.418153,0.35282,0.25
19,94991,25534,43218,0.437478,0.358855,0.25
20,93807,23653,42899,0.45237,0.367596,0.25
21,74097,22111,41875,0.331727,0.355355,0.25
22,63750,21384,40912,0.238824,0.333496,0.25
23,63328,21684,40965,0.226977,0.29242,0.25
24,65031,24090,41340,0.19972,0.261139,0.25
25,68388,27477,42609,0.169445,0.232979,0.25
26,73460,31727,43296,0.14333,0.202894,0.25
27,79057,36434,43022,0.120451,0.181884,0.25
28,83966,40843,41208,0.101559,0.160648,0.25
29,86569,44425,37030,0.085325,0.144923,0.25
30,85232,45854,34106,0.0719272,0.128907,0.25
31,82162,46001,33534,0.060825,0.115942,0.25
32,80278,46157,33907,0.0531466,0.104831,0.25
33,79915,46124,33405,0.046806,0.0952702,0.25
34,79806,46446,33271,0.0422775,0.081257,0.25
35,80538,47159,33152,0.0376903,0.0745204,0.25
36,81056,47935,31599,0.0331623,0.0664103,0.25
37,80515,48155,30168,0.0286965,0.0610415,0.25
38,78854,47769,31313,0.0254711,0.0555839,0.25
39,79008,48115,31649,0.0227066,0.0500964,0.25
40,79879,48793,29853,0.0207314,0.0440827,0.25
41,79269,48439,30692,0.0191878,0.0373387,0.25
42,79526,48712,30587,0.0164475,0.0355053,0.25
43,79821,49287,30184,0.0145263,0.0328154,0.25
44,79739,49479,29183,0.0130802,0.0274989,0.25
45,78950,49171,29349,0.0116846,0.0269686,0.25
46,78526,49080,29926,0.0102896,0.0220711,0.25
47,78949,49361,29552,0.00897415,0.02076,0.25
48,79241,49559,29147,0.00836688,0.0184239,0.25
49,78939,49379,29056,0.00749313,0.0162617,0.25
50,78497,49362,29584,0.00666268,0.0143997,0.25
51,79017,49595,29773,0.00575193,0.0123098,0.25
52,79456,49747,29100,0.00487691,0.0116838,0.25
53,79182,49692,29354,0.00447703,0.00979424,0.25
54,79475,50239,28017,0.00393835,0.00890531,0.25
55,78258,49704,28241,0.00365458,0.00791403,0.25
56,77548,49213,29547,0.00320447,0.00788574,0.25
57,78510,49691,29378,0.00303146,0.00759071,0.25
58,79085,49895,28284,0.00301574,0.00583369,0.25
59,78443,49356,29118,0.00262611,0.00619891,0.25
60,78740,49627,29578,0.00245745,0.00508824,0.25
61,79385,50163,28792,0.00201549,0.00507085,0.25
62,79221,50054,27570,0.00192499,0.00424374,0.25
63,77771,49491,30194,0.00171015,0.00370935,0.25
64,79311,50331,28372,0.00156977,0.00297829,0.25
65,79060,50116,27631,0.00128384,0.00307625,0.25
66,77964,49666,28963,0.00109025,0.00271035,0.25
67,78172,49535,28276,0.00104257,0.00180365,0.25
68,78089,49533,29823,0.000825981,0.00229688,0.25
69,79311,50143,28697,0.000813254,0.00195142,0.25
70,79165,50196,28173,0.000764227,0.00163277,0.25
71,78557,49833,28609,0.000693764,0.00110105,0.25
72,78441,49807,29103,0.000541808,0.00101364,0.25
73,79126,50278,29142,0.000410737,0.00142406,0.25
74,79375,50421,28009,0.000447244,0.000946124,0.25
75,78632,50250,28515,0.000413318,0.000876732,0.25
76,78357,49981,28159,0.000389244,0.000585958,0.25
77,77950,49611,28559,0.000295061,0.000682797,0.25
78,78043,49537,29173,0.000256269,0.0007884,0.25
79,78737,49945,30148,0.00024766,0.000381452,0.25
80,80334,50706,27857,0.000180496,0.000717952,0.25
81,79156,50705,26685,0.000240032,0.000599588,0.25
82,77127,49515,27387,0.000265795,0.000438164,0.25
83,76155,49049,29268,0.000216663,0.00029042,0.25
84,77552,49298,29782,0.000167629,0.000235041,0.25
85,79329,50137,28923,0.000119754,0.000345746,0.25
86,79545,50165,27977,0.00016343,0.000321693,0.25
87,78671,50031,27682,0.000127112,0.000288996,0.25
88,77800,49826,29366,0.000109254,0.000204318,0.25
89,78885,50081,28748,7.60601e-05,0.000226103,0.25
90,78880,50043,28489,0.00010142,5.26519e-05,0.25
91,78634,49966,28112,5.72272e-05,0.000284576,0.25
92,78076,49905,29614,7.68482e-05,6.75356e-05,0.25
93,79480,50530,27756,4.40362e-05,7.20565e-05,0.25
94,78321,50027,27761,5.74559e-05,7.20435e-05,0.25
95,77743,49562,29676,3.21572e-05,0.000134789,0.25
96,78952,50104,27998,5.06637e-05,7.14337e-05,0.25
97,78170,49679,28365,2.55853e-05,0.000105764,0.25
98,78230,49808,29328,3.83485e-05,8.52428e-05,0.25
99,79049,50352,29029,3.1626e-05,1.72242e-05,0.25
100,79681,50666,26936,1.255e-05,3.7125e-05,0.25
101,77864,49799,28389,6.42145e-06,0.0,0.25
102,77595,49709,29105,6.44371e-06,5.15375e-05,0.25
103,78456,50054,29058,6.373e-06,1.7207e-05,0.25
104,79138,50020,27303,6.31808e-06,1.8313e-05,0.25
105,77526,49304,28218,1.28989e-05,1.77192e-05,0.25
106,77511,49324,30428,1.29014e-05,1.64322e-05,0.25
107,79688,50489,29495,1.25489e-05,1.6952e-05,0.25
108,80555,51071,26853,1.24139e-05,7.44796e-05,0.25
109,78265,49918,26954,6.38855e-06,0.0,0.25
110,76551,49157,30315,0.0,1.64935e-05,0.25
111,78764,50255,29482,0.0,1.69595e-05,0.25
112,79799,50659,27602,6.26574e-06,0.0,0.25
113,78498,49973,27385,6.36959e-06,3.65163e-05,0.25
114,77008,49400,30106,1.29857e-05,1.6608e-05,0.25
115,79072,50233,28576,6.32335e-06,1.74972e-05,0.25
116,79218,50550,28619,1.26234e-05,1.74709e-05,0.25
117,79045,50266,26765,1.2651e-05,0.0,0.25
118,76925,49092,29364,6.49984e-06,0.0,0.25
119,78040,49712,30280,0.0,3.30251e-05,0.25
120,79909,50355,28143,6.25712e-06,1.77664e-05,0.25
121,79213,49863,27310,1.26242e-05,0.0,0.25
122,77491,49296,29409,1.29047e-05,0.0,0.25
123,78486,49806,29094,6.37056e-06,0.0,0.25
124,79163,50288,28920,0.0,5.18672e-05,0.25
125,79337,50383,27618,1.26045e-05,0.0,0.25
126,78073,49912,28483,6.40426e-06,1.75543e-05,0.25
127,78400,49985,28916,0.0,5.18744e-05,0.25
128,78824,50061,28887,6.34325e-06,1.73088e-05,0.25
129,79050,50109,28971,6.32511e-06,1.72586e-05,0.25
130,79323,50367,29070,6.30334e-06,0.0,0.25
131,79581,50573,27216,0.0,1.83715e-05,0.25
132,77941,49817,28476,6.41511e-06,0.0,0.25
133,77934,49810,29385,0.0,0.0,0.25
134,79019,50413,28783,0.0,0.0,0.25
135,79106,50298,27025,0.0,0.0,0.25
136,77450,49426,27621,0.0,0.0,0.25
137,76775,49243,30581,0.0,0.0,0.25
138,79380,50453,28180,0.0,0.0,0.25
139,78965,50177,27406,0.0,0.0,0.25
140,77747,49671,29906,0.0,0.0,0.25
141,79178,50484,28156,0.0,0.0,0.25
142,78960,50254,27887,0.0,0.0,0.25
143,78272,49794,28256,0.0,0.0,0.25
144,77822,49628,29401,0.0,0.0,0.25
145,78761,50003,29160,0.0,0.0,0.25
146,79424,50386,29256,0.0,0.0,0.25
147,79828,50644,27625,0.0,0.0,0.25
148,78855,50201,28198,0.0,0.0,0.25
149,78378,50097,28217,0.0,0.0,0.25
150,77968,49900,28496,0.0,0.0,0.25
151,78067,49619,29407,0.0,0.0,0.25
152,78961,49879,29079,0.0,0.0,0.25
153,79393,50084,28581,0.0,0.0,0.25
154,79278,50310,28396,0.0,0.0,0.25
155,78843,50279,27956,0.0,0.0,0.25
156,78053,49769,27437,0.0,0.0,0.25
157,77087,49067,29151,0.0,0.0,0.25
158,77777,49155,30019,0.0,0.0,0.25
159,79528,50123,30125,0.0,0.0,0.25
160,80843,50867,27998,0.0,0.0,0.25
161,79570,50540,26789,0.0,0.0,0.25
162,77468,49595,28644,0.0,0.0,0.25
163,77575,49792,29348,0.0,0.0,0.25
164,78703,49956,29454,0.0,0.0,0.25
165,79595,50242,27775,0.0,0.0,0.25
166,78613,49985,28111,0.0,0.0,0.25
167,78237,49978,28734,0.0,0.0,0.25
168,78472,50265,28037,0.0,0.0,0.25
169,77966,49911,27762,0.0,0.0,0.25
170,77269,49617,29470,0.0,0.0,0.25
171,78763,50154,28401,0.0,0.0,0.25
172,78759,50103,28541,0.0,0.0,0.25
173,78804,50186,29119,0.0,0.0,0.25
174,79269,50410,28072,0.0,0.0,0.25
175,78566,50188,27759,0.0,0.0,0.25
176,78000,49929,28646,0.0,0.0,0.25
177,77899,49734,28938,0.0,0.0,0.25
178,78532,49934,28682,0.0,0.0,0.25
179,78853,50063,28612,0.0,0.0,0.25
180,78729,50123,28220,0.0,0.0,0.25
181,78402,49998,28439,0.0,0.0,0.25
182,78138,49921,28641,0.0,0.0,0.25
183,78471,50028,29103,0.0,0.0,0.25
184,78965,50309,28283,0.0,0.0,0.25
185,78626,50207,27984,0.0,0.0,0.25
186,78097,49965,28183,0.0,0.0,0.25
187,77829,49715,29192,0.0,0.0,0.25
188,78597,49972,28978,0.0,0.0,0.25
189,79116,50216,28317,0.0,0.0,0.25
190,78796,50054,28778,0.0,0.0,0.25
191,78894,50296,28624,0.0,0.0,0.25
192,78750,50297,27208,0.0,0.0,0.25
193,77304,49553,27815,0.0,0.0,0.25
194,76943,49185,29984,0.0,0.0,0.25
