generation,adult_population_size,adult_female_population_size,juvenile_population_size,adult_drive_frequency,juvenile_drive_frequency,drive_efficiency
1,78246,49354,28475,0.0,0.0,1.0
2,78338,49372,30372,0.0,0.0,1.0
3,80038,50370,29435,0.0,0.0,1.0
4,80360,50760,27067,0.0,0.0,1.0
5,77852,49570,28016,0.0,0.0,1.0
6,77285,49479,29764,0.0,0.0,1.0
7,78855,50145,28970,0.0,0.0,1.0
8,79287,50270,28310,0.0,0.0,1.0
9,78546,49967,28451,0.0,0.0,1.0
10,78453,49967,28984,0.0,0.0,1.0
11,79112,50212,28454,0.0,0.0,1.0
12,96972,50162,28277,0.185342,0.0793224,1.0
13,103023,47320,28048,0.272643,0.157427,1.0
14,98339,42954,33884,0.305006,0.222244,1.0
15,97379,39443,37702,0.33461,0.277081,1.0
16,97273,35585,40245,0.36396,0.324003,1.0
17,96611,31478,42755,0.393977,0.360356,1.0
18,95432,27339,43413,0.428027,0.381372,1.0
19,93484,23644,43049,0.455656,0.398081,1.0
20,90780,20451,41917,0.480976,0.416215,1.0
21,68618,17311,39933,0.380316,0.425162,1.0
22,55760,14528,36741,0.309075,0.425506,1.0
23,50842,12531,33478,0.319431,0.425115,1.0
24,46391,10971,30449,0.325483,0.430819,1.0
25,41869,9557,27881,0.330173,0.426527,1.0
26,38378,8531,25237,0.332821,0.426101,1.0
27,34907,7686,23187,0.333472,0.425411,1.0
28,31815,6966,21031,0.332878,0.425562,1.0
29,28963,6339,20030,0.332182,0.432501,1.0
30,26713,5741,18172,0.336372,0.433662,1.0
31,24331,5220,16780,0.338704,0.43388,1.0
32,22329,4703,15318,0.341619,0.437231,1.0
33,20414,4131,14145,0.347164,0.440792,1.0
34,18572,3593,12323,0.35357,0.437109,1.0
35,16534,3172,11344,0.353726,0.439175,1.0
36,14996,2915,10156,0.354261,0.436835,1.0
37,13499,2687,8929,0.351285,0.441427,1.0
38,12107,2366,8575,0.355456,0.436327,1.0
39,11098,2105,7488,0.354929,0.437634,1.0
40,10137,1903,6754,0.35617,0.431078,1.0
41,9157,1763,6007,0.35077,0.443732,1.0
42,8104,1539,5694,0.35501,0.443888,1.0
43,7376,1371,4867,0.358257,0.43836,1.0
44,6616,1253,4336,0.358903,0.443035,1.0
45,5855,1094,4286,0.358497,0.431288,1.0
46,5456,1047,3675,0.353556,0.436054,1.0
47,4933,945,3591,0.352118,0.426483,1.0
48,4661,923,2965,0.347565,0.439798,1.0
49,4152,846,3149,0.346219,0.439505,1.0
