generation,adult_population_size,adult_female_population_size,juvenile_population_size,adult_drive_frequency,juvenile_drive_frequency,drive_efficiency
1,78280,49093,28594,0.0,0.0,0.0
2,78154,49200,30855,0.0,0.0,0.0
3,80227,50343,28977,0.0,0.0,0.0
4,80066,50638,27616,0.0,0.0,0.0
5,78857,50290,27782,0.0,0.0,0.0
6,77732,49779,27361,0.0,0.0,0.0
7,76670,49156,29778,0.0,0.0,0.0
8,78627,49840,30168,0.0,0.0,0.0
9,80330,50804,28928,0.0,0.0,0.0
10,80288,50721,26301,0.0,0.0,0.0
11,77442,49533,29389,0.0,0.0,0.0
12,96265,49932,28569,0.186859,0.0757114,0.0
13,103509,47720,28479,0.274633,0.159223,0.0
14,99292,43349,32902,0.304974,0.223558,0.0
15,96942,39148,38210,0.336567,0.273711,0.0
16,97505,35684,40684,0.363494,0.316844,0.0
17,97483,31910,42210,0.38975,0.339303,0.0
18,96258,28542,43293,0.415425,0.347065,0.0
19,95838,26146,43286,0.435083,0.348831,0.0
20,94819,24598,42938,0.442949,0.355489,0.0
21,75372,23336,42567,0.320338,0.335459,0.0
22,66143,23294,42062,0.223433,0.299819,0.0
23,67319,25031,41948,0.201919,0.254279,0.0
24,70486,28385,43186,0.168026,0.211261,0.0
25,76088,33483,43359,0.134614,0.17731,0.0
26,81923,38950,42320,0.10563,0.148192,0.0
27,87009,44248,38893,0.082365,0.124264,0.0
28,88541,47757,34154,0.0659581,0.107747,0.0
29,85759,48911,28769,0.0517905,0.0911919,0.0
30,79402,47272,30621,0.0415922,0.0803534,0.0
31,77007,46394,33336,0.0347111,0.0683945,0.0
32,78763,46960,33392,0.0301157,0.0576485,0.0
33,81093,48021,31407,0.0260072,0.0485242,0.0
34,80976,48437,30716,0.0214508,0.040728,0.0
35,80556,49040,30506,0.0177765,0.0329607,0.0
36,80432,49808,29890,0.0143102,0.0295751,0.0
37,80150,49967,28463,0.0123581,0.0238907,0.0
38,78448,49198,27546,0.0103954,0.0213098,0.0
39,76434,48121,31121,0.00858257,0.0185405,0.0
40,78554,48999,31416,0.00756168,0.0152948,0.0
41,80989,50168,29246,0.00626628,0.0142755,0.0
42,80507,50065,27573,0.00544673,0.0108802,0.0
43,78275,49400,30143,0.00452252,0.00920612,0.0
44,79328,50151,29195,0.00382589,0.00801507,0.0
45,79396,50296,27883,0.00322434,0.00674246,0.0
46,78385,49836,27372,0.00264081,0.00529738,0.0
47,76820,49094,29136,0.00234314,0.00509679,0.0
48,77744,49460,29848,0.00192941,0.0038361,0.0
49,79315,50122,29493,0.00173359,0.00388228,0.0
50,79991,50628,28770,0.00149392,0.00302398,0.0
51,79582,50430,27927,0.00121259,0.0028288,0.0
52,78651,50024,27819,0.00107437,0.0021568,0.0
53,77914,49934,28804,0.000943348,0.0018053,0.0
54,78122,50133,28304,0.000838432,0.00153689,0.0
55,78040,49901,28252,0.000672732,0.00100878,0.0
56,77779,49575,28614,0.000507849,0.0016775,0.0
57,78114,49666,29512,0.000512072,0.00123679,0.0
58,79251,50228,28131,0.000435326,0.00104867,0.0
59,78532,49868,28000,0.000464779,0.000803571,0.0
60,77980,49564,29213,0.000333419,0.000718858,0.0
61,78744,50057,29252,0.000298435,0.000649528,0.0
62,79377,50206,27369,0.000233065,0.000529796,0.0
63,77814,49512,27685,0.000205619,0.00055987,0.0
64,77124,49150,30406,0.000194492,0.000246662,0.0
65,79250,50131,28873,0.000170347,0.000450248,0.0
66,79575,50107,27554,0.000144518,0.000254047,0.0
67,77985,49522,28741,0.000134641,0.000173968,0.0
68,78137,49750,29836,0.000134379,0.000201099,0.0
69,79578,50485,27930,0.000125663,0.000143215,0.0
70,78703,50164,27802,7.6236e-05,0.000233796,0.0
71,77956,49913,29594,7.05526e-05,0.000152058,0.0
72,78984,50477,27749,6.3304e-05,7.20747e-05,0.0
73,78120,49997,28489,5.12033e-05,7.02025e-05,0.0
74,78119,49862,28988,3.20025e-05,0.000155237,0.0
75,78541,49938,27959,2.54644e-05,7.15333e-05,0.0
76,78120,49668,29815,2.56016e-05,6.70803e-05,0.0
77,79555,50404,29238,1.88549e-05,3.42021e-05,0.0
78,79830,50653,27381,2.50532e-05,3.65217e-05,0.0
79,78358,50000,27453,1.27619e-05,5.46388e-05,0.0
80,77139,49353,29620,2.59272e-05,0.0,0.0
81,78159,49747,28844,0.0,3.46693e-05,0.0
82,78775,50094,29300,0.0,1.70648e-05,0.0
83,79529,50449,28313,0.0,0.0,0.0
84,78831,50156,27733,0.0,0.0,0.0
85,77915,49714,28461,0.0,1.75679e-05,0.0
86,78117,49905,29920,6.40066e-06,0.0,0.0
87,79579,50461,28294,6.28306e-06,0.0,0.0
88,79062,50156,27785,0.0,0.0,0.0
89,78317,49726,28073,0.0,0.0,0.0
90,77714,49581,28772,0.0,1.7378e-05,0.0
91,77890,49550,28992,6.41931e-06,0.0,0.0
92,78650,50043,29340,6.35728e-06,0.0,0.0
93,79544,50774,28334,0.0,0.0,0.0
94,78982,50675,27152,0.0,0.0,0.0
95,77562,49841,28083,0.0,0.0,0.0
96,77427,49475,29310,0.0,1.7059e-05,0.0
97,78580,49942,29677,0.0,0.0,0.0
98,79825,50503,27978,0.0,0.0,0.0
99,78778,50042,27756,0.0,0.0,0.0
100,78015,49786,28568,0.0,0.0,0.0
101,78089,49954,28860,0.0,0.0,0.0
102,78708,49969,28226,0.0,0.0,0.0
103,78082,49558,29530,0.0,0.0,0.0
104,78972,50030,29162,0.0,0.0,0.0
105,79691,50422,28742,0.0,0.0,0.0
106,79537,50521,27533,0.0,0.0,0.0
107,78017,49814,27931,0.0,0.0,0.0
108,77365,49553,28720,0.0,0.0,0.0
109,77834,49632,28754,0.0,0.0,0.0
110,78390,49762,29052,0.0,0.0,0.0
111,79022,50054,28865,0.0,0.0,0.0
112,79367,50329,27936,0.0,0.0,0.0
113,78464,49997,28217,0.0,0.0,0.0
114,78041,49953,28651,0.0,0.0,0.0
115,78335,49933,28446,0.0,0.0,0.0
116,78704,49947,29255,0.0,0.0,0.0
