generation,adult_population_size,adult_female_population_size,juvenile_population_size,adult_drive_frequency,juvenile_drive_frequency,drive_efficiency
1,77922,48983,28399,0.0,0.0,0.25
2,78024,49058,30291,0.0,0.0,0.25
3,79592,50201,28938,0.0,0.0,0.25
4,79555,50459,27773,0.0,0.0,0.25
5,78821,50236,28242,0.0,0.0,0.25
6,78365,50159,27997,0.0,0.0,0.25
7,77921,49827,28636,0.0,0.0,0.25
8,78306,50016,28358,0.0,0.0,0.25
9,78123,49818,28747,0.0,0.0,0.25
10,78542,49925,28750,0.0,0.0,0.25
11,78667,49924,28275,0.0,0.0,0.25
12,96183,49595,28975,0.187091,0.0800345,0.25
13,103633,47556,28904,0.273079,0.157694,0.25
14,99454,43712,32681,0.302074,0.222239,0.25
15,97525,39629,37854,0.336047,0.271596,0.25
16,97747,36042,40126,0.363489,0.313039,0.25
17,97545,32318,42184,0.389046,0.341931,0.25
18,96547,28780,43446,0.416077,0.353577,0.25
19,95801,26132,43431,0.435084,0.361677,0.25
20,94388,23943,42828,0.449893,0.367622,0.25
21,74394,22181,42184,0.331532,0.358916,0.25
22,63957,21259,41164,0.241701,0.331321,0.25
23,63654,21845,40432,0.227841,0.295335,0.25
24,65023,23873,41388,0.201813,0.265681,0.25
25,68205,27003,42557,0.172861,0.231396,0.25
26,73392,31442,43031,0.145111,0.205108,0.25
27,78473,35934,43021,0.121156,0.181923,0.25
28,83373,40555,41094,0.1017,0.163953,0.25
29,85999,43851,37294,0.0864719,0.147651,0.25
30,85032,45282,34649,0.0743014,0.128777,0.25
31,82417,45812,33625,0.0626206,0.117502,0.25
32,80325,45768,34071,0.0539371,0.105207,0.25
33,80258,45973,33289,0.0477149,0.0960678,0.25
34,79889,46187,32994,0.0429721,0.0833636,0.25
35,80052,46717,32993,0.0382626,0.076395,0.25
36,80591,47565,31795,0.0334032,0.0692404,0.25
37,79995,47850,31145,0.0295331,0.0623535,0.25
38,79494,47931,31711,0.0263982,0.0550282,0.25
39,80061,48402,31216,0.0234946,0.0487891,0.25
40,79980,48801,30710,0.0206177,0.0472973,0.25
41,79570,48882,30053,0.0186063,0.0401125,0.25
42,79113,48716,30840,0.0167356,0.0354896,0.25
43,79762,49008,30453,0.0152328,0.0329032,0.25
44,79898,49196,29550,0.0134171,0.0310491,0.25
45,79108,48947,29908,0.0120531,0.0272837,0.25
46,78787,48871,31034,0.0110678,0.0236837,0.25
47,80211,49874,29067,0.00984902,0.0219321,0.25
48,79410,49627,28377,0.00881501,0.0186595,0.25
49,78127,49129,29797,0.0078974,0.0175353,0.25
50,78609,49193,30014,0.00695213,0.016459,0.25
51,79489,49671,29131,0.00633421,0.0132677,0.25
52,79144,49570,29005,0.0056353,0.0124978,0.25
53,78948,49736,28651,0.00518696,0.0105581,0.25
54,78502,49737,28772,0.00452855,0.00962742,0.25
55,78275,49670,28795,0.0040115,0.00875152,0.25
56,78279,49476,29207,0.00337894,0.00833704,0.25
57,78804,49792,28913,0.00328664,0.00700377,0.25
58,78485,49631,28250,0.0028222,0.00557522,0.25
59,77961,49145,28939,0.00229602,0.00611631,0.25
60,78526,49588,29476,0.00227313,0.00493622,0.25
61,79137,49889,28465,0.00203445,0.00456701,0.25
62,78607,49838,27991,0.00184462,0.00462649,0.25
63,77782,49336,29645,0.00164562,0.00372744,0.25
64,78842,49877,29356,0.00157911,0.00413885,0.25
65,79632,50382,28037,0.00146926,0.00322788,0.25
66,78513,49975,28360,0.00129278,0.0028385,0.25
67,78235,49832,28996,0.00108647,0.00272451,0.25
68,78722,50087,29336,0.000990828,0.00197709,0.25
69,79534,50441,28413,0.000810974,0.00237567,0.25
70,78680,50081,27447,0.000775292,0.00196743,0.25
71,77389,49256,27715,0.000678391,0.00207469,0.25
72,76602,49051,30559,0.000704942,0.0016689,0.25
73,79279,50151,29089,0.000681139,0.00137509,0.25
74,79729,50503,27285,0.000614582,0.00131941,0.25
75,78279,49918,28548,0.000504605,0.00113843,0.25
76,78031,50024,28811,0.00044854,0.00168338,0.25
77,78457,50069,28910,0.00050346,0.000916638,0.25
78,78951,50141,28432,0.000373649,0.00112549,0.25
79,78431,49774,28310,0.000395252,0.000724126,0.25
80,78082,49689,28636,0.000371404,0.000785724,0.25
81,78584,50012,28766,0.000324494,0.000625739,0.25
82,78652,49931,29113,0.000279713,0.000566757,0.25
83,79278,50345,28929,0.00024597,0.000674064,0.25
84,79114,50178,27602,0.00027176,0.000561554,0.25
85,77765,49467,28500,0.000257185,0.000526316,0.25
86,78027,49790,29899,0.000217873,0.000585304,0.25
87,79474,50400,28597,0.000232781,0.000384656,0.25
88,79195,50329,27411,0.000189406,0.000346576,0.25
89,77954,49659,28892,0.000121867,0.000328811,0.25
90,78282,49980,28369,0.000146905,0.000405372,0.25
91,78264,49780,29063,0.000134161,0.000395692,0.25
92,79017,50276,28993,0.000151866,0.000172455,0.25
93,79191,50321,27298,0.000119963,0.000274745,0.25
94,77840,49542,29407,8.99281e-05,0.00049308,0.25
95,78864,50339,28565,0.000145821,0.000157535,0.25
96,78945,50304,27940,0.000101336,0.000161059,0.25
97,78133,49899,28495,6.39934e-05,0.000157922,0.25
98,78038,49917,28297,7.04785e-05,0.000194367,0.25
99,77898,49802,28672,6.41865e-05,0.000156948,0.25
100,78421,49818,29024,7.65101e-05,0.00012059,0.25
101,78821,49905,28516,8.24653e-05,0.000105204,0.25
102,78654,49835,28260,4.44987e-05,3.53857e-05,0.25
103,78357,49830,28845,3.82863e-05,8.66701e-05,0.25
104,78485,49828,28068,5.09652e-05,0.000106883,0.25
105,78089,49715,28593,3.20148e-05,6.99472e-05,0.25
106,78073,49618,29947,3.20213e-05,8.34808e-05,0.25
107,79421,50239,28550,2.51823e-05,7.00525e-05,0.25
108,79295,50288,28630,2.52223e-05,0.0,0.25
109,79246,50461,27541,1.89284e-05,3.63095e-05,0.25
110,77742,49819,28097,6.43153e-06,0.0,0.25
111,77651,49721,28650,0.0,8.726e-05,0.25
112,77899,49908,28902,1.28371e-05,1.72998e-05,0.25
113,78477,49977,28833,6.37129e-06,3.46825e-05,0.25
114,78764,49983,29003,1.26962e-05,0.0,0.25
115,79106,50106,28761,0.0,0.0,0.25
116,79289,50382,28230,0.0,0.0,0.25
117,78683,50075,28638,0.0,0.0,0.25
118,78571,50303,28001,0.0,0.0,0.25
119,78377,50067,28487,0.0,0.0,0.25
120,78467,49891,28852,0.0,0.0,0.25
121,78614,49712,28398,0.0,0.0,0.25
122,78379,49599,28814,0.0,0.0,0.25
123,78560,50081,29185,0.0,0.0,0.25
124,79197,50489,28170,0.0,0.0,0.25
125,78640,50176,27745,0.0,0.0,0.25
126,77880,49716,28737,0.0,0.0,0.25
127,78354,50057,29329,0.0,0.0,0.25
128,79376,50626,27939,0.0,0.0,0.25
129,78513,50089,26542,0.0,0.0,0.25
130,76455,49108,29012,0.0,0.0,0.25
131,77343,49180,29992,0.0,0.0,0.25
132,79139,50072,29189,0.0,0.0,0.25
133,79834,50472,28398,0.0,0.0,0.25
134,79364,50611,27911,0.0,0.0,0.25
135,78386,50102,27698,0.0,0.0,0.25
136,77738,49805,28292,0.0,0.0,0.25
