generation,adult_population_size,adult_female_population_size,juvenile_population_size,adult_drive_frequency,juvenile_drive_frequency,drive_efficiency
1,78260,49405,28476,0.0,0.0,0.5
2,78221,49334,30099,0.0,0.0,0.5
3,79866,50336,28903,0.0,0.0,0.5
4,79803,50420,27489,0.0,0.0,0.5
5,78281,49725,28683,0.0,0.0,0.5
6,78217,49651,28848,0.0,0.0,0.5
7,78569,49938,28659,0.0,0.0,0.5
8,78787,50048,28990,0.0,0.0,0.5
9,78731,49980,28011,0.0,0.0,0.5
10,78234,49582,29080,0.0,0.0,0.5
11,78599,49821,29486,0.0,0.0,0.5
12,97439,50387,28836,0.184187,0.0811659,0.5
13,104344,48315,27655,0.269905,0.160785,0.5
14,99067,43715,32192,0.302366,0.225848,0.5
15,96424,39367,37608,0.335871,0.276976,0.5
16,96940,35577,40162,0.367439,0.317489,0.5
17,96676,31564,42739,0.395838,0.347809,0.5
18,95891,27763,43000,0.422083,0.361802,0.5
19,94735,24958,43460,0.444392,0.375644,0.5
20,93275,22537,42760,0.46275,0.386214,0.5
21,72801,20254,41179,0.350194,0.380303,0.5
22,61029,18798,40177,0.263317,0.366541,0.5
23,59261,18147,38454,0.258998,0.33466,0.5
24,58793,19109,37760,0.237894,0.314447,0.5
25,59291,20752,39584,0.214754,0.291595,0.5
26,62377,23427,40666,0.19104,0.274074,0.5
27,66517,26473,42329,0.17352,0.25049,0.5
28,71678,30240,43238,0.154308,0.233001,0.5
29,76919,34198,43442,0.13784,0.221042,0.5
30,80487,37480,41941,0.123821,0.207065,0.5
31,82601,39937,40469,0.111905,0.190924,0.5
32,83357,41740,38443,0.101485,0.182647,0.5
33,82350,42613,37515,0.0915786,0.169239,0.5
34,81529,43142,36295,0.0837309,0.161785,0.5
35,80265,43099,36522,0.0774808,0.149663,0.5
36,80404,43863,35982,0.0712589,0.136666,0.5
37,80591,44410,35289,0.0649949,0.128992,0.5
38,80715,45057,35306,0.0597287,0.122741,0.5
39,81214,45728,34100,0.0558093,0.114355,0.5
40,80877,46068,34105,0.0510776,0.103753,0.5
41,80934,46577,32219,0.0469827,0.0973339,0.5
42,79656,46346,33259,0.04274,0.0918248,0.5
43,79732,46641,32662,0.0398523,0.0873186,0.5
44,79548,46812,32666,0.0369022,0.0777567,0.5
45,80008,47210,32267,0.0341466,0.0736356,0.5
46,80060,47879,31812,0.0311329,0.0678203,0.5
47,79951,47976,30567,0.0286238,0.0651847,0.5
48,78747,47761,29973,0.0268264,0.058486,0.5
49,77630,47353,32714,0.0242046,0.0585529,0.5
50,79505,48135,31442,0.0232627,0.0524458,0.5
51,80064,48378,30332,0.0218638,0.0493373,0.5
52,79596,48477,30448,0.020535,0.0442229,0.5
53,79193,48630,30260,0.0183602,0.0430601,0.5
