generation,adult_population_size,adult_female_population_size,juvenile_population_size,adult_drive_frequency,juvenile_drive_frequency,drive_efficiency
1,78396,48970,28616,0.0,0.0,0.0
2,78365,49181,30831,0.0,0.0,0.0
3,80482,50497,28817,0.0,0.0,0.0
4,80092,50526,27580,0.0,0.0,0.0
5,78744,50123,27896,0.0,0.0,0.0
6,77860,49837,29353,0.0,0.0,0.0
7,78735,50143,28195,0.0,0.0,0.0
8,78576,49848,29438,0.0,0.0,0.0
9,79511,50416,28492,0.0,0.0,0.0
10,79164,50313,28274,0.0,0.0,0.0
11,78687,50183,27730,0.0,0.0,0.0
12,95625,49664,28522,0.18788,0.0766952,0.0
13,103028,47702,29601,0.273993,0.156701,0.0
14,100004,43821,32387,0.301373,0.223114,0.0
15,97609,39404,37036,0.335348,0.270359,0.0
16,97016,35466,40227,0.364136,0.308561,0.0
17,96679,31799,42220,0.389681,0.339649,0.0
18,96440,28357,43474,0.415937,0.348484,0.0
19,95700,26023,43466,0.432518,0.352781,0.0
20,95191,24439,43172,0.445137,0.350308,0.0
21,75639,23416,42173,0.319253,0.335392,0.0
22,65920,23439,41694,0.22095,0.301554,0.0
23,67051,25028,42135,0.20172,0.249401,0.0
24,70670,28648,42690,0.167872,0.210471,0.0
25,75864,33559,43547,0.133403,0.174191,0.0
26,82222,39197,42203,0.10378,0.147407,0.0
27,87029,44384,38402,0.0821738,0.124655,0.0
28,88077,47749,33665,0.0654995,0.106565,0.0
29,85029,48539,30252,0.0521704,0.0907047,0.0
30,80345,47502,30887,0.0419503,0.0808269,0.0
31,78005,46941,31754,0.0353952,0.0707627,0.0
32,77972,46765,32560,0.0309278,0.059137,0.0
33,79436,47473,32765,0.0267448,0.0507096,0.0
34,81191,48690,30923,0.0226503,0.0415063,0.0
35,80687,48943,29624,0.0183549,0.0358999,0.0
36,79553,48948,29017,0.0155242,0.0308957,0.0
37,78473,48870,30560,0.0129599,0.0265543,0.0
38,79193,49434,30398,0.0113457,0.0222712,0.0
39,80079,49995,29396,0.0094719,0.0189822,0.0
40,79741,49945,29121,0.00797582,0.0160194,0.0
41,79307,49829,28620,0.00665137,0.0145353,0.0
42,78596,49628,29412,0.00577001,0.0118149,0.0
43,78666,49662,28548,0.00499581,0.0101583,0.0
44,77924,49082,29569,0.00422848,0.00808279,0.0
45,78650,49524,29936,0.003363,0.00764965,0.0
46,79433,50132,29112,0.00300883,0.00621737,0.0
47,79813,50341,27633,0.00259983,0.00546448,0.0
48,78282,49659,29103,0.00247183,0.00419201,0.0
49,78386,49756,28898,0.00191999,0.00397951,0.0
50,78582,49750,28973,0.00166705,0.00360681,0.0
51,78825,49775,28251,0.00155408,0.00327422,0.0
52,78205,49715,29107,0.00141935,0.00254234,0.0
53,78750,49992,28997,0.0011873,0.0017588,0.0
54,79023,50138,28050,0.0008352,0.00188948,0.0
55,78250,49744,28251,0.000709265,0.00171675,0.0
56,77807,49452,29274,0.000616911,0.00129808,0.0
57,78612,49806,29469,0.000578792,0.000865316,0.0
58,79511,50391,28809,0.000477921,0.00102399,0.0
59,79369,50446,27718,0.000428379,0.000865863,0.0
60,78482,50257,28329,0.000331286,0.000864838,0.0
61,78176,50285,27585,0.000370958,0.000543774,0.0
62,77341,49570,28392,0.000284455,0.000457875,0.0
63,77496,49547,28832,0.000245174,0.000294811,0.0
64,78109,49735,28236,0.000198441,0.000407281,0.0
65,78049,49587,29282,0.000121718,0.000307356,0.0
66,79030,50100,28940,0.000101227,0.00024188,0.0
67,79192,50342,28532,0.00010102,0.000175242,0.0
68,79055,50323,27691,8.22212e-05,0.000126395,0.0
69,77909,49712,28158,4.49242e-05,8.87847e-05,0.0
70,77547,49674,29258,4.51339e-05,1.70893e-05,0.0
71,78734,50336,28080,1.2701e-05,3.56125e-05,0.0
72,78322,49957,28161,2.55356e-05,1.77551e-05,0.0
73,77905,49890,28708,1.28361e-05,3.48335e-05,0.0
74,78305,50007,28874,1.27706e-05,0.0,0.0
75,78849,50134,28090,6.34123e-06,0.0,0.0
76,78337,49780,27803,6.38268e-06,1.79837e-05,0.0
77,77561,49649,29258,6.44654e-06,1.70893e-05,0.0
78,78614,50143,29194,0.0,0.0,0.0
79,79185,50235,27423,0.0,0.0,0.0
80,78100,49850,28066,0.0,0.0,0.0
81,77589,49570,29123,0.0,1.71686e-05,0.0
82,78433,49998,28730,0.0,0.0,0.0
83,78790,49974,28477,0.0,0.0,0.0
84,78447,49830,28783,0.0,0.0,0.0
85,78681,50104,29199,0.0,0.0,0.0
86,79524,50531,28215,0.0,0.0,0.0
87,78819,50174,26383,0.0,0.0,0.0
88,76538,48965,28694,0.0,0.0,0.0
89,76941,49033,29926,0.0,0.0,0.0
90,78768,49805,30653,0.0,0.0,0.0
91,80873,50817,27680,0.0,0.0,0.0
92,79490,50672,27305,0.0,0.0,0.0
93,78192,50226,28500,0.0,0.0,0.0
94,78175,50269,28327,0.0,0.0,0.0
95,77997,49725,28016,0.0,0.0,0.0
96,77406,49093,30060,0.0,0.0,0.0
97,79113,49722,30396,0.0,0.0,0.0
98,81004,51026,28065,0.0,0.0,0.0
99,79930,50871,26390,0.0,0.0,0.0
100,77254,49487,28569,0.0,0.0,0.0
101,77370,49392,30359,0.0,0.0,0.0
102,79514,50315,29373,0.0,0.0,0.0
103,80285,50675,27583,0.0,0.0,0.0
104,78519,50080,27100,0.0,0.0,0.0
105,77079,49542,29184,0.0,0.0,0.0
106,78015,49956,28922,0.0,0.0,0.0
107,78832,50200,28156,0.0,0.0,0.0
108,78150,49733,28689,0.0,0.0,0.0
109,78298,49884,29219,0.0,0.0,0.0
110,78915,50226,28546,0.0,0.0,0.0
111,78971,50215,27683,0.0,0.0,0.0
112,77838,49632,28189,0.0,0.0,0.0
113,77856,49848,30096,0.0,0.0,0.0
114,79632,50819,28302,0.0,0.0,0.0
115,79157,50360,26296,0.0,0.0,0.0
116,76948,49079,29059,0.0,0.0,0.0
117,77558,49672,28986,0.0,0.0,0.0
118,78397,50072,29496,0.0,0.0,0.0
119,79430,50535,27914,0.0,0.0,0.0
120,78661,49990,28069,0.0,0.0,0.0
121,78230,49697,28645,0.0,0.0,0.0
122,78371,49913,27635,0.0,0.0,0.0
123,77229,49107,28986,0.0,0.0,0.0
