generation,adult_population_size,adult_female_population_size,juvenile_population_size,adult_drive_frequency,juvenile_drive_frequency,drive_efficiency
1,78599,49572,28423,0.0,0.0,1.0
2,78252,49467,29360,0.0,0.0,1.0
3,79227,49973,29705,0.0,0.0,1.0
4,80151,50597,27543,0.0,0.0,1.0
5,78665,50284,27735,0.0,0.0,1.0
6,77530,49746,28368,0.0,0.0,1.0
7,77480,49673,29140,0.0,0.0,1.0
8,78650,49896,28648,0.0,0.0,1.0
9,78620,49686,28713,0.0,0.0,1.0
10,78808,49952,28523,0.0,0.0,1.0
11,78588,50096,28587,0.0,0.0,1.0
12,96863,50148,28132,0.187512,0.0777762,1.0
13,103106,47680,28566,0.272831,0.158038,1.0
14,98963,43613,33736,0.303482,0.226672,1.0
15,98049,39603,36351,0.336648,0.279002,1.0
16,96959,35304,40576,0.367722,0.325574,1.0
17,96464,31004,42477,0.399102,0.360383,1.0
18,94598,26778,43801,0.429237,0.385345,1.0
19,93317,23229,43022,0.460216,0.402596,1.0
20,90577,20102,41787,0.48599,0.418144,1.0
21,68496,16851,39682,0.38603,0.427776,1.0
22,54986,14241,36251,0.311661,0.425919,1.0
23,50418,12192,32859,0.322474,0.429152,1.0
24,45627,10488,29753,0.329969,0.428814,1.0
25,41034,9170,26607,0.332895,0.427801,1.0
26,36599,8183,24866,0.333206,0.419971,1.0
27,33776,7629,22617,0.328606,0.429434,1.0
28,30851,6787,21265,0.33255,0.421749,1.0
29,28588,6421,19866,0.328529,0.431113,1.0
30,26624,5802,18386,0.33436,0.424644,1.0
31,24833,5488,17302,0.333709,0.427292,1.0
32,23305,5124,16425,0.334735,0.427641,1.0
33,21889,4749,15127,0.335123,0.425365,1.0
34,20431,4489,14339,0.333586,0.428098,1.0
35,19073,4119,12884,0.335317,0.425761,1.0
36,17579,3882,12754,0.333637,0.423318,1.0
37,16627,3636,12187,0.331359,0.426479,1.0
38,15866,3429,11343,0.332693,0.429648,1.0
39,15122,3228,11051,0.336397,0.427246,1.0
40,14487,3068,10329,0.337924,0.43223,1.0
41,13620,2858,9812,0.339978,0.433806,1.0
42,12811,2607,9428,0.343767,0.423154,1.0
43,12282,2559,8599,0.340376,0.426968,1.0
44,11478,2385,8240,0.337385,0.432342,1.0
45,10780,2263,7655,0.338915,0.427172,1.0
46,10158,2174,7392,0.338206,0.437027,1.0
47,9569,2023,7511,0.343348,0.4321,1.0
48,9428,1898,6343,0.348059,0.431263,1.0
49,8663,1746,6215,0.346185,0.438455,1.0
50,8076,1654,5525,0.348068,0.431946,1.0
51,7333,1518,5140,0.345425,0.434144,1.0
52,6844,1389,4953,0.345777,0.432465,1.0
53,6399,1285,4388,0.342944,0.427074,1.0
54,5954,1220,4205,0.342375,0.435315,1.0
55,5602,1093,4178,0.34568,0.436213,1.0
56,5344,1031,3647,0.34927,0.432273,1.0
57,4909,968,3160,0.347932,0.433386,1.0
58,4372,862,3328,0.347781,0.429087,1.0
59,4109,846,2805,0.343758,0.430303,1.0
60,3854,777,2973,0.34302,0.420955,1.0
61,3759,777,2440,0.337058,0.419672,1.0
62,3439,726,2535,0.331201,0.411243,1.0
63,3349,752,2378,0.324127,0.407696,1.0
64,3252,753,2444,0.319342,0.423895,1.0
65,3183,744,2677,0.322023,0.422301,1.0
66,3268,756,2576,0.324051,0.427019,1.0
67,3250,698,2522,0.328923,0.423275,1.0
68,3237,699,2308,0.330244,0.432626,1.0
69,3092,626,2436,0.341203,0.402709,1.0
70,3122,689,2159,0.325112,0.415007,1.0
71,2920,666,2323,0.314726,0.407447,1.0
72,2964,706,2196,0.308873,0.418944,1.0
73,2866,679,2310,0.311933,0.394805,1.0
74,3047,733,2373,0.308172,0.403498,1.0
75,3074,783,2540,0.304489,0.404528,1.0
76,3229,812,2672,0.303654,0.409057,1.0
77,3367,852,2741,0.302198,0.40259,1.0
78,3525,876,2890,0.306241,0.414187,1.0
79,3665,904,2950,0.309141,0.400508,1.0
80,3825,937,3011,0.307974,0.406842,1.0
81,3907,968,3317,0.303942,0.403226,1.0
82,4239,1040,3395,0.305025,0.404566,1.0
83,4476,1089,3473,0.308758,0.413619,1.0
84,4490,1092,3397,0.309911,0.4005,1.0
85,4550,1107,3787,0.308571,0.424346,1.0
86,4706,1086,3748,0.319805,0.41889,1.0
87,4793,1049,3548,0.32537,0.401353,1.0
88,4844,1101,3407,0.318642,0.420605,1.0
89,4602,1052,3637,0.317579,0.410228,1.0
90,4611,1060,3370,0.315333,0.40638,1.0
91,4588,1062,3653,0.317023,0.415549,1.0
92,4719,1095,3341,0.317546,0.4132,1.0
93,4538,1117,3556,0.311591,0.416057,1.0
94,4578,1068,3552,0.318152,0.419904,1.0
95,4555,1025,3556,0.320527,0.42351,1.0
96,4528,968,3443,0.328953,0.420273,1.0
97,4400,937,2986,0.329432,0.409076,1.0
98,4162,944,3033,0.319077,0.414936,1.0
99,4083,940,3224,0.318026,0.426334,1.0
100,4087,921,3197,0.327012,0.413356,1.0
101,4059,920,3129,0.323725,0.428891,1.0
102,4053,849,2990,0.334444,0.424749,1.0
103,3860,826,2909,0.335492,0.43331,1.0
104,3760,807,2879,0.336037,0.431747,1.0
105,3697,776,2754,0.338653,0.412491,1.0
106,3629,787,2624,0.332599,0.424162,1.0
107,3429,739,2679,0.331438,0.404069,1.0
108,3538,790,2469,0.32052,0.410288,1.0
109,3455,821,2668,0.315051,0.411919,1.0
110,3428,840,2774,0.315053,0.406273,1.0
111,3543,895,2802,0.307508,0.406317,1.0
112,3610,896,3008,0.306925,0.426197,1.0
113,3695,889,3040,0.318539,0.432566,1.0
114,3725,839,3006,0.331141,0.437957,1.0
115,3772,776,2890,0.341861,0.428028,1.0
116,3659,721,2668,0.342443,0.423351,1.0
117,3493,696,2377,0.339393,0.416491,1.0
118,3183,694,2339,0.327521,0.406156,1.0
119,3128,707,2323,0.320173,0.426388,1.0
120,3038,680,2516,0.325214,0.421304,1.0
121,3154,706,2145,0.326252,0.420746,1.0
122,3043,702,2329,0.328787,0.428725,1.0
123,2968,670,2372,0.33221,0.424747,1.0
124,3013,648,2225,0.334882,0.424494,1.0
125,2914,626,2114,0.334592,0.424314,1.0
126,2801,610,2160,0.330953,0.430324,1.0
127,2731,584,2076,0.335591,0.419798,1.0
128,2713,576,2084,0.334869,0.428743,1.0
129,2729,603,1798,0.337486,0.434093,1.0
130,2478,570,2032,0.330307,0.448573,1.0
131,2435,514,1718,0.351129,0.451979,1.0
132,2284,450,1746,0.359676,0.438431,1.0
133,2212,399,1544,0.362794,0.440415,1.0
134,2022,366,1284,0.36004,0.438863,1.0
135,1779,331,1253,0.357223,0.454509,1.0
136,1601,265,1088,0.37539,0.443934,1.0
137,1451,254,893,0.3694,0.447368,1.0
138,1223,225,860,0.365086,0.428488,1.0
139,1118,217,802,0.354651,0.428928,1.0
140,1019,197,732,0.347399,0.453552,1.0
141,983,162,709,0.366226,0.425247,1.0
142,917,169,622,0.358779,0.452572,1.0
143,801,150,433,0.365169,0.448037,1.0
144,663,132,524,0.359729,0.430344,1.0
145,607,127,418,0.350082,0.447368,1.0
146,527,113,515,0.347249,0.451456,1.0
147,581,105,392,0.36833,0.46301,1.0
148,505,78,322,0.386139,0.462733,1.0
149,418,65,266,0.38756,0.473684,1.0
150,323,49,267,0.399381,0.47191,1.0
151,303,41,182,0.412541,0.461538,1.0
152,255,28,159,0.411765,0.433962,1.0
153,221,25,76,0.400452,0.328947,1.0
154,175,26,52,0.342857,0.471154,1.0
155,100,19,111,0.315,0.441441,1.0
156,112,22,100,0.348214,0.395,1.0
157,106,22,54,0.316038,0.444444,1.0
158,92,19,76,0.320652,0.460526,1.0
159,99,13,57,0.378788,0.447368,1.0
160,83,11,34,0.391566,0.323529,1.0
161,69,14,27,0.318841,0.5,1.0
162,45,9,62,0.322222,0.475806,1.0
163,46,5,24,0.402174,0.5,1.0
164,42,4,15,0.452381,0.2,1.0
165,38,10,20,0.342105,0.5,1.0
166,22,3,26,0.409091,0.5,1.0
167,30,3,8,0.433333,0.5,1.0
168,20,3,22,0.425,0.5,1.0
169,24,3,15,0.4375,0.5,1.0
170,19,1,0,0.473684,0.5,1.0
171,8,0,0,0.5,0.5,1.0
172,0,0,0,0.5,0.5,1.0
173,0,0,0,0.5,0.5,1.0
174,0,0,0,0.5,0.5,1.0
175,0,0,0,0.5,0.5,1.0
176,0,0,0,0.5,0.5,1.0
177,0,0,0,0.5,0.5,1.0
178,0,0,0,0.5,0.5,1.0
179,0,0,0,0.5,0.5,1.0
180,0,0,0,0.5,0.5,1.0
181,0,0,0,0.5,0.5,1.0
182,0,0,0,0.5,0.5,1.0
183,0,0,0,0.5,0.5,1.0
184,0,0,0,0.5,0.5,1.0
185,0,0,0,0.5,0.5,1.0
186,0,0,0,0.5,0.5,1.0
187,0,0,0,0.5,0.5,1.0
188,0,0,0,0.5,0.5,1.0
189,0,0,0,0.5,0.5,1.0
190,0,0,0,0.5,0.5,1.0
191,0,0,0,0.5,0.5,1.0
192,0,0,0,0.5,0.5,1.0
193,0,0,0,0.5,0.5,1.0
194,0,0,0,0.5,0.5,1.0
195,0,0,0,0.5,0.5,1.0
196,0,0,0,0.5,0.5,1.0
197,0,0,0,0.5,0.5,1.0
198,0,0,0,0.5,0.5,1.0
199,0,0,0,0.5,0.5,1.0
200,0,0,0,0.5,0.5,1.0
201,0,0,0,0.5,0.5,1.0
202,0,0,0,0.5,0.5,1.0
203,0,0,0,0.5,0.5,1.0
204,0,0,0,0.5,0.5,1.0
205,0,0,0,0.5,0.5,1.0
206,0,0,0,0.5,0.5,1.0
207,0,0,0,0.5,0.5,1.0
208,0,0,0,0.5,0.5,1.0
209,0,0,0,0.5,0.5,1.0
210,0,0,0,0.5,0.5,1.0
211,0,0,0,0.5,0.5,1.0
212,0,0,0,0.5,0.5,1.0
213,0,0,0,0.5,0.5,1.0
214,0,0,0,0.5,0.5,1.0
215,0,0,0,0.5,0.5,1.0
216,0,0,0,0.5,0.5,1.0
217,0,0,0,0.5,0.5,1.0
218,0,0,0,0.5,0.5,1.0
219,0,0,0,0.5,0.5,1.0
220,0,0,0,0.5,0.5,1.0
221,0,0,0,0.5,0.5,1.0
222,0,0,0,0.5,0.5,1.0
223,0,0,0,0.5,0.5,1.0
224,0,0,0,0.5,0.5,1.0
225,0,0,0,0.5,0.5,1.0
226,0,0,0,0.5,0.5,1.0
227,0,0,0,0.5,0.5,1.0
228,0,0,0,0.5,0.5,1.0
229,0,0,0,0.5,0.5,1.0
230,0,0,0,0.5,0.5,1.0
231,0,0,0,0.5,0.5,1.0
232,0,0,0,0.5,0.5,1.0
233,0,0,0,0.5,0.5,1.0
234,0,0,0,0.5,0.5,1.0
235,0,0,0,0.5,0.5,1.0
236,0,0,0,0.5,0.5,1.0
237,0,0,0,0.5,0.5,1.0
238,0,0,0,0.5,0.5,1.0
239,0,0,0,0.5,0.5,1.0
240,0,0,0,0.5,0.5,1.0
241,0,0,0,0.5,0.5,1.0
242,0,0,0,0.5,0.5,1.0
243,0,0,0,0.5,0.5,1.0
244,0,0,0,0.5,0.5,1.0
245,0,0,0,0.5,0.5,1.0
246,0,0,0,0.5,0.5,1.0
247,0,0,0,0.5,0.5,1.0
248,0,0,0,0.5,0.5,1.0
249,0,0,0,0.5,0.5,1.0
250,0,0,0,0.5,0.5,1.0
251,0,0,0,0.5,0.5,1.0
252,0,0,0,0.5,0.5,1.0
253,0,0,0,0.5,0.5,1.0
254,0,0,0,0.5,0.5,1.0
255,0,0,0,0.5,0.5,1.0
256,0,0,0,0.5,0.5,1.0
257,0,0,0,0.5,0.5,1.0
258,0,0,0,0.5,0.5,1.0
259,0,0,0,0.5,0.5,1.0
260,0,0,0,0.5,0.5,1.0
261,0,0,0,0.5,0.5,1.0
262,0,0,0,0.5,0.5,1.0
263,0,0,0,0.5,0.5,1.0
264,0,0,0,0.5,0.5,1.0
265,0,0,0,0.5,0.5,1.0
266,0,0,0,0.5,0.5,1.0
267,0,0,0,0.5,0.5,1.0
268,0,0,0,0.5,0.5,1.0
269,0,0,0,0.5,0.5,1.0
270,0,0,0,0.5,0.5,1.0
271,0,0,0,0.5,0.5,1.0
272,0,0,0,0.5,0.5,1.0
273,0,0,0,0.5,0.5,1.0
274,0,0,0,0.5,0.5,1.0
275,0,0,0,0.5,0.5,1.0
276,0,0,0,0.5,0.5,1.0
277,0,0,0,0.5,0.5,1.0
278,0,0,0,0.5,0.5,1.0
279,0,0,0,0.5,0.5,1.0
280,0,0,0,0.5,0.5,1.0
281,0,0,0,0.5,0.5,1.0
282,0,0,0,0.5,0.5,1.0
283,0,0,0,0.5,0.5,1.0
284,0,0,0,0.5,0.5,1.0
285,0,0,0,0.5,0.5,1.0
