generation,adult_population_size,adult_female_population_size,juvenile_population_size,adult_drive_frequency,juvenile_drive_frequency,drive_efficiency
1,78142,49444,28785,0.0,0.0,0.0
2,78295,49473,30588,0.0,0.0,0.0
3,80278,50602,28764,0.0,0.0,0.0
4,79769,50479,27193,0.0,0.0,0.0
5,77879,49739,27929,0.0,0.0,0.0
6,77402,49704,30019,0.0,0.0,0.0
7,79213,50459,28394,0.0,0.0,0.0
8,79066,50068,28035,0.0,0.0,0.0
9,78285,49805,29036,0.0,0.0,0.0
10,78756,50126,28796,0.0,0.0,0.0
11,78988,50112,28206,0.0,0.0,0.0
12,96455,50128,28510,0.187341,0.0769555,0.0
13,103203,47743,27983,0.272889,0.154915,0.0
14,98862,43641,33267,0.303828,0.217588,0.0
15,97384,39682,37548,0.333494,0.274355,0.0
16,97600,35988,39860,0.362459,0.309458,0.0
17,97024,32282,42486,0.389064,0.336923,0.0
18,96715,29074,43560,0.413333,0.34573,0.0
19,96327,26547,43441,0.430061,0.353088,0.0
20,95410,24784,43294,0.443103,0.353848,0.0
21,76089,23448,42194,0.320756,0.336138,0.0
22,66061,23250,41897,0.223559,0.304783,0.0
23,66998,24797,42102,0.204446,0.255724,0.0
24,70121,28059,42929,0.170826,0.213422,0.0
25,75305,32942,43863,0.135775,0.176778,0.0
26,82064,38701,42637,0.106003,0.14763,0.0
27,87002,44004,39155,0.0832337,0.124352,0.0
28,88814,47661,33778,0.0658793,0.108991,0.0
29,85461,48377,30285,0.0526966,0.0914974,0.0
30,80525,47592,31122,0.0422229,0.0798149,0.0
31,78226,46884,32396,0.0353847,0.0696691,0.0
32,78744,47179,31854,0.0306436,0.0555503,0.0
33,79295,47536,32201,0.0259348,0.0497811,0.0
34,80369,48394,31614,0.0220359,0.0403144,0.0
35,81194,49426,29340,0.0179631,0.0345603,0.0
36,79779,49212,29867,0.0149037,0.0309204,0.0
37,79307,49387,29453,0.0128488,0.026398,0.0
38,78679,49159,29260,0.010886,0.0227273,0.0
39,78571,48928,30415,0.00932914,0.0175407,0.0
40,79686,49558,30137,0.00771779,0.015695,0.0
41,80160,49893,29332,0.00628743,0.0136199,0.0
42,79776,49769,27779,0.00537756,0.0115735,0.0
43,77874,49015,29428,0.00452012,0.00963368,0.0
44,78268,49295,30191,0.0037691,0.0089265,0.0
45,79797,50152,28737,0.00352144,0.00661169,0.0
46,79590,50140,27980,0.00291494,0.0060579,0.0
47,78239,49682,28324,0.00249875,0.00501342,0.0
48,77593,49469,28352,0.00213292,0.00391507,0.0
49,77399,49020,30389,0.00164085,0.00335648,0.0
50,79518,50088,30155,0.00140849,0.00344885,0.0
51,80886,50695,27409,0.00114977,0.00229852,0.0
52,78936,50170,28563,0.000899463,0.00208311,0.0
53,78561,50198,27797,0.000884663,0.00185272,0.0
54,77343,49432,28523,0.000627077,0.00170038,0.0
55,77671,49330,29362,0.000663053,0.00146448,0.0
56,78612,49607,29195,0.000566071,0.00109608,0.0
57,79196,49927,29240,0.000429315,0.000735294,0.0
58,79679,50218,28216,0.000263558,0.000832861,0.0
59,78971,50057,28151,0.000253258,0.00065717,0.0
60,78174,49766,28053,0.000217464,0.000516879,0.0
61,77636,49502,29707,0.000193209,0.000437607,0.0
62,78875,50120,28950,0.000183835,0.000466321,0.0
63,79326,50404,28125,0.000195396,0.000515556,0.0
64,78505,50118,28384,0.00019744,0.000387542,0.0
65,78333,50067,28411,0.000172341,0.000228785,0.0
66,78156,49898,28009,0.000108757,0.00012496,0.0
67,77773,49617,28616,8.35766e-05,0.000157255,0.0
68,77999,49718,30413,6.41034e-05,0.000180844,0.0
69,79957,50587,28309,5.00269e-05,0.000105973,0.0
70,79543,50526,26832,5.65732e-05,0.000111807,0.0
71,77383,49536,28511,7.1075e-05,0.000140297,0.0
72,77432,49644,29310,6.45728e-05,6.82361e-05,0.0
73,78577,49999,29537,5.09055e-05,0.0,0.0
74,79585,50362,28012,1.88478e-05,0.0,0.0
75,78767,49957,28205,6.34784e-06,7.09094e-05,0.0
76,78026,49639,28734,1.92244e-05,8.70049e-05,0.0
77,78489,49971,29175,4.45922e-05,1.7138e-05,0.0
78,78999,50041,28235,3.79752e-05,5.31256e-05,0.0
79,78554,50040,28860,3.18252e-05,3.465e-05,0.0
80,78891,50301,28675,1.90136e-05,0.0,0.0
81,78908,50422,28884,1.90095e-05,0.0,0.0
82,78989,50418,27679,6.33e-06,0.0,0.0
83,78021,49905,28235,0.0,3.5417e-05,0.0
84,77508,49497,29183,6.45095e-06,1.71333e-05,0.0
85,78279,49712,29757,0.0,0.0,0.0
86,79723,50679,29161,0.0,0.0,0.0
87,80209,50841,26636,0.0,0.0,0.0
88,77646,49742,27829,0.0,0.0,0.0
89,77034,49428,29265,0.0,0.0,0.0
90,78376,50021,29226,0.0,0.0,0.0
91,79443,50324,27565,0.0,0.0,0.0
92,78184,49804,28226,0.0,0.0,0.0
93,77713,49615,29431,0.0,0.0,0.0
94,78841,50149,28033,0.0,0.0,0.0
95,78536,49935,28862,0.0,0.0,0.0
96,78693,50071,28757,0.0,0.0,0.0
97,78813,50012,29072,0.0,0.0,0.0
98,79307,50204,27154,0.0,0.0,0.0
99,77562,49424,28365,0.0,0.0,0.0
100,77448,49201,29712,0.0,0.0,0.0
101,79151,50067,29700,0.0,0.0,0.0
102,80198,50716,27090,0.0,0.0,0.0
103,78321,49943,29081,0.0,0.0,0.0
104,78521,50067,28367,0.0,0.0,0.0
105,78170,49902,27824,0.0,0.0,0.0
