generation,adult_population_size,adult_female_population_size,juvenile_population_size,adult_drive_frequency,juvenile_drive_frequency,drive_efficiency
1,77465,48744,28558,0.0,0.0,0.5
2,77498,48717,30812,0.0,0.0,0.5
3,79780,50160,30226,0.0,0.0,0.5
4,81468,51302,27391,0.0,0.0,0.5
5,79596,50571,26124,0.0,0.0,0.5
6,76403,49412,28658,0.0,0.0,0.5
7,76904,49431,29716,0.0,0.0,0.5
8,78771,50046,30013,0.0,0.0,0.5
9,80319,50711,27892,0.0,0.0,0.5
10,79269,50137,27679,0.0,0.0,0.5
11,78079,50008,29126,0.0,0.0,0.5
12,96743,50527,28019,0.185409,0.0797138,0.5
13,103131,47837,28071,0.273923,0.160504,0.5
14,98489,43342,33571,0.3051,0.225954,0.5
15,96875,39222,36993,0.336919,0.275106,0.5
16,96794,35275,40730,0.366133,0.321213,0.5
17,97145,31318,42274,0.39598,0.351209,0.5
18,96144,27866,43167,0.423318,0.361781,0.5
19,94384,24886,43093,0.444848,0.374736,0.5
20,92818,22517,42449,0.463024,0.386122,0.5
21,72226,20284,41273,0.349632,0.381472,0.5
22,61026,18928,39756,0.264428,0.365215,0.5
23,59260,18619,39013,0.257653,0.337785,0.5
24,58904,19413,38747,0.23804,0.314515,0.5
25,60139,21096,39713,0.214769,0.290786,0.5
26,63151,23932,40470,0.191288,0.272473,0.5
27,66658,26848,42295,0.169807,0.253978,0.5
28,71288,30375,43514,0.152459,0.236027,0.5
29,76593,33737,43178,0.138198,0.220309,0.5
30,80389,37022,42520,0.124457,0.20889,0.5
31,82792,39820,40302,0.11332,0.189445,0.5
32,82878,41474,38472,0.100654,0.180157,0.5
33,82173,42565,37336,0.0921105,0.167238,0.5
34,81292,43255,37027,0.0826404,0.155522,0.5
35,81319,43924,36151,0.0753145,0.148032,0.5
36,80696,44085,34931,0.06983,0.137328,0.5
37,79864,44328,35513,0.0642467,0.129108,0.5
38,80196,44815,35239,0.0597661,0.118221,0.5
39,80867,45625,33928,0.0538786,0.112886,0.5
40,80343,45596,33750,0.0501226,0.103007,0.5
41,80122,45895,33726,0.0461047,0.0968837,0.5
42,80314,46286,34013,0.0429315,0.0899509,0.5
43,81004,47021,32424,0.0397203,0.0836726,0.5
44,80496,47268,31579,0.0360825,0.0803065,0.5
45,79334,47140,32216,0.0341531,0.0720915,0.5
46,79641,47447,32417,0.0307003,0.0672487,0.5
47,80422,48096,30816,0.0285867,0.0644146,0.5
48,79299,47981,31176,0.026482,0.0594207,0.5
49,78963,48020,31147,0.0245685,0.0564741,0.5
50,79252,48288,31480,0.0231414,0.0525731,0.5
51,79954,48499,29991,0.0214123,0.0480811,0.5
52,78948,48214,31032,0.0193672,0.0455659,0.5
53,79394,48596,31655,0.0178414,0.0441636,0.5
54,80342,49005,29925,0.0174566,0.0367586,0.5
55,79855,49010,29758,0.0158537,0.0365784,0.5
56,78948,48698,30079,0.0143449,0.0337445,0.5
57,78734,48744,30289,0.0131074,0.0319918,0.5
58,79234,48913,30880,0.0124505,0.0289346,0.5
59,80071,49511,29288,0.011496,0.02781,0.5
60,79235,49288,28958,0.0105509,0.0262449,0.5
61,78459,49172,29440,0.0101964,0.0240999,0.5
62,78167,49163,30109,0.00920465,0.0219037,0.5
63,79386,49846,29908,0.00846497,0.0205965,0.5
64,79642,49979,28445,0.00767183,0.0193356,0.5
65,78472,49376,27880,0.00744852,0.0169835,0.5
66,77216,48727,29862,0.00671493,0.0164423,0.5
67,78203,48974,30245,0.0065087,0.01592,0.5
68,79419,49523,30073,0.00610685,0.0145313,0.5
69,80145,49904,28388,0.0059018,0.0130689,0.5
70,78716,49500,28654,0.00544997,0.0125113,0.5
71,78274,49490,29809,0.00475254,0.0122614,0.5
72,79085,50141,29472,0.00467219,0.0109426,0.5
73,79439,50167,28183,0.00441219,0.00979314,0.5
74,78605,49829,28547,0.00411551,0.0101061,0.5
75,78352,49590,28772,0.00388631,0.008689,0.5
76,78094,49352,29307,0.00350859,0.00902515,0.5
77,78649,49625,29629,0.00321047,0.00810017,0.5
78,79212,50081,29338,0.0030614,0.00739655,0.5
79,79458,50393,27827,0.00277505,0.00645057,0.5
80,78447,49983,28623,0.00250488,0.00667296,0.5
81,78561,49991,28502,0.0024185,0.00605221,0.5
82,78069,49756,28177,0.0023697,0.00516379,0.5
83,77798,49622,29259,0.00201805,0.00569056,0.5
84,78446,49808,28886,0.00202687,0.00501973,0.5
85,78636,49795,28692,0.00194567,0.00519309,0.5
86,78731,49838,27743,0.00205764,0.00414519,0.5
87,77705,49355,29619,0.00167299,0.00405145,0.5
88,78902,49833,28724,0.00152721,0.00409066,0.5
89,78618,49591,29315,0.00148821,0.00351356,0.5
90,79541,50126,28457,0.00133265,0.00356678,0.5
91,78685,49957,29220,0.00131537,0.00289185,0.5
92,78890,50093,27968,0.00112815,0.00355764,0.5
93,78210,49850,27965,0.00117632,0.00286072,0.5
94,77635,49381,28982,0.00118503,0.00272583,0.5
95,78195,49591,29060,0.00113818,0.00256366,0.5
96,78877,50184,28847,0.000982542,0.00279058,0.5
97,79268,50560,28439,0.000977696,0.00228559,0.5
98,78711,50270,27450,0.000927443,0.00220401,0.5
99,77449,49511,28964,0.000897365,0.00201975,0.5
100,77998,49493,28944,0.000820534,0.00221117,0.5
101,78455,49671,29698,0.000669173,0.00183514,0.5
102,79613,50061,28546,0.000646879,0.00126112,0.5
103,79227,50053,29004,0.00064372,0.00124121,0.5
104,79366,50224,28336,0.000497694,0.00119989,0.5
105,78850,50079,27894,0.000443881,0.0012906,0.5
106,77728,49664,28713,0.000495317,0.00132344,0.5
107,77880,49607,28715,0.000436569,0.00130594,0.5
108,78330,49833,29734,0.000395762,0.00109302,0.5
109,79603,50365,26945,0.000433401,0.000779365,0.5
110,77753,49719,28805,0.000321531,0.000919979,0.5
111,78232,49708,28824,0.000300389,0.000745906,0.5
112,78227,49895,29185,0.000255666,0.000770944,0.5
113,79010,50136,28823,0.000240476,0.000763279,0.5
114,79097,50294,28619,0.000252854,0.000611482,0.5
115,79351,50572,28219,0.000207937,0.000708742,0.5
116,78862,50346,28099,0.000228247,0.000373679,0.5
117,78030,49850,27579,0.000153787,0.000471373,0.5
118,77123,49238,29755,0.000175045,0.000285666,0.5
119,78670,49925,28880,0.000101691,0.000225069,0.5
120,79027,50210,28069,0.000113885,0.000106879,0.5
121,78539,50034,29173,6.36626e-05,0.000137113,0.5
122,79157,50509,28195,6.31656e-05,7.09346e-05,0.5
123,78755,50207,28145,4.44416e-05,5.32954e-05,0.5
124,78437,50023,29373,5.73709e-05,0.000221292,0.5
125,79204,50259,28751,8.20666e-05,0.000173907,0.5
126,79089,50097,28380,6.32199e-05,0.000140944,0.5
127,78723,49856,28741,5.08111e-05,8.69838e-05,0.5
128,78572,49836,28474,3.81815e-05,7.02395e-05,0.5
129,78588,49788,29149,6.36229e-06,6.8613e-05,0.5
130,79281,50192,29291,3.15334e-05,0.000136561,0.5
131,79782,50540,26743,4.38695e-05,0.000112179,0.5
132,77710,49560,27809,5.79076e-05,0.000125859,0.5
133,76928,49212,30802,5.84963e-05,0.000113629,0.5
134,79720,50556,29380,4.39037e-05,0.00010211,0.5
135,80525,50922,26918,4.34648e-05,9.28747e-05,0.5
136,78361,49825,27083,2.55229e-05,9.23088e-05,0.5
137,76383,48976,29800,3.27298e-05,5.03356e-05,0.5
138,78207,49762,29438,1.91799e-05,3.39697e-05,0.5
139,79274,50315,28911,1.89217e-05,5.18834e-05,0.5
140,79577,50417,28377,2.51329e-05,3.52398e-05,0.5
141,79090,50448,28163,1.89657e-05,1.77538e-05,0.5
142,78683,50391,27958,1.90638e-05,3.57679e-05,0.5
143,78079,50009,28524,1.92113e-05,5.25873e-05,0.5
144,78000,49854,28321,1.92308e-05,3.53095e-05,0.5
145,78067,49764,28900,6.40475e-06,1.7301e-05,0.5
146,78559,49892,27550,6.36464e-06,3.62976e-05,0.5
147,77672,49410,29328,6.43733e-06,1.70486e-05,0.5
148,78619,49888,29334,1.27196e-05,1.70451e-05,0.5
149,79093,50062,28814,6.32167e-06,1.73527e-05,0.5
150,79264,50285,28838,0.0,1.73382e-05,0.5
151,79380,50630,28024,0.0,3.56837e-05,0.5
152,78586,50460,27603,6.36246e-06,9.05699e-05,0.5
153,77692,49828,28284,1.9307e-05,1.76778e-05,0.5
154,77526,49420,28849,1.28989e-05,3.46632e-05,0.5
155,78179,49641,29207,0.0,0.0,0.5
