generation,adult_population_size,adult_female_population_size,juvenile_population_size,adult_drive_frequency,juvenile_drive_frequency,drive_efficiency
1,78583,49276,28218,0.0,0.0,1.0
2,77972,48919,30579,0.0,0.0,1.0
3,80202,50334,29128,0.0,0.0,1.0
4,80363,50964,27459,0.0,0.0,1.0
5,78655,50150,27569,0.0,0.0,1.0
6,77466,49650,28585,0.0,0.0,1.0
7,77901,49688,29410,0.0,0.0,1.0
8,78781,50064,29035,0.0,0.0,1.0
9,79181,50242,27789,0.0,0.0,1.0
10,78262,49779,28526,0.0,0.0,1.0
11,78332,50133,29716,0.0,0.0,1.0
12,97884,50838,27328,0.185046,0.0799912,1.0
13,103291,47759,27412,0.274133,0.159529,1.0
14,97998,43275,33339,0.305792,0.224467,1.0
15,96702,39340,36945,0.336394,0.281838,1.0
16,96457,35139,40576,0.367749,0.324071,1.0
17,96417,30981,42333,0.398156,0.363227,1.0
18,94610,26638,43535,0.431086,0.386333,1.0
19,92419,23018,43023,0.46029,0.404586,1.0
20,89628,19660,41812,0.488581,0.421362,1.0
21,67818,16431,39527,0.388768,0.42643,1.0
22,54618,13796,36092,0.313871,0.431384,1.0
23,49817,11579,31931,0.328382,0.42761,1.0
24,44762,10084,28424,0.332067,0.430745,1.0
25,39571,8764,26622,0.33498,0.426959,1.0
26,36133,7873,23152,0.335815,0.424866,1.0
27,32500,7155,21634,0.3328,0.43085,1.0
28,29318,6412,20331,0.334061,0.42932,1.0
29,27053,5946,18580,0.334565,0.42465,1.0
30,25264,5506,17505,0.334706,0.426878,1.0
31,23561,5202,16082,0.333454,0.429549,1.0
32,21723,4695,15575,0.337154,0.428892,1.0
33,20401,4451,14258,0.335915,0.420571,1.0
34,19342,4227,13495,0.332851,0.42538,1.0
35,18099,3963,13102,0.331427,0.42173,1.0
36,17094,3857,11956,0.326694,0.425937,1.0
37,15996,3606,12042,0.329082,0.421566,1.0
38,15583,3478,11629,0.328499,0.424585,1.0
39,15105,3287,10671,0.331612,0.416222,1.0
40,14443,3240,10442,0.325936,0.419268,1.0
41,13903,3178,10045,0.324894,0.425037,1.0
42,13351,2991,10017,0.328253,0.415294,1.0
43,13219,2965,9299,0.325554,0.418432,1.0
44,12722,2902,9480,0.323023,0.418776,1.0
45,12334,2822,9158,0.322564,0.415648,1.0
