generation,adult_population_size,adult_female_population_size,juvenile_population_size,adult_drive_frequency,juvenile_drive_frequency,drive_efficiency
1,78180,49111,28416,0.0,0.0,0.25
2,78162,48927,31011,0.0,0.0,0.25
3,80400,50275,29297,0.0,0.0,0.25
4,80658,50873,27069,0.0,0.0,0.25
5,78549,50304,26924,0.0,0.0,0.25
6,76598,49345,28285,0.0,0.0,0.25
7,76861,49276,30120,0.0,0.0,0.25
8,79001,50230,29073,0.0,0.0,0.25
9,79694,50506,28388,0.0,0.0,0.25
10,79372,50610,27387,0.0,0.0,0.25
11,78028,50015,27842,0.0,0.0,0.25
12,95796,49788,29350,0.190227,0.0760818,0.25
13,103704,47846,28325,0.272511,0.155357,0.25
14,99434,43713,32885,0.30132,0.222077,0.25
15,97778,39705,37193,0.334988,0.275348,0.25
16,96792,35742,40083,0.364477,0.312364,0.25
17,96832,32035,42865,0.390764,0.34499,0.25
18,96450,28419,42947,0.417475,0.356917,0.25
19,95268,25642,43251,0.438731,0.364801,0.25
20,93618,23410,43077,0.453198,0.365253,0.25
21,73924,21926,41857,0.332362,0.359414,0.25
22,63457,21097,40860,0.241329,0.331339,0.25
23,63179,21736,40743,0.227402,0.293093,0.25
24,64936,24023,41210,0.20002,0.259003,0.25
25,68555,27534,42587,0.169419,0.228931,0.25
26,73797,32134,43305,0.140947,0.204849,0.25
27,79348,36779,42826,0.118919,0.179307,0.25
28,83997,41062,40558,0.100313,0.163359,0.25
29,85961,44309,37676,0.0855155,0.142438,0.25
30,85603,46223,34025,0.0726844,0.130345,0.25
31,82399,45950,32337,0.0625675,0.11725,0.25
32,79191,45264,33608,0.0544443,0.10496,0.25
33,78830,45501,34365,0.0477356,0.0945293,0.25
34,80053,46208,33613,0.0431589,0.0847291,0.25
35,80854,47014,33213,0.0381366,0.0755277,0.25
36,81373,47694,31265,0.0332973,0.0648169,0.25
37,80508,48046,31943,0.0288729,0.0602479,0.25
38,80516,48651,30319,0.0250012,0.0564333,0.25
39,79336,48349,30326,0.0231799,0.0499901,0.25
40,78425,48053,30097,0.0209691,0.04537,0.25
41,78205,47879,31117,0.0189566,0.0410869,0.25
42,79229,48517,32905,0.0167489,0.0363167,0.25
43,81823,49908,29674,0.0156374,0.0321831,0.25
44,80780,49705,27862,0.0138215,0.0300409,0.25
45,78180,48776,30009,0.0122474,0.0275084,0.25
46,78311,49059,29585,0.0109116,0.023593,0.25
