generation,adult_population_size,adult_female_population_size,juvenile_population_size,adult_drive_frequency,juvenile_drive_frequency,drive_efficiency
1,78757,49581,28531,0.0,0.0,0.0
2,78751,49697,29297,0.0,0.0,0.0
3,79094,49876,28586,0.0,0.0,0.0
4,78736,49810,27818,0.0,0.0,0.0
5,77822,49517,29629,0.0,0.0,0.0
6,79274,50322,29983,0.0,0.0,0.0
7,80687,51164,26683,0.0,0.0,0.0
8,78435,50204,26546,0.0,0.0,0.0
9,76400,49080,29219,0.0,0.0,0.0
10,77386,49425,29945,0.0,0.0,0.0
11,79230,49932,28940,0.0,0.0,0.0
12,97690,50217,29026,0.185771,0.0794288,0.0
13,104489,48089,28198,0.270933,0.159054,0.0
14,99642,44024,33005,0.302172,0.225102,0.0
15,97864,40029,37204,0.334091,0.270831,0.0
16,96783,35876,40102,0.362863,0.310645,0.0
17,96953,32085,42355,0.390313,0.33728,0.0
18,96504,28680,43333,0.415361,0.344737,0.0
19,96233,26430,43538,0.432866,0.353657,0.0
20,95173,24807,43250,0.442452,0.35148,0.0
21,75926,23703,41950,0.318764,0.33944,0.0
22,65825,23260,42424,0.223874,0.303578,0.0
23,67255,24704,41631,0.204022,0.257729,0.0
24,69944,27895,42899,0.17271,0.213362,0.0
25,75218,32678,43506,0.137407,0.180056,0.0
26,81427,38304,42790,0.108342,0.148165,0.0
27,86998,43806,38713,0.0847433,0.125991,0.0
28,88038,47246,33492,0.0659886,0.106369,0.0
29,84617,48000,31116,0.0523654,0.0915445,0.0
30,80909,47579,31484,0.0425787,0.0817082,0.0
31,78986,47079,31227,0.036152,0.0670894,0.0
32,78412,46949,33354,0.0305565,0.058014,0.0
33,80250,47899,31699,0.0260623,0.0491656,0.0
34,80620,48572,31219,0.0218556,0.0405522,0.0
35,81078,49295,28883,0.0186487,0.0346917,0.0
36,79133,48849,29497,0.0149811,0.0289521,0.0
37,78593,48806,30309,0.0125775,0.0264773,0.0
38,79014,49107,29679,0.0109917,0.0214798,0.0
39,79127,49264,29036,0.0091688,0.0188559,0.0
40,78863,49265,30208,0.00789978,0.0161216,0.0
41,79809,50165,28003,0.00654688,0.014427,0.0
42,78624,49633,29094,0.00588243,0.0121159,0.0
43,78464,49437,29328,0.00521258,0.010195,0.0
44,78785,49553,29210,0.00422669,0.00883259,0.0
45,79163,49687,29093,0.0036507,0.00744165,0.0
46,79069,49782,27977,0.00306694,0.00620152,0.0
47,78001,49244,29951,0.0027115,0.00534206,0.0
48,79304,50133,29785,0.00218778,0.0049018,0.0
49,80237,50764,27953,0.00188816,0.00377419,0.0
50,79005,50089,27455,0.00155686,0.00325988,0.0
51,77453,49373,28771,0.00126528,0.00274582,0.0
52,77797,49475,29293,0.00118256,0.00221896,0.0
53,78747,50085,29546,0.000965116,0.0019292,0.0
54,79772,50295,27690,0.000789751,0.00158902,0.0
55,78387,49785,28329,0.000593211,0.00135903,0.0
56,78066,49756,29047,0.000473958,0.00134265,0.0
57,78773,50149,29244,0.00052683,0.000803584,0.0
58,79448,50475,27727,0.00045942,0.000865582,0.0
59,78204,49823,28255,0.000396399,0.000672447,0.0
60,77917,49532,27756,0.000301603,0.000648508,0.0
61,77221,49217,30346,0.000258997,0.000626112,0.0
62,79489,50271,28702,0.000270478,0.000313567,0.0
63,79300,50197,28628,0.000163934,0.000349308,0.0
64,79170,50123,27686,0.00012631,0.000379253,0.0
65,77890,49655,28641,0.000109128,0.000261862,0.0
66,77969,49640,29222,0.00011543,0.000188214,0.0
67,78628,49760,28919,7.63087e-05,0.000172897,0.0
68,79227,50203,28765,6.94208e-05,0.000139058,0.0
69,79261,50393,28780,8.20075e-05,0.000225851,0.0
70,79400,50553,27843,8.1864e-05,0.000143663,0.0
71,78222,49904,27568,5.11365e-05,0.000163233,0.0
72,77061,49143,28934,5.19069e-05,8.64035e-05,0.0
73,77538,49294,30239,3.22423e-05,3.30699e-05,0.0
74,79658,50218,29658,1.88305e-05,1.68589e-05,0.0
75,80779,50913,27916,1.23795e-05,5.37326e-05,0.0
76,79530,50463,27186,1.25739e-05,1.83918e-05,0.0
77,77372,49567,28063,6.46229e-06,1.78171e-05,0.0
78,76951,49323,29734,6.49764e-06,1.68158e-05,0.0
79,78464,49777,28978,6.37235e-06,0.0,0.0
80,78800,49910,29116,6.34518e-06,0.0,0.0
81,79490,50372,28445,0.0,3.51556e-05,0.0
82,79245,50503,27694,0.0,0.0,0.0
83,78282,50022,28024,0.0,0.0,0.0
84,77813,49680,29292,0.0,0.0,0.0
85,78532,50108,27978,0.0,0.0,0.0
86,78133,49739,28014,0.0,0.0,0.0
87,77694,49613,30304,0.0,0.0,0.0
88,79838,50565,28385,0.0,0.0,0.0
89,79530,50445,27460,0.0,0.0,0.0
90,78051,49685,28623,0.0,0.0,0.0
91,77950,49593,28980,0.0,0.0,0.0
92,78641,49839,30089,0.0,0.0,0.0
93,80119,50467,27620,0.0,0.0,0.0
94,78761,49943,28280,0.0,0.0,0.0
95,78417,49968,28168,0.0,0.0,0.0
96,77917,49861,30001,0.0,0.0,0.0
97,79580,50338,27826,0.0,0.0,0.0
98,78604,49822,27498,0.0,0.0,0.0
99,77395,49526,28996,0.0,0.0,0.0
100,77778,49842,29212,0.0,0.0,0.0
101,78917,50195,29212,0.0,0.0,0.0
102,79658,50482,26967,0.0,0.0,0.0
103,77489,49563,27952,0.0,0.0,0.0
104,77164,49382,30125,0.0,0.0,0.0
105,78674,50067,28628,0.0,0.0,0.0
106,79160,50085,28591,0.0,0.0,0.0
107,78997,50005,28276,0.0,0.0,0.0
108,78387,50017,28770,0.0,0.0,0.0
109,78907,50255,29145,0.0,0.0,0.0
110,79166,50571,27918,0.0,0.0,0.0
111,78484,50254,28177,0.0,0.0,0.0
112,78034,50106,27742,0.0,0.0,0.0
113,77417,49572,28434,0.0,0.0,0.0
114,77714,49551,29598,0.0,0.0,0.0
115,79025,50114,29850,0.0,0.0,0.0
116,80091,50679,27557,0.0,0.0,0.0
117,78958,50279,28689,0.0,0.0,0.0
118,78792,50456,28320,0.0,0.0,0.0
119,78520,50299,27948,0.0,0.0,0.0
120,78106,50003,28840,0.0,0.0,0.0
121,78387,50159,28167,0.0,0.0,0.0
122,78183,49878,28122,0.0,0.0,0.0
123,77961,49652,28190,0.0,0.0,0.0
124,77485,49491,30151,0.0,0.0,0.0
125,79557,50252,28659,0.0,0.0,0.0
126,79402,50208,28513,0.0,0.0,0.0
127,79240,50219,28275,0.0,0.0,0.0
128,78360,49973,29041,0.0,0.0,0.0
129,78799,49937,27316,0.0,0.0,0.0
130,77786,49454,29178,0.0,0.0,0.0
131,78522,49730,29813,0.0,0.0,0.0
132,79675,50490,27853,0.0,0.0,0.0
133,78762,50077,27926,0.0,0.0,0.0
134,77831,49622,28620,0.0,0.0,0.0
135,77841,49635,29685,0.0,0.0,0.0
136,79484,50477,28492,0.0,0.0,0.0
137,79368,50560,27431,0.0,0.0,0.0
138,77881,49778,28232,0.0,0.0,0.0
139,77523,49611,27848,0.0,0.0,0.0
140,77171,49369,30013,0.0,0.0,0.0
141,79121,50252,29281,0.0,0.0,0.0
142,80012,50513,28122,0.0,0.0,0.0
143,79093,50264,27907,0.0,0.0,0.0
144,78324,50201,28513,0.0,0.0,0.0
145,78376,50076,28017,0.0,0.0,0.0
146,77836,49560,28558,0.0,0.0,0.0
147,77972,49600,29417,0.0,0.0,0.0
148,78859,50001,28552,0.0,0.0,0.0
149,78943,50177,28815,0.0,0.0,0.0
150,79124,50309,27729,0.0,0.0,0.0
151,78055,49941,28668,0.0,0.0,0.0
152,78326,50042,28564,0.0,0.0,0.0
153,78570,50048,28344,0.0,0.0,0.0
154,78321,49942,27464,0.0,0.0,0.0
155,77286,49203,28688,0.0,0.0,0.0
156,77838,49706,29915,0.0,0.0,0.0
157,79511,50406,27783,0.0,0.0,0.0
158,78634,49932,27708,0.0,0.0,0.0
159,77621,49418,29238,0.0,0.0,0.0
160,78510,50030,29953,0.0,0.0,0.0
161,79891,50431,27651,0.0,0.0,0.0
162,78733,49822,28231,0.0,0.0,0.0
163,78102,49606,29003,0.0,0.0,0.0
164,78718,50064,28263,0.0,0.0,0.0
165,78411,49918,28400,0.0,0.0,0.0
166,78356,49720,28713,0.0,0.0,0.0
167,78619,49857,29141,0.0,0.0,0.0
168,79206,50409,29151,0.0,0.0,0.0
169,79641,50830,28152,0.0,0.0,0.0
170,78818,50359,27420,0.0,0.0,0.0
171,77651,49650,28437,0.0,0.0,0.0
172,77623,49607,29208,0.0,0.0,0.0
173,78615,49669,29105,0.0,0.0,0.0
174,79065,49980,28897,0.0,0.0,0.0
175,79430,50498,28507,0.0,0.0,0.0
176,79114,50482,26788,0.0,0.0,0.0
177,77142,49526,28398,0.0,0.0,0.0
178,77287,49470,29916,0.0,0.0,0.0
179,78762,49960,29085,0.0,0.0,0.0
180,79573,50203,27610,0.0,0.0,0.0
181,78576,50026,28429,0.0,0.0,0.0
182,78304,50245,27478,0.0,0.0,0.0
183,77266,49809,28833,0.0,0.0,0.0
184,77869,49706,29915,0.0,0.0,0.0
185,79335,50293,28933,0.0,0.0,0.0
186,79589,50461,28471,0.0,0.0,0.0
187,79241,50391,27878,0.0,0.0,0.0
188,78442,50005,28049,0.0,0.0,0.0
189,77915,49787,28992,0.0,0.0,0.0
190,78319,49814,28356,0.0,0.0,0.0
191,77966,49536,29616,0.0,0.0,0.0
192,79161,50310,28614,0.0,0.0,0.0
193,79447,50594,27751,0.0,0.0,0.0
194,78436,50088,27440,0.0,0.0,0.0
195,77161,49296,27941,0.0,0.0,0.0
196,76969,49160,30216,0.0,0.0,0.0
197,78965,50203,29955,0.0,0.0,0.0
198,80314,50813,26796,0.0,0.0,0.0
199,78078,49535,27842,0.0,0.0,0.0
200,77307,49406,29931,0.0,0.0,0.0
201,79094,50383,29252,0.0,0.0,0.0
202,79816,50622,28091,0.0,0.0,0.0
203,78746,49919,27712,0.0,0.0,0.0
204,77756,49562,29492,0.0,0.0,0.0
205,79190,50353,28405,0.0,0.0,0.0
206,78654,49888,28542,0.0,0.0,0.0
207,78234,49586,28354,0.0,0.0,0.0
208,78080,49554,30503,0.0,0.0,0.0
209,80239,50741,28973,0.0,0.0,0.0
210,80135,50786,26409,0.0,0.0,0.0
211,77717,49689,27510,0.0,0.0,0.0
212,76448,49148,29829,0.0,0.0,0.0
213,78147,49761,29358,0.0,0.0,0.0
214,79540,50257,28414,0.0,0.0,0.0
215,79198,50202,28778,0.0,0.0,0.0
216,78971,50333,27652,0.0,0.0,0.0
217,77964,49923,28099,0.0,0.0,0.0
218,77594,49611,29543,0.0,0.0,0.0
219,78833,50293,29087,0.0,0.0,0.0
220,79425,50374,27869,0.0,0.0,0.0
221,78765,50088,28368,0.0,0.0,0.0
222,78592,50016,28846,0.0,0.0,0.0
223,78761,50146,28761,0.0,0.0,0.0
224,78937,50162,27836,0.0,0.0,0.0
225,78021,49681,28310,0.0,0.0,0.0
226,77756,49418,28833,0.0,0.0,0.0
227,78308,49553,30370,0.0,0.0,0.0
228,80129,50317,28364,0.0,0.0,0.0
229,79558,50274,27708,0.0,0.0,0.0
230,78347,49953,27834,0.0,0.0,0.0
231,77363,49679,29716,0.0,0.0,0.0
232,78858,50212,28202,0.0,0.0,0.0
233,78683,50030,28072,0.0,0.0,0.0
234,78148,49747,28774,0.0,0.0,0.0
235,78258,49904,28756,0.0,0.0,0.0
236,78694,49976,28555,0.0,0.0,0.0
237,78678,50072,29690,0.0,0.0,0.0
238,79716,50599,27274,0.0,0.0,0.0
239,78314,49915,28407,0.0,0.0,0.0
240,78158,49930,28389,0.0,0.0,0.0
241,78139,49931,29615,0.0,0.0,0.0
242,79327,50238,27771,0.0,0.0,0.0
243,78235,49612,28907,0.0,0.0,0.0
244,78720,49701,29029,0.0,0.0,0.0
245,78943,50215,28417,0.0,0.0,0.0
246,78919,50197,28444,0.0,0.0,0.0
247,78542,49941,28030,0.0,0.0,0.0
248,78008,49734,28807,0.0,0.0,0.0
249,78652,49976,28796,0.0,0.0,0.0
250,78718,49965,29257,0.0,0.0,0.0
251,79499,50435,28003,0.0,0.0,0.0
252,78482,49933,28913,0.0,0.0,0.0
253,78939,50406,28880,0.0,0.0,0.0
254,79035,50453,26901,0.0,0.0,0.0
255,77293,49642,29276,0.0,0.0,0.0
256,78213,49944,28806,0.0,0.0,0.0
257,78691,50049,29256,0.0,0.0,0.0
258,79681,50426,28487,0.0,0.0,0.0
259,79354,50480,27500,0.0,0.0,0.0
260,77882,49928,28212,0.0,0.0,0.0
261,77684,49721,28404,0.0,0.0,0.0
262,77836,49454,28135,0.0,0.0,0.0
263,77641,49273,29546,0.0,0.0,0.0
264,78759,49805,29949,0.0,0.0,0.0
265,80128,50517,28985,0.0,0.0,0.0
266,80207,50657,27519,0.0,0.0,0.0
267,78367,49981,27879,0.0,0.0,0.0
