generation,adult_population_size,adult_female_population_size,juvenile_population_size,adult_drive_frequency,juvenile_drive_frequency,drive_efficiency
1,78412,49421,28205,0.0,0.0,1.0
2,78092,49360,30124,0.0,0.0,1.0
3,79534,50225,29580,0.0,0.0,1.0
4,80392,50986,27839,0.0,0.0,1.0
5,79291,50433,26830,0.0,0.0,1.0
6,77047,49603,28587,0.0,0.0,1.0
7,77500,49634,29627,0.0,0.0,1.0
8,79154,50153,28799,0.0,0.0,1.0
9,79159,49998,27059,0.0,0.0,1.0
10,77345,49165,29510,0.0,0.0,1.0
11,78475,49884,29856,0.0,0.0,1.0
12,97961,50635,27401,0.184573,0.0799788,1.0
13,103775,47768,27742,0.274377,0.160713,1.0
14,98466,43095,33187,0.306415,0.225555,1.0
15,96462,38993,37436,0.338133,0.276525,1.0
16,96754,35408,41318,0.365256,0.325161,1.0
17,96957,31093,41897,0.396562,0.363379,1.0
18,94613,26745,43448,0.429825,0.38492,1.0
19,92864,23266,43346,0.458482,0.400752,1.0
20,90148,19984,41626,0.485618,0.41563,1.0
21,68090,16879,39721,0.382083,0.423038,1.0
22,55144,14271,36555,0.308819,0.426508,1.0
23,50718,12257,33232,0.320596,0.423041,1.0
24,45997,10790,30214,0.323836,0.42755,1.0
25,41591,9479,27359,0.32834,0.423992,1.0
26,37696,8580,25093,0.328709,0.421791,1.0
27,34433,7851,23672,0.327201,0.421933,1.0
28,32105,7278,21295,0.327488,0.425029,1.0
29,29487,6662,20867,0.328111,0.424474,1.0
30,27796,6285,19289,0.329634,0.423065,1.0
31,25915,5876,18434,0.328188,0.427118,1.0
32,24573,5387,16734,0.332682,0.421388,1.0
33,22871,5024,16314,0.331293,0.424819,1.0
34,21745,4772,14630,0.331984,0.427922,1.0
35,20126,4381,14373,0.334195,0.428199,1.0
36,18978,4073,13280,0.335757,0.427447,1.0
37,17645,3763,12562,0.336781,0.424176,1.0
38,16677,3574,12176,0.335012,0.432572,1.0
39,15871,3309,10749,0.340558,0.433901,1.0
40,14581,3043,10217,0.340889,0.426984,1.0
41,13493,2810,9754,0.338991,0.43172,1.0
42,12657,2642,9084,0.340681,0.424923,1.0
43,12043,2561,8372,0.337665,0.42672,1.0
44,11181,2425,7863,0.33539,0.425855,1.0
45,10427,2272,7812,0.333269,0.426971,1.0
46,10029,2187,7388,0.332635,0.426096,1.0
47,9610,2100,6901,0.33257,0.429431,1.0
48,8966,1947,6767,0.333092,0.431432,1.0
49,8668,1826,6349,0.337679,0.427233,1.0
50,8319,1784,6090,0.33712,0.424384,1.0
51,7971,1723,5983,0.334274,0.414257,1.0
52,7709,1711,5976,0.327864,0.438337,1.0
53,7509,1621,5742,0.336529,0.425984,1.0
54,7390,1601,5280,0.33525,0.431913,1.0
55,7020,1487,5351,0.337251,0.435806,1.0
56,6752,1362,4694,0.343898,0.430124,1.0
57,6248,1223,4474,0.345551,0.413277,1.0
58,5950,1284,4115,0.331933,0.429526,1.0
59,5544,1208,4161,0.333874,0.43355,1.0
60,5312,1118,4146,0.339326,0.44561,1.0
61,5157,1025,3643,0.351367,0.441257,1.0
62,4810,938,3459,0.35395,0.445649,1.0
63,4415,829,3040,0.35957,0.443586,1.0
64,3999,732,2654,0.362216,0.428787,1.0
65,3668,704,2469,0.352099,0.430741,1.0
66,3309,666,2177,0.345119,0.437069,1.0
67,2965,588,2293,0.345194,0.433057,1.0
68,2810,567,1924,0.34573,0.426975,1.0
69,2667,543,1817,0.343457,0.436159,1.0
70,2384,499,1960,0.341653,0.422194,1.0
71,2370,499,1677,0.336287,0.435599,1.0
72,2192,476,1753,0.338732,0.429835,1.0
73,2191,462,1454,0.344135,0.433287,1.0
74,2022,405,1453,0.347676,0.428768,1.0
75,1920,387,1269,0.344271,0.42632,1.0
76,1761,363,1219,0.341283,0.455701,1.0
77,1600,310,1235,0.35,0.445749,1.0
78,1552,282,1105,0.363402,0.432579,1.0
79,1461,266,1050,0.360712,0.452381,1.0
