generation,adult_population_size,adult_female_population_size,juvenile_population_size,adult_drive_frequency,juvenile_drive_frequency,drive_efficiency
1,78049,49087,28260,0.0,0.0,0.75
2,77701,48910,30014,0.0,0.0,0.75
3,79362,49962,29561,0.0,0.0,0.75
4,80124,50699,28022,0.0,0.0,0.75
5,79209,50342,27449,0.0,0.0,0.75
6,77716,49486,28407,0.0,0.0,0.75
7,77747,49439,29630,0.0,0.0,0.75
8,79204,50059,29126,0.0,0.0,0.75
9,79577,50279,28923,0.0,0.0,0.75
10,79589,50414,27408,0.0,0.0,0.75
11,78112,49839,28465,0.0,0.0,0.75
12,95769,49873,28549,0.186052,0.0785316,0.75
13,102493,47492,28992,0.271794,0.157319,0.75
14,99761,43741,32700,0.30348,0.224388,0.75
15,97111,39440,36902,0.335935,0.277858,0.75
16,96371,35305,40299,0.366552,0.323308,0.75
17,96128,31191,42748,0.397449,0.355677,0.75
18,95293,27320,43553,0.427597,0.372661,0.75
19,94631,24381,43357,0.45185,0.386085,0.75
20,92247,21538,42276,0.472839,0.401977,0.75
21,70878,18843,40543,0.365706,0.402943,0.75
22,58364,16822,38433,0.284251,0.40019,0.75
23,54831,15232,36474,0.289462,0.381697,0.75
24,52875,14742,34642,0.28227,0.370778,0.75
25,50817,14812,34571,0.268532,0.358451,0.75
26,50275,15358,34262,0.254222,0.343982,0.75
27,50927,16372,35121,0.238626,0.334458,0.75
28,52510,17673,36781,0.226262,0.32075,0.75
29,55412,19445,38080,0.21203,0.312119,0.75
30,58562,21542,39543,0.201402,0.301115,0.75
31,62334,23766,41167,0.189487,0.289552,0.75
32,66309,26274,42732,0.179847,0.283944,0.75
33,70135,28665,43655,0.170835,0.272775,0.75
34,73607,31014,43508,0.161961,0.26548,0.75
35,75803,32782,43119,0.153305,0.255305,0.75
36,77698,34559,42879,0.145062,0.246718,0.75
37,78743,36069,42224,0.137428,0.241261,0.75
38,79523,37142,41199,0.131289,0.232967,0.75
39,79768,37881,41082,0.125539,0.226218,0.75
40,79886,38458,40370,0.119721,0.218491,0.75
41,79975,39017,40498,0.114867,0.208516,0.75
42,80160,39718,39427,0.108626,0.209171,0.75
43,80248,40327,38784,0.104595,0.199335,0.75
44,79755,40441,38509,0.100721,0.192254,0.75
45,79690,40730,38803,0.0957899,0.183349,0.75
46,80040,41248,38432,0.0903986,0.18041,0.75
47,80490,41834,38060,0.0878929,0.17232,0.75
48,80774,42479,37315,0.0843464,0.16764,0.75
49,80544,42999,37119,0.0797576,0.160928,0.75
50,80589,43461,36236,0.076369,0.15537,0.75
51,80367,43669,35971,0.0727537,0.149871,0.75
52,80544,44044,35554,0.0698749,0.149533,0.75
53,79681,43969,35881,0.0679773,0.140938,0.75
54,80097,44549,35226,0.0650836,0.136916,0.75
55,79996,44611,35442,0.0621969,0.134516,0.75
56,80464,44819,34611,0.060002,0.131996,0.75
57,79760,44766,35077,0.0580617,0.126351,0.75
58,79974,45052,34615,0.0565871,0.123747,0.75
59,79994,45224,34260,0.0550666,0.119206,0.75
60,79788,45295,34216,0.0529654,0.11252,0.75
61,79997,45791,33996,0.0498456,0.11369,0.75
62,80001,45991,34244,0.0483869,0.106019,0.75
63,80550,46595,33070,0.0461701,0.101935,0.75
64,79926,46488,33133,0.0438656,0.10153,0.75
65,79765,46338,32787,0.0429386,0.0985452,0.75
66,79078,46221,33149,0.0413958,0.0926423,0.75
67,79622,46479,33198,0.0399575,0.090894,0.75
68,79714,46759,32374,0.0385064,0.0852999,0.75
69,79461,46834,32299,0.036024,0.0838106,0.75
70,79351,47166,32886,0.034757,0.0828924,0.75
71,79966,47300,31927,0.0344021,0.0810129,0.75
72,79591,47160,32601,0.0335402,0.0757645,0.75
73,79637,47459,31816,0.0314489,0.075308,0.75
74,79453,47542,31700,0.0302632,0.0713091,0.75
75,79297,47620,32292,0.0287148,0.0699399,0.75
76,79771,47899,30834,0.0282496,0.0671337,0.75
77,79213,47585,30612,0.0278237,0.0635862,0.75
78,78286,47454,32060,0.0264096,0.063194,0.75
79,79389,48021,32002,0.025734,0.0595744,0.75
80,80048,48418,30171,0.0242917,0.0588313,0.75
81,78783,47961,30592,0.0229428,0.0567632,0.75
82,78439,47927,30876,0.0223868,0.0538606,0.75
83,78544,47782,31128,0.0215612,0.0536494,0.75
84,79079,47902,31286,0.0210865,0.0507096,0.75
85,79699,48227,31478,0.0204582,0.0494313,0.75
86,80043,48496,30225,0.0193146,0.0459057,0.75
87,79436,48666,30848,0.0187384,0.0460322,0.75
88,79459,48879,29747,0.0182925,0.0440044,0.75
89,78773,48729,29534,0.0174616,0.042358,0.75
90,78017,48234,30476,0.0165797,0.0424925,0.75
91,78394,48411,31645,0.0163278,0.0399115,0.75
92,79999,49097,30905,0.0158689,0.0399288,0.75
93,80230,49290,29878,0.0154805,0.0379543,0.75
94,79480,49179,29019,0.0150604,0.0351322,0.75
95,78288,48541,30420,0.0137888,0.0359467,0.75
96,78749,48766,30296,0.0136891,0.0339319,0.75
97,78959,48862,30213,0.0133107,0.0306987,0.75
98,79290,48962,29944,0.0122714,0.0299726,0.75
99,79373,49223,30337,0.0115404,0.0310347,0.75
100,79841,49660,29343,0.0114791,0.029513,0.75
101,79098,49355,29417,0.0113467,0.0257674,0.75
102,78912,49309,29866,0.0105054,0.0265687,0.75
103,78937,49344,29223,0.0101093,0.0268282,0.75
