generation,adult_population_size,adult_female_population_size,juvenile_population_size,adult_drive_frequency,juvenile_drive_frequency,drive_efficiency
1,78278,48984,28608,0.0,0.0,0.75
2,78413,49220,30181,0.0,0.0,0.75
3,79702,50060,28531,0.0,0.0,0.75
4,79683,50103,27965,0.0,0.0,0.75
5,78263,49683,29129,0.0,0.0,0.75
6,78741,50080,28865,0.0,0.0,0.75
7,79330,50504,27249,0.0,0.0,0.75
8,77962,49967,27887,0.0,0.0,0.75
9,76993,49090,29963,0.0,0.0,0.75
10,78777,49891,29688,0.0,0.0,0.75
11,80269,50583,28132,0.0,0.0,0.75
12,97216,50182,27756,0.185669,0.0823426,0.75
13,102488,47596,28752,0.271983,0.159415,0.75
14,98707,43529,33678,0.304528,0.225414,0.75
15,97280,39443,37466,0.33567,0.277385,0.75
16,97142,35423,40181,0.365285,0.323909,0.75
17,96408,31200,42113,0.396912,0.359319,0.75
18,94985,27122,43749,0.429426,0.375677,0.75
19,93468,23804,42861,0.454278,0.391965,0.75
20,90704,20800,42169,0.478375,0.402452,0.75
21,69985,18139,40296,0.371165,0.400251,0.75
22,57582,16204,37959,0.287355,0.397244,0.75
23,54388,14869,35638,0.290174,0.383172,0.75
24,51618,14434,33947,0.281752,0.367102,0.75
25,49778,14687,33788,0.266875,0.353913,0.75
26,49551,15414,34434,0.250772,0.340536,0.75
27,50857,16601,34644,0.234225,0.33023,0.75
28,52514,18039,36739,0.221455,0.316612,0.75
29,55818,19993,38315,0.208454,0.307151,0.75
30,59308,21985,40406,0.19736,0.29946,0.75
31,63236,24092,41351,0.188247,0.290537,0.75
32,66995,26438,42788,0.179416,0.283164,0.75
33,70694,28816,43022,0.171387,0.272291,0.75
34,73759,31063,43283,0.162197,0.265404,0.75
35,76124,32842,43309,0.15417,0.258353,0.75
36,77565,34464,42674,0.145626,0.249203,0.75
37,78508,35850,42215,0.138585,0.241229,0.75
38,79207,36949,41551,0.13216,0.233039,0.75
39,79693,37812,41291,0.125519,0.230595,0.75
40,79829,38310,40309,0.120376,0.218859,0.75
41,79846,38714,40480,0.115247,0.214637,0.75
42,80070,39296,39598,0.111434,0.208218,0.75
43,79624,39697,39051,0.106406,0.200059,0.75
44,79906,40337,40304,0.101394,0.192884,0.75
45,81164,41441,38448,0.0962927,0.187643,0.75
46,81092,41937,37896,0.0927403,0.17895,0.75
47,80542,42205,37476,0.0875568,0.178354,0.75
48,80162,42328,36888,0.0844041,0.169012,0.75
49,79900,42497,37654,0.0815895,0.161019,0.75
50,80615,43099,36474,0.077653,0.157825,0.75
51,80303,43427,36362,0.0742625,0.154722,0.75
