generation,adult_population_size,adult_female_population_size,juvenile_population_size,adult_drive_frequency,juvenile_drive_frequency,drive_efficiency
1,78321,49361,28486,0.0,0.0,1.0
2,78152,49420,29681,0.0,0.0,1.0
3,79348,50374,29021,0.0,0.0,1.0
4,79747,50707,27917,0.0,0.0,1.0
5,78850,50227,27542,0.0,0.0,1.0
6,77812,49913,29026,0.0,0.0,1.0
7,78298,50119,27709,0.0,0.0,1.0
8,77550,49484,27957,0.0,0.0,1.0
9,77204,49077,30529,0.0,0.0,1.0
10,79615,50288,29725,0.0,0.0,1.0
11,80684,50774,27585,0.0,0.0,1.0
12,97386,50293,27849,0.186033,0.0770943,1.0
13,103086,47821,28513,0.273762,0.156245,1.0
14,99019,43713,31920,0.303927,0.218734,1.0
15,96879,39439,37640,0.336518,0.272529,1.0
16,96979,35627,40490,0.364512,0.322796,1.0
17,96805,31447,42742,0.396188,0.361764,1.0
18,95543,27337,43470,0.428896,0.382103,1.0
19,93192,23679,43074,0.456101,0.403538,1.0
20,90384,20310,42231,0.484394,0.417312,1.0
21,69027,17088,39747,0.383756,0.421893,1.0
22,55701,14531,36700,0.308765,0.426757,1.0
23,50922,12297,33752,0.320363,0.426419,1.0
24,46545,10672,30093,0.327586,0.424202,1.0
25,41808,9412,27078,0.328023,0.424441,1.0
26,37593,8430,25310,0.328638,0.423746,1.0
27,34406,7715,23332,0.32801,0.427503,1.0
28,31587,6973,21514,0.330627,0.423794,1.0
29,29306,6420,19813,0.330632,0.416999,1.0
30,27207,6102,18866,0.326589,0.427727,1.0
31,25246,5608,17802,0.329735,0.425767,1.0
32,23722,5215,16362,0.332497,0.423023,1.0
33,22072,4886,15295,0.331325,0.424583,1.0
34,20628,4586,14530,0.330037,0.426979,1.0
35,19409,4266,14492,0.332835,0.430168,1.0
36,18577,3937,13310,0.337568,0.424756,1.0
37,17701,3749,12292,0.336902,0.424341,1.0
38,16528,3523,11557,0.334432,0.4271,1.0
39,15347,3305,11394,0.333876,0.428471,1.0
40,14637,3130,10228,0.336305,0.424863,1.0
41,13725,2929,9887,0.334645,0.421665,1.0
42,13095,2837,8921,0.331768,0.437227,1.0
43,11941,2515,9078,0.337451,0.433851,1.0
44,11476,2342,8230,0.343282,0.434386,1.0
45,10824,2170,7714,0.346406,0.429609,1.0
46,10120,2048,7007,0.342935,0.43007,1.0
47,9258,1890,6753,0.341758,0.428106,1.0
48,8802,1806,6332,0.340775,0.432644,1.0
49,8323,1760,5903,0.340923,0.429019,1.0
50,7832,1645,5645,0.340079,0.427104,1.0
51,7368,1567,5399,0.339916,0.4198,1.0
52,7130,1523,5340,0.334432,0.431648,1.0
53,6818,1448,4920,0.335729,0.440752,1.0
54,6466,1341,4753,0.3455,0.427519,1.0
55,6134,1301,4854,0.342191,0.4452,1.0
56,5965,1172,4294,0.354652,0.432347,1.0
57,5723,1104,3983,0.355321,0.424429,1.0
58,5284,1090,3947,0.344341,0.434381,1.0
59,5044,1051,3753,0.341693,0.433387,1.0
60,4810,989,3519,0.34262,0.43663,1.0
61,4628,954,3305,0.349611,0.427231,1.0
62,4286,895,3324,0.345894,0.449007,1.0
63,4154,839,3048,0.353394,0.429626,1.0
64,3937,817,2720,0.346457,0.446875,1.0
65,3594,723,2746,0.350863,0.445011,1.0
66,3366,659,2508,0.356506,0.454545,1.0
67,3149,543,2214,0.373769,0.445799,1.0
68,2862,484,1901,0.374214,0.445818,1.0
69,2518,425,1690,0.372121,0.437278,1.0
70,2252,407,1375,0.364787,0.453091,1.0
71,1923,337,1399,0.365315,0.445318,1.0
72,1720,288,1179,0.366279,0.448261,1.0
73,1510,258,1051,0.367219,0.431494,1.0
74,1371,238,893,0.357403,0.43617,1.0
75,1200,220,737,0.355,0.438263,1.0
76,1043,203,767,0.352828,0.459583,1.0
77,942,171,567,0.368365,0.464727,1.0
78,807,142,537,0.383519,0.453445,1.0
79,712,113,499,0.393258,0.446894,1.0
80,630,103,370,0.38254,0.414865,1.0
81,524,105,360,0.349237,0.465278,1.0
82,444,84,356,0.355856,0.44382,1.0
83,406,72,298,0.364532,0.447987,1.0
84,349,59,212,0.368195,0.464623,1.0
85,272,46,191,0.373162,0.465969,1.0
86,236,38,150,0.381356,0.436667,1.0
87,214,37,128,0.392523,0.472656,1.0
88,189,28,99,0.396825,0.474747,1.0
89,148,20,81,0.405405,0.5,1.0
90,116,15,54,0.418103,0.5,1.0
91,75,8,40,0.44,0.5,1.0
92,54,4,43,0.462963,0.5,1.0
93,51,2,23,0.480392,0.5,1.0
94,30,1,7,0.483333,0.5,1.0
95,22,0,5,0.5,0.5,1.0

