generation,adult_population_size,adult_female_population_size,juvenile_population_size,adult_drive_frequency,juvenile_drive_frequency,drive_efficiency
1,78289,49429,28503,0.0,0.0,1.0
2,78426,49438,29250,0.0,0.0,1.0
3,78801,49785,29477,0.0,0.0,1.0
4,79706,50352,28544,0.0,0.0,1.0
5,79321,50239,28003,0.0,0.0,1.0
6,78537,49886,28084,0.0,0.0,1.0
7,77856,49599,28933,0.0,0.0,1.0
8,78369,49782,29399,0.0,0.0,1.0
9,79152,50288,28183,0.0,0.0,1.0
10,78763,50148,29113,0.0,0.0,1.0
11,79325,50328,29235,0.0,0.0,1.0
12,97848,50524,25960,0.18447,0.0780624,1.0
13,102039,47080,28926,0.274934,0.157073,1.0
14,98176,42884,34186,0.306618,0.220543,1.0
15,97572,39319,37810,0.335844,0.279582,1.0
16,97483,35392,40756,0.364941,0.325253,1.0
17,97085,31301,42291,0.395751,0.361578,1.0
18,95522,27281,43188,0.429247,0.386959,1.0
19,93032,23520,43396,0.45859,0.401396,1.0
20,90343,20239,41689,0.484625,0.419667,1.0
21,68213,16891,39765,0.384509,0.420634,1.0
22,55313,14416,36545,0.307785,0.425667,1.0
23,50690,12230,33419,0.320438,0.426269,1.0
24,46299,10742,30262,0.326584,0.427781,1.0
25,41833,9449,27438,0.330122,0.425213,1.0
26,37942,8526,25303,0.331677,0.42248,1.0
27,34474,7769,23268,0.329872,0.424123,1.0
28,31535,7058,21397,0.328445,0.426695,1.0
29,28885,6368,19822,0.329635,0.425764,1.0
30,26913,5951,18958,0.331085,0.426258,1.0
31,25232,5578,17518,0.33295,0.423022,1.0
32,23723,5244,16352,0.33183,0.422578,1.0
33,22187,4916,15664,0.329337,0.423072,1.0
34,21058,4677,14781,0.329922,0.4224,1.0
35,19869,4453,14300,0.329106,0.419755,1.0
36,19090,4288,13478,0.326925,0.419127,1.0
37,18199,4068,13168,0.325402,0.420451,1.0
38,17321,3897,12496,0.32501,0.425216,1.0
39,16432,3645,11925,0.328718,0.420839,1.0
40,15981,3521,11513,0.329329,0.431556,1.0
41,15146,3292,11091,0.334049,0.426607,1.0
42,14506,3112,10344,0.336861,0.427301,1.0
43,13651,2932,9909,0.336166,0.428853,1.0
44,13045,2753,9197,0.338176,0.436882,1.0
45,12204,2515,9245,0.344068,0.426068,1.0
46,11822,2414,7826,0.342793,0.42953,1.0
47,10862,2212,7712,0.340637,0.427516,1.0
48,10173,2091,7353,0.338445,0.433497,1.0
49,9469,1956,6684,0.341641,0.43275,1.0
50,8935,1744,6368,0.345943,0.428235,1.0
51,8232,1624,5358,0.342869,0.426838,1.0
52,7484,1576,5445,0.339123,0.426997,1.0
53,7151,1517,5043,0.339113,0.42792,1.0
54,6721,1425,4994,0.338566,0.429616,1.0
55,6517,1390,4830,0.339957,0.425776,1.0
56,6254,1344,4625,0.334426,0.42173,1.0
57,6099,1326,4117,0.331776,0.433082,1.0
58,5605,1165,4389,0.33818,0.421394,1.0
59,5520,1158,3871,0.333967,0.42883,1.0
60,5221,1095,3863,0.336143,0.426094,1.0
61,4991,1052,3766,0.337708,0.429102,1.0
62,4773,1020,3525,0.336057,0.439007,1.0
63,4619,959,3508,0.342823,0.438141,1.0
64,4466,884,3120,0.348186,0.424679,1.0
65,4216,856,2835,0.343335,0.433686,1.0
66,3855,789,2883,0.340337,0.423344,1.0
67,3705,745,2803,0.340216,0.435426,1.0
68,3503,705,2292,0.344276,0.438264,1.0
69,3236,622,2342,0.349197,0.42421,1.0
70,3019,596,2365,0.345644,0.441649,1.0
71,2936,570,1939,0.35252,0.425993,1.0
72,2719,533,1952,0.346083,0.429303,1.0
