generation,adult_population_size,adult_female_population_size,juvenile_population_size,adult_drive_frequency,juvenile_drive_frequency,drive_efficiency
1,78017,48961,28402,0.0,0.0,0.75
2,77934,48870,31366,0.0,0.0,0.75
3,80623,50299,29583,0.0,0.0,0.75
4,81268,50994,27104,0.0,0.0,0.75
5,78988,50125,27327,0.0,0.0,0.75
6,77210,49477,29087,0.0,0.0,0.75
7,78004,49653,29725,0.0,0.0,0.75
8,79131,50049,28332,0.0,0.0,0.75
9,78780,49886,28699,0.0,0.0,0.75
10,78808,49984,28821,0.0,0.0,0.75
11,78905,50142,28896,0.0,0.0,0.75
12,97222,50392,28125,0.185802,0.0808,0.75
13,102999,47597,28436,0.272522,0.161116,0.75
14,98627,43257,32615,0.303396,0.226215,0.75
15,96251,39095,37571,0.336797,0.278978,0.75
16,96072,35161,40654,0.366376,0.322982,0.75
17,96280,30994,42876,0.397679,0.356715,0.75
18,95686,27341,43728,0.427711,0.37524,0.75
19,93826,24031,43257,0.452028,0.391058,0.75
20,91799,21268,41709,0.475299,0.401856,0.75
21,70130,18564,40523,0.368444,0.402562,0.75
22,57802,16537,38368,0.286244,0.391759,0.75
23,54894,15435,36407,0.284904,0.382179,0.75
24,52558,14994,34848,0.277931,0.369175,0.75
25,50822,14967,34733,0.266292,0.356189,0.75
26,50695,15715,34765,0.25183,0.347246,0.75
27,51584,16595,35684,0.240627,0.338247,0.75
28,53123,17677,36752,0.229279,0.326799,0.75
29,55398,19281,37711,0.217273,0.318621,0.75
30,58146,21058,39560,0.206644,0.304891,0.75
31,61764,23039,40585,0.196101,0.296895,0.75
32,65218,25282,42182,0.186337,0.279989,0.75
33,69262,27958,43022,0.173457,0.27544,0.75
34,72682,30272,43542,0.164456,0.264607,0.75
35,75632,32633,43018,0.155331,0.255928,0.75
36,77700,34433,42741,0.146486,0.248216,0.75
37,78932,35836,42177,0.138765,0.243059,0.75
38,79228,36749,42168,0.132535,0.23519,0.75
39,79854,37522,41173,0.126975,0.225415,0.75
40,79984,38351,40907,0.119661,0.219119,0.75
41,80256,38992,39915,0.115306,0.217437,0.75
42,79686,39375,39547,0.111011,0.204504,0.75
43,79808,39808,39536,0.106374,0.201867,0.75
44,79860,40183,38916,0.102486,0.19438,0.75
45,79796,40406,38989,0.0982819,0.189643,0.75
46,80253,40941,38753,0.0942519,0.185947,0.75
47,80543,41505,38075,0.0912804,0.176376,0.75
48,80632,42079,37475,0.0863305,0.171501,0.75
49,80320,42231,37591,0.0827565,0.164946,0.75
50,80825,43105,37390,0.0786143,0.16138,0.75
51,81053,43653,35842,0.0758763,0.160273,0.75
52,80073,43408,36188,0.0741698,0.150948,0.75
53,79919,43554,35742,0.0708905,0.149418,0.75
54,79739,43774,36424,0.0684546,0.14636,0.75
55,80255,44099,35844,0.0669616,0.13768,0.75
56,80473,44443,34853,0.0637419,0.137621,0.75
57,79996,44492,35291,0.0615218,0.132116,0.75
58,80198,44964,34982,0.0596461,0.130481,0.75
59,80214,44986,34282,0.0584,0.125868,0.75
60,79678,45062,34386,0.0555737,0.120107,0.75
61,79728,45068,34639,0.0535195,0.115693,0.75
62,80022,45205,33877,0.051667,0.111624,0.75
63,79746,45503,34766,0.0493379,0.110381,0.75
64,80558,46034,33929,0.0477792,0.105514,0.75
65,80551,46244,33341,0.045946,0.102022,0.75
66,80107,46056,32556,0.0442159,0.0996283,0.75
67,79276,46188,34045,0.0426169,0.0952269,0.75
68,80139,46652,32570,0.0411285,0.0927541,0.75
69,79771,46648,33347,0.0395883,0.0875191,0.75
70,80648,47557,32859,0.0371801,0.0863995,0.75
71,80453,47692,31455,0.0356357,0.0856462,0.75
72,79485,47279,31322,0.0351953,0.0833759,0.75
73,78322,46687,31886,0.0341411,0.0816503,0.75
74,78287,46479,32983,0.0334858,0.0780099,0.75
75,79423,47130,32393,0.0324717,0.0727626,0.75
76,79980,47465,32439,0.031014,0.0729215,0.75
77,80403,47975,32035,0.0300673,0.0681286,0.75
78,80376,48191,30745,0.0282609,0.0697674,0.75
79,79205,47828,31390,0.0276876,0.0635553,0.75
80,78965,47734,32003,0.0259545,0.0645408,0.75
81,79448,47869,31401,0.0257401,0.061877,0.75
82,79307,47720,31324,0.0252122,0.0615822,0.75
83,79265,47869,31256,0.0244749,0.0581328,0.75
84,79398,48170,31048,0.0236845,0.0556074,0.75
85,79597,48315,30444,0.0224946,0.0563658,0.75
86,78881,47791,30764,0.0220776,0.0540567,0.75
87,78711,47747,31724,0.0216234,0.0512546,0.75
88,79766,48361,30512,0.0206228,0.0495051,0.75
89,79530,48426,30740,0.0193512,0.0482433,0.75
