generation,adult_population_size,adult_female_population_size,juvenile_population_size,adult_drive_frequency,juvenile_drive_frequency,drive_efficiency
1,77585,48829,28977,0.0,0.0,0.75
2,78320,49195,30644,0.0,0.0,0.75
3,80287,50398,29700,0.0,0.0,0.75
4,81152,51158,26895,0.0,0.0,0.75
5,78678,50136,27766,0.0,0.0,0.75
6,77464,49592,29280,0.0,0.0,0.75
7,78476,49916,28873,0.0,0.0,0.75
8,78966,50001,28905,0.0,0.0,0.75
9,79174,50057,28804,0.0,0.0,0.75
10,79256,50418,28393,0.0,0.0,0.75
11,78916,50351,28438,0.0,0.0,0.75
12,96601,50207,27461,0.185681,0.077692,0.75
13,102296,47397,28791,0.273872,0.159321,0.75
14,98407,43176,33417,0.305004,0.223883,0.75
15,97475,39403,37477,0.335625,0.279198,0.75
16,96908,35343,40581,0.366048,0.320655,0.75
17,96650,31391,42204,0.395132,0.354386,0.75
18,95501,27507,43774,0.426896,0.37721,0.75
19,94436,24213,42882,0.453381,0.391003,0.75
20,91248,21129,41967,0.475627,0.399445,0.75
21,70182,18507,40589,0.36686,0.401993,0.75
22,58046,16400,38043,0.285394,0.393818,0.75
23,54804,15127,36214,0.287506,0.381054,0.75
24,52455,14731,33887,0.27923,0.367899,0.75
25,50168,14782,34597,0.266186,0.352516,0.75
26,50128,15598,34168,0.249471,0.344504,0.75
27,50705,16490,35641,0.236446,0.333647,0.75
28,52801,18002,36565,0.223272,0.319445,0.75
29,55525,19814,38402,0.210374,0.311742,0.75
30,59234,21755,40243,0.201371,0.302798,0.75
31,62847,23907,41292,0.191035,0.293289,0.75
32,66476,26055,42248,0.18099,0.282936,0.75
33,69840,28307,43193,0.172401,0.27376,0.75
34,73302,30643,43575,0.163727,0.268112,0.75
35,75895,32707,43467,0.155676,0.258944,0.75
36,77727,34283,42834,0.148423,0.24721,0.75
37,78932,35682,42419,0.139855,0.245633,0.75
38,79251,36660,41534,0.132711,0.230943,0.75
39,79559,37809,41123,0.124624,0.225592,0.75
40,79926,38683,40676,0.119304,0.220941,0.75
41,79840,39177,40006,0.114686,0.214768,0.75
42,79885,39552,39341,0.110434,0.207023,0.75
43,79835,39927,39492,0.106351,0.200116,0.75
44,80027,40382,38618,0.10121,0.193058,0.75
45,79728,40521,38660,0.0965721,0.185101,0.75
46,80137,41150,39104,0.0919675,0.180404,0.75
47,81094,42264,37504,0.0890386,0.176515,0.75
48,80689,42527,37047,0.0860774,0.171053,0.75
49,80527,42931,37042,0.082196,0.16515,0.75
50,80086,43142,36218,0.0780598,0.15992,0.75
51,79898,43464,36422,0.074933,0.153891,0.75
52,80074,43742,35570,0.071896,0.147681,0.75
53,79838,43659,35717,0.069522,0.142691,0.75
54,80173,44121,35935,0.0653088,0.141965,0.75
55,80609,44455,34866,0.0637956,0.133583,0.75
56,80237,44659,35386,0.0601468,0.128003,0.75
57,80318,45029,34017,0.0575525,0.126834,0.75
58,79461,44899,34275,0.0556374,0.122174,0.75
59,79381,44799,35121,0.0540747,0.120071,0.75
60,80366,45345,34716,0.0529515,0.112887,0.75
61,80786,45810,33795,0.0509742,0.109262,0.75
62,80329,45858,33531,0.0481271,0.10626,0.75
63,79951,46103,32903,0.0455091,0.10031,0.75
64,79134,46234,33567,0.0429967,0.100039,0.75
65,79776,46526,32586,0.0417669,0.094381,0.75
66,79365,46507,32867,0.0401688,0.0914291,0.75
67,79300,46449,33005,0.0389092,0.0890017,0.75
68,79702,46829,33492,0.0370693,0.0849904,0.75
69,80553,47322,32242,0.0357529,0.083323,0.75
70,80077,47341,31452,0.0341671,0.0786595,0.75
71,78918,46950,32419,0.0324007,0.0776088,0.75
72,79348,47337,32734,0.0319731,0.0719894,0.75
73,80247,47902,31509,0.0304622,0.0730585,0.75
74,79708,47493,31181,0.0298715,0.0710048,0.75
