generation,adult_population_size,adult_female_population_size,juvenile_population_size,adult_drive_frequency,juvenile_drive_frequency,drive_efficiency
1,78234,49160,28678,0.0,0.0,0.5
2,78238,49212,30255,0.0,0.0,0.5
3,79726,50184,29472,0.0,0.0,0.5
4,80367,50809,26772,0.0,0.0,0.5
5,77874,49762,27253,0.0,0.0,0.5
6,76497,49115,29412,0.0,0.0,0.5
7,77913,49486,29313,0.0,0.0,0.5
8,78932,49910,28760,0.0,0.0,0.5
9,79202,50235,29858,0.0,0.0,0.5
10,80232,50898,27123,0.0,0.0,0.5
11,78464,50282,27516,0.0,0.0,0.5
12,95672,49655,28334,0.189408,0.0757217,0.5
13,102199,47184,29290,0.274621,0.156965,0.5
14,99097,43381,33910,0.30228,0.219655,0.5
15,98040,39839,37462,0.330207,0.277454,0.5
16,97629,35802,39384,0.36251,0.320854,0.5
17,96551,31709,42257,0.393885,0.347244,0.5
18,95464,27846,43722,0.422243,0.367241,0.5
19,94812,24726,43224,0.445703,0.375532,0.5
20,92645,22216,42987,0.464116,0.38628,0.5
21,72554,19983,40901,0.352214,0.378536,0.5
22,60763,18684,39323,0.263474,0.366389,0.5
23,58669,18323,38647,0.25741,0.342096,0.5
24,58087,18897,38232,0.240312,0.316633,0.5
25,58828,20517,39178,0.216249,0.295064,0.5
26,61573,23118,40515,0.192519,0.268937,0.5
27,66056,26442,42186,0.170174,0.25723,0.5
28,71125,29967,43369,0.155241,0.234834,0.5
29,76364,33878,43282,0.138671,0.218925,0.5
30,80160,37362,42557,0.12311,0.206394,0.5
31,82904,40138,40352,0.111171,0.194489,0.5
32,83376,41806,38587,0.101414,0.179607,0.5
33,82635,42704,37625,0.091051,0.168518,0.5
34,81629,43302,35797,0.0829178,0.158212,0.5
35,79951,43201,36891,0.0752023,0.148153,0.5
36,80187,43823,35963,0.0701111,0.137683,0.5
37,80384,44268,35580,0.0648512,0.12864,0.5
38,80868,44902,36150,0.0602649,0.11888,0.5
39,82281,46244,34115,0.054879,0.11174,0.5
40,81265,46423,32834,0.0497877,0.105698,0.5
41,79811,46315,32241,0.045921,0.0972519,0.5
42,78820,46144,33794,0.042356,0.0901639,0.5
43,80036,46887,33224,0.0396197,0.0885203,0.5
44,80369,46944,32494,0.0373278,0.0789377,0.5
45,80265,47249,32065,0.0349779,0.0741151,0.5
46,80027,47575,31864,0.0318393,0.0682745,0.5
47,79919,47856,31730,0.0285727,0.0658683,0.5
48,79815,47922,31148,0.0268559,0.0594099,0.5
49,79392,47998,31040,0.0245743,0.0550741,0.5
50,79265,48124,31300,0.0223932,0.0533866,0.5
51,79552,48399,30630,0.0208291,0.0477473,0.5
52,79238,48582,30466,0.0191133,0.0457723,0.5
53,79287,48548,30494,0.0181177,0.0426313,0.5
54,79228,48590,30593,0.0168059,0.0397967,0.5
55,79467,48890,30679,0.0158053,0.03623,0.5
56,79874,49339,28700,0.0145291,0.0328223,0.5
57,78224,48516,29709,0.0131609,0.0304958,0.5
58,78234,48592,30955,0.0120152,0.0274108,0.5
59,79451,49420,29369,0.0110445,0.0262351,0.5
60,79224,49379,28820,0.0105145,0.0252949,0.5
61,78482,49307,29486,0.00997044,0.0233501,0.5
62,78230,49105,29365,0.00896076,0.0208241,0.5
63,78577,49075,29678,0.00829759,0.0191725,0.5
64,79087,49380,30013,0.0077067,0.0182921,0.5
65,79614,49972,29469,0.00722863,0.0172724,0.5
66,79767,50111,27778,0.00664435,0.0154619,0.5
67,78060,49445,29081,0.00589931,0.015921,0.5
68,78068,49358,28720,0.00584106,0.0129526,0.5
69,77477,48942,29769,0.00523381,0.0125466,0.5
70,78610,49533,29860,0.0048976,0.01142,0.5
