generation,adult_population_size,adult_female_population_size,juvenile_population_size,adult_drive_frequency,juvenile_drive_frequency,drive_efficiency
1,78280,49189,28427,0.0,0.0,0.5
2,78161,48994,30053,0.0,0.0,0.5
3,79621,50000,29141,0.0,0.0,0.5
4,79691,50354,27751,0.0,0.0,0.5
5,78486,50076,28228,0.0,0.0,0.5
6,78073,50001,28308,0.0,0.0,0.5
7,78082,49931,29111,0.0,0.0,0.5
8,79013,50030,28042,0.0,0.0,0.5
9,78353,49723,29356,0.0,0.0,0.5
10,79087,50004,28406,0.0,0.0,0.5
11,78509,49758,28972,0.0,0.0,0.5
12,97106,49936,28834,0.185437,0.0785531,0.5
13,103824,47898,28796,0.27145,0.158876,0.5
14,99759,43731,32883,0.303266,0.225557,0.5
15,97402,39597,37539,0.335737,0.277298,0.5
16,97199,35684,39233,0.363965,0.319234,0.5
17,96114,31401,42729,0.395816,0.34885,0.5
18,95335,27576,43591,0.423837,0.364422,0.5
19,94044,24741,42999,0.445132,0.375834,0.5
20,92262,22220,42550,0.464579,0.381821,0.5
21,72002,20201,40909,0.349039,0.378132,0.5
22,60875,18939,40131,0.261183,0.362637,0.5
23,59584,18800,38585,0.254087,0.33653,0.5
24,59299,19657,39032,0.235923,0.311578,0.5
25,60607,21427,39635,0.212896,0.288407,0.5
26,63434,24131,40935,0.188881,0.268939,0.5
27,67728,27266,42976,0.168815,0.249325,0.5
28,72645,30984,43623,0.150465,0.231621,0.5
29,77744,34734,42784,0.135097,0.216004,0.5
30,80845,38024,42118,0.120484,0.200627,0.5
31,83049,40449,39966,0.108749,0.186559,0.5
32,83522,42283,38464,0.0966392,0.173305,0.5
33,82996,43188,36809,0.0877994,0.164783,0.5
34,81330,43379,36291,0.0798783,0.151484,0.5
35,80612,43657,36361,0.0726071,0.141622,0.5
36,80855,44445,35445,0.0670954,0.13188,0.5
37,80758,44865,34853,0.0622477,0.124494,0.5
38,80432,45155,35287,0.0569114,0.115935,0.5
39,81174,45959,33619,0.0526462,0.105788,0.5
40,80654,46178,33745,0.0481811,0.0984442,0.5
41,80642,46672,33493,0.0439163,0.0914221,0.5
42,80995,47137,31721,0.0405457,0.0877022,0.5
43,79557,46767,31906,0.037646,0.0821476,0.5
44,79033,46621,32656,0.0352195,0.0773059,0.5
45,79496,47230,33481,0.0328444,0.070891,0.5
46,81096,48211,31472,0.0301988,0.0678381,0.5
47,80316,47833,30364,0.0281887,0.0615038,0.5
48,78975,47487,31685,0.025774,0.0566041,0.5
49,79398,47985,31989,0.023294,0.0541905,0.5
50,80393,48746,30630,0.0221599,0.0513386,0.5
51,79874,48622,30054,0.0209517,0.044237,0.5
52,79044,48572,30155,0.0184391,0.0443708,0.5
53,78823,48757,30564,0.0173997,0.0388038,0.5
54,79044,48923,29870,0.0161176,0.0379645,0.5
55,78809,48846,29961,0.0151759,0.0348954,0.5
56,78651,48818,30103,0.0138269,0.0334352,0.5
57,78741,48795,30340,0.0134936,0.0314272,0.5
58,79210,48996,29665,0.0125931,0.0295635,0.5
59,78995,48934,29195,0.0118109,0.0278815,0.5
60,78232,48754,29388,0.0110441,0.0265925,0.5
61,78038,48683,30728,0.01045,0.0236592,0.5
62,79459,49329,30722,0.009464,0.0220201,0.5
63,80431,49882,29284,0.00893934,0.0201304,0.5
64,79861,49712,29026,0.00799514,0.0208606,0.5
65,79235,49627,28256,0.00749038,0.0190579,0.5
66,77794,49184,28902,0.00724992,0.0173863,0.5
67,77740,49027,29251,0.00683689,0.0164097,0.5
68,77825,49064,30175,0.00632188,0.014913,0.5
69,78983,49469,30053,0.0060646,0.0154394,0.5
70,80138,50169,28072,0.00597719,0.0130913,0.5
71,78624,49657,28297,0.00520833,0.0128812,0.5
72,77800,49704,29588,0.00492931,0.0117615,0.5
73,78554,49638,28674,0.00456374,0.0113866,0.5
74,78337,49260,28937,0.00446788,0.0107302,0.5
75,78348,49172,29305,0.00417369,0.00941819,0.5
76,78700,49577,29622,0.00390089,0.00953683,0.5
77,79281,49845,28703,0.00341191,0.00886667,0.5
78,78684,49546,28563,0.00313278,0.00784231,0.5
79,78316,49477,30611,0.00293682,0.00707262,0.5
80,80000,50398,28660,0.00275625,0.00682135,0.5
81,79548,50205,27955,0.00248278,0.00665355,0.5
82,78369,49595,28520,0.00238615,0.00590813,0.5
83,77639,49269,29725,0.00222826,0.00617325,0.5
84,79033,49850,29840,0.00220161,0.00546247,0.5
85,79868,50150,28650,0.00207843,0.00511344,0.5
86,79215,49740,27926,0.00193776,0.00354508,0.5
87,78209,49547,29999,0.00168779,0.00408347,0.5
88,79499,50357,28687,0.00166669,0.00420051,0.5
89,79002,49976,28517,0.00158224,0.00436582,0.5
90,78946,50031,28241,0.00161503,0.00354095,0.5
91,78121,49667,28079,0.00144647,0.00297375,0.5
92,77687,49570,30139,0.00116493,0.00404791,0.5
93,79400,50187,28799,0.00126574,0.00270843,0.5
94,79235,50110,28321,0.00112955,0.00275414,0.5
95,78652,50010,28593,0.0010235,0.00201098,0.5
96,78502,50113,29175,0.000789789,0.00272494,0.5
97,78962,50368,28343,0.000873838,0.00169354,0.5
98,78555,50123,27616,0.000814716,0.00222697,0.5
99,77649,49662,28330,0.000746951,0.0020473,0.5
100,77786,49662,29818,0.000687784,0.00162653,0.5
101,79285,50305,27640,0.000643249,0.00184515,0.5
