generation,adult_population_size,adult_female_population_size,juvenile_population_size,adult_drive_frequency,juvenile_drive_frequency,drive_efficiency
1,78191,49176,28590,0.0,0.0,0.5
2,78414,49429,29716,0.0,0.0,0.5
3,79554,50402,28518,0.0,0.0,0.5
4,79360,50315,28381,0.0,0.0,0.5
5,78880,50180,28832,0.0,0.0,0.5
6,78834,50148,28491,0.0,0.0,0.5
7,78538,50037,27375,0.0,0.0,0.5
8,77279,49339,29987,0.0,0.0,0.5
9,79284,50464,29790,0.0,0.0,0.5
10,80511,51099,26916,0.0,0.0,0.5
11,78341,49922,26476,0.0,0.0,0.5
12,94085,48660,30377,0.192953,0.0718307,0.5
13,103424,47664,30729,0.274109,0.155863,0.5
14,101619,44624,31009,0.29803,0.225289,0.5
15,97888,39894,37213,0.33261,0.277094,0.5
16,97093,35686,40244,0.36516,0.318867,0.5
17,96993,31872,42622,0.394549,0.348916,0.5
18,96281,28199,43420,0.42067,0.365822,0.5
19,94610,24815,43235,0.446047,0.376223,0.5
20,92394,22282,42783,0.463071,0.381635,0.5
21,72429,20506,41291,0.347872,0.375167,0.5
22,61485,19334,40303,0.25886,0.363534,0.5
23,60088,18816,38939,0.254826,0.337733,0.5
24,59241,19565,38853,0.236542,0.31735,0.5
25,60363,21208,40001,0.215637,0.291905,0.5
26,62951,23708,40825,0.191339,0.270202,0.5
27,66820,26846,43048,0.169485,0.252021,0.5
28,72303,30579,43166,0.152414,0.235915,0.5
29,76805,34179,43444,0.137087,0.217775,0.5
30,80653,37474,42145,0.122791,0.203773,0.5
31,82900,39991,39790,0.110157,0.18854,0.5
32,82693,41521,38523,0.0982489,0.179179,0.5
33,82041,42633,36922,0.0896503,0.164658,0.5
34,80733,43126,37442,0.0808653,0.15532,0.5
35,81000,43630,35943,0.0744074,0.145119,0.5
36,80930,44243,35635,0.0688187,0.136776,0.5
37,80999,44800,34890,0.0645317,0.127615,0.5
38,80432,45269,34909,0.058851,0.120513,0.5
39,80603,45736,34144,0.0543404,0.110957,0.5
40,80749,46110,33924,0.0498768,0.103467,0.5
41,80926,46553,32822,0.0459926,0.096216,0.5
42,79919,46542,32082,0.0423742,0.0921701,0.5
43,78823,46230,34022,0.0396775,0.088384,0.5
44,80082,46834,32909,0.0376676,0.079887,0.5
45,80692,47549,31745,0.0348981,0.0757127,0.5
46,80048,47588,32171,0.0323743,0.0704983,0.5
47,80023,47744,30893,0.0296915,0.0670217,0.5
48,78965,47424,31240,0.0279364,0.0632843,0.5
49,78746,47464,31865,0.0260331,0.0588891,0.5
50,79431,48129,31713,0.0241342,0.0550878,0.5
51,80302,48640,30976,0.0224527,0.0486506,0.5
52,80322,48942,28873,0.0205983,0.0450421,0.5
53,78315,48278,30217,0.0184958,0.045438,0.5
54,77925,48105,31425,0.0176516,0.0420843,0.5
55,79082,48661,31122,0.0168306,0.0373048,0.5
56,80354,49259,29453,0.0156184,0.0364649,0.5
57,79074,48712,29469,0.0146445,0.0316265,0.5
58,78462,48683,30997,0.0130828,0.0317934,0.5
59,79472,49257,28940,0.0120609,0.0278853,0.5
60,78805,49122,30226,0.011281,0.0271455,0.5
61,79145,49369,29684,0.0103607,0.0254009,0.5
62,79257,49412,28477,0.00993603,0.0236858,0.5
63,78001,48989,29634,0.00928193,0.0223898,0.5
64,78277,49151,30413,0.00880846,0.0201065,0.5
65,79539,49799,29104,0.0082601,0.0205814,0.5
66,79285,49600,27903,0.00814782,0.0185643,0.5
67,77639,48848,29124,0.00749623,0.0177689,0.5
68,77776,48913,30440,0.00706516,0.0171978,0.5
69,79185,49601,30031,0.0067437,0.0149013,0.5
70,80138,50147,28029,0.00627043,0.0144672,0.5
71,78792,49513,28957,0.00574297,0.0145043,0.5
72,78147,49476,29288,0.00517614,0.0150403,0.5
73,78577,49706,28814,0.00549143,0.0124419,0.5
74,78493,49551,29265,0.0052234,0.0116521,0.5
75,78677,49601,28856,0.00463287,0.0114534,0.5
76,78538,49689,29154,0.00437368,0.0103759,0.5
77,78973,49915,29658,0.00398871,0.00964327,0.5
78,79382,50100,28323,0.00372881,0.00889736,0.5
79,78565,49661,29621,0.00347483,0.00822052,0.5
80,79166,50093,29470,0.00313897,0.00826264,0.5
81,79852,50459,28137,0.00308696,0.00693038,0.5
82,78882,50010,27321,0.00271291,0.00677135,0.5
83,77154,49182,30034,0.00266998,0.00655923,0.5
84,78740,49989,29147,0.0023622,0.00578104,0.5
85,79171,50018,28227,0.00227356,0.0056329,0.5
86,78312,49431,28568,0.00214527,0.00505811,0.5
87,78028,49531,29781,0.00192239,0.00433162,0.5
88,79455,50447,29366,0.00184381,0.00459715,0.5
89,79917,50603,27752,0.00177059,0.00416186,0.5
90,78424,49675,27734,0.0015939,0.0034254,0.5
91,77232,49084,29468,0.00150197,0.00303719,0.5
92,78309,49839,29235,0.0011876,0.00347187,0.5
93,79063,49912,28608,0.00122687,0.00316345,0.5
94,78992,50207,28629,0.00114569,0.00307381,0.5
95,78946,50154,28388,0.00121602,0.00273003,0.5
96,78497,49920,28548,0.00105737,0.00297744,0.5
97,78387,49897,29139,0.00102696,0.00291705,0.5
98,78693,49973,28360,0.000997547,0.00206276,0.5
99,78427,49877,29265,0.00089255,0.00246028,0.5
100,79189,50242,27748,0.000871333,0.00237855,0.5
101,78020,49495,28679,0.000871571,0.00203982,0.5
102,77998,49361,29679,0.00075643,0.00210587,0.5
103,79004,49859,29566,0.000803757,0.00145437,0.5
104,79677,50192,28061,0.000665186,0.00172838,0.5
105,78755,49907,27974,0.00063488,0.00159076,0.5
106,77915,49651,28792,0.000590387,0.00118088,0.5
107,78311,49710,29269,0.000459706,0.00141788,0.5
108,79194,50222,29909,0.000486148,0.00127052,0.5
109,80147,50708,26818,0.000417982,0.000764412,0.5
110,77842,49469,28857,0.000385396,0.000918321,0.5
111,77969,49741,29305,0.000301402,0.000665415,0.5
112,78843,50219,29221,0.000310744,0.000752883,0.5
113,79625,50352,27591,0.000276295,0.000815483,0.5
114,78162,49808,27842,0.000294261,0.000628547,0.5
115,77386,49663,29261,0.000258445,0.00049554,0.5
116,78312,50063,28661,0.00022985,0.000383797,0.5
117,78782,50137,28549,0.000171359,0.000507899,0.5
118,78656,50104,28950,0.000171633,0.000535406,0.5
119,78886,50185,27944,0.000152118,0.000501002,0.5
120,78385,49925,29141,0.000210499,0.000326001,0.5
121,79057,50120,28843,0.000189737,0.000329369,0.5
122,78919,50118,28408,0.00015839,0.000545621,0.5
123,78534,50019,27904,0.000140067,0.000322534,0.5
124,77734,49869,29007,0.000128644,0.000448168,0.5
125,78574,50140,27662,0.000178176,0.000433808,0.5
126,77842,49710,29090,0.000160582,0.000378137,0.5
127,78655,50036,28893,0.000114424,0.00039802,0.5
128,78906,50039,27665,9.50498e-05,0.000289174,0.5
129,77845,49505,28982,9.63453e-05,0.000172521,0.5
