generation,adult_population_size,adult_female_population_size,juvenile_population_size,adult_drive_frequency,juvenile_drive_frequency,drive_efficiency
1,78185,48931,28378,0.0,0.0,0.25
2,78079,48900,31305,0.0,0.0,0.25
3,80832,50580,29445,0.0,0.0,0.25
4,81038,51031,27140,0.0,0.0,0.25
5,78844,50291,26771,0.0,0.0,0.25
6,76622,49310,28628,0.0,0.0,0.25
7,77329,49483,30649,0.0,0.0,0.25
8,80078,50654,28183,0.0,0.0,0.25
9,79133,50064,27442,0.0,0.0,0.25
10,77947,49648,28786,0.0,0.0,0.25
11,78343,50192,29493,0.0,0.0,0.25
12,97404,50363,27169,0.186163,0.0780117,0.25
13,102959,47497,28547,0.274425,0.160139,0.25
14,98397,42945,33217,0.306219,0.2221,0.25
15,97227,39205,37611,0.337242,0.273125,0.25
16,97313,35539,40802,0.363662,0.316382,0.25
17,97161,31680,42245,0.391978,0.342301,0.25
18,96202,28016,43382,0.419851,0.355021,0.25
19,95235,25715,43295,0.43747,0.360989,0.25
20,94082,23775,42860,0.450288,0.368397,0.25
21,74451,22083,42123,0.333286,0.356907,0.25
22,64528,21402,41259,0.242151,0.332703,0.25
23,63856,21953,41222,0.227927,0.295243,0.25
24,65370,24189,41401,0.200421,0.261358,0.25
25,68734,27341,42448,0.170738,0.230364,0.25
26,73731,31857,43388,0.142566,0.206624,0.25
27,79197,36482,43029,0.121438,0.179553,0.25
28,84100,40971,40504,0.101385,0.162984,0.25
29,86100,44146,37032,0.0858769,0.148156,0.25
30,84634,45568,34536,0.0734398,0.132282,0.25
31,82038,45603,33394,0.0631171,0.116787,0.25
32,80008,45489,33511,0.0547883,0.10786,0.25
33,79433,45635,34699,0.0487455,0.0950892,0.25
34,80298,46328,32739,0.0439737,0.0859678,0.25
35,80222,46911,33603,0.0386428,0.0795762,0.25
36,81297,48069,31696,0.0349705,0.07329,0.25
37,80313,48021,31144,0.0316138,0.0629335,0.25
38,79714,48196,31559,0.0273979,0.0573687,0.25
39,79886,48392,30309,0.024585,0.0525421,0.25
40,79252,48267,30372,0.0220815,0.046375,0.25
41,78820,48169,31027,0.0196587,0.0415122,0.25
42,79387,48659,30492,0.0172635,0.0367473,0.25
43,79812,49073,30462,0.0151168,0.0329755,0.25
44,79853,49415,29203,0.0134309,0.0290381,0.25
45,79010,49254,29326,0.011815,0.027092,0.25
46,78451,48776,30369,0.0108284,0.0236096,0.25
47,79161,49196,30660,0.00963227,0.0218037,0.25
48,80157,49786,28912,0.00905723,0.0192135,0.25
49,79239,49398,29320,0.00788122,0.0161494,0.25
50,78754,49425,30029,0.0068441,0.0164008,0.25
51,79575,49832,29469,0.00623311,0.0143032,0.25
52,79749,50325,29720,0.00583079,0.0126346,0.25
53,80113,50381,27355,0.00532373,0.0104551,0.25
54,77894,49328,28525,0.00419159,0.010149,0.25
55,77559,49234,29713,0.00377777,0.00824555,0.25
56,78510,49716,28927,0.00337537,0.0081239,0.25
57,78777,49682,28601,0.00316082,0.00681794,0.25
58,78307,49447,29762,0.00276476,0.00603118,0.25
59,79383,50116,28803,0.00248794,0.0058848,0.25
60,79359,50229,27958,0.00230598,0.00531154,0.25
61,78297,49701,28862,0.00220315,0.00453884,0.25
62,78490,49814,28403,0.00183463,0.00411928,0.25
63,78285,49881,29106,0.00164783,0.00410568,0.25
64,78843,50072,27360,0.00143957,0.00420322,0.25
65,77586,49316,28366,0.00145645,0.00306705,0.25
66,77635,49224,30685,0.0013074,0.00294932,0.25
67,80051,50608,28964,0.00113053,0.00271026,0.25
68,80046,50773,27315,0.00107438,0.00323998,0.25
69,78225,49797,27155,0.00107383,0.00237525,0.25
70,76578,49009,30172,0.000927159,0.00207146,0.25
71,78693,49997,30103,0.000825995,0.00212603,0.25
72,80217,50850,28484,0.000760437,0.00154473,0.25
73,79574,50347,27194,0.000703747,0.00163639,0.25
74,77763,49688,28687,0.00062369,0.00118521,0.25
75,77946,49935,28366,0.000500346,0.00141014,0.25
76,78020,49765,29990,0.000551141,0.000733578,0.25
77,79734,50385,28800,0.00036998,0.000902778,0.25
78,79563,50253,27660,0.000351922,0.000614606,0.25
79,78408,49729,27529,0.000299714,0.000726507,0.25
80,77273,49329,29790,0.000271764,0.00040282,0.25
81,78726,49939,29462,0.000234992,0.000458217,0.25
82,79732,50359,28204,0.000219485,0.000780031,0.25
83,78895,49956,28571,0.000234489,0.00068251,0.25
84,78670,50017,29517,0.000216093,0.000491242,0.25
85,79487,50491,28053,0.000169839,0.000427762,0.25
86,78707,50149,27687,0.000171522,0.000126413,0.25
87,77676,49641,28150,9.01179e-05,0.00044405,0.25
88,77204,49372,29350,0.000129527,0.000204429,0.25
89,78537,49883,29600,8.27635e-05,0.000236486,0.25
90,79602,50317,28176,0.000113062,0.00028393,0.25
91,78916,49934,28290,0.000101374,0.000194415,0.25
92,78417,49913,28798,8.92664e-05,0.000104174,0.25
93,78324,49686,27705,6.38374e-05,0.00039704,0.25
94,77666,49449,29362,7.08161e-05,0.000238403,0.25
95,78665,49754,29449,9.5341e-05,8.48925e-05,0.25
96,79493,50106,28037,6.91885e-05,7.13343e-05,0.25
97,78654,49828,28809,3.81417e-05,1.73557e-05,0.25
98,78724,50033,28971,1.90539e-05,0.000155328,0.25
99,78981,50174,28213,2.53225e-05,3.54447e-05,0.25
100,78388,49900,28984,3.18926e-05,0.0,0.25
101,78882,50163,28413,1.26772e-05,5.27927e-05,0.25
102,78635,50119,27680,1.90755e-05,0.0,0.25
