generation,adult_population_size,adult_female_population_size,juvenile_population_size,adult_drive_frequency,juvenile_drive_frequency,drive_efficiency
1,78213,49219,28673,0.0,0.0,1.0
2,78225,48960,29923,0.0,0.0,1.0
3,79665,49990,29798,0.0,0.0,1.0
4,80683,50956,27934,0.0,0.0,1.0
5,79380,50490,27057,0.0,0.0,1.0
6,77322,49506,27643,0.0,0.0,1.0
7,76569,48996,30133,0.0,0.0,1.0
8,78826,49950,30135,0.0,0.0,1.0
9,80389,50705,28022,0.0,0.0,1.0
10,79379,50554,27852,0.0,0.0,1.0
11,78438,50298,27058,0.0,0.0,1.0
12,95258,49672,28310,0.191071,0.0789827,1.0
13,102338,47456,29339,0.275118,0.155612,1.0
14,98993,43328,32435,0.303072,0.223401,1.0
15,96770,38970,37827,0.336463,0.278782,1.0
16,96778,35094,40027,0.367728,0.327554,1.0
17,95778,30917,42762,0.397769,0.366108,1.0
18,94910,26709,43108,0.431735,0.384627,1.0
19,92913,23045,43233,0.462352,0.402355,1.0
20,89989,19811,41476,0.488921,0.414878,1.0
21,68254,16865,39448,0.383809,0.428399,1.0
22,54952,14068,36451,0.311399,0.430935,1.0
23,50323,11874,32499,0.326352,0.424828,1.0
24,45495,10384,29443,0.33019,0.425874,1.0
25,41037,9215,27002,0.331372,0.423043,1.0
26,37053,8325,24188,0.329946,0.42641,1.0
27,33569,7543,23050,0.329843,0.428937,1.0
28,31291,6935,21049,0.332923,0.428358,1.0
29,28762,6316,19431,0.333965,0.430729,1.0
30,26455,5663,18332,0.337479,0.422676,1.0
31,24586,5281,16788,0.335252,0.429354,1.0
32,22711,4829,16213,0.336511,0.427373,1.0
33,21334,4493,14786,0.336693,0.424117,1.0
34,19959,4305,13727,0.333884,0.429992,1.0
35,18460,3933,13501,0.337459,0.422746,1.0
36,17690,3847,12030,0.333946,0.43084,1.0
37,16401,3579,12021,0.337266,0.424798,1.0
38,15605,3365,11304,0.334957,0.422948,1.0
39,14825,3210,10358,0.332681,0.430875,1.0
40,13970,2929,10072,0.33844,0.427423,1.0
41,13273,2781,9539,0.338055,0.433955,1.0
42,12528,2597,8838,0.342074,0.42487,1.0
43,11891,2488,8049,0.337945,0.430923,1.0
44,10854,2227,7913,0.339506,0.423164,1.0
45,10313,2146,6961,0.336953,0.431763,1.0
46,9451,1953,7161,0.337266,0.431295,1.0
47,9020,1895,6242,0.340133,0.431272,1.0
48,8414,1724,6296,0.344248,0.416296,1.0
49,8202,1735,5399,0.333089,0.423319,1.0
50,7462,1619,5719,0.33034,0.423675,1.0
51,7225,1532,5243,0.332111,0.418272,1.0
52,6994,1523,5206,0.327852,0.417787,1.0
53,6795,1494,4918,0.326122,0.416836,1.0
54,6589,1452,5040,0.324404,0.421329,1.0
55,6455,1444,4615,0.325949,0.42026,1.0
56,6142,1376,4891,0.325871,0.425884,1.0
57,6173,1362,4342,0.33201,0.427222,1.0
58,5836,1298,4487,0.331306,0.421774,1.0
59,5746,1234,4223,0.335538,0.433104,1.0
60,5555,1156,4175,0.342394,0.423114,1.0
61,5399,1128,3839,0.339044,0.442824,1.0
62,5051,1015,3851,0.349931,0.430538,1.0
63,4956,964,2935,0.350081,0.434753,1.0
64,4248,838,3164,0.344986,0.428571,1.0
65,4018,816,3039,0.340468,0.42152,1.0
66,3840,809,2806,0.334635,0.431932,1.0
67,3740,768,2649,0.340241,0.432427,1.0
68,3541,706,2698,0.343265,0.433655,1.0
69,3351,679,2455,0.340495,0.430754,1.0
70,3204,640,2268,0.34176,0.420194,1.0
71,3070,620,2222,0.336645,0.45072,1.0
72,2851,545,2016,0.352683,0.422123,1.0
73,2660,525,1761,0.348496,0.413969,1.0
74,2445,537,1740,0.331697,0.40977,1.0
75,2327,560,1833,0.317791,0.415985,1.0
76,2355,541,1883,0.318896,0.408125,1.0
77,2477,560,1659,0.316714,0.433394,1.0
78,2293,539,2006,0.325338,0.416002,1.0
79,2384,554,1783,0.322777,0.416713,1.0
80,2369,530,2001,0.327564,0.406047,1.0
