generation,adult_population_size,adult_female_population_size,juvenile_population_size,adult_drive_frequency,juvenile_drive_frequency,drive_efficiency
1,78280,49112,28636,0.0,0.0,0.25
2,78237,49187,30413,0.0,0.0,0.25
3,79867,50100,29188,0.0,0.0,0.25
4,80059,50545,26933,0.0,0.0,0.25
5,77995,49627,27605,0.0,0.0,0.25
6,76894,49283,29121,0.0,0.0,0.25
7,78022,49857,29956,0.0,0.0,0.25
8,79814,50813,28254,0.0,0.0,0.25
9,79288,50391,27667,0.0,0.0,0.25
10,77954,49851,27399,0.0,0.0,0.25
11,77017,49390,29833,0.0,0.0,0.25
12,96645,50241,28561,0.185328,0.0784987,0.25
13,103429,47665,27210,0.271495,0.161926,0.25
14,98005,42966,33074,0.306561,0.226235,0.25
15,96629,39271,37737,0.338325,0.275711,0.25
16,97074,35662,40597,0.366231,0.316945,0.25
17,97098,31712,42178,0.394287,0.346282,0.25
18,96072,27966,43175,0.421991,0.358865,0.25
19,94911,25263,43497,0.441814,0.364542,0.25
20,93633,23284,42474,0.456041,0.369614,0.25
21,73634,21635,41901,0.337106,0.359574,0.25
22,63047,20720,40587,0.244135,0.334762,0.25
23,62466,21065,40470,0.230429,0.29916,0.25
24,63723,23109,40378,0.203702,0.259077,0.25
25,66862,26467,42568,0.171301,0.233062,0.25
26,72239,30734,43108,0.144527,0.207757,0.25
27,78256,35564,43336,0.122195,0.181604,0.25
28,83617,40502,40949,0.102802,0.162031,0.25
29,86148,44033,38005,0.0864327,0.146507,0.25
30,85448,45796,35043,0.0719268,0.132466,0.25
31,83178,46121,32870,0.0630936,0.117113,0.25
32,80085,45696,33407,0.0545296,0.105203,0.25
33,79489,45977,33347,0.0479375,0.0928419,0.25
34,79333,46099,33375,0.0421073,0.0819476,0.25
35,80383,46921,33094,0.0366495,0.0757841,0.25
36,80878,47634,31678,0.032821,0.0668445,0.25
37,80505,48039,31908,0.0291473,0.0579635,0.25
38,80706,48711,30884,0.0254566,0.0527134,0.25
39,80024,48860,29506,0.0223745,0.045567,0.25
40,78670,48493,30041,0.0189335,0.043657,0.25
41,78255,48271,31082,0.0172641,0.0389775,0.25
42,79129,48652,30487,0.0157401,0.0319316,0.25
43,79755,49244,29896,0.0137672,0.0291845,0.25
44,79597,49271,29662,0.0118346,0.0277291,0.25
45,79368,49431,29216,0.0108797,0.0231722,0.25
46,78942,49330,29144,0.00937397,0.0216168,0.25
47,78539,48991,29735,0.00851806,0.019203,0.25
48,78889,49168,30128,0.00758027,0.016878,0.25
49,79453,49611,29330,0.00700414,0.0147971,0.25
50,79281,49609,29601,0.00624361,0.0140029,0.25
51,79681,50027,28646,0.00570399,0.0126196,0.25
52,78901,49785,27661,0.00481616,0.0102672,0.25
53,77248,49211,28955,0.00400658,0.0103091,0.25
54,77641,49152,30178,0.00396698,0.00835045,0.25
55,79230,49770,29813,0.00356557,0.00821789,0.25
56,80118,50342,27756,0.00326394,0.00738579,0.25
57,78685,49781,27878,0.00274512,0.00636703,0.25
58,77770,49463,28504,0.00239167,0.00634999,0.25
59,77486,49197,30019,0.0022004,0.00521336,0.25
60,78882,49700,29673,0.00193961,0.0051562,0.25
61,79614,50012,27726,0.00195317,0.00358869,0.25
62,78359,49777,28463,0.00158884,0.00370657,0.25
63,78091,49853,28905,0.00141502,0.00313095,0.25
64,78625,50197,28025,0.00133545,0.00258698,0.25
65,78173,49845,28372,0.00111292,0.00287255,0.25
66,77659,49532,28955,0.00103014,0.00217579,0.25
67,78173,49689,28966,0.000818697,0.0022958,0.25
68,78997,50048,29129,0.000911427,0.00175083,0.25
69,79066,50138,27649,0.000670326,0.00175413,0.25
70,78283,50068,28332,0.000696192,0.00157066,0.25
71,78139,49957,28264,0.000595093,0.00132678,0.25
72,77992,49922,29688,0.000467997,0.00131366,0.25
73,79287,50225,29110,0.000409903,0.00125386,0.25
74,79459,50336,26729,0.000434186,0.000935314,0.25
75,77259,49325,29276,0.000407719,0.00111012,0.25
76,78045,49784,30332,0.000448459,0.000626401,0.25
77,79979,50615,27292,0.000331337,0.000659534,0.25
78,78526,49795,28017,0.000292897,0.000428311,0.25
79,77684,49460,29475,0.000205963,0.000678541,0.25
80,78598,49847,28549,0.000222652,0.000472871,0.25
81,79014,49988,28657,0.00018984,0.000575776,0.25
82,78568,49767,29372,0.000190917,0.000425575,0.25
83,79395,50258,28950,0.000163738,0.000224525,0.25
84,79555,50626,28642,8.79894e-05,0.000244396,0.25
85,79169,50417,27273,8.84184e-05,0.000146665,0.25
86,77670,49743,28022,6.43749e-05,0.000178431,0.25
87,77259,49432,29073,4.53022e-05,0.000137585,0.25
88,78133,49567,29311,5.11948e-05,8.52922e-05,0.25
89,79176,50097,29175,4.42053e-05,1.7138e-05,0.25
90,79642,50322,28038,3.13905e-05,0.000106998,0.25
91,78557,49940,27810,3.1824e-05,5.39374e-05,0.25
92,77825,49764,29268,1.9274e-05,8.54175e-05,0.25
93,78654,49953,28255,3.81417e-05,0.0,0.25
94,78618,50106,29101,3.81592e-05,5.15446e-05,0.25
95,79062,50251,27619,1.26483e-05,5.43104e-05,0.25
96,77886,49806,28660,1.28393e-05,1.74459e-05,0.25
97,78279,49760,29004,1.27748e-05,6.8956e-05,0.25
98,78673,49943,29259,1.27108e-05,0.0,0.25
99,79299,50340,27951,6.30525e-06,1.78884e-05,0.25
100,78397,49932,27997,0.0,7.14362e-05,0.25
