generation,adult_population_size,adult_female_population_size,juvenile_population_size,adult_drive_frequency,juvenile_drive_frequency,drive_efficiency
1,77928,49127,28510,0.0,0.0,0.0
2,78067,49332,30903,0.0,0.0,0.0
3,80445,50599,27985,0.0,0.0,0.0
4,79427,50229,27982,0.0,0.0,0.0
5,78856,50185,28413,0.0,0.0,0.0
6,78408,50027,28350,0.0,0.0,0.0
7,78343,49869,28397,0.0,0.0,0.0
8,77999,49645,29251,0.0,0.0,0.0
9,78895,49895,28734,0.0,0.0,0.0
10,78798,50102,28339,0.0,0.0,0.0
11,78407,49786,28632,0.0,0.0,0.0
12,96490,49913,28634,0.185947,0.0775651,0.0
13,103293,47534,28035,0.273508,0.159033,0.0
14,98559,43221,33511,0.305259,0.22048,0.0
15,97389,39581,37920,0.334242,0.275251,0.0
16,97665,35817,40435,0.363938,0.313627,0.0
17,97520,32072,42356,0.389951,0.338181,0.0
18,96634,28607,43137,0.41548,0.348541,0.0
19,95602,26183,43346,0.433087,0.354185,0.0
20,94866,24592,43160,0.445275,0.353,0.0
21,75775,23376,42130,0.320238,0.335699,0.0
22,66235,23140,42323,0.225145,0.303027,0.0
23,67110,24810,41946,0.203606,0.253385,0.0
24,70223,28233,42874,0.170044,0.211142,0.0
25,75544,33159,43590,0.134471,0.17543,0.0
26,81997,38985,42741,0.104577,0.150102,0.0
27,86984,44037,38887,0.082998,0.125415,0.0
28,88500,47568,33659,0.0658079,0.108946,0.0
29,85367,48316,30378,0.0533461,0.0930443,0.0
30,80186,47151,30084,0.0427818,0.080591,0.0
31,76893,46054,33607,0.035712,0.0695391,0.0
32,78810,46835,32989,0.0315886,0.0592167,0.0
33,80521,47809,31892,0.0266514,0.0490562,0.0
34,81328,48741,31276,0.0224093,0.0448427,0.0
35,81189,49421,30015,0.0189435,0.0353823,0.0
36,80351,49636,29474,0.0154012,0.030722,0.0
37,79234,49422,28344,0.0128354,0.0282599,0.0
38,77461,48555,28956,0.0111217,0.0222579,0.0
39,77079,48248,31023,0.00950972,0.0196628,0.0
40,79114,49161,31127,0.00825391,0.0168664,0.0
41,81050,50091,28505,0.00711906,0.0136994,0.0
42,79673,49827,28857,0.0057987,0.0113144,0.0
43,78987,49966,28246,0.00475395,0.0100722,0.0
44,78054,49726,28922,0.00402926,0.00826361,0.0
45,78324,49597,28538,0.00335146,0.00749877,0.0
46,77952,49494,29024,0.00300826,0.00613286,0.0
47,78346,49709,29254,0.00257831,0.00505914,0.0
48,78808,49878,28535,0.00213176,0.00488873,0.0
49,78639,49874,28490,0.00197103,0.0032643,0.0
50,78655,50035,29929,0.00148751,0.00243911,0.0
51,79938,50613,28454,0.00116966,0.00231953,0.0
52,79611,50617,27440,0.000916959,0.00251458,0.0
53,78031,49957,27822,0.00098038,0.00167134,0.0
54,77142,49411,29129,0.000881491,0.00166501,0.0
55,78219,49775,29766,0.000690369,0.00124303,0.0
56,79809,50681,29345,0.000457342,0.00146533,0.0
57,80519,51082,26720,0.000471938,0.000935629,0.0
58,77917,49948,26140,0.000455613,0.000879878,0.0
59,75505,48677,29405,0.000377458,0.000765176,0.0
60,76956,49093,30543,0.000266386,0.000753037,0.0
61,79630,50173,29342,0.000288836,0.000579374,0.0
62,80279,50565,28186,0.000230446,0.000337047,0.0
63,79388,50250,27483,0.000157455,0.00041844,0.0
64,77850,49995,27434,0.000186256,0.000419188,0.0
65,77107,49538,29590,0.000155628,0.000371747,0.0
66,78584,50079,29393,0.000178153,0.000323206,0.0
67,79416,50273,28568,0.000138511,0.000175021,0.0
68,79114,50080,27736,0.00011376,0.000180271,0.0
69,78113,49680,28776,5.76088e-05,0.000295385,0.0
70,78313,49957,29306,0.000102154,0.000238859,0.0
71,79192,50201,28530,0.000126275,0.000245356,0.0
72,79107,50195,28194,0.000139052,0.000106406,0.0
73,78535,49996,27398,0.000101865,0.000182495,0.0
74,77453,49637,28402,6.45553e-05,0.000105626,0.0
75,77493,49417,29811,4.51654e-05,5.0317e-05,0.0
76,79061,50025,27864,1.89727e-05,0.000161499,0.0
77,78078,49487,29072,3.84231e-05,6.87947e-05,0.0
78,78679,49948,30088,3.81296e-05,6.64717e-05,0.0
79,80343,51002,27418,2.48933e-05,7.29448e-05,0.0
80,78747,50176,27590,1.90483e-05,7.249e-05,0.0
81,77639,49609,29249,2.57602e-05,5.12838e-05,0.0
82,78443,49833,28402,1.91222e-05,0.0,0.0
83,78444,49680,28181,1.27479e-05,3.54849e-05,0.0
84,78053,49555,29419,6.4059e-06,1.69958e-05,0.0
85,78922,50138,29465,1.26707e-05,8.48464e-05,0.0
86,79974,50921,27836,2.50081e-05,7.18494e-05,0.0
87,79138,50520,25907,3.15904e-05,0.0,0.0
88,76055,48985,28351,1.31484e-05,1.76361e-05,0.0
89,76700,49126,31439,1.30378e-05,3.18076e-05,0.0
90,80115,50649,29245,6.24103e-06,5.12908e-05,0.0
91,80629,50823,26611,1.86037e-05,3.75784e-05,0.0
92,77973,49771,28378,1.2825e-05,1.76193e-05,0.0
93,77573,49669,30012,1.93366e-05,0.0,0.0
94,79523,50572,27701,6.28749e-06,0.0,0.0
95,78591,50000,28357,6.36205e-06,1.76323e-05,0.0
96,78269,49894,29062,0.0,0.0,0.0
97,78735,50062,28938,0.0,1.72783e-05,0.0
98,79287,50356,27878,6.3062e-06,0.0,0.0
99,78458,49889,28607,6.37284e-06,0.0,0.0
100,78401,50106,28895,0.0,0.0,0.0
101,78789,50327,28180,0.0,0.0,0.0
102,78542,50140,28017,0.0,0.0,0.0
103,77977,49640,29103,0.0,0.0,0.0
104,78870,50206,28430,0.0,0.0,0.0
105,78691,50089,27805,0.0,0.0,0.0
106,77861,49651,29528,0.0,0.0,0.0
107,78992,50227,28489,0.0,0.0,0.0
108,78630,49957,28689,0.0,0.0,0.0
109,78894,50350,28726,0.0,0.0,0.0
110,78859,50284,28303,0.0,0.0,0.0
111,78534,49909,27901,0.0,0.0,0.0
112,77886,49657,28669,0.0,0.0,0.0
113,78070,49990,30089,0.0,0.0,0.0
114,79832,50816,27631,0.0,0.0,0.0
115,78781,50279,27395,0.0,0.0,0.0
116,77424,49791,28793,0.0,0.0,0.0
117,77928,50006,27553,0.0,0.0,0.0
118,77361,49418,29272,0.0,0.0,0.0
119,78454,49781,28899,0.0,0.0,0.0
120,78929,50100,28766,0.0,0.0,0.0
121,79245,50188,28257,0.0,0.0,0.0
122,78525,50075,28607,0.0,0.0,0.0
123,78483,49949,29036,0.0,0.0,0.0
124,78853,50155,28144,0.0,0.0,0.0
125,78508,50018,28263,0.0,0.0,0.0
126,78239,49872,28919,0.0,0.0,0.0
127,78607,50085,27976,0.0,0.0,0.0
128,78108,49733,28341,0.0,0.0,0.0
129,77716,49352,28541,0.0,0.0,0.0
130,77928,49579,29981,0.0,0.0,0.0
131,79752,50472,28794,0.0,0.0,0.0
132,79580,50533,28490,0.0,0.0,0.0
133,79186,50294,28085,0.0,0.0,0.0
134,78353,50045,27728,0.0,0.0,0.0
135,77416,49560,29997,0.0,0.0,0.0
136,79073,50169,28923,0.0,0.0,0.0
137,79295,50116,27749,0.0,0.0,0.0
138,78447,49829,28577,0.0,0.0,0.0
139,78097,49768,28757,0.0,0.0,0.0
140,78296,49800,28311,0.0,0.0,0.0
141,78350,49723,28977,0.0,0.0,0.0
142,78624,49942,28583,0.0,0.0,0.0
143,78600,49857,29076,0.0,0.0,0.0
144,79030,50169,28788,0.0,0.0,0.0
145,79201,50362,28231,0.0,0.0,0.0
146,78680,50066,28536,0.0,0.0,0.0
147,78638,49899,27405,0.0,0.0,0.0
148,77378,49381,29670,0.0,0.0,0.0
149,78981,50140,29623,0.0,0.0,0.0
150,79749,50579,28246,0.0,0.0,0.0
151,79412,50383,28020,0.0,0.0,0.0
152,78557,50042,28603,0.0,0.0,0.0
153,78448,50024,27872,0.0,0.0,0.0
154,77587,49425,28644,0.0,0.0,0.0
155,77768,49326,30467,0.0,0.0,0.0
156,79771,50206,28552,0.0,0.0,0.0
157,79688,50204,28288,0.0,0.0,0.0
158,78927,50002,28605,0.0,0.0,0.0
159,78716,50074,28119,0.0,0.0,0.0
160,78070,49744,28713,0.0,0.0,0.0
161,78276,49847,28306,0.0,0.0,0.0
162,78147,49784,28876,0.0,0.0,0.0
163,78744,50058,28486,0.0,0.0,0.0
164,78556,50138,28343,0.0,0.0,0.0
165,78411,49875,28026,0.0,0.0,0.0
166,77803,49657,29084,0.0,0.0,0.0
167,78716,50010,28927,0.0,0.0,0.0
168,78942,50094,28611,0.0,0.0,0.0
169,78932,50191,28054,0.0,0.0,0.0
170,78519,50027,28848,0.0,0.0,0.0
