generation,adult_population_size,adult_female_population_size,juvenile_population_size,adult_drive_frequency,juvenile_drive_frequency,drive_efficiency
1,77615,48855,28718,0.0,0.0,1.0
2,78029,49112,29915,0.0,0.0,1.0
3,79453,50008,29482,0.0,0.0,1.0
4,80061,50576,28272,0.0,0.0,1.0
5,79369,50398,27461,0.0,0.0,1.0
6,77793,49746,28073,0.0,0.0,1.0
7,77607,49753,28494,0.0,0.0,1.0
8,77675,49404,28582,0.0,0.0,1.0
9,77893,49328,28989,0.0,0.0,1.0
10,78510,49839,29938,0.0,0.0,1.0
11,79947,50618,28151,0.0,0.0,1.0
12,97239,50163,26344,0.185029,0.0799803,1.0
13,101589,46991,29108,0.278436,0.157448,1.0
14,98331,43287,33790,0.305875,0.227479,1.0
15,97096,39251,37104,0.335704,0.282908,1.0
16,96675,34717,40666,0.369335,0.3251,1.0
17,96447,30769,42577,0.400132,0.362015,1.0
18,94860,26674,43404,0.431678,0.384354,1.0
19,92845,23223,43273,0.459239,0.403404,1.0
20,90269,19907,41690,0.488241,0.416635,1.0
21,68530,16811,39438,0.385488,0.426023,1.0
22,54984,14186,36535,0.310918,0.430929,1.0
23,50299,11935,33477,0.325464,0.428548,1.0
24,45796,10374,29615,0.332496,0.430593,1.0
25,40982,9016,26765,0.335233,0.426807,1.0
26,36899,8063,24291,0.33444,0.428327,1.0
27,33263,7273,22028,0.335282,0.425867,1.0
28,30386,6685,19875,0.332785,0.422717,1.0
29,27732,6262,19131,0.32879,0.426846,1.0
30,25811,5689,18237,0.331312,0.430389,1.0
31,24250,5206,16405,0.336619,0.421731,1.0
32,22553,4878,15348,0.33388,0.427906,1.0
33,20863,4486,14554,0.335738,0.423767,1.0
34,19493,4231,13763,0.332914,0.43181,1.0
35,18255,3939,12971,0.335305,0.424331,1.0
36,17204,3718,12308,0.334486,0.427405,1.0
37,16318,3489,11671,0.334692,0.426142,1.0
38,15422,3282,10879,0.334717,0.422879,1.0
