generation,adult_population_size,adult_female_population_size,juvenile_population_size,adult_drive_frequency,juvenile_drive_frequency,drive_efficiency
1,78265,49196,28628,0.0,0.0,0.0
2,78160,49339,30542,0.0,0.0,0.0
3,80085,50190,28401,0.0,0.0,0.0
4,79600,50324,28402,0.0,0.0,0.0
5,78973,50343,27444,0.0,0.0,0.0
6,77544,49678,28138,0.0,0.0,0.0
7,77480,49491,30302,0.0,0.0,0.0
8,79533,50415,28544,0.0,0.0,0.0
9,79246,50310,28244,0.0,0.0,0.0
10,78889,50042,27566,0.0,0.0,0.0
11,77735,49778,29873,0.0,0.0,0.0
12,96981,50315,28341,0.18483,0.0760912,0.0
13,103531,47919,28061,0.27005,0.16302,0.0
14,98786,43368,32508,0.304238,0.222945,0.0
15,96263,39053,37565,0.336697,0.275389,0.0
16,96722,35337,40631,0.36669,0.312446,0.0
17,96872,31857,42616,0.391238,0.339567,0.0
18,96558,28300,43260,0.416796,0.348336,0.0
19,95709,26126,43352,0.434296,0.354874,0.0
20,94742,24380,42809,0.446576,0.355369,0.0
21,75049,23167,42629,0.32153,0.339546,0.0
22,65854,23035,41843,0.225567,0.306551,0.0
23,67038,24437,41614,0.207308,0.257137,0.0
24,70064,27819,42690,0.175197,0.216831,0.0
25,75021,32605,43488,0.140181,0.181061,0.0
26,80896,37990,42932,0.10893,0.149492,0.0
27,86773,43688,39713,0.0853203,0.129315,0.0
28,88928,47220,34042,0.0686173,0.107397,0.0
29,86151,48495,31015,0.0543638,0.0929067,0.0
30,81503,48082,30346,0.0433542,0.0825315,0.0
31,78045,46903,32333,0.0360561,0.0702069,0.0
32,78690,47125,32327,0.0310332,0.0594549,0.0
33,79834,47735,31771,0.027006,0.0490384,0.0
34,80572,48335,31675,0.0224209,0.0436148,0.0
35,81009,49106,30327,0.0189362,0.0375243,0.0
36,80497,49553,29718,0.015541,0.0317821,0.0
37,79656,49456,28912,0.0134641,0.0267536,0.0
38,78194,48911,29416,0.0109727,0.0221988,0.0
39,78069,48817,29463,0.00973498,0.0195669,0.0
40,78516,49076,29310,0.00859697,0.0161378,0.0
41,78411,49048,30020,0.00705258,0.014557,0.0
42,79365,49508,29858,0.00601651,0.0123418,0.0
43,80087,50180,28606,0.00506949,0.0100853,0.0
44,79301,49996,27834,0.00429377,0.00977222,0.0
45,77801,49267,28663,0.00377245,0.00771029,0.0
46,77658,49266,30086,0.00310335,0.00624875,0.0
47,79258,50167,29239,0.00256126,0.00620746,0.0
48,79337,50044,27727,0.00230662,0.00430988,0.0
49,78318,49577,29287,0.00194081,0.00389251,0.0
50,78714,50003,29065,0.00151815,0.00323413,0.0
51,79025,50133,28297,0.00138564,0.00280949,0.0
52,78719,49865,28385,0.00121953,0.00295931,0.0
53,78143,49581,29749,0.00114534,0.00245386,0.0
54,79176,50085,28802,0.000985147,0.00157975,0.0
55,79377,50316,28390,0.000749587,0.00147939,0.0
56,78944,50061,27002,0.000589025,0.00151841,0.0
57,76849,49070,29660,0.000566045,0.00134862,0.0
58,78312,49784,29496,0.000574625,0.00093233,0.0
59,79354,50259,28207,0.000466265,0.000779948,0.0
60,78961,49932,27333,0.00036727,0.000731716,0.0
61,77595,49337,29662,0.000302855,0.000505698,0.0
62,78799,49997,30014,0.000234775,0.00074965,0.0
63,80344,50684,27222,0.000205367,0.000532657,0.0
64,78565,49808,28603,0.000190925,0.000576863,0.0
65,78072,49646,29007,0.000224152,0.000344744,0.0
66,78650,49993,29776,0.000152575,0.000419801,0.0
67,79880,50616,28154,0.000156485,0.00033743,0.0
68,79203,50277,27647,0.000119945,0.000289362,0.0
69,78080,49729,28621,0.000102459,0.000174697,0.0
70,77981,49944,29161,7.053e-05,0.000171462,0.0
71,78872,50383,28673,6.33939e-05,5.2314e-05,0.0
72,78961,50328,27787,4.43257e-05,0.000107964,0.0
73,78170,49916,28041,3.19816e-05,0.000106986,0.0
74,77895,49739,29723,3.85134e-05,0.000100932,0.0
75,79085,50291,29007,3.79339e-05,1.72372e-05,0.0
76,79283,50201,27411,1.2613e-05,0.0,0.0
77,77913,49636,29634,1.28348e-05,1.68725e-05,0.0
78,79275,50299,29225,1.26143e-05,3.42173e-05,0.0
79,79863,50699,27346,1.25214e-05,0.0,0.0
80,78419,49885,28169,1.2752e-05,3.55e-05,0.0
81,77402,49601,28458,1.29196e-05,7.0279e-05,0.0
82,77571,49555,28584,3.22285e-05,0.0,0.0
83,77903,49401,29444,1.92547e-05,0.0,0.0
84,78963,49805,29313,6.33208e-06,5.11718e-05,0.0
85,79558,50166,28986,1.88542e-05,0.0,0.0
86,79882,50780,27134,1.87777e-05,1.84271e-05,0.0
87,78177,50110,27429,6.39574e-06,0.0,0.0
88,76856,49424,29085,0.0,0.0,0.0
89,78039,49879,29334,0.0,0.0,0.0
90,79181,50085,28338,0.0,0.0,0.0
91,78706,50043,28391,0.0,0.0,0.0
92,78389,49885,29229,0.0,0.0,0.0
93,79188,50389,28172,0.0,0.0,0.0
94,78737,50218,27781,0.0,0.0,0.0
95,78140,49877,28647,0.0,0.0,0.0
96,78204,49803,28319,0.0,0.0,0.0
97,78188,49820,28738,0.0,0.0,0.0
98,78414,49717,29739,0.0,0.0,0.0
99,79427,50149,29123,0.0,0.0,0.0
100,79865,50586,27205,0.0,0.0,0.0
101,77954,49847,27928,0.0,0.0,0.0
102,77548,49584,29127,0.0,0.0,0.0
103,78363,49763,28988,0.0,0.0,0.0
104,78999,50136,28989,0.0,0.0,0.0
105,79086,50091,27873,0.0,0.0,0.0
106,78309,49805,28922,0.0,0.0,0.0
107,78954,50293,28259,0.0,0.0,0.0
108,78250,50113,28786,0.0,0.0,0.0
109,78609,50030,28388,0.0,0.0,0.0
110,78518,49891,28250,0.0,0.0,0.0
111,78092,49784,29065,0.0,0.0,0.0
112,78545,50042,28463,0.0,0.0,0.0
113,78534,50026,28907,0.0,0.0,0.0
114,78907,50108,28750,0.0,0.0,0.0
115,78852,50004,28582,0.0,0.0,0.0
116,78648,49927,29123,0.0,0.0,0.0
117,79157,50109,28287,0.0,0.0,0.0
118,78593,49909,28708,0.0,0.0,0.0
119,78551,50035,29432,0.0,0.0,0.0
120,79721,50628,28419,0.0,0.0,0.0
121,79382,50526,27145,0.0,0.0,0.0
122,77574,49673,28148,0.0,0.0,0.0
123,77153,49396,29196,0.0,0.0,0.0
124,78361,49672,30170,0.0,0.0,0.0
125,80072,50514,27877,0.0,0.0,0.0
126,78962,50214,27975,0.0,0.0,0.0
127,78148,50073,28465,0.0,0.0,0.0
128,78209,50294,28160,0.0,0.0,0.0
129,78152,50019,28170,0.0,0.0,0.0
130,77696,49688,28510,0.0,0.0,0.0
131,77886,49632,28611,0.0,0.0,0.0
132,78278,49815,29501,0.0,0.0,0.0
133,79348,50420,28088,0.0,0.0,0.0
134,78764,50335,28731,0.0,0.0,0.0
135,78684,50082,26722,0.0,0.0,0.0
136,76958,49248,28779,0.0,0.0,0.0
137,77756,49658,29250,0.0,0.0,0.0
138,78627,50111,28810,0.0,0.0,0.0
139,78774,50091,28453,0.0,0.0,0.0
140,78697,49989,28163,0.0,0.0,0.0
141,78268,49800,28550,0.0,0.0,0.0
142,78502,50030,29122,0.0,0.0,0.0
143,79157,50351,28931,0.0,0.0,0.0
144,79116,50250,27129,0.0,0.0,0.0
145,77683,49577,28206,0.0,0.0,0.0
146,77601,49600,29801,0.0,0.0,0.0
147,79171,50240,28998,0.0,0.0,0.0
148,79703,50457,27351,0.0,0.0,0.0
149,77991,49855,28999,0.0,0.0,0.0
150,78552,50227,28585,0.0,0.0,0.0
151,78728,50306,28330,0.0,0.0,0.0
152,78622,50155,28071,0.0,0.0,0.0
153,77882,49738,28461,0.0,0.0,0.0
154,77968,49696,29150,0.0,0.0,0.0
155,78727,50069,28982,0.0,0.0,0.0
156,79351,50510,28580,0.0,0.0,0.0
157,79126,50533,27440,0.0,0.0,0.0
158,77801,49869,28724,0.0,0.0,0.0
159,78260,49908,28416,0.0,0.0,0.0
160,78176,49850,28839,0.0,0.0,0.0
161,78677,50136,29644,0.0,0.0,0.0
162,79687,50695,27371,0.0,0.0,0.0
163,78290,50035,27715,0.0,0.0,0.0
164,77514,49665,28635,0.0,0.0,0.0
165,77762,49637,28323,0.0,0.0,0.0
166,77771,49636,28997,0.0,0.0,0.0
167,78403,49791,30219,0.0,0.0,0.0
168,80173,51018,27704,0.0,0.0,0.0
169,79262,50622,26672,0.0,0.0,0.0
170,77169,49510,28424,0.0,0.0,0.0
171,77209,49506,29771,0.0,0.0,0.0
172,79037,50199,29481,0.0,0.0,0.0
173,79803,50457,27470,0.0,0.0,0.0
174,78434,50052,27704,0.0,0.0,0.0
175,77752,49700,28474,0.0,0.0,0.0
176,77941,49957,29508,0.0,0.0,0.0
177,79246,50386,28360,0.0,0.0,0.0
178,78752,50243,28351,0.0,0.0,0.0
179,78418,50153,27613,0.0,0.0,0.0
180,77581,49765,28655,0.0,0.0,0.0
181,77912,49579,29049,0.0,0.0,0.0
182,78615,49690,28511,0.0,0.0,0.0
183,78588,49819,29089,0.0,0.0,0.0
184,78896,50197,28804,0.0,0.0,0.0
185,78910,50151,27394,0.0,0.0,0.0
186,77751,49506,28126,0.0,0.0,0.0
187,77482,49464,29601,0.0,0.0,0.0
188,78660,49873,28911,0.0,0.0,0.0
189,79420,50217,28684,0.0,0.0,0.0
190,79031,50075,28626,0.0,0.0,0.0
191,78741,50081,28784,0.0,0.0,0.0
192,78832,50199,27948,0.0,0.0,0.0
193,78211,50004,28792,0.0,0.0,0.0
194,78592,50048,28936,0.0,0.0,0.0
195,78979,50168,28515,0.0,0.0,0.0
196,78968,50027,28433,0.0,0.0,0.0
197,78575,49882,28449,0.0,0.0,0.0
198,78467,49831,29680,0.0,0.0,0.0
199,79522,50225,28396,0.0,0.0,0.0
200,79141,50165,28360,0.0,0.0,0.0
201,78766,50217,27819,0.0,0.0,0.0
202,77838,49771,27537,0.0,0.0,0.0
203,77084,49362,29916,0.0,0.0,0.0
204,78833,49943,28915,0.0,0.0,0.0
205,79205,50131,29544,0.0,0.0,0.0
206,80088,50768,27396,0.0,0.0,0.0
207,78412,50144,27870,0.0,0.0,0.0
208,77707,49680,28614,0.0,0.0,0.0
209,78028,49949,29651,0.0,0.0,0.0
210,79441,50351,28801,0.0,0.0,0.0
211,79257,50025,27481,0.0,0.0,0.0
212,77949,49468,29043,0.0,0.0,0.0
213,78510,49959,29590,0.0,0.0,0.0
214,79448,50466,27952,0.0,0.0,0.0
215,78657,50168,27875,0.0,0.0,0.0
216,77730,49570,27885,0.0,0.0,0.0
217,77122,49136,29153,0.0,0.0,0.0
218,78297,49798,30503,0.0,0.0,0.0
219,80419,50801,27831,0.0,0.0,0.0
220,79477,50507,26710,0.0,0.0,0.0
221,77175,49386,28133,0.0,0.0,0.0
222,76901,49095,29670,0.0,0.0,0.0
223,78288,49610,29767,0.0,0.0,0.0
224,79654,50089,28483,0.0,0.0,0.0
225,79104,50083,29115,0.0,0.0,0.0
226,79367,50448,27597,0.0,0.0,0.0
227,78241,50063,28259,0.0,0.0,0.0
228,78141,50045,28886,0.0,0.0,0.0
229,78439,49962,29092,0.0,0.0,0.0
230,79160,50174,27825,0.0,0.0,0.0
231,78176,49643,28972,0.0,0.0,0.0
232,78505,49955,29196,0.0,0.0,0.0
233,78962,50166,27698,0.0,0.0,0.0
234,78319,49888,28734,0.0,0.0,0.0
235,78400,50013,28747,0.0,0.0,0.0
236,78491,50097,28385,0.0,0.0,0.0
237,78460,50040,28838,0.0,0.0,0.0
238,78785,50197,28329,0.0,0.0,0.0
239,78633,50226,27703,0.0,0.0,0.0
240,77939,49831,28943,0.0,0.0,0.0
241,78509,49949,29212,0.0,0.0,0.0
242,78906,50146,28115,0.0,0.0,0.0
243,78496,49841,28013,0.0,0.0,0.0
244,77920,49618,29351,0.0,0.0,0.0
245,78787,50138,28859,0.0,0.0,0.0
246,79075,50094,28485,0.0,0.0,0.0
247,78921,49818,28931,0.0,0.0,0.0
248,78674,49602,28237,0.0,0.0,0.0
249,78435,49732,29315,0.0,0.0,0.0
250,79179,49978,28211,0.0,0.0,0.0
251,78410,49715,28655,0.0,0.0,0.0
252,78586,49671,28448,0.0,0.0,0.0
253,78419,49799,29684,0.0,0.0,0.0
254,79595,50330,29037,0.0,0.0,0.0
255,79735,50515,27534,0.0,0.0,0.0
256,78427,49944,28866,0.0,0.0,0.0
257,78767,50365,28455,0.0,0.0,0.0
258,78465,50016,27148,0.0,0.0,0.0
259,77143,49262,29108,0.0,0.0,0.0
260,78066,49787,29858,0.0,0.0,0.0
261,79395,50314,27753,0.0,0.0,0.0
262,78843,50010,28078,0.0,0.0,0.0
263,78070,49645,28667,0.0,0.0,0.0
264,78042,49708,29142,0.0,0.0,0.0
265,78820,50111,29039,0.0,0.0,0.0
266,79167,50186,28834,0.0,0.0,0.0
267,79168,50240,28390,0.0,0.0,0.0
268,78804,50080,28389,0.0,0.0,0.0
269,78703,50232,28037,0.0,0.0,0.0
270,78131,50079,28938,0.0,0.0,0.0
271,78599,50162,27875,0.0,0.0,0.0
272,78075,49860,28687,0.0,0.0,0.0
273,78552,50017,29434,0.0,0.0,0.0
274,79280,50416,27912,0.0,0.0,0.0
275,78615,49992,27931,0.0,0.0,0.0
276,77757,49582,29398,0.0,0.0,0.0
277,78707,50141,29343,0.0,0.0,0.0
278,79610,50583,28012,0.0,0.0,0.0
279,78518,50008,27539,0.0,0.0,0.0
280,77463,49341,29615,0.0,0.0,0.0
281,78658,49890,29318,0.0,0.0,0.0
282,79501,50300,28538,0.0,0.0,0.0
283,79099,50146,27129,0.0,0.0,0.0
284,77425,49568,29709,0.0,0.0,0.0
285,78838,50163,28972,0.0,0.0,0.0
286,79424,50354,27287,0.0,0.0,0.0
287,78161,49737,28246,0.0,0.0,0.0
288,77773,49786,29254,0.0,0.0,0.0
289,78523,50047,28912,0.0,0.0,0.0
290,79030,50198,27994,0.0,0.0,0.0
291,78448,49967,28340,0.0,0.0,0.0
292,78195,49801,29121,0.0,0.0,0.0
293,78784,50173,29352,0.0,0.0,0.0
294,79640,50504,27935,0.0,0.0,0.0
295,78754,50101,27717,0.0,0.0,0.0
296,77714,49323,28292,0.0,0.0,0.0
297,77570,49384,30391,0.0,0.0,0.0
298,79700,50314,28851,0.0,0.0,0.0
299,79818,50534,26798,0.0,0.0,0.0
300,77865,49598,28083,0.0,0.0,0.0
301,77163,49405,29642,0.0,0.0,0.0
302,78487,50137,29413,0.0,0.0,0.0
303,79510,50379,26962,0.0,0.0,0.0
304,77743,49522,28331,0.0,0.0,0.0
305,77659,49510,29475,0.0,0.0,0.0
306,79020,50182,29354,0.0,0.0,0.0
307,79912,50507,27362,0.0,0.0,0.0
308,78093,49681,28065,0.0,0.0,0.0
309,77507,49430,29115,0.0,0.0,0.0
310,78350,49823,29530,0.0,0.0,0.0
311,79268,50180,28448,0.0,0.0,0.0
312,79311,50128,28622,0.0,0.0,0.0
313,79003,50307,28889,0.0,0.0,0.0
314,79057,50243,26332,0.0,0.0,0.0
315,76685,49160,29168,0.0,0.0,0.0
316,77728,49524,29705,0.0,0.0,0.0
317,79219,50369,28489,0.0,0.0,0.0

