generation,adult_population_size,adult_female_population_size,juvenile_population_size,adult_drive_frequency,juvenile_drive_frequency,drive_efficiency
1,78602,49576,28374,0.0,0.0,1.0
2,78340,49518,29428,0.0,0.0,1.0
3,78979,49955,29059,0.0,0.0,1.0
4,79355,50322,29084,0.0,0.0,1.0
5,79815,50546,27272,0.0,0.0,1.0
6,78004,49826,27822,0.0,0.0,1.0
7,77227,49354,29057,0.0,0.0,1.0
8,78125,49915,29241,0.0,0.0,1.0
9,79032,50305,27909,0.0,0.0,1.0
10,78173,49692,28141,0.0,0.0,1.0
11,77985,49507,29171,0.0,0.0,1.0
12,96867,49950,29771,0.18767,0.0796581,1.0
13,104732,48218,28745,0.271292,0.16215,1.0
14,99951,43926,31427,0.301258,0.228498,1.0
15,96598,39309,37617,0.336948,0.27659,1.0
16,96675,35335,40673,0.36722,0.326875,1.0
17,96157,31119,42682,0.397007,0.362413,1.0
18,94924,26796,43125,0.429939,0.385287,1.0
19,92968,23166,43141,0.4594,0.404001,1.0
20,90155,19843,41449,0.48756,0.420746,1.0
21,68051,16773,38978,0.386504,0.423406,1.0
22,54787,14282,36619,0.310183,0.429121,1.0
23,50320,12062,33857,0.323867,0.428095,1.0
24,45876,10523,29721,0.32978,0.42406,1.0
25,41547,9343,27185,0.330577,0.425658,1.0
26,37331,8333,24833,0.330931,0.42663,1.0
27,33842,7585,22704,0.330211,0.426665,1.0
28,30902,6917,21682,0.330852,0.427405,1.0
29,28700,6392,20054,0.332265,0.42423,1.0
30,26943,5947,18806,0.332164,0.4263,1.0
31,25367,5525,17800,0.3338,0.42941,1.0
32,23894,5076,16259,0.336528,0.4305,1.0
33,22044,4632,14941,0.339276,0.425139,1.0
34,20280,4326,13972,0.33538,0.424742,1.0
35,18781,4045,12823,0.333608,0.426889,1.0
36,17268,3781,12413,0.332233,0.424394,1.0
37,16306,3562,11675,0.333006,0.4206,1.0
38,15525,3448,11128,0.328857,0.429143,1.0
39,14709,3229,10812,0.330988,0.427673,1.0
40,14010,3002,10291,0.335011,0.432708,1.0
41,13448,2851,9748,0.339456,0.422138,1.0
42,12718,2729,8729,0.335194,0.424734,1.0
43,11788,2548,8895,0.331439,0.422597,1.0
44,11454,2491,8262,0.328968,0.432341,1.0
45,10970,2302,7951,0.337056,0.423909,1.0
46,10347,2182,7306,0.335556,0.432727,1.0
47,9625,2027,7445,0.337195,0.423103,1.0
48,9358,1924,6488,0.336824,0.415382,1.0
49,8890,1920,6427,0.329471,0.415668,1.0
50,8500,1921,6070,0.322941,0.415239,1.0
51,8071,1860,6588,0.320097,0.419171,1.0
52,8168,1859,5976,0.322906,0.428799,1.0
53,7940,1748,5930,0.328275,0.419899,1.0
54,7800,1685,6025,0.329872,0.41527,1.0
55,7716,1704,5651,0.32627,0.421076,1.0
56,7500,1676,5817,0.323067,0.426852,1.0
57,7403,1577,5415,0.328921,0.423269,1.0
58,7103,1498,5012,0.332324,0.421588,1.0
59,6806,1414,4878,0.332868,0.418717,1.0
60,6574,1401,4536,0.330469,0.430666,1.0
61,6086,1292,4734,0.333224,0.42913,1.0
62,5999,1226,4426,0.337223,0.42352,1.0
63,5747,1197,4018,0.337654,0.424216,1.0
64,5488,1173,3752,0.334548,0.426306,1.0
65,5094,1120,3819,0.335198,0.42629,1.0
66,4940,1056,3830,0.337955,0.410705,1.0
67,4908,1107,3493,0.325896,0.41941,1.0
68,4608,1083,3606,0.31977,0.417221,1.0
69,4704,1085,3609,0.321747,0.415766,1.0
70,4649,1061,3481,0.321682,0.434071,1.0
71,4520,988,3469,0.332633,0.421591,1.0
72,4545,982,3439,0.333663,0.431375,1.0
73,4375,909,3299,0.337943,0.417248,1.0
74,4330,926,3002,0.332217,0.42455,1.0
75,4034,867,3216,0.333044,0.424129,1.0
76,4019,833,2823,0.335531,0.422423,1.0
77,3808,813,2950,0.332589,0.413559,1.0
78,3811,823,2665,0.328654,0.419887,1.0
79,3601,781,2825,0.324771,0.412566,1.0
80,3613,811,2608,0.321201,0.423313,1.0
81,3461,777,2729,0.326062,0.41572,1.0
82,3483,792,2532,0.325151,0.422196,1.0
83,3383,761,2564,0.32619,0.432527,1.0
84,3299,718,2691,0.337375,0.417689,1.0
85,3373,718,2406,0.332049,0.440981,1.0
86,3166,676,2225,0.339387,0.431461,1.0
87,3028,609,2346,0.345938,0.4237,1.0
88,2889,613,2139,0.341121,0.43338,1.0
89,2746,567,2251,0.343773,0.428476,1.0
90,2780,559,1976,0.340827,0.415739,1.0
91,2654,564,1775,0.333082,0.407324,1.0
