generation,adult_population_size,adult_female_population_size,juvenile_population_size,adult_drive_frequency,juvenile_drive_frequency,drive_efficiency
1,78291,49400,28639,0.0,0.0,1.0
2,78371,49275,29343,0.0,0.0,1.0
3,79098,49672,29640,0.0,0.0,1.0
4,80053,50671,28067,0.0,0.0,1.0
5,79187,50472,27540,0.0,0.0,1.0
6,77815,49843,28802,0.0,0.0,1.0
7,78280,50231,29079,0.0,0.0,1.0
8,79008,50458,27694,0.0,0.0,1.0
9,77912,49854,28288,0.0,0.0,1.0
10,77799,49760,29428,0.0,0.0,1.0
11,79025,50380,27234,0.0,0.0,1.0
12,95640,49679,28035,0.187296,0.0815409,1.0
13,102000,46901,29128,0.274029,0.15746,1.0
14,98619,43127,34455,0.304079,0.225584,1.0
15,98249,39693,37037,0.33323,0.278708,1.0
16,97202,35728,40619,0.362822,0.329538,1.0
17,96494,31284,42177,0.397077,0.36054,1.0
18,95115,27210,43269,0.429396,0.380896,1.0
19,93106,23666,43007,0.457844,0.406027,1.0
20,89947,20056,42337,0.486325,0.417791,1.0
21,68537,16939,39288,0.38461,0.421885,1.0
22,55029,14309,36576,0.30901,0.431266,1.0
23,50486,12192,33163,0.322327,0.430887,1.0
24,45718,10531,30295,0.33022,0.427051,1.0
25,41452,9312,26952,0.333398,0.422714,1.0
26,37349,8326,25138,0.329821,0.423144,1.0
27,34411,7656,22757,0.329212,0.422068,1.0
28,31435,7101,21352,0.326976,0.426213,1.0
29,29024,6460,20078,0.329245,0.424345,1.0
30,26864,5947,19247,0.330666,0.419,1.0
31,25538,5714,17365,0.32665,0.41909,1.0
32,23798,5408,17192,0.323914,0.422231,1.0
33,22639,5061,16243,0.326582,0.426307,1.0
34,21420,4713,15386,0.330976,0.424899,1.0
35,20413,4462,14315,0.332509,0.416626,1.0
36,19434,4290,13886,0.328368,0.416715,1.0
37,18637,4184,12940,0.324247,0.412056,1.0
38,17726,4078,12967,0.32032,0.415979,1.0
39,17141,3997,12770,0.319001,0.416562,1.0
40,16837,3926,12355,0.319772,0.419304,1.0
41,16422,3796,12052,0.322464,0.422337,1.0
42,15998,3653,11909,0.324603,0.423671,1.0
43,15597,3408,11902,0.329999,0.419929,1.0
44,15317,3318,10906,0.32885,0.413488,1.0
45,14700,3263,10438,0.323537,0.421824,1.0
46,14021,3145,10355,0.323871,0.42197,1.0
47,13429,3017,9979,0.325117,0.420984,1.0
48,13148,2916,9718,0.32754,0.42128,1.0
49,12707,2816,9235,0.327654,0.428695,1.0
50,12205,2619,8767,0.332937,0.418273,1.0
51,11651,2548,8447,0.3298,0.429502,1.0
52,11188,2486,7955,0.332633,0.428787,1.0
53,10484,2322,8008,0.332841,0.430132,1.0
54,10163,2178,7110,0.337351,0.420534,1.0
55,9678,2118,6836,0.333902,0.430222,1.0
56,9090,2010,6951,0.334323,0.423248,1.0
57,8872,1963,6442,0.332169,0.429913,1.0
58,8476,1816,6605,0.335241,0.427176,1.0
59,8323,1797,5904,0.335576,0.424797,1.0
60,7939,1729,5902,0.335055,0.434175,1.0
