generation,adult_population_size,adult_female_population_size,juvenile_population_size,adult_drive_frequency,juvenile_drive_frequency,drive_efficiency
1,78622,49257,28544,0.0,0.0,0.75
2,78325,49137,29543,0.0,0.0,0.75
3,79232,49896,30199,0.0,0.0,0.75
4,80536,50941,27917,0.0,0.0,0.75
5,79519,50759,26973,0.0,0.0,0.75
6,77644,49851,28380,0.0,0.0,0.75
7,77481,49638,29244,0.0,0.0,0.75
8,78481,49749,29123,0.0,0.0,0.75
9,79179,50061,28481,0.0,0.0,0.75
10,78859,50109,28065,0.0,0.0,0.75
11,78292,50121,28807,0.0,0.0,0.75
12,96736,50289,27912,0.187345,0.0781384,0.75
13,102993,47730,26925,0.27382,0.156397,0.75
14,97440,42942,34198,0.30467,0.22611,0.75
15,97035,39081,37378,0.337888,0.276714,0.75
16,97013,35280,40868,0.368373,0.31992,0.75
17,97042,31509,42543,0.395319,0.358461,0.75
18,95482,27571,43391,0.42752,0.37449,0.75
19,94020,24232,43092,0.453207,0.389713,0.75
20,91524,21376,42163,0.475679,0.40194,0.75
21,70256,18588,40699,0.368289,0.405452,0.75
22,58174,16466,38071,0.288239,0.397941,0.75
23,54716,15088,36251,0.29061,0.384169,0.75
24,52200,14699,34515,0.282644,0.37362,0.75
25,50245,14566,34132,0.269898,0.360673,0.75
26,49613,15118,34027,0.255891,0.343786,0.75
27,50086,16285,34948,0.23866,0.338331,0.75
28,52022,17623,36700,0.227481,0.323583,0.75
29,54926,19278,38216,0.215208,0.315836,0.75
30,58432,21240,39968,0.204879,0.300403,0.75
31,62611,23573,40817,0.192482,0.296114,0.75
32,65721,25694,41978,0.183047,0.286674,0.75
33,69177,27912,42972,0.174458,0.276029,0.75
34,72475,30233,43652,0.165009,0.265646,0.75
35,75479,32318,43098,0.155878,0.259316,0.75
36,77181,34136,42698,0.147782,0.2487,0.75
37,78524,35618,41973,0.140314,0.242001,0.75
38,79221,36739,41855,0.133115,0.234763,0.75
39,79517,37756,41127,0.125841,0.226092,0.75
40,79508,38252,40180,0.120214,0.220172,0.75
41,79337,38578,40534,0.115362,0.214635,0.75
42,79821,39232,39908,0.11046,0.211787,0.75
43,80113,39797,39485,0.10831,0.202051,0.75
44,80301,40254,39428,0.103722,0.19547,0.75
45,80440,40735,38745,0.0990925,0.183856,0.75
46,80472,41493,38186,0.0925974,0.18258,0.75
47,80308,41822,38049,0.0887085,0.176811,0.75
48,80660,42296,37220,0.0858418,0.172448,0.75
49,80290,42524,37711,0.0825072,0.165151,0.75
50,80582,43102,35834,0.0791554,0.16056,0.75
51,79624,43072,36988,0.0749523,0.155226,0.75
52,80244,43515,35547,0.0720552,0.15066,0.75
53,79688,43572,36042,0.0697282,0.146232,0.75
54,80036,43944,36175,0.0675009,0.140083,0.75
55,80635,44591,35507,0.0643517,0.136325,0.75
56,80569,44828,34541,0.0611774,0.132567,0.75
57,79680,44864,35479,0.0590424,0.128245,0.75
58,80300,45420,34235,0.056401,0.12309,0.75
59,79882,45251,33967,0.0542863,0.121883,0.75
60,79476,45182,34810,0.0537961,0.116116,0.75
61,79896,45405,34226,0.0513105,0.10904,0.75
62,80350,45972,33899,0.0482452,0.107378,0.75
63,80163,46065,33193,0.0466362,0.106257,0.75
64,79884,46180,32700,0.0455598,0.102431,0.75
65,79146,45976,34400,0.0441147,0.0978198,0.75
66,80247,46479,33027,0.0424876,0.0972083,0.75
67,80238,46517,32739,0.0411276,0.0916186,0.75
68,80207,46939,33268,0.0391799,0.0894854,0.75
69,80101,46984,32089,0.0379833,0.0863068,0.75
70,79468,46866,32989,0.0364675,0.0841038,0.75
71,80003,47427,32518,0.0355424,0.0814472,0.75
72,80190,47696,30327,0.0340441,0.0791704,0.75
