generation,adult_population_size,adult_female_population_size,juvenile_population_size,adult_drive_frequency,juvenile_drive_frequency,drive_efficiency
1,78490,49411,28658,0.0,0.0,0.0
2,78445,49300,29634,0.0,0.0,0.0
3,79389,49817,29672,0.0,0.0,0.0
4,80175,50737,28332,0.0,0.0,0.0
5,79306,50339,27781,0.0,0.0,0.0
6,78333,50022,27951,0.0,0.0,0.0
7,77539,49566,28548,0.0,0.0,0.0
8,77887,49508,29983,0.0,0.0,0.0
9,79311,50097,28676,0.0,0.0,0.0
10,79227,50113,28381,0.0,0.0,0.0
11,78838,50271,29369,0.0,0.0,0.0
12,97614,50511,27939,0.185998,0.0779734,0.0
13,103573,47771,27385,0.272537,0.158225,0.0
14,98437,43044,33202,0.305322,0.222878,0.0
15,96812,39054,37669,0.337804,0.270567,0.0
16,97192,35353,40642,0.36502,0.31043,0.0
17,97175,31912,42109,0.389606,0.339559,0.0
18,96213,28539,43550,0.414928,0.347566,0.0
19,95553,26185,43229,0.430782,0.349962,0.0
20,95176,24656,43012,0.442895,0.352995,0.0
21,75734,23431,42716,0.320371,0.339334,0.0
22,66493,23262,41988,0.224768,0.30373,0.0
23,67455,24769,41805,0.20553,0.260244,0.0
24,70047,28028,42573,0.172941,0.214526,0.0
25,74585,32639,43650,0.136931,0.181145,0.0
26,81017,38152,43023,0.107848,0.151675,0.0
27,86734,43573,39006,0.084984,0.128711,0.0
28,88130,47040,34923,0.0674458,0.108997,0.0
29,86075,48441,30495,0.0538484,0.0930644,0.0
30,80819,47472,29803,0.0432448,0.0796564,0.0
31,77145,46198,33131,0.0362564,0.0689988,0.0
32,78660,47193,32692,0.0305556,0.0590358,0.0
33,80171,48009,31944,0.0262564,0.0493363,0.0
34,80974,48771,31196,0.0224023,0.0436114,0.0
35,81037,49247,29564,0.0189852,0.0367339,0.0
36,79831,49196,29024,0.0160088,0.0317151,0.0
37,78542,48867,29611,0.0135151,0.027169,0.0
38,78132,48697,30048,0.0114358,0.0234458,0.0
39,78829,49127,30222,0.00983141,0.0182979,0.0
40,79577,49580,29309,0.00813677,0.0170425,0.0
41,79328,49526,29158,0.00704669,0.0144557,0.0
42,79260,49603,28701,0.00600555,0.0128567,0.0
43,78495,49312,30329,0.00515956,0.0103696,0.0
44,79784,49873,29300,0.00439938,0.00940273,0.0
45,79634,50023,28204,0.0039556,0.00783577,0.0
46,78572,49526,29047,0.00322634,0.00714359,0.0
47,78599,50007,29185,0.00295169,0.00567072,0.0
48,78845,50129,27901,0.00247955,0.00564496,0.0
49,78115,49765,29048,0.00220188,0.0044065,0.0
50,78397,49916,28928,0.00193247,0.00338772,0.0
51,78938,50240,28505,0.00146951,0.00285915,0.0
52,78753,50350,27865,0.00125709,0.00253006,0.0
53,77961,49890,28044,0.00116084,0.00231779,0.0
54,77545,49508,28865,0.000934941,0.00174952,0.0
55,78141,49823,29531,0.000819032,0.0016762,0.0
56,79143,50125,29152,0.000758121,0.00161224,0.0
57,79673,50499,28001,0.000696597,0.000910682,0.0
58,78862,50131,26951,0.000475514,0.000871953,0.0
59,76883,49527,29564,0.00034468,0.000608849,0.0
60,78491,50248,30220,0.000280287,0.00074454,0.0
61,80259,50914,26875,0.000299032,0.000669767,0.0
62,78361,49797,27425,0.000216945,0.000528715,0.0
63,76944,49016,29495,0.000194947,0.000593321,0.0
64,78098,49622,30174,0.000185664,0.000347982,0.0
65,80060,50601,28370,0.000156133,0.000352485,0.0
66,79487,50344,28275,0.000119516,0.000300619,0.0
67,78801,50168,27919,8.88314e-05,0.000196998,0.0
68,78027,49870,28550,7.68965e-05,0.000315236,0.0
69,78055,49860,29388,9.60861e-05,0.00013611,0.0
70,79169,50187,28380,9.4734e-05,0.000246653,0.0
71,78880,50097,27872,7.60649e-05,3.58783e-05,0.0
72,78046,49763,28667,5.76583e-05,0.000174417,0.0
73,78110,49859,29055,7.04135e-05,8.60437e-05,0.0
74,78759,50125,28931,4.44394e-05,0.000120977,0.0
75,79333,50308,28661,3.78153e-05,0.000122117,0.0
76,79176,50225,27347,5.05204e-05,7.31342e-05,0.0
77,77928,49673,29006,4.49133e-05,3.44756e-05,0.0
78,78359,50054,29398,2.55236e-05,5.10239e-05,0.0
79,79199,50545,27512,1.26264e-05,3.63478e-05,0.0
80,77954,49690,27828,1.28281e-05,7.18701e-05,0.0
81,77309,49326,30049,2.58702e-05,1.66395e-05,0.0
82,79093,50194,29658,1.8965e-05,6.74354e-05,0.0
83,80220,50878,27417,2.49314e-05,7.29474e-05,0.0
84,78747,50155,27218,2.53978e-05,3.67404e-05,0.0
85,77244,49694,28174,1.2946e-05,1.77469e-05,0.0
86,77203,49674,29169,1.94293e-05,3.4283e-05,0.0
87,78446,50066,29230,1.27476e-05,0.0,0.0
88,79127,50190,27828,6.31896e-06,3.5935e-05,0.0
89,78264,49746,29304,6.38863e-06,0.0,0.0
90,79084,50098,29124,0.0,3.43359e-05,0.0
91,79553,50396,27788,0.0,0.0,0.0
92,78697,50184,29159,0.0,0.0,0.0
93,78868,50262,28473,0.0,0.0,0.0
94,78557,50171,28804,0.0,0.0,0.0
95,78954,50456,27984,0.0,0.0,0.0
96,78236,49940,28060,0.0,0.0,0.0
97,77956,49616,28901,0.0,0.0,0.0
98,78571,49995,29287,0.0,0.0,0.0
99,79176,50572,27278,0.0,0.0,0.0
100,77891,49706,27689,0.0,0.0,0.0
101,77220,49408,29416,0.0,0.0,0.0
102,78511,50192,28735,0.0,0.0,0.0
103,78723,50039,28109,0.0,0.0,0.0
104,78356,49769,28715,0.0,0.0,0.0
105,78482,49851,29587,0.0,0.0,0.0
106,79475,50634,28291,0.0,0.0,0.0
107,79325,50680,27818,0.0,0.0,0.0
108,78274,50097,27427,0.0,0.0,0.0
109,77138,49582,29854,0.0,0.0,0.0
110,79233,50168,28999,0.0,0.0,0.0
111,79442,50299,28398,0.0,0.0,0.0
112,79285,50254,27708,0.0,0.0,0.0
113,77909,49729,28844,0.0,0.0,0.0
114,78348,49867,29237,0.0,0.0,0.0
115,79117,50310,28177,0.0,0.0,0.0
116,78464,49895,27367,0.0,0.0,0.0
117,77336,49518,29716,0.0,0.0,0.0
118,79057,50358,29371,0.0,0.0,0.0
119,79918,50732,27082,0.0,0.0,0.0
120,78035,49587,28131,0.0,0.0,0.0
121,77451,49243,30017,0.0,0.0,0.0
122,79273,50133,29116,0.0,0.0,0.0
