generation,adult_population_size,adult_female_population_size,juvenile_population_size,adult_drive_frequency,juvenile_drive_frequency,drive_efficiency
1,77985,49048,28382,0.0,0.0,0.75
2,77842,48837,30293,0.0,0.0,0.75
3,79731,50019,29248,0.0,0.0,0.75
4,80273,50564,27810,0.0,0.0,0.75
5,78962,50108,27890,0.0,0.0,0.75
6,77828,49684,27722,0.0,0.0,0.75
7,77176,49559,30230,0.0,0.0,0.75
8,79051,50338,28147,0.0,0.0,0.75
9,78720,50135,28615,0.0,0.0,0.75
10,78688,50152,27936,0.0,0.0,0.75
11,77945,50008,29327,0.0,0.0,0.75
12,96777,50269,27715,0.185747,0.077449,0.75
13,102908,47595,28975,0.273696,0.159689,0.75
14,99069,43490,33299,0.303677,0.224932,0.75
15,97473,39460,36940,0.335452,0.276624,0.75
16,97122,35686,40048,0.365293,0.325484,0.75
17,96078,31380,42415,0.397115,0.35544,0.75
18,94976,27557,43349,0.425339,0.376675,0.75
19,93431,24044,42945,0.45166,0.389591,0.75
20,91121,21191,41841,0.474336,0.401544,0.75
21,69968,18407,40444,0.367146,0.403311,0.75
22,57916,16287,37948,0.287468,0.397346,0.75
23,54394,15006,35514,0.290243,0.385242,0.75
24,51487,14485,34526,0.282363,0.369243,0.75
25,49864,14581,33636,0.269182,0.357563,0.75
26,49366,15205,33967,0.253727,0.348309,0.75
27,50194,16179,34769,0.241224,0.333487,0.75
28,51802,17542,36601,0.226362,0.320866,0.75
29,54856,19403,37885,0.21232,0.31296,0.75
30,58418,21379,39775,0.201684,0.302753,0.75
31,62391,23527,40966,0.192079,0.290949,0.75
32,65928,25838,42349,0.18185,0.283147,0.75
33,69757,28293,43213,0.172305,0.271712,0.75
34,72982,30513,43449,0.161882,0.267382,0.75
35,75381,32477,43196,0.153062,0.254051,0.75
36,77316,34396,42998,0.144149,0.249302,0.75
37,78945,35878,42398,0.138723,0.239504,0.75
38,80110,37115,41262,0.132006,0.233265,0.75
39,79926,37840,40820,0.125597,0.224767,0.75
40,79996,38534,40385,0.118881,0.220082,0.75
41,79666,38747,40171,0.114014,0.214657,0.75
