generation,adult_population_size,adult_female_population_size,juvenile_population_size,adult_drive_frequency,juvenile_drive_frequency,drive_efficiency
1,78342,49093,28478,0.0,0.0,0.5
2,77965,48948,30367,0.0,0.0,0.5
3,79751,50170,30439,0.0,0.0,0.5
4,81446,51184,27833,0.0,0.0,0.5
5,79982,50752,26462,0.0,0.0,0.5
6,77132,49662,27536,0.0,0.0,0.5
7,76251,49081,29879,0.0,0.0,0.5
8,78423,49892,29771,0.0,0.0,0.5
9,79839,50327,27897,0.0,0.0,0.5
10,78822,49978,28439,0.0,0.0,0.5
11,78641,50103,29130,0.0,0.0,0.5
12,97244,50363,28170,0.185369,0.0763578,0.5
13,103508,47943,27774,0.27095,0.157287,0.5
14,98865,43546,33257,0.303717,0.223517,0.5
15,97186,39546,37676,0.335506,0.277391,0.5
16,97397,35709,40153,0.364878,0.317747,0.5
17,96873,31577,42618,0.394413,0.35092,0.5
18,96026,27672,43000,0.423984,0.366209,0.5
19,94309,24655,43213,0.446241,0.375836,0.5
20,92443,22508,42472,0.46388,0.386137,0.5
21,71859,20313,41380,0.350478,0.379906,0.5
22,60670,18999,40180,0.263104,0.368206,0.5
23,59022,18399,38435,0.257963,0.344465,0.5
24,58055,18866,38236,0.240884,0.314089,0.5
25,59217,20562,38774,0.216306,0.290813,0.5
26,61685,22972,40544,0.192227,0.268572,0.5
27,65829,26243,42382,0.169454,0.252124,0.5
28,71280,30004,43192,0.15282,0.231536,0.5
29,76311,33789,43658,0.135734,0.215791,0.5
30,81026,37623,42284,0.122325,0.201495,0.5
31,83475,40481,39792,0.109027,0.186947,0.5
32,83314,42084,38391,0.0970185,0.17426,0.5
33,82680,43042,36956,0.0873186,0.161219,0.5
34,81424,43598,36151,0.078257,0.152582,0.5
35,80544,43957,35354,0.0716254,0.14236,0.5
36,79830,44044,35868,0.0668859,0.131259,0.5
37,80661,45017,35290,0.0618019,0.12376,0.5
38,80840,45427,33582,0.0569644,0.115449,0.5
39,79987,45657,34235,0.0521085,0.107536,0.5
40,80314,46389,33909,0.0480427,0.101566,0.5
41,80351,46732,32521,0.0445607,0.0945389,0.5
42,79763,46680,32613,0.0414164,0.0890902,0.5
43,79371,46556,32966,0.03815,0.0847085,0.5
44,79808,46972,33004,0.0358297,0.0794752,0.5
45,80300,47564,31428,0.0334682,0.0726581,0.5
46,79597,47533,31428,0.0306921,0.0667558,0.5
47,79273,47754,31655,0.0281369,0.0626599,0.5
48,79336,47911,31601,0.0257638,0.0582102,0.5
49,79565,47857,31336,0.0238547,0.053405,0.5
50,79854,48128,31113,0.0222594,0.0512487,0.5
51,79724,48421,30763,0.0207591,0.0454279,0.5
52,79711,48638,30440,0.0190626,0.0442181,0.5
53,79410,48788,30546,0.0177497,0.0401689,0.5
54,79523,48922,30811,0.0166367,0.03773,0.5
55,79853,49244,29716,0.0153595,0.036445,0.5
56,79247,49095,29731,0.0144106,0.0334163,0.5
57,78801,48883,28725,0.013293,0.0308964,0.5
58,77720,48525,30535,0.0123778,0.0296054,0.5
59,78634,48806,30947,0.0116998,0.0268524,0.5
60,79873,49443,29473,0.0107546,0.025447,0.5
61,79432,49423,28645,0.00993302,0.0246989,0.5
62,78383,49103,29941,0.00955564,0.0234127,0.5
63,78612,49222,29422,0.00901262,0.0216675,0.5
64,78713,49363,29698,0.00855005,0.0198498,0.5
65,78760,49387,30003,0.0079482,0.0184982,0.5
66,79476,49787,29717,0.00740475,0.0187771,0.5
67,79896,50179,27841,0.00668369,0.0166122,0.5
68,78103,49488,28868,0.0060305,0.0146875,0.5
69,77907,49410,29701,0.00555149,0.0132487,0.5
70,78627,49695,28917,0.00520813,0.0130373,0.5
71,78642,49455,29329,0.00515628,0.0116949,0.5
72,78930,49688,29898,0.00478905,0.0117901,0.5
73,79748,50165,28568,0.00459573,0.00994119,0.5
74,79082,49839,27510,0.00390734,0.00866957,0.5
75,77396,48903,29931,0.00344979,0.00905416,0.5
76,78604,49553,30188,0.00346038,0.00788393,0.5
77,80172,50185,28246,0.00328045,0.00770021,0.5
78,78994,49781,27867,0.00304454,0.00769728,0.5
79,77534,49323,28966,0.0026698,0.0066112,0.5
80,78080,49793,29782,0.00246542,0.00612786,0.5
81,79611,50159,28586,0.00254362,0.00571958,0.5
82,78983,49881,27835,0.0024309,0.00540686,0.5
83,77837,49385,30893,0.00219047,0.00506587,0.5
84,79966,50462,29021,0.00203211,0.0045312,0.5
85,80059,50671,26380,0.00193607,0.00485216,0.5
86,77387,49474,28810,0.00188662,0.00399167,0.5
87,77597,49687,29769,0.00165599,0.00429977,0.5
88,79040,50230,28337,0.00154985,0.00352896,0.5
89,78831,49965,28213,0.00141442,0.00294191,0.5
90,78392,49725,28472,0.00126288,0.00326637,0.5
91,78082,49709,29456,0.00122307,0.00281776,0.5
92,79188,50216,29151,0.00106077,0.00300161,0.5
93,79387,50222,26952,0.00105181,0.00261576,0.5
94,77343,49233,28481,0.000898595,0.00207156,0.5
95,77350,49342,30333,0.000827408,0.00196156,0.5
96,79435,50433,28914,0.000730157,0.00195407,0.5
97,79510,50480,27814,0.000748334,0.00179766,0.5
98,78458,50170,28030,0.000681893,0.00181948,0.5
99,77653,49756,27930,0.000637451,0.00166488,0.5
100,77204,49346,29165,0.000628206,0.00126864,0.5
101,78096,49485,29388,0.000531397,0.00149721,0.5
102,79058,49912,28479,0.000486984,0.0012992,0.5
103,78763,49892,28643,0.000501505,0.00136159,0.5
104,78682,50053,27898,0.000508375,0.00127249,0.5
105,77771,49795,27081,0.000482185,0.00114471,0.5
106,76800,49250,30681,0.000442708,0.000977804,0.5
107,79387,50337,29400,0.000403089,0.00115646,0.5
108,80284,50559,27607,0.00044218,0.000905567,0.5
109,78862,50189,28270,0.000386752,0.000672091,0.5
110,78057,49912,28548,0.000313873,0.000525431,0.5
111,78191,49868,28675,0.000211022,0.000784656,0.5
112,78817,50027,28674,0.000247409,0.000383623,0.5
113,78653,50012,28098,0.000222496,0.000462666,0.5
114,78067,49614,28331,0.000185738,0.000511807,0.5
115,77927,49601,30129,0.000134741,0.000647217,0.5
116,79613,50480,29042,0.000175851,0.000189381,0.5
117,79979,50754,27402,0.000137536,0.00034669,0.5
118,78240,49834,28094,0.000102249,0.000355948,0.5
119,77526,49571,28948,0.00011609,0.000328175,0.5
120,78153,49823,30148,0.000134352,0.000398036,0.5
121,79840,50498,28361,0.000162826,0.000282078,0.5
122,79050,50076,27581,0.000151803,0.000308183,0.5
123,78035,49775,29275,0.00014737,0.000239112,0.5
124,78826,50575,28868,0.000120519,0.000242483,0.5
125,79295,50702,27524,6.93612e-05,0.000199826,0.5
126,77985,50012,27254,6.41149e-05,0.000165113,0.5
127,76791,49187,28536,7.1623e-05,0.000262826,0.5
128,77448,49409,29712,5.16476e-05,0.000168282,0.5
129,78931,49981,28344,8.86851e-05,0.000123483,0.5
130,78751,49887,29710,3.80948e-05,0.000117805,0.5
131,79839,50500,28375,1.87878e-05,0.000105727,0.5
132,79304,50482,28110,1.26097e-05,0.000284596,0.5
133,78711,50367,27805,5.08188e-05,8.99119e-05,0.5
134,77672,49848,27556,5.14986e-05,3.62897e-05,0.5
135,76959,49209,29726,3.89818e-05,5.04609e-05,0.5
136,78709,50035,29665,1.90575e-05,5.05646e-05,0.5
137,79898,50617,27630,3.12899e-05,0.000126674,0.5
138,78600,50019,28353,3.81679e-05,3.52696e-05,0.5
139,78249,49873,28963,3.19493e-05,3.45268e-05,0.5
140,78773,50056,28918,2.53894e-05,0.000103742,0.5
141,79257,50276,28070,1.89258e-05,5.34378e-05,0.5
142,78534,50008,28854,2.54667e-05,0.000138629,0.5
143,78752,50184,27834,5.07924e-05,5.38909e-05,0.5
144,77905,49614,28058,4.49265e-05,5.34607e-05,0.5
145,77774,49717,30095,1.28578e-05,9.96843e-05,0.5
146,79568,50468,28017,6.28393e-06,0.000160617,0.5
147,78699,50295,27249,3.81199e-05,0.000201842,0.5
148,77701,49816,28250,8.3654e-05,0.000176991,0.5
149,77408,49562,29219,7.75114e-05,5.13365e-05,0.5
150,78486,49767,29720,5.09645e-05,0.000185061,0.5
151,79730,50414,28258,7.5254e-05,0.000212329,0.5
152,78987,50229,28764,6.33016e-05,0.000191211,0.5
153,79199,50600,28745,9.46982e-05,0.000139155,0.5
154,79332,50624,28455,5.67236e-05,0.000140573,0.5
155,78779,50377,28001,4.44281e-05,7.1426e-05,0.5
156,78187,50048,26654,2.55797e-05,0.000131312,0.5
157,76245,48954,29558,4.59046e-05,0.000135327,0.5
158,77717,49421,29564,4.50352e-05,0.000169125,0.5
159,79060,50077,28551,5.69188e-05,0.000157613,0.5
160,79039,50086,28393,4.42819e-05,7.04399e-05,0.5
161,78459,49799,28750,5.0982e-05,0.000208696,0.5
162,78688,49935,29050,7.62505e-05,0.000120482,0.5
163,79179,50194,27349,6.94629e-05,3.65644e-05,0.5
164,77568,49416,29211,4.51217e-05,1.71168e-05,0.5
165,78242,49716,30124,6.39043e-06,0.000116186,0.5
166,79865,50672,28170,3.13028e-05,5.32481e-05,0.5
167,79462,50663,27731,6.29232e-06,3.60607e-05,0.5
168,78175,49875,27438,1.27918e-05,9.11145e-05,0.5
169,76847,49018,30316,6.50643e-06,3.29859e-05,0.5
170,79205,50276,29764,6.31273e-06,0.000100793,0.5
171,80316,50665,27444,2.49016e-05,3.64378e-05,0.5
172,78960,49837,27901,1.26646e-05,0.0,0.5
173,78098,49803,29134,6.40221e-06,5.14862e-05,0.5
174,78994,50362,28386,1.89888e-05,0.0,0.5
175,78803,50227,28066,1.26899e-05,1.78152e-05,0.5
176,78068,49636,27634,1.9214e-05,0.0,0.5
177,77311,49213,30320,6.46738e-06,4.94723e-05,0.5
178,79420,50300,29204,1.25913e-05,0.000136968,0.5
179,79994,50536,27110,3.75028e-05,7.37735e-05,0.5
