"sim.cycle","total_adults_2","total_adult_females_2","total_juveniles_2","adult_drive_frequency_2","juveniles_drive_frequency_2","total_adults_3","total_adult_females_3","total_juveniles_3","adult_drive_frequency_3","juveniles_drive_frequency_3","drive_efficiency","drive_fitness","low_density_growth_rate","drop_ratio","migration_rate"
46,24764.8,38.75,216.5,0.98764785,0.4939947,82692.7,44513.7,35130.9,0.093694755,0.1370287,0.5,1,6,3,0.08
47,24550.7,20,123.45,0.99260505,0.49692065,82660.7,44580,34839.85,0.09313794,0.13494375,0.5,1,6,3,0.08
48,24419.75,10.15,68.1,0.99582155,0.5,82451.75,44597,34996.65,0.092366165,0.1349349,0.5,1,6,3,0.08
49,24295.05,4.6,36.65,0.99772705,NA,82455.65,44627.35,34936.85,0.091654065,0.13363145,0.5,1,6,3,0.08
50,23413.6,2.45,13.85,0.99867725,NA,82451.6,44744.7,34795.45,0.09034858,0.1330641,0.5,1,6,3,0.08
51,19733.8,0.8,10.15,0.9742936,NA,81966.05,44714.85,34806.2,0.08592837,0.131663,0.5,1,6,3,0.08
52,13208.05,0.45,3.55,0.8745553,NA,81274.45,44746.75,34665.9,0.077391,0.1291488,0.5,1,6,3,0.08
53,7598.1,0.05,1.55,NA,NA,80570.7,44805.45,34725.5,0.068172515,0.12577015,0.5,1,6,3,0.08
54,2741.95,0,0.5,NA,NA,80158.05,45011.3,34716,0.06059945,0.11868235,0.5,1,6,3,0.08
55,373.95,0,0,NA,NA,80188.7,45415.85,34482.5,0.054081205,0.112190195,0.5,1,6,3,0.08
56,0.45,0,0,NA,NA,80487.25,45890.35,33902.25,0.050209975,0.104698205,0.5,1,6,3,0.08
57,0.1,0,0,NA,NA,80509.85,46313.05,33245.9,0.046588755,0.09730213,0.5,1,6,3,0.08
58,0,0,0,NA,NA,80230.15,46561.2,33079.1,0.04308209,0.091096285,0.5,1,6,3,0.08
59,0,0,0,NA,NA,80114.9,46805.4,32719.7,0.039590165,0.085106195,0.5,1,6,3,0.08
60,0,0,0,NA,NA,80015.45,47056.75,32478.2,0.036605665,0.07972795,0.5,1,6,3,0.08
61,0,0,0,NA,NA,79951.1,47301.45,32182,0.03399788,0.074305135,0.5,1,6,3,0.08
62,0,0,0,NA,NA,79936.95,47580.1,31934.85,0.03160115,0.06970139,0.5,1,6,3,0.08
63,0,0,0,NA,NA,79887.75,47780.75,31494.15,0.02938995,0.06471887,0.5,1,6,3,0.08
64,0,0,0,NA,NA,79642.8,47870.6,31301.55,0.027167485,0.06043955,0.5,1,6,3,0.08
65,0,0,0,NA,NA,79537.65,47985.8,31155.3,0.02531779,0.056698195,0.5,1,6,3,0.08
66,0,0,0,NA,NA,79399.15,48076.65,31037.6,0.023598065,0.053055345,0.5,1,6,3,0.08
67,0,0,0,NA,NA,79410.55,48241.95,31191.35,0.02196878,0.049620915,0.5,1,6,3,0.08
68,0,0,0,NA,NA,79703.9,48549,30636.3,0.02034928,0.04635479,0.5,1,6,3,0.08
69,0,0,0,NA,NA,79517.05,48670.4,30430.55,0.018845335,0.043367665,0.5,1,6,3,0.08
70,0,0,0,NA,NA,79300.1,48647.05,30115.95,0.01750453,0.040770645,0.5,1,6,3,0.08
71,0,0,0,NA,NA,78890.7,48567.85,30348.55,0.016336275,0.038040495,0.5,1,6,3,0.08
72,0,0,0,NA,NA,78995.95,48695.1,30313.95,0.01525157,0.03545842,0.5,1,6,3,0.08
73,0,0,0,NA,NA,79197.8,48909.6,30190.9,0.014251965,0.032957885,0.5,1,6,3,0.08
74,0,0,0,NA,NA,79325.45,49064.3,29907,0.013241135,0.031052795,0.5,1,6,3,0.08
75,0,0,0,NA,NA,79195.55,49118.75,29716,0.012404375,0.028876275,0.5,1,6,3,0.08
76,0,0,0,NA,NA,79006.4,49125,29808.45,0.01151914,0.027174145,0.5,1,6,3,0.08
77,0,0,0,NA,NA,79011.25,49187.4,29671.05,0.010739543,0.02527161,0.5,1,6,3,0.08
78,0,0,0,NA,NA,79035.3,49228.25,29540.55,0.010005236,0.02389837,0.5,1,6,3,0.08
79,0,0,0,NA,NA,78867.6,49213.8,29636.4,0.009375569,0.02215042,0.5,1,6,3,0.08
80,0,0,0,NA,NA,78956.05,49405.6,29498.75,0.008721614,0.020805505,0.5,1,6,3,0.08
81,0,0,0,NA,NA,78941.9,49417.1,29083.65,0.0081005255,0.019273125,0.5,1,6,3,0.08
82,0,0,0,NA,NA,78624.9,49304,29359.9,0.0075342645,0.01807746,0.5,1,6,3,0.08
83,0,0,0,NA,NA,78649.7,49341.15,29728.2,0.0069852865,0.01680517,0.5,1,6,3,0.08
84,0,0,0,NA,NA,79114.1,49589.65,29244.85,0.0065412365,0.01583125,0.5,1,6,3,0.08
85,0,0,0,NA,NA,79074.35,49603.3,29022.4,0.006185813,0.014770695,0.5,1,6,3,0.08
86,0,0,0,NA,NA,78819.5,49554.05,29101.55,0.0057640285,0.01387326,0.5,1,6,3,0.08
87,0,0,0,NA,NA,78708.5,49538.3,29259.2,0.0053599255,0.01315535,0.5,1,6,3,0.08
88,0,0,0,NA,NA,78827.25,49665.25,29207.95,0.0050095095,0.0123780305,0.5,1,6,3,0.08
89,0,0,0,NA,NA,78922.3,49694.05,28897.1,0.0047535825,0.0112787325,0.5,1,6,3,0.08
90,0,0,0,NA,NA,78707.05,49664.95,28909.9,0.00441523,0.010577675,0.5,1,6,3,0.08
91,0,0,0,NA,NA,78591.35,49640.8,29208.25,0.004104261,0.010002598,0.5,1,6,3,0.08
92,0,0,0,NA,NA,78828,49784.7,29072.75,0.0038441345,0.0094467165,0.5,1,6,3,0.08
93,0,0,0,NA,NA,78941.7,49832.5,28763.4,0.003624297,0.008694092,0.5,1,6,3,0.08
94,0,0,0,NA,NA,78731,49725.9,28934.3,0.0033517305,0.007986953,0.5,1,6,3,0.08
95,0,0,0,NA,NA,78660.15,49698.75,28878.45,0.003126215,0.007556961,0.5,1,6,3,0.08
96,0,0,0,NA,NA,78651.95,49776.6,28879.4,0.002900986,0.006963158,0.5,1,6,3,0.08
97,0,0,0,NA,NA,78647.8,49763.95,28848.85,0.002717094,0.0066972405,0.5,1,6,3,0.08
98,0,0,0,NA,NA,78668.35,49795.05,28799.45,0.0025610995,0.0061624975,0.5,1,6,3,0.08
99,0,0,0,NA,NA,78626.4,49776.25,28860.4,0.002409468,0.0059644765,0.5,1,6,3,0.08
100,0,0,0,NA,NA,78611.45,49769.65,28750.1,0.0022827005,0.005506929,0.5,1,6,3,0.08
1,73288.9,45671.9,28528.5,0,0,83254.8,52749.95,28504.5,0,0,0.5,1,6,3,0.1
2,70668.95,43543.05,36084.2,0,0,85735.3,54803.6,22649.25,0,0,0.5,1,6,3,0.1
3,77056.2,46388.3,36015.1,0,0,80985.1,53226.75,21051.9,0,0,0.5,1,6,3,0.1
4,81622.85,48847.95,31561.5,0,0,76024.45,50985.3,25574.75,0,0,0.5,1,6,3,0.1
5,80106.25,48633.45,29365.4,0,0,77390.05,51430.8,28094.6,0,0,0.5,1,6,3,0.1
6,76333.95,47307.45,30870.65,0,0,81320.05,53063,26020.9,0,0,0.5,1,6,3,0.1
7,75420.75,46890.75,32483.7,0,0,81984,53356.05,23350.6,0,0,0.5,1,6,3,0.1
8,76702,47237.7,32344.55,0,0,79227.9,52256.25,24005.8,0,0,0.5,1,6,3,0.1
9,77309.65,47252.6,31819.45,0,0,78008.5,51830.45,26296.85,0,0,0.5,1,6,3,0.1
10,77173.75,47198.85,32258.4,0,0,79654.95,52529,25862.45,0,0,0.5,1,6,3,0.1
11,77553.8,47531.55,31878.45,0,0,80506.9,52709.5,24677,0,0,0.5,1,6,3,0.1
12,93720.65,47579.5,31489.75,0.17313945,0.08863791,81668.3,52385.6,24972.6,0.022108965,0,0.5,1,6,3,0.1
13,97752.35,44514.4,31713.2,0.25520475,0.17143705,83064.1,52378.1,25560.5,0.04243203,0.014689545,0.5,1,6,3,0.1
14,92861.45,39679.3,36470.95,0.2919392,0.2338494,82842.3,52075.4,25335.4,0.045699875,0.03934662,0.5,1,6,3,0.1
15,91004.2,35415.9,40422.2,0.3277565,0.2816497,81568.6,50666.45,25907.25,0.05415535,0.061602595,0.5,1,6,3,0.1
16,90588.15,31537.9,42399.25,0.3594691,0.3198671,80072.2,48686.8,28514.2,0.064697695,0.08241561,0.5,1,6,3,0.1
17,89592.7,27709.9,43414.3,0.3898694,0.3472508,80683.15,47541.8,31099.15,0.075022975,0.101558595,0.5,1,6,3,0.1
18,87630.6,24218.1,43281.6,0.41858875,0.36221055,82731.5,47106.75,32013.3,0.08436862,0.1158112,0.5,1,6,3,0.1
19,85378.25,21446.15,42211.1,0.44208455,0.37336195,84221.8,46773.1,32179.9,0.092004455,0.126841,0.5,1,6,3,0.1
20,82557.3,19081.05,40587.05,0.4620779,0.3828746,84514.7,46221.05,32909.8,0.098477545,0.1362145,0.5,1,6,3,0.1
21,79308.85,16971.3,38713.4,0.48119265,0.3899607,84610.75,45814.85,33281.1,0.1036727,0.1448611,0.5,1,6,3,0.1
22,75909.45,15114.55,36696.85,0.4992498,0.39670735,84419.7,45275.95,33829.9,0.10820765,0.15174425,0.5,1,6,3,0.1
23,72461.2,13478.7,34283.6,0.51683815,0.4033822,84142.2,44630.05,34416.85,0.11215105,0.1571033,0.5,1,6,3,0.1
24,68812.35,11963.05,32150.65,0.53525055,0.4080711,84049.75,44088.9,35045.25,0.11534415,0.1632124,0.5,1,6,3,0.1
25,65428.8,10609.55,29668.2,0.5533133,0.41337175,84097.8,43663.95,35718.9,0.11843555,0.16627625,0.5,1,6,3,0.1
26,62065.75,9395.35,27323.95,0.5724178,0.41787845,84364.65,43458.45,35840.95,0.120508,0.1689769,0.5,1,6,3,0.1
27,58728.25,8245.25,24972.75,0.59142825,0.42324015,84415.35,43253.5,36093.2,0.12180845,0.17069845,0.5,1,6,3,0.1
28,55475.2,7181.4,22709.2,0.61208865,0.4278871,84397.5,43085.45,36370.95,0.1228036,0.17251505,0.5,1,6,3,0.1
29,52307.15,6202.1,20138.25,0.63361735,0.43218585,84341.95,42998.8,36319.95,0.1231761,0.17374725,0.5,1,6,3,0.1
30,49099.15,5275.25,17909,0.65708055,0.43624375,84129.1,42802.7,36610.1,0.1241104,0.1730923,0.5,1,6,3,0.1
31,46185.85,4474.05,15703.4,0.6808051,0.4416671,84001.25,42702.95,36694.55,0.1238999,0.17417575,0.5,1,6,3,0.1
32,43225.75,3745.2,13607.25,0.70611525,0.44716755,83948.1,42599,36843.4,0.12393635,0.17321825,0.5,1,6,3,0.1
33,40549.45,3055.75,11517.45,0.7335703,0.4511777,83995.65,42568.75,37052.3,0.1236658,0.17336945,0.5,1,6,3,0.1
34,37952.7,2464.3,9600.75,0.76149205,0.4550578,83999.9,42588.95,36933.05,0.1230258,0.1718611,0.5,1,6,3,0.1
35,35563.7,1962.3,7939.3,0.79008055,0.45989355,83871.45,42612.15,36968.3,0.122213,0.17040785,0.5,1,6,3,0.1
36,33458.85,1524.1,6365.75,0.81852975,0.46474255,83864.2,42754.1,36750.45,0.1211738,0.1687905,0.5,1,6,3,0.1
37,31547.45,1145.85,4956.2,0.8466634,0.4691212,83730.25,42826.75,36741.15,0.1198705,0.16749975,0.5,1,6,3,0.1
38,29860.4,849.8,3802.2,0.87413105,0.4732104,83595.85,42823.45,36719.65,0.11879675,0.16529555,0.5,1,6,3,0.1
39,28408.2,611.15,2861.3,0.899687,0.4775503,83583.4,42920.75,36628.6,0.1177084,0.16365915,0.5,1,6,3,0.1
40,27218.3,419.6,2073.8,0.92226795,0.48190225,83462.95,42971.55,36427.05,0.11614265,0.16218585,0.5,1,6,3,0.1
41,26293.75,282.75,1402.05,0.94119905,0.48467475,83265.3,43030.35,36531.95,0.11468095,0.1602161,0.5,1,6,3,0.1
42,25473.85,179.35,969.75,0.9578744,0.4893645,83347.45,43179.25,36440.25,0.11365325,0.15898355,0.5,1,6,3,0.1
43,24862.5,110.15,619.5,0.9708597,0.4921375,83411.55,43365.6,36262.65,0.11256995,0.15755935,0.5,1,6,3,0.1
44,24386.15,62.05,376.7,0.98088995,0.4931745,83373.15,43465.95,36014.2,0.1116654,0.1566842,0.5,1,6,3,0.1
45,24116.4,35.3,212.25,0.98790525,0.49412665,83113,43407.55,36145.05,0.1109933,0.1553446,0.5,1,6,3,0.1
46,23888.95,18.5,121.7,0.99294085,0.49600505,83190.45,43494.65,36106.8,0.110363,0.1536132,0.5,1,6,3,0.1
47,23756.75,8.85,64.2,0.9959864,0.49885835,83270.95,43593.4,36093.1,0.1095803,0.15311495,0.5,1,6,3,0.1
48,23597.25,3.55,32.1,0.99780605,0.49827585,83335.9,43660.5,35889.15,0.10908615,0.15164885,0.5,1,6,3,0.1
49,22794.95,1.6,9.7,0.99878025,NA,83109.55,43654.4,35806.05,0.1072935,0.15105505,0.5,1,6,3,0.1
50,19157.05,0.45,5.15,0.9743618,NA,82584.55,43702.9,35872.95,0.102176475,0.14914565,0.5,1,6,3,0.1
51,11171.9,0.05,1.35,NA,NA,81544.2,43811.95,35815.95,0.0894113,0.14785185,0.5,1,6,3,0.1
52,3387.7,0,0.35,NA,NA,80437.8,43918.1,35705,0.07460841,0.1415633,0.5,1,6,3,0.1
53,371,0,0,NA,NA,80076.2,44224.85,35626.85,0.065844925,0.1337715,0.5,1,6,3,0.1
54,0.35,0,0,NA,NA,80400,44692.3,35145.5,0.061768545,0.12516085,0.5,1,6,3,0.1
55,0.05,0,0,NA,NA,80599.55,45205.25,34672.85,0.057595415,0.116477875,0.5,1,6,3,0.1
56,0,0,0,NA,NA,80666.6,45702.65,34187.8,0.053291125,0.10844356,0.5,1,6,3,0.1
57,0,0,0,NA,NA,80649.35,46124.3,33435.75,0.04892977,0.10172689,0.5,1,6,3,0.1
58,0,0,0,NA,NA,80289.05,46385.4,33299.5,0.04498058,0.09476417,0.5,1,6,3,0.1
59,0,0,0,NA,NA,80253.65,46741.25,32754.8,0.04153522,0.088382975,0.5,1,6,3,0.1
60,0,0,0,NA,NA,80002.1,46951.7,32476.35,0.038401805,0.083164915,0.5,1,6,3,0.1
61,0,0,0,NA,NA,79825.3,47129.35,32293.15,0.03553578,0.07792443,0.5,1,6,3,0.1
62,0,0,0,NA,NA,79760.9,47302.95,32076.6,0.03314059,0.07270022,0.5,1,6,3,0.1
63,0,0,0,NA,NA,79793.55,47609.3,31791.95,0.030772225,0.0678878,0.5,1,6,3,0.1
64,0,0,0,NA,NA,79748.25,47790.6,31535.3,0.028601425,0.06327605,0.5,1,6,3,0.1
65,0,0,0,NA,NA,79648.9,47978.35,31248.65,0.0265085,0.05935602,0.5,1,6,3,0.1
66,0,0,0,NA,NA,79499.55,48084.25,30966.2,0.024633465,0.055519665,0.5,1,6,3,0.1
67,0,0,0,NA,NA,79319.05,48217.75,30961.6,0.022779215,0.05234418,0.5,1,6,3,0.1
68,0,0,0,NA,NA,79270.7,48301.35,30816.95,0.02129406,0.048580065,0.5,1,6,3,0.1
69,0,0,0,NA,NA,79310.75,48400.8,30784.5,0.01984741,0.04561293,0.5,1,6,3,0.1
70,0,0,0,NA,NA,79400.95,48573.65,30533.7,0.01850325,0.04249448,0.5,1,6,3,0.1
71,0,0,0,NA,NA,79325.45,48656.55,30483.4,0.01722474,0.03974148,0.5,1,6,3,0.1
72,0,0,0,NA,NA,79378.05,48812.7,30241.5,0.01607045,0.03704847,0.5,1,6,3,0.1
73,0,0,0,NA,NA,79316.9,48920.65,30083.95,0.01500419,0.035040475,0.5,1,6,3,0.1
74,0,0,0,NA,NA,79151.15,48961.35,30001.2,0.0140322,0.032808285,0.5,1,6,3,0.1
75,0,0,0,NA,NA,79076.9,49018.1,29922.3,0.01306325,0.03068386,0.5,1,6,3,0.1
76,0,0,0,NA,NA,79068.2,49080.1,29848.25,0.0122745015,0.02895091,0.5,1,6,3,0.1
77,0,0,0,NA,NA,79003.7,49066.95,29724.7,0.011496698,0.02668038,0.5,1,6,3,0.1
78,0,0,0,NA,NA,78952.65,49086.75,29880.15,0.010718456,0.024879155,0.5,1,6,3,0.1
79,0,0,0,NA,NA,79154.4,49304.15,29623.6,0.009867018,0.02369821,0.5,1,6,3,0.1
80,0,0,0,NA,NA,79057.8,49342.7,29254.5,0.0091691205,0.021865735,0.5,1,6,3,0.1
81,0,0,0,NA,NA,78715.15,49285.25,29431.8,0.008580123,0.020384115,0.5,1,6,3,0.1
82,0,0,0,NA,NA,78734,49315.5,29621.5,0.008042972,0.019178195,0.5,1,6,3,0.1
83,0,0,0,NA,NA,78931.05,49451.15,29345.4,0.0074688465,0.017890655,0.5,1,6,3,0.1
84,0,0,0,NA,NA,78955,49490.9,29248.2,0.006984358,0.016565215,0.5,1,6,3,0.1
85,0,0,0,NA,NA,78799.1,49475.15,29006.3,0.006504259,0.0156104,0.5,1,6,3,0.1
86,0,0,0,NA,NA,78547.45,49412.35,29506.8,0.006066726,0.01470672,0.5,1,6,3,0.1
87,0,0,0,NA,NA,78953.05,49621.65,29284.9,0.005664719,0.01359171,0.5,1,6,3,0.1
88,0,0,0,NA,NA,79020,49683.25,29070.55,0.0052464275,0.0126217755,0.5,1,6,3,0.1
89,0,0,0,NA,NA,78881.55,49684.6,29045.25,0.0049199325,0.011787878,0.5,1,6,3,0.1
90,0,0,0,NA,NA,78746.8,49651.75,28916.05,0.004566853,0.011342354,0.5,1,6,3,0.1
91,0,0,0,NA,NA,78576.05,49587.3,29078,0.004270068,0.0103808735,0.5,1,6,3,0.1
92,0,0,0,NA,NA,78712.45,49676.4,29318.15,0.0039793335,0.0097988255,0.5,1,6,3,0.1
93,0,0,0,NA,NA,78987.15,49798.95,28784.45,0.0037646325,0.0091283615,0.5,1,6,3,0.1
94,0,0,0,NA,NA,78756.15,49754.2,28929.8,0.0034605215,0.0083983575,0.5,1,6,3,0.1
95,0,0,0,NA,NA,78729.3,49798.85,28920.85,0.003245787,0.007851707,0.5,1,6,3,0.1
96,0,0,0,NA,NA,78742.05,49849.15,28765.35,0.003035112,0.007374922,0.5,1,6,3,0.1
97,0,0,0,NA,NA,78594.15,49755.7,28821.6,0.002862616,0.0068711595,0.5,1,6,3,0.1
98,0,0,0,NA,NA,78527.25,49701.75,28897.15,0.0026929085,0.006573808,0.5,1,6,3,0.1
99,0,0,0,NA,NA,78532.55,49723.1,29044.95,0.0025368695,0.005968146,0.5,1,6,3,0.1
100,0,0,0,NA,NA,78861.2,49919,28893.9,0.0023321895,0.00566181,0.5,1,6,3,0.1
