drive_fitness,drop_ratio,drive_efficiency,low_density_growth_rate,density_growth_curve,weeks_to_suppression,type
0.975,4.5,0.5,0.0,6.0,44.150,FLADSPLIT
0.975,4.75,0.5,0.0,6.0,42.750,FLADSPLIT
0.975,5.0,0.5,0.0,6.0,41.100,FLADSPLIT
1.000,0.0,0.5,0.0,6.0,NAN,FLADSPLIT
1.000,0.25,0.5,0.0,6.0,NAN,FLADSPLIT
1.000,0.5,0.5,0.0,6.0,NAN,FLADSPLIT
1.000,0.75,0.5,0.0,6.0,NAN,FLADSPLIT
1.000,1.0,0.5,0.0,6.0,NAN,FLADSPLIT
1.000,1.25,0.5,0.0,6.0,NAN,FLADSPLIT
1.000,1.5,0.5,0.0,6.0,NAN,FLADSPLIT
1.000,1.75,0.5,0.0,6.0,NAN,FLADSPLIT
1.000,2.0,0.5,0.0,6.0,174.400,FLADSPLIT
1.000,2.25,0.5,0.0,6.0,112.250,FLADSPLIT
1.000,2.5,0.5,0.0,6.0,85.100,FLADSPLIT
1.000,2.75,0.5,0.0,6.0,71.750,FLADSPLIT
1.000,3.0,0.5,0.0,6.0,62.050,FLADSPLIT
1.000,3.25,0.5,0.0,6.0,57.850,FLADSPLIT
1.000,3.5,0.5,0.0,6.0,52.950,FLADSPLIT
1.000,3.75,0.5,0.0,6.0,49.750,FLADSPLIT
1.000,4.0,0.5,0.0,6.0,47.350,FLADSPLIT
1.000,4.25,0.5,0.0,6.0,44.900,FLADSPLIT
1.000,4.5,0.5,0.0,6.0,43.100,FLADSPLIT
1.000,4.75,0.5,0.0,6.0,42.200,FLADSPLIT
1.000,5.0,0.5,0.0,6.0,41.000,FLADSPLIT
