generation,size,female_size,fertile_female_size,rate_dr,rate_has_drive,drive_efficiency,drop_ratio,low_density_growth_rate,density_growth_curve
1,78386,49109,49109,0.0,0.0,0.0,24.0,5.0,linear
2,78280,49163,49163,0.0,0.0,0.0,24.0,5.0,linear
3,79271,49813,49813,0.0,0.0,0.0,24.0,5.0,linear
4,79697,50476,50476,0.0,0.0,0.0,24.0,5.0,linear
5,79689,50553,50553,0.0,0.0,0.0,24.0,5.0,linear
6,78445,50008,50008,0.0,0.0,0.0,24.0,5.0,linear
7,77300,49337,49337,0.0,0.0,0.0,24.0,5.0,linear
8,78538,49743,49743,0.0,0.0,0.0,24.0,5.0,linear
9,79510,50243,50243,0.0,0.0,0.0,24.0,5.0,linear
10,79506,50402,50402,0.0,0.0,0.0,24.0,5.0,linear
11,78958,50376,50376,0.0,0.0,0.0,24.0,5.0,linear
12,223748,50379,50379,0.545689,0.545689,0.0,24.0,5.0,linear
13,308117,56294,56294,0.627707,0.627707,0.0,24.0,5.0,linear
14,313545,59526,59526,0.629437,0.629437,0.0,24.0,5.0,linear
15,310227,58970,58970,0.653118,0.653118,0.0,24.0,5.0,linear
16,296836,53459,53459,0.693639,0.693639,0.0,24.0,5.0,linear
17,281210,45047,45047,0.745158,0.745158,0.0,24.0,5.0,linear
18,264942,35059,35059,0.795742,0.795742,0.0,24.0,5.0,linear
19,251379,25805,25805,0.842514,0.842514,0.0,24.0,5.0,linear
20,241692,18576,18576,0.884325,0.884325,0.0,24.0,5.0,linear
21,233183,12649,12649,0.919121,0.919121,0.0,24.0,5.0,linear
22,227434,8453,8453,0.946434,0.946434,0.0,24.0,5.0,linear
23,224204,5494,5494,0.966693,0.966693,0.0,24.0,5.0,linear
24,220704,3347,3347,0.980266,0.980266,0.0,24.0,5.0,linear
25,218810,1954,1954,0.988881,0.988881,0.0,24.0,5.0,linear
26,218100,1023,1023,0.994329,0.994329,0.0,24.0,5.0,linear
27,217270,512,512,0.997137,0.997137,0.0,24.0,5.0,linear
28,216921,242,242,0.9987,0.9987,0.0,24.0,5.0,linear
29,216733,113,113,0.999432,0.999432,0.0,24.0,5.0,linear
30,216479,47,47,0.999769,0.999769,0.0,24.0,5.0,linear
31,216436,16,16,0.999926,0.999926,0.0,24.0,5.0,linear
32,216581,3,3,0.999986,0.999986,0.0,24.0,5.0,linear
33,216214,0,0,1.0,1.0,0.0,24.0,5.0,linear

