generation,size,female_size,fertile_female_size,rate_dr,rate_has_drive,drive_efficiency,drop_ratio,low_density_growth_rate,density_growth_curve
1,78494,49297,49297,0.0,0.0,0.5,4.5,11.0,linear
2,77948,48890,48890,0.0,0.0,0.5,4.5,11.0,linear
3,82459,51204,51204,0.0,0.0,0.5,4.5,11.0,linear
4,83020,51951,51951,0.0,0.0,0.5,4.5,11.0,linear
5,75080,48483,48483,0.0,0.0,0.5,4.5,11.0,linear
6,73734,48050,48050,0.0,0.0,0.5,4.5,11.0,linear
7,84140,52858,52858,0.0,0.0,0.5,4.5,11.0,linear
8,82998,52373,52373,0.0,0.0,0.5,4.5,11.0,linear
9,67184,44521,44521,0.0,0.0,0.5,4.5,11.0,linear
10,71509,46677,46677,0.0,0.0,0.5,4.5,11.0,linear
11,95099,57897,57897,0.0,0.0,0.5,4.5,11.0,linear
12,112546,53164,53164,0.239307,0.239307,0.5,4.5,11.0,linear
13,94209,38108,38108,0.350123,0.410243,0.5,4.5,11.0,linear
14,107670,40605,40605,0.350468,0.450178,0.5,4.5,11.0,linear
15,126862,43646,43646,0.369202,0.49457,0.5,4.5,11.0,linear
16,124478,38026,38026,0.39969,0.558554,0.5,4.5,11.0,linear
17,117361,32471,32471,0.433185,0.634277,0.5,4.5,11.0,linear
18,121029,30406,30406,0.452755,0.678005,0.5,4.5,11.0,linear
19,122987,27944,27944,0.463569,0.707958,0.5,4.5,11.0,linear
20,124146,24752,24752,0.47676,0.733168,0.5,4.5,11.0,linear
21,122991,22310,22310,0.48559,0.752558,0.5,4.5,11.0,linear
22,123689,21247,21247,0.491599,0.762506,0.5,4.5,11.0,linear
23,122351,20300,20300,0.496136,0.770704,0.5,4.5,11.0,linear
24,121025,19359,19359,0.500456,0.776845,0.5,4.5,11.0,linear
25,119912,18801,18801,0.504426,0.781925,0.5,4.5,11.0,linear
26,118553,18256,18256,0.505905,0.783934,0.5,4.5,11.0,linear
27,117436,17853,17853,0.507979,0.786571,0.5,4.5,11.0,linear
28,117288,17562,17562,0.510968,0.789289,0.5,4.5,11.0,linear
29,116315,17221,17221,0.513894,0.794338,0.5,4.5,11.0,linear
30,115526,16671,16671,0.516304,0.797692,0.5,4.5,11.0,linear
31,114472,16238,16238,0.517895,0.799747,0.5,4.5,11.0,linear
32,113909,15827,15827,0.520448,0.802898,0.5,4.5,11.0,linear
33,113126,15529,15529,0.523222,0.804362,0.5,4.5,11.0,linear
34,111911,15352,15352,0.524568,0.805426,0.5,4.5,11.0,linear
35,111291,15211,15211,0.52488,0.806168,0.5,4.5,11.0,linear
36,110679,15108,15108,0.525552,0.805917,0.5,4.5,11.0,linear
37,110392,15045,15045,0.525869,0.805904,0.5,4.5,11.0,linear
38,110409,14758,14758,0.528061,0.810027,0.5,4.5,11.0,linear
39,110292,14464,14464,0.530039,0.812445,0.5,4.5,11.0,linear
40,109425,14161,14161,0.532234,0.814562,0.5,4.5,11.0,linear
41,108081,13901,13901,0.534041,0.816977,0.5,4.5,11.0,linear
42,108012,13842,13842,0.536149,0.819104,0.5,4.5,11.0,linear
43,106730,13459,13459,0.537433,0.821577,0.5,4.5,11.0,linear
44,106518,13193,13193,0.539542,0.823132,0.5,4.5,11.0,linear
45,106254,13060,13060,0.542177,0.82426,0.5,4.5,11.0,linear
46,104944,12748,12748,0.544059,0.825533,0.5,4.5,11.0,linear
47,104078,12710,12710,0.543262,0.824341,0.5,4.5,11.0,linear
48,103831,12685,12685,0.543669,0.825188,0.5,4.5,11.0,linear
49,103667,12694,12694,0.545547,0.826187,0.5,4.5,11.0,linear
50,102913,12439,12439,0.545939,0.827559,0.5,4.5,11.0,linear
51,103222,12377,12377,0.546732,0.82734,0.5,4.5,11.0,linear
52,102577,12219,12219,0.54904,0.830187,0.5,4.5,11.0,linear
53,101963,11943,11943,0.550656,0.833057,0.5,4.5,11.0,linear
54,101769,11732,11732,0.552117,0.835099,0.5,4.5,11.0,linear
55,101448,11564,11564,0.554651,0.838184,0.5,4.5,11.0,linear
56,100114,11230,11230,0.55681,0.840399,0.5,4.5,11.0,linear
57,99579,11016,11016,0.558373,0.839986,0.5,4.5,11.0,linear
58,98906,10941,10941,0.55943,0.83959,0.5,4.5,11.0,linear
59,98362,10851,10851,0.56014,0.839457,0.5,4.5,11.0,linear
60,97823,10738,10738,0.562988,0.841314,0.5,4.5,11.0,linear
61,97263,10576,10576,0.565532,0.845618,0.5,4.5,11.0,linear
62,96919,10311,10311,0.566492,0.845844,0.5,4.5,11.0,linear
63,96334,10263,10263,0.567471,0.846437,0.5,4.5,11.0,linear
64,95200,9990,9990,0.568219,0.847933,0.5,4.5,11.0,linear
65,95172,9923,9923,0.570203,0.847635,0.5,4.5,11.0,linear
66,94520,9823,9823,0.571652,0.850153,0.5,4.5,11.0,linear
67,94562,9679,9679,0.573913,0.850835,0.5,4.5,11.0,linear
68,93509,9511,9511,0.573515,0.849826,0.5,4.5,11.0,linear
69,93358,9556,9556,0.575778,0.852625,0.5,4.5,11.0,linear
70,92707,9370,9370,0.576452,0.853735,0.5,4.5,11.0,linear
71,92769,9158,9158,0.578952,0.855153,0.5,4.5,11.0,linear
72,92260,8958,8958,0.581893,0.856381,0.5,4.5,11.0,linear
73,90941,8794,8794,0.582958,0.857088,0.5,4.5,11.0,linear
74,90134,8641,8641,0.585072,0.857567,0.5,4.5,11.0,linear
75,89355,8558,8558,0.586977,0.857294,0.5,4.5,11.0,linear
76,88552,8471,8471,0.587985,0.858535,0.5,4.5,11.0,linear
77,87994,8334,8334,0.590114,0.863147,0.5,4.5,11.0,linear
78,88132,8174,8174,0.592014,0.8649,0.5,4.5,11.0,linear
79,88055,8120,8120,0.594354,0.865975,0.5,4.5,11.0,linear
80,87054,7974,7974,0.595611,0.867405,0.5,4.5,11.0,linear
81,86575,7820,7820,0.599719,0.87122,0.5,4.5,11.0,linear
82,85681,7387,7387,0.603079,0.873485,0.5,4.5,11.0,linear
83,85212,7214,7214,0.606334,0.875221,0.5,4.5,11.0,linear
84,83737,7029,7029,0.60919,0.87618,0.5,4.5,11.0,linear
85,82852,6742,6742,0.613197,0.87735,0.5,4.5,11.0,linear
86,81665,6584,6584,0.614843,0.878286,0.5,4.5,11.0,linear
87,80950,6413,6413,0.619653,0.881636,0.5,4.5,11.0,linear
88,79625,6242,6242,0.624813,0.885816,0.5,4.5,11.0,linear
89,78770,5998,5998,0.631136,0.890957,0.5,4.5,11.0,linear
90,77563,5597,5597,0.636972,0.896283,0.5,4.5,11.0,linear
91,76214,5244,5244,0.643297,0.898663,0.5,4.5,11.0,linear
92,74920,4962,4962,0.650854,0.902775,0.5,4.5,11.0,linear
93,73392,4676,4676,0.658865,0.906504,0.5,4.5,11.0,linear
94,71354,4358,4358,0.665974,0.909862,0.5,4.5,11.0,linear
95,70133,4082,4082,0.673687,0.913589,0.5,4.5,11.0,linear
96,68732,3824,3824,0.683789,0.917409,0.5,4.5,11.0,linear
97,66689,3476,3476,0.692188,0.922322,0.5,4.5,11.0,linear
98,65019,3107,3107,0.705035,0.927165,0.5,4.5,11.0,linear
99,63273,2858,2858,0.717032,0.929764,0.5,4.5,11.0,linear
100,61316,2619,2619,0.730372,0.934551,0.5,4.5,11.0,linear
101,59547,2324,2324,0.741335,0.941412,0.5,4.5,11.0,linear
102,58166,1983,1983,0.757205,0.947999,0.5,4.5,11.0,linear
103,56420,1733,1733,0.776346,0.953441,0.5,4.5,11.0,linear
104,54722,1471,1471,0.792978,0.958774,0.5,4.5,11.0,linear
105,52982,1249,1249,0.811263,0.961739,0.5,4.5,11.0,linear
106,51388,1073,1073,0.826187,0.967877,0.5,4.5,11.0,linear
107,50050,885,885,0.846455,0.972924,0.5,4.5,11.0,linear
108,48548,746,746,0.866267,0.977048,0.5,4.5,11.0,linear
109,47005,582,582,0.883489,0.98156,0.5,4.5,11.0,linear
110,45706,451,451,0.903685,0.985964,0.5,4.5,11.0,linear
111,44744,332,332,0.92077,0.989975,0.5,4.5,11.0,linear
112,44036,217,217,0.938471,0.993255,0.5,4.5,11.0,linear
113,43630,150,150,0.951575,0.995124,0.5,4.5,11.0,linear
114,42522,99,99,0.964499,0.99671,0.5,4.5,11.0,linear
115,41786,61,61,0.976721,0.998013,0.5,4.5,11.0,linear
116,41259,36,36,0.984329,0.998728,0.5,4.5,11.0,linear
117,41001,25,25,0.990275,0.999297,0.5,4.5,11.0,linear
118,41018,16,16,0.993387,0.999587,0.5,4.5,11.0,linear
119,40746,11,11,0.995982,0.999706,0.5,4.5,11.0,linear
120,40670,7,7,0.997433,0.999828,0.5,4.5,11.0,linear
121,40801,4,4,0.998225,0.999902,0.5,4.5,11.0,linear
122,40731,1,1,0.998908,0.999975,0.5,4.5,11.0,linear
123,40527,0,0,0.999445,1.0,0.5,4.5,11.0,linear

