generation,size,female_size,fertile_female_size,rate_dr,rate_has_drive,drive_efficiency,drop_ratio,low_density_growth_rate,density_growth_curve
1,78389,49529,49529,0.0,0.0,0.0,2.0,3.0,linear
2,78112,49189,49189,0.0,0.0,0.0,2.0,3.0,linear
3,78047,49318,49318,0.0,0.0,0.0,2.0,3.0,linear
4,78831,50083,50083,0.0,0.0,0.0,2.0,3.0,linear
5,79202,50294,50294,0.0,0.0,0.0,2.0,3.0,linear
6,78638,50206,50206,0.0,0.0,0.0,2.0,3.0,linear
7,78613,50129,50129,0.0,0.0,0.0,2.0,3.0,linear
8,79020,50261,50261,0.0,0.0,0.0,2.0,3.0,linear
9,78719,50093,50093,0.0,0.0,0.0,2.0,3.0,linear
10,78265,49986,49986,0.0,0.0,0.0,2.0,3.0,linear
11,78100,49863,49863,0.0,0.0,0.0,2.0,3.0,linear
12,90273,49925,49925,0.115569,0.130366,0.0,2.0,3.0,linear
13,94242,47903,47903,0.184118,0.221987,0.0,2.0,3.0,linear
14,90973,44529,44529,0.215329,0.281694,0.0,2.0,3.0,linear
15,87071,40314,40314,0.24887,0.345386,0.0,2.0,3.0,linear
16,83955,36175,36175,0.28106,0.405872,0.0,2.0,3.0,linear
17,80238,31785,31785,0.310765,0.45853,0.0,2.0,3.0,linear
18,76623,28014,28014,0.334352,0.499817,0.0,2.0,3.0,linear
19,72871,24652,24652,0.357618,0.536726,0.0,2.0,3.0,linear
20,69499,21756,21756,0.374818,0.561238,0.0,2.0,3.0,linear
21,65580,19501,19501,0.390281,0.582582,0.0,2.0,3.0,linear
22,61909,17437,17437,0.406441,0.602139,0.0,2.0,3.0,linear
23,58515,15615,15615,0.424513,0.621785,0.0,2.0,3.0,linear
24,55181,14056,14056,0.439195,0.63645,0.0,2.0,3.0,linear
25,51890,12693,12693,0.455118,0.654382,0.0,2.0,3.0,linear
26,48771,11376,11376,0.473433,0.672714,0.0,2.0,3.0,linear
27,45862,9925,9925,0.491702,0.695755,0.0,2.0,3.0,linear
28,43624,8796,8796,0.51401,0.720096,0.0,2.0,3.0,linear
29,41203,7556,7556,0.537918,0.741204,0.0,2.0,3.0,linear
30,38691,6536,6536,0.562283,0.760532,0.0,2.0,3.0,linear
31,35970,5627,5627,0.586496,0.779224,0.0,2.0,3.0,linear
32,33431,4723,4723,0.612633,0.798381,0.0,2.0,3.0,linear
33,31298,3868,3868,0.64189,0.819782,0.0,2.0,3.0,linear
34,29626,3306,3306,0.670591,0.838061,0.0,2.0,3.0,linear
35,27853,2720,2720,0.698259,0.859097,0.0,2.0,3.0,linear
36,26527,2197,2197,0.73066,0.877827,0.0,2.0,3.0,linear
37,24888,1724,1724,0.767419,0.900071,0.0,2.0,3.0,linear
38,23559,1304,1304,0.803334,0.920439,0.0,2.0,3.0,linear
39,22422,968,968,0.835416,0.936397,0.0,2.0,3.0,linear
40,21351,711,711,0.870559,0.95301,0.0,2.0,3.0,linear
41,20369,483,483,0.899679,0.965569,0.0,2.0,3.0,linear
42,19649,339,339,0.924715,0.976257,0.0,2.0,3.0,linear
43,19208,208,208,0.946736,0.985692,0.0,2.0,3.0,linear
44,18835,126,126,0.963269,0.99126,0.0,2.0,3.0,linear
45,18721,69,69,0.97543,0.995355,0.0,2.0,3.0,linear
46,18676,42,42,0.985742,0.997175,0.0,2.0,3.0,linear
47,18415,21,21,0.991483,0.99854,0.0,2.0,3.0,linear
48,18228,12,12,0.995346,0.999179,0.0,2.0,3.0,linear
49,17884,7,7,0.997431,0.999553,0.0,2.0,3.0,linear
50,17940,3,3,0.998691,0.999833,0.0,2.0,3.0,linear
51,18014,0,0,0.999473,1.0,0.0,2.0,3.0,linear

