generation,size,female_size,fertile_female_size,rate_dr,rate_has_drive,rate_complete_r2,rate_partial_r2,drive_efficiency,drop_ratio,low_density_growth_rate,density_growth_curve
1,77986,48997,48997,0.0,0.0,0.0,0.0,0.5,0.9,6.0,linear
2,77784,48665,48665,0.0,0.0,0.0,0.0,0.5,0.9,6.0,linear
3,79870,49963,49963,0.0,0.0,0.0,0.0,0.5,0.9,6.0,linear
4,80955,50991,50991,0.0,0.0,0.0,0.0,0.5,0.9,6.0,linear
5,79576,50679,50679,0.0,0.0,0.0,0.0,0.5,0.9,6.0,linear
6,76845,49594,49594,0.0,0.0,0.0,0.0,0.5,0.9,6.0,linear
7,77397,49694,49694,0.0,0.0,0.0,0.0,0.5,0.9,6.0,linear
8,78933,50267,50267,0.0,0.0,0.0,0.0,0.5,0.9,6.0,linear
9,79921,50536,50536,0.0,0.0,0.0,0.0,0.5,0.9,6.0,linear
10,78371,49504,49504,0.0,0.0,0.0,0.0,0.5,0.9,6.0,linear
11,78413,49652,49652,0.0,0.0,0.0,0.0,0.5,0.9,6.0,linear
12,84115,49848,49848,0.0564658,0.0649282,0.0,0.0,0.5,0.9,6.0,linear
13,86020,48784,48784,0.0955204,0.119328,0.0,0.0,0.5,0.9,6.0,linear
14,83702,46885,46885,0.115412,0.159401,0.000131259,0.0,0.5,0.9,6.0,linear
15,82566,44808,44792,0.137329,0.20407,0.000681566,0.0,0.5,0.9,6.0,linear
16,82300,42911,42838,0.158071,0.247784,0.00182536,0.0,0.5,0.9,6.0,linear
17,83899,41520,41324,0.176028,0.283944,0.00400734,0.0,0.5,0.9,6.0,linear
18,83951,40130,39691,0.192756,0.318104,0.00732635,0.0,0.5,0.9,6.0,linear
19,84027,38672,37870,0.204747,0.343607,0.0115229,0.0,0.5,0.9,6.0,linear
20,84058,37812,36528,0.21578,0.36686,0.0170489,0.0,0.5,0.9,6.0,linear
21,84391,36683,34819,0.224537,0.384667,0.0235832,0.0,0.5,0.9,6.0,linear
22,84088,35631,33111,0.232381,0.40067,0.0309761,0.0,0.5,0.9,6.0,linear
23,84412,34957,31706,0.238257,0.412053,0.0388504,0.0,0.5,0.9,6.0,linear
