generation,size,female_size,fertile_female_size,rate_dr,rate_has_drive,rate_complete_r2,rate_partial_r2,drive_efficiency,drop_ratio,low_density_growth_rate,density_growth_curve
1,78227,49166,49166,0.0,0.0,0.0,0.0,0.5,0.5,6.0,linear
2,77785,48735,48735,0.0,0.0,0.0,0.0,0.5,0.5,6.0,linear
3,80179,50023,50023,0.0,0.0,0.0,0.0,0.5,0.5,6.0,linear
4,80622,50617,50617,0.0,0.0,0.0,0.0,0.5,0.5,6.0,linear
5,79110,50207,50207,0.0,0.0,0.0,0.0,0.5,0.5,6.0,linear
6,78393,49952,49952,0.0,0.0,0.0,0.0,0.5,0.5,6.0,linear
7,77661,49453,49453,0.0,0.0,0.0,0.0,0.5,0.5,6.0,linear
8,77700,49419,49419,0.0,0.0,0.0,0.0,0.5,0.5,6.0,linear
9,79260,50055,50055,0.0,0.0,0.0,0.0,0.5,0.5,6.0,linear
10,79478,50389,50389,0.0,0.0,0.0,0.0,0.5,0.5,6.0,linear
11,78895,50235,50235,0.0,0.0,0.0,0.0,0.5,0.5,6.0,linear
12,80442,49637,49637,0.0334053,0.0390945,0.0,0.0,0.5,0.5,6.0,linear
13,81513,48983,48983,0.0578873,0.0741741,0.0,0.0,0.5,0.5,6.0,linear
14,80780,47740,47740,0.071211,0.101353,8.1111e-05,0.0,0.5,0.5,6.0,linear
15,80497,46538,46529,0.0863819,0.132315,0.000403426,0.0,0.5,0.5,6.0,linear
16,81094,45642,45605,0.10096,0.162702,0.00104759,0.0,0.5,0.5,6.0,linear
17,82366,44901,44786,0.112686,0.186205,0.00221939,0.0,0.5,0.5,6.0,linear
18,82309,43975,43747,0.123939,0.208987,0.0039362,0.0,0.5,0.5,6.0,linear
19,81568,42878,42479,0.134232,0.229893,0.00656023,0.0,0.5,0.5,6.0,linear
20,82079,42382,41706,0.140493,0.242914,0.00967666,0.0,0.5,0.5,6.0,linear
21,82345,41892,40920,0.147214,0.256589,0.0134972,0.0,0.5,0.5,6.0,linear
22,83216,41744,40339,0.153497,0.268381,0.0174894,0.0,0.5,0.5,6.0,linear
23,82696,41070,39219,0.158037,0.278338,0.022148,0.0,0.5,0.5,6.0,linear
24,82555,40520,38171,0.164188,0.290674,0.0273406,0.0,0.5,0.5,6.0,linear
25,82548,40314,37503,0.168315,0.29976,0.0322086,0.0,0.5,0.5,6.0,linear
26,83002,40041,36697,0.17185,0.306928,0.0371618,0.0,0.5,0.5,6.0,linear
27,82807,39469,35730,0.174882,0.31296,0.0431858,0.0,0.5,0.5,6.0,linear
28,82916,39061,34766,0.177195,0.317522,0.0479004,0.0,0.5,0.5,6.0,linear
29,82739,38842,34074,0.179847,0.323141,0.0533439,0.0,0.5,0.5,6.0,linear
30,82887,38728,33374,0.179383,0.322531,0.05958,0.0,0.5,0.5,6.0,linear
31,83129,38801,32914,0.180522,0.324609,0.0654784,0.0,0.5,0.5,6.0,linear
32,83291,38802,32353,0.180928,0.325442,0.0711224,0.0,0.5,0.5,6.0,linear
33,83752,39053,32068,0.181179,0.325967,0.0759726,0.0,0.5,0.5,6.0,linear
34,83595,38764,31305,0.181739,0.327139,0.0801027,0.0,0.5,0.5,6.0,linear
35,83175,38674,30817,0.180888,0.325864,0.0844694,0.0,0.5,0.5,6.0,linear
36,83557,38972,30639,0.182174,0.327739,0.0884426,0.0,0.5,0.5,6.0,linear
37,83104,38607,29954,0.1834,0.330405,0.0926852,0.0,0.5,0.5,6.0,linear
38,83491,38528,29484,0.183251,0.330322,0.0966939,0.0,0.5,0.5,6.0,linear
39,82710,38412,28973,0.1832,0.3303,0.100787,0.0,0.5,0.5,6.0,linear
