generation,size,female_size,fertile_female_size,rate_dr,rate_has_drive,rate_complete_r2,rate_partial_r2,drive_efficiency,drop_ratio,low_density_growth_rate,density_growth_curve
1,78357,49316,49316,0.0,0.0,0.0,0.0,0.5,0.9,6.0,linear
2,78308,49179,49179,0.0,0.0,0.0,0.0,0.5,0.9,6.0,linear
3,79750,50306,50306,0.0,0.0,0.0,0.0,0.5,0.9,6.0,linear
4,80508,50786,50786,0.0,0.0,0.0,0.0,0.5,0.9,6.0,linear
5,78754,50067,50067,0.0,0.0,0.0,0.0,0.5,0.9,6.0,linear
6,76383,48809,48809,0.0,0.0,0.0,0.0,0.5,0.9,6.0,linear
7,77881,49709,49709,0.0,0.0,0.0,0.0,0.5,0.9,6.0,linear
8,79720,50308,50308,0.0,0.0,0.0,0.0,0.5,0.9,6.0,linear
9,79033,49942,49942,0.0,0.0,0.0,0.0,0.5,0.9,6.0,linear
10,79245,50323,50323,0.0,0.0,0.0,0.0,0.5,0.9,6.0,linear
11,78914,50261,50261,0.0,0.0,0.0,0.0,0.5,0.9,6.0,linear
12,83502,49871,49871,0.0573857,0.0666608,0.0,0.0,0.5,0.9,6.0,linear
13,86269,49257,49257,0.095462,0.11943,0.0,0.0,0.5,0.9,6.0,linear
14,83793,46845,46845,0.116427,0.161144,7.05648e-05,0.0,0.5,0.9,6.0,linear
15,81833,44389,44382,0.139263,0.208195,0.000297101,0.0,0.5,0.9,6.0,linear
16,82783,42958,42922,0.15848,0.249205,0.000860317,0.0,0.5,0.9,6.0,linear
17,83984,41633,41543,0.177311,0.287894,0.00170242,0.0,0.5,0.9,6.0,linear
18,84462,40030,39838,0.19225,0.318787,0.00294197,0.0,0.5,0.9,6.0,linear
19,84247,38696,38366,0.204638,0.34428,0.00483883,0.0,0.5,0.9,6.0,linear
20,84670,37923,37375,0.214448,0.364258,0.00740906,0.0,0.5,0.9,6.0,linear
21,84982,37096,36281,0.222437,0.379729,0.0102082,0.0,0.5,0.9,6.0,linear
22,84150,36059,34952,0.228838,0.393631,0.0133145,0.0,0.5,0.9,6.0,linear
23,84314,35471,34035,0.235827,0.407655,0.0170999,0.0,0.5,0.9,6.0,linear
24,84303,34987,33167,0.240609,0.416684,0.0206725,0.0,0.5,0.9,6.0,linear
25,84238,34324,32234,0.245767,0.426905,0.0244692,0.0,0.5,0.9,6.0,linear
26,83779,33956,31512,0.248737,0.433522,0.028887,0.0,0.5,0.9,6.0,linear
27,83642,33341,30470,0.253097,0.441764,0.0333458,0.0,0.5,0.9,6.0,linear
28,83164,32864,29574,0.256283,0.448349,0.0381007,0.0,0.5,0.9,6.0,linear
29,83553,32549,28875,0.259622,0.454328,0.0424133,0.0,0.5,0.9,6.0,linear
30,83177,32138,28142,0.261612,0.458745,0.0466699,0.0,0.5,0.9,6.0,linear
31,82454,31652,27355,0.261644,0.45963,0.051474,0.0,0.5,0.9,6.0,linear
32,82551,31629,26903,0.264026,0.463616,0.0553265,0.0,0.5,0.9,6.0,linear
33,82727,31379,26416,0.265012,0.466326,0.0594452,0.0,0.5,0.9,6.0,linear
34,82569,31273,25985,0.265842,0.466639,0.0641089,0.0,0.5,0.9,6.0,linear
35,82717,31285,25616,0.26621,0.467492,0.0684785,0.0,0.5,0.9,6.0,linear
36,82684,31158,25106,0.267867,0.470219,0.0724861,0.0,0.5,0.9,6.0,linear
37,82491,31107,24722,0.26824,0.472095,0.0755815,0.0,0.5,0.9,6.0,linear
38,82442,30934,24243,0.268971,0.473193,0.0791083,0.0,0.5,0.9,6.0,linear
39,82345,30811,23860,0.268349,0.472644,0.083709,0.0,0.5,0.9,6.0,linear
40,82223,30789,23443,0.269007,0.473067,0.0871747,0.0,0.5,0.9,6.0,linear
41,82302,30784,23146,0.26802,0.472246,0.0912937,0.0,0.5,0.9,6.0,linear
42,82366,30942,22919,0.267471,0.471464,0.0948842,0.0,0.5,0.9,6.0,linear
43,82629,30929,22723,0.268004,0.470986,0.0987827,0.0,0.5,0.9,6.0,linear
44,82680,31008,22437,0.267715,0.469558,0.101132,0.0,0.5,0.9,6.0,linear
45,82223,31007,22252,0.266913,0.469075,0.104386,0.0,0.5,0.9,6.0,linear
46,82439,30939,22007,0.267693,0.470191,0.105971,0.0,0.5,0.9,6.0,linear
47,82509,31040,21894,0.267727,0.470629,0.108225,0.0,0.5,0.9,6.0,linear
48,82483,31015,21593,0.26662,0.468707,0.110414,0.0,0.5,0.9,6.0,linear
49,82666,31153,21493,0.266413,0.468174,0.114109,0.0,0.5,0.9,6.0,linear
50,82673,31127,21211,0.266955,0.469255,0.116222,0.0,0.5,0.9,6.0,linear
51,82272,30986,20913,0.268002,0.470428,0.117702,0.0,0.5,0.9,6.0,linear
52,82465,31006,20785,0.267012,0.469361,0.120706,0.0,0.5,0.9,6.0,linear
53,82183,30949,20556,0.268156,0.471434,0.121788,0.0,0.5,0.9,6.0,linear
54,82374,30957,20586,0.26761,0.469937,0.123482,0.0,0.5,0.9,6.0,linear
55,82443,31085,20626,0.266454,0.468443,0.124799,0.0,0.5,0.9,6.0,linear
56,82837,31338,20642,0.267177,0.469565,0.12589,0.0,0.5,0.9,6.0,linear
57,82385,31015,20291,0.268259,0.471798,0.127392,0.0,0.5,0.9,6.0,linear
58,82538,31152,20224,0.266871,0.469178,0.128572,0.0,0.5,0.9,6.0,linear
59,82361,31211,20235,0.266162,0.468684,0.130478,0.0,0.5,0.9,6.0,linear
60,82876,31176,19993,0.264632,0.465408,0.130769,0.0,0.5,0.9,6.0,linear
61,83621,31510,20204,0.265204,0.466413,0.132533,0.0,0.5,0.9,6.0,linear
62,83020,31386,19905,0.26676,0.468542,0.134107,0.0,0.5,0.9,6.0,linear
63,82896,31380,19823,0.265618,0.46591,0.134462,0.0,0.5,0.9,6.0,linear
64,82936,31524,19905,0.264612,0.464796,0.134638,0.0,0.5,0.9,6.0,linear
65,82891,31575,19973,0.263255,0.463221,0.135376,0.0,0.5,0.9,6.0,linear
66,83007,31499,19814,0.263814,0.463105,0.135987,0.0,0.5,0.9,6.0,linear
67,83079,31489,19807,0.263412,0.461801,0.136378,0.0,0.5,0.9,6.0,linear
68,83219,31831,19989,0.264288,0.463665,0.137204,0.0,0.5,0.9,6.0,linear
69,82806,31706,19895,0.264622,0.464896,0.137581,0.0,0.5,0.9,6.0,linear
70,83177,31666,19847,0.265123,0.465965,0.137657,0.0,0.5,0.9,6.0,linear
71,83394,31583,19818,0.265059,0.465984,0.137723,0.0,0.5,0.9,6.0,linear
72,82911,31506,19779,0.265701,0.466938,0.136606,0.0,0.5,0.9,6.0,linear
73,82625,31543,19708,0.26572,0.46717,0.137152,0.0,0.5,0.9,6.0,linear
74,82444,31460,19570,0.264844,0.465224,0.138705,0.0,0.5,0.9,6.0,linear
75,82784,31330,19436,0.266652,0.468738,0.139424,0.0,0.5,0.9,6.0,linear
76,82186,31052,19193,0.266933,0.469054,0.140312,0.0,0.5,0.9,6.0,linear
77,82578,31254,19331,0.26738,0.470579,0.139703,0.0,0.5,0.9,6.0,linear
78,82885,31136,19256,0.26829,0.472195,0.140192,0.0,0.5,0.9,6.0,linear
79,82630,31039,19112,0.267749,0.470851,0.140918,0.0,0.5,0.9,6.0,linear
80,82720,31051,19050,0.268493,0.472511,0.141307,0.0,0.5,0.9,6.0,linear
81,82684,30898,18862,0.266804,0.470291,0.142926,0.0,0.5,0.9,6.0,linear
82,82152,30816,18837,0.268057,0.472358,0.143508,0.0,0.5,0.9,6.0,linear
83,82335,30874,18819,0.267815,0.471184,0.143994,0.0,0.5,0.9,6.0,linear
84,82193,30994,18898,0.26829,0.471623,0.144372,0.0,0.5,0.9,6.0,linear
85,81952,31122,18945,0.267841,0.47075,0.144421,0.0,0.5,0.9,6.0,linear
86,81923,31036,18880,0.268079,0.471093,0.144017,0.0,0.5,0.9,6.0,linear
87,82361,30992,18760,0.268313,0.470961,0.143869,0.0,0.5,0.9,6.0,linear
88,82310,30849,18756,0.267283,0.469786,0.143222,0.0,0.5,0.9,6.0,linear
89,82207,31099,18912,0.265372,0.466663,0.144087,0.0,0.5,0.9,6.0,linear
90,82464,31115,18980,0.267059,0.469212,0.143638,0.0,0.5,0.9,6.0,linear
91,82267,30990,19015,0.265726,0.467275,0.14287,0.0,0.5,0.9,6.0,linear
92,82997,31159,19080,0.26571,0.466964,0.143135,0.0,0.5,0.9,6.0,linear
93,83565,31471,19196,0.265033,0.465756,0.143963,0.0,0.5,0.9,6.0,linear
94,83690,31744,19385,0.264417,0.464605,0.144539,0.0,0.5,0.9,6.0,linear
95,83490,31635,19328,0.264106,0.46424,0.143625,0.0,0.5,0.9,6.0,linear
96,83050,31439,19131,0.264013,0.464478,0.144399,0.0,0.5,0.9,6.0,linear
97,82904,31515,19134,0.264696,0.464443,0.144268,0.0,0.5,0.9,6.0,linear
98,83641,31942,19428,0.265103,0.465583,0.143541,0.0,0.5,0.9,6.0,linear
99,83418,31618,19335,0.264389,0.464464,0.143951,0.0,0.5,0.9,6.0,linear
100,82806,31350,19086,0.265532,0.467086,0.143388,0.0,0.5,0.9,6.0,linear
101,82538,31204,19129,0.265339,0.466374,0.143596,0.0,0.5,0.9,6.0,linear
102,82669,31383,19311,0.264693,0.465899,0.142785,0.0,0.5,0.9,6.0,linear
103,82960,31359,19361,0.265397,0.466066,0.141787,0.0,0.5,0.9,6.0,linear
104,82593,31081,19113,0.265592,0.466382,0.141177,0.0,0.5,0.9,6.0,linear
105,82755,31341,19265,0.264246,0.464165,0.142452,0.0,0.5,0.9,6.0,linear
106,83232,31580,19311,0.264433,0.464431,0.142809,0.0,0.5,0.9,6.0,linear
107,83593,31959,19484,0.263733,0.463048,0.143153,0.0,0.5,0.9,6.0,linear
108,83155,31713,19356,0.265031,0.465048,0.143551,0.0,0.5,0.9,6.0,linear
109,83031,31592,19291,0.26447,0.464062,0.144462,0.0,0.5,0.9,6.0,linear
110,82922,31620,19223,0.263864,0.463177,0.143967,0.0,0.5,0.9,6.0,linear
111,82881,31588,19232,0.265332,0.465818,0.14372,0.0,0.5,0.9,6.0,linear
112,82864,31453,19024,0.265393,0.466939,0.142848,0.0,0.5,0.9,6.0,linear
113,83155,31403,18985,0.266214,0.468174,0.143443,0.0,0.5,0.9,6.0,linear
114,82876,31272,19001,0.266208,0.467949,0.143708,0.0,0.5,0.9,6.0,linear
115,82715,31193,18922,0.26611,0.467613,0.143418,0.0,0.5,0.9,6.0,linear
116,83084,31191,19014,0.266573,0.468487,0.143662,0.0,0.5,0.9,6.0,linear
117,83342,31413,19103,0.266708,0.46898,0.143588,0.0,0.5,0.9,6.0,linear
118,82754,31307,19019,0.266747,0.469193,0.143862,0.0,0.5,0.9,6.0,linear
119,82767,31453,19080,0.26641,0.468706,0.14334,0.0,0.5,0.9,6.0,linear
120,82545,31155,18957,0.266534,0.468224,0.143805,0.0,0.5,0.9,6.0,linear
121,82860,31348,19100,0.266309,0.467992,0.14313,0.0,0.5,0.9,6.0,linear
122,82752,31345,19190,0.26467,0.465725,0.143465,0.0,0.5,0.9,6.0,linear
123,82905,31502,19266,0.266131,0.467785,0.143443,0.0,0.5,0.9,6.0,linear
124,82795,31389,19277,0.264977,0.465295,0.142839,0.0,0.5,0.9,6.0,linear
125,82408,31372,19203,0.264911,0.465974,0.14345,0.0,0.5,0.9,6.0,linear
126,82659,31451,19205,0.264889,0.465713,0.143015,0.0,0.5,0.9,6.0,linear
127,82946,31406,19252,0.265759,0.466753,0.142136,0.0,0.5,0.9,6.0,linear
128,83132,31480,19295,0.264633,0.464936,0.142003,0.0,0.5,0.9,6.0,linear
129,83058,31581,19338,0.264855,0.465466,0.142403,0.0,0.5,0.9,6.0,linear
130,83253,31803,19546,0.264927,0.465154,0.142404,0.0,0.5,0.9,6.0,linear
131,82872,31687,19446,0.264821,0.464885,0.142072,0.0,0.5,0.9,6.0,linear
132,82811,31528,19453,0.26484,0.46536,0.141317,0.0,0.5,0.9,6.0,linear
133,82765,31490,19405,0.26502,0.465332,0.141459,0.0,0.5,0.9,6.0,linear
134,82699,31578,19401,0.264426,0.464369,0.141551,0.0,0.5,0.9,6.0,linear
135,82895,31382,19233,0.26494,0.465489,0.14223,0.0,0.5,0.9,6.0,linear
136,82530,31124,19033,0.265933,0.467744,0.1426,0.0,0.5,0.9,6.0,linear
137,82529,31159,18897,0.26515,0.465424,0.143054,0.0,0.5,0.9,6.0,linear
138,82646,31391,19100,0.265099,0.465671,0.143975,0.0,0.5,0.9,6.0,linear
139,82448,31188,18885,0.26521,0.465998,0.143744,0.0,0.5,0.9,6.0,linear
140,82837,31384,19008,0.267358,0.470122,0.143962,0.0,0.5,0.9,6.0,linear
141,82676,31240,18890,0.267469,0.470313,0.143764,0.0,0.5,0.9,6.0,linear
142,82938,31401,19024,0.267566,0.471923,0.144734,0.0,0.5,0.9,6.0,linear
143,83221,31362,19009,0.267446,0.470884,0.144894,0.0,0.5,0.9,6.0,linear
144,83073,31368,18990,0.267375,0.471344,0.145449,0.0,0.5,0.9,6.0,linear
145,82925,31003,18655,0.26901,0.473313,0.145294,0.0,0.5,0.9,6.0,linear
146,82653,30829,18518,0.26991,0.474759,0.14597,0.0,0.5,0.9,6.0,linear
147,82342,30693,18359,0.269303,0.47413,0.145429,0.0,0.5,0.9,6.0,linear
148,82273,30642,18455,0.26812,0.472668,0.14473,0.0,0.5,0.9,6.0,linear
149,82279,30725,18610,0.267749,0.471284,0.14468,0.0,0.5,0.9,6.0,linear
150,82566,31083,18887,0.266345,0.468676,0.143691,0.0,0.5,0.9,6.0,linear
151,82898,31180,18993,0.266622,0.469293,0.14274,0.0,0.5,0.9,6.0,linear
152,82772,31300,19107,0.265858,0.467529,0.143424,0.0,0.5,0.9,6.0,linear
153,82831,31563,19354,0.264969,0.46612,0.142773,0.0,0.5,0.9,6.0,linear
154,83160,31716,19442,0.265033,0.466024,0.14277,0.0,0.5,0.9,6.0,linear
155,83292,31593,19279,0.265264,0.466255,0.143468,0.0,0.5,0.9,6.0,linear
156,83282,31549,19306,0.26639,0.467868,0.143457,0.0,0.5,0.9,6.0,linear
157,82864,31450,19336,0.265148,0.466383,0.143858,0.0,0.5,0.9,6.0,linear
158,82667,31309,19193,0.263849,0.464195,0.144013,0.0,0.5,0.9,6.0,linear
159,82677,31388,19179,0.264871,0.465663,0.143171,0.0,0.5,0.9,6.0,linear
160,82624,31386,19229,0.264421,0.464268,0.143687,0.0,0.5,0.9,6.0,linear
161,83161,31630,19235,0.263617,0.463709,0.14361,0.0,0.5,0.9,6.0,linear
162,83182,31501,19078,0.264178,0.464339,0.144027,0.0,0.5,0.9,6.0,linear
163,83282,31545,19108,0.264729,0.464495,0.144547,0.0,0.5,0.9,6.0,linear
164,83179,31357,19000,0.264511,0.463875,0.144678,0.0,0.5,0.9,6.0,linear
165,83053,31421,19031,0.263457,0.462391,0.144692,0.0,0.5,0.9,6.0,linear
166,82889,31576,19148,0.262374,0.460959,0.144816,0.0,0.5,0.9,6.0,linear
167,82452,31428,19091,0.262543,0.460874,0.144253,0.0,0.5,0.9,6.0,linear
168,83277,31731,19275,0.263086,0.46174,0.143856,0.0,0.5,0.9,6.0,linear
169,82971,31874,19443,0.263885,0.463661,0.143369,0.0,0.5,0.9,6.0,linear
170,83154,31841,19453,0.263614,0.46271,0.143684,0.0,0.5,0.9,6.0,linear
171,83145,31581,19278,0.264662,0.464581,0.143276,0.0,0.5,0.9,6.0,linear
