generation,size,female_size,fertile_female_size,rate_dr,rate_has_drive,rate_complete_r2,rate_partial_r2,drive_efficiency,drop_ratio,low_density_growth_rate,density_growth_curve
1,78442,49277,49277,0.0,0.0,0.0,0.0,0.5,1.4,6.0,linear
2,78435,49397,49397,0.0,0.0,0.0,0.0,0.5,1.4,6.0,linear
3,79989,50418,50418,0.0,0.0,0.0,0.0,0.5,1.4,6.0,linear
4,79330,50252,50252,0.0,0.0,0.0,0.0,0.5,1.4,6.0,linear
5,79017,50404,50404,0.0,0.0,0.0,0.0,0.5,1.4,6.0,linear
6,78340,50187,50187,0.0,0.0,0.0,0.0,0.5,1.4,6.0,linear
7,77823,49861,49861,0.0,0.0,0.0,0.0,0.5,1.4,6.0,linear
8,78466,49705,49705,0.0,0.0,0.0,0.0,0.5,1.4,6.0,linear
9,78355,49547,49547,0.0,0.0,0.0,0.0,0.5,1.4,6.0,linear
10,79492,50225,50225,0.0,0.0,0.0,0.0,0.5,1.4,6.0,linear
11,79174,50143,50143,0.0,0.0,0.0,0.0,0.5,1.4,6.0,linear
12,87221,50154,50154,0.0849921,0.0971671,0.0,0.0,0.5,1.4,6.0,linear
13,89850,48556,48556,0.138255,0.169375,0.0,0.0,0.5,1.4,6.0,linear
14,86478,45579,45579,0.163508,0.220878,4.23837e-06,0.0,0.5,1.4,6.0,linear
15,85589,43064,43063,0.192541,0.281142,3.30415e-05,0.0,0.5,1.4,6.0,linear
16,86202,40706,40704,0.217478,0.333379,8.52903e-05,0.0,0.5,1.4,6.0,linear
17,86453,38258,38252,0.241947,0.382105,0.000155909,0.0,0.5,1.4,6.0,linear
18,86057,35833,35821,0.260241,0.421163,0.000251661,0.0,0.5,1.4,6.0,linear
19,86466,34124,34096,0.274915,0.45161,0.000354403,0.0,0.5,1.4,6.0,linear
20,86712,32596,32557,0.288093,0.478665,0.000450982,0.0,0.5,1.4,6.0,linear
21,86265,31326,31279,0.297041,0.495685,0.000682933,0.0,0.5,1.4,6.0,linear
22,85416,30077,30014,0.306589,0.514904,0.000961047,0.0,0.5,1.4,6.0,linear
23,84830,28918,28827,0.313207,0.527339,0.00131266,0.0,0.5,1.4,6.0,linear
24,84141,28129,28013,0.318871,0.538908,0.00151758,0.0,0.5,1.4,6.0,linear
25,83174,27390,27259,0.322036,0.545552,0.00180421,0.0,0.5,1.4,6.0,linear
26,82439,26634,26470,0.325897,0.55206,0.0021136,0.0,0.5,1.4,6.0,linear
27,82180,26283,26081,0.32992,0.559272,0.00245638,0.0,0.5,1.4,6.0,linear
28,81595,25570,25354,0.333337,0.56572,0.00310372,0.0,0.5,1.4,6.0,linear
29,80960,25075,24830,0.335902,0.570283,0.00347985,0.0,0.5,1.4,6.0,linear
30,80634,24808,24522,0.339059,0.575294,0.00378637,0.0,0.5,1.4,6.0,linear
31,80171,24484,24176,0.342558,0.581479,0.00430059,0.0,0.5,1.4,6.0,linear
32,79320,23988,23641,0.344646,0.585284,0.00476198,0.0,0.5,1.4,6.0,linear
33,79001,23644,23256,0.346717,0.589344,0.00518968,0.0,0.5,1.4,6.0,linear
34,78322,23232,22814,0.346246,0.587946,0.00565277,0.0,0.5,1.4,6.0,linear
35,78068,23004,22544,0.347542,0.589176,0.00628471,0.0,0.5,1.4,6.0,linear
36,77519,22842,22375,0.348357,0.591591,0.00670874,0.0,0.5,1.4,6.0,linear
37,77333,22703,22217,0.348501,0.591302,0.0071591,0.0,0.5,1.4,6.0,linear
38,77112,22650,22120,0.34939,0.593143,0.007798,0.0,0.5,1.4,6.0,linear
39,76970,22594,22016,0.350966,0.595941,0.00841473,0.0,0.5,1.4,6.0,linear
40,76628,22477,21858,0.351757,0.597696,0.00909206,0.0,0.5,1.4,6.0,linear
41,76292,22090,21437,0.353031,0.598966,0.00981231,0.0,0.5,1.4,6.0,linear
42,76084,22027,21320,0.353517,0.599737,0.0105828,0.0,0.5,1.4,6.0,linear
43,76291,22011,21258,0.354701,0.601519,0.0112169,0.0,0.5,1.4,6.0,linear
44,75627,21762,20984,0.354465,0.602153,0.0120177,0.0,0.5,1.4,6.0,linear
45,75649,21686,20846,0.355881,0.60375,0.0131875,0.0,0.5,1.4,6.0,linear
46,75453,21577,20645,0.356324,0.604039,0.0140328,0.0,0.5,1.4,6.0,linear
47,75520,21506,20498,0.356786,0.604974,0.0150775,0.0,0.5,1.4,6.0,linear
48,75102,21503,20442,0.359096,0.608902,0.0157434,0.0,0.5,1.4,6.0,linear
49,75155,21233,20172,0.359485,0.609151,0.0165321,0.0,0.5,1.4,6.0,linear
50,75061,21286,20140,0.357819,0.607016,0.017574,0.0,0.5,1.4,6.0,linear
51,74612,21245,20030,0.35807,0.607139,0.0187949,0.0,0.5,1.4,6.0,linear
52,74045,21051,19817,0.361542,0.613375,0.019491,0.0,0.5,1.4,6.0,linear
53,74270,21052,19750,0.361711,0.613466,0.0200958,0.0,0.5,1.4,6.0,linear
54,74393,20891,19531,0.362386,0.614252,0.0211248,0.0,0.5,1.4,6.0,linear
55,74312,20769,19298,0.361976,0.614069,0.0227052,0.0,0.5,1.4,6.0,linear
56,73986,20852,19316,0.36043,0.610218,0.023719,0.0,0.5,1.4,6.0,linear
57,73890,20999,19405,0.360088,0.61035,0.0251887,0.0,0.5,1.4,6.0,linear
58,73857,20767,19133,0.360562,0.611389,0.0265563,0.0,0.5,1.4,6.0,linear
59,74358,20930,19152,0.361055,0.612417,0.0275644,0.0,0.5,1.4,6.0,linear
60,74394,20868,19022,0.360232,0.610612,0.0284377,0.0,0.5,1.4,6.0,linear
61,74270,20758,18773,0.360618,0.609909,0.0306402,0.0,0.5,1.4,6.0,linear
62,73714,20707,18621,0.359395,0.608594,0.032604,0.0,0.5,1.4,6.0,linear
63,73390,20690,18493,0.359603,0.608107,0.0344129,0.0,0.5,1.4,6.0,linear
64,73406,20699,18404,0.359186,0.607196,0.036148,0.0,0.5,1.4,6.0,linear
65,73882,20854,18443,0.357884,0.6059,0.0375352,0.0,0.5,1.4,6.0,linear
