generation,size,female_size,fertile_female_size,rate_dr,rate_has_drive,rate_complete_r2,rate_partial_r2,drive_efficiency,drop_ratio,low_density_growth_rate,density_growth_curve
1,78076,49242,49242,0.0,0.0,0.0,0.0,0.5,0.3,6.0,linear
2,78172,49154,49154,0.0,0.0,0.0,0.0,0.5,0.3,6.0,linear
3,79805,50049,50049,0.0,0.0,0.0,0.0,0.5,0.3,6.0,linear
4,79217,50342,50342,0.0,0.0,0.0,0.0,0.5,0.3,6.0,linear
5,79918,50804,50804,0.0,0.0,0.0,0.0,0.5,0.3,6.0,linear
6,77877,49742,49742,0.0,0.0,0.0,0.0,0.5,0.3,6.0,linear
7,76189,48839,48839,0.0,0.0,0.0,0.0,0.5,0.3,6.0,linear
8,79075,50339,50339,0.0,0.0,0.0,0.0,0.5,0.3,6.0,linear
9,79913,50676,50676,0.0,0.0,0.0,0.0,0.5,0.3,6.0,linear
10,78443,50033,50033,0.0,0.0,0.0,0.0,0.5,0.3,6.0,linear
11,76739,49365,49365,0.0,0.0,0.0,0.0,0.5,0.3,6.0,linear
12,79459,49748,49748,0.0204597,0.0244583,0.0,0.0,0.5,0.3,6.0,linear
13,81596,49965,49965,0.0348648,0.0452548,0.0,0.0,0.5,0.3,6.0,linear
14,80734,48810,48810,0.0438718,0.0628464,5.9453e-05,0.0,0.5,0.3,6.0,linear
15,79377,47601,47595,0.0539141,0.0830014,0.000167872,0.0,0.5,0.3,6.0,linear
16,79746,47097,47084,0.0630112,0.10188,0.000564359,0.0,0.5,0.3,6.0,linear
17,80666,46829,46770,0.0718418,0.119869,0.00125876,0.0,0.5,0.3,6.0,linear
18,81318,46577,46453,0.0786899,0.133449,0.00212026,0.0,0.5,0.3,6.0,linear
19,81595,46407,46186,0.0841851,0.144547,0.00353027,0.0,0.5,0.3,6.0,linear
20,80504,45545,45154,0.0905465,0.157108,0.00514274,0.0,0.5,0.3,6.0,linear
21,80470,45136,44590,0.0970351,0.170207,0.00708288,0.0,0.5,0.3,6.0,linear
