generation,size,female_size,fertile_female_size,rate_dr,rate_has_drive,rate_complete_r2,rate_partial_r2,drive_efficiency,drop_ratio,low_density_growth_rate,density_growth_curve
1,78732,49532,49532,0.0,0.0,0.0,0.0,0.5,1.6,6.0,linear
2,78377,49318,49318,0.0,0.0,0.0,0.0,0.5,1.6,6.0,linear
3,78986,49940,49940,0.0,0.0,0.0,0.0,0.5,1.6,6.0,linear
4,79682,50261,50261,0.0,0.0,0.0,0.0,0.5,1.6,6.0,linear
5,79878,50588,50588,0.0,0.0,0.0,0.0,0.5,1.6,6.0,linear
6,78509,50253,50253,0.0,0.0,0.0,0.0,0.5,1.6,6.0,linear
7,77426,49647,49647,0.0,0.0,0.0,0.0,0.5,1.6,6.0,linear
8,77622,49580,49580,0.0,0.0,0.0,0.0,0.5,1.6,6.0,linear
9,78517,49780,49780,0.0,0.0,0.0,0.0,0.5,1.6,6.0,linear
10,79203,50170,50170,0.0,0.0,0.0,0.0,0.5,1.6,6.0,linear
11,79380,50110,50110,0.0,0.0,0.0,0.0,0.5,1.6,6.0,linear
12,88010,49825,49825,0.0951643,0.108684,0.0,0.0,0.5,1.6,6.0,linear
13,91787,48724,48724,0.152521,0.186191,0.0,0.0,0.5,1.6,6.0,linear
14,89932,46196,46196,0.181418,0.242478,0.000166138,0.0,0.5,1.6,6.0,linear
15,86891,42354,42334,0.212623,0.307202,0.000747122,0.0,0.5,1.6,6.0,linear
16,87029,39779,39690,0.239159,0.363291,0.00177549,0.0,0.5,1.6,6.0,linear
17,87128,36954,36740,0.263727,0.414597,0.0036981,0.0,0.5,1.6,6.0,linear
18,87293,34406,33951,0.284089,0.455284,0.00681353,0.0,0.5,1.6,6.0,linear
19,86852,32411,31613,0.30122,0.491028,0.0111473,0.0,0.5,1.6,6.0,linear
20,87169,30796,29505,0.313252,0.515103,0.0169491,0.0,0.5,1.6,6.0,linear
21,86186,29019,27164,0.323684,0.536048,0.0232361,0.0,0.5,1.6,6.0,linear
22,85314,27711,25275,0.332784,0.553753,0.0306704,0.0,0.5,1.6,6.0,linear
23,84485,26697,23603,0.340394,0.567522,0.0395025,0.0,0.5,1.6,6.0,linear
24,83405,25917,22125,0.345345,0.576777,0.0476518,0.0,0.5,1.6,6.0,linear
25,82558,25118,20740,0.350497,0.58619,0.0561463,0.0,0.5,1.6,6.0,linear
26,81662,24331,19464,0.355771,0.594704,0.0643593,0.0,0.5,1.6,6.0,linear
27,80556,23463,18163,0.360093,0.602866,0.072635,0.0,0.5,1.6,6.0,linear
28,79783,22654,16889,0.362883,0.606564,0.0812353,0.0,0.5,1.6,6.0,linear
29,78790,22190,15951,0.365436,0.611078,0.0892695,0.0,0.5,1.6,6.0,linear
30,78018,21636,14901,0.369592,0.616957,0.0974902,0.0,0.5,1.6,6.0,linear
31,76600,21081,13921,0.370892,0.619866,0.105048,0.0,0.5,1.6,6.0,linear
32,75960,20679,13217,0.375108,0.625942,0.113097,0.0,0.5,1.6,6.0,linear
33,75136,20293,12466,0.375813,0.626692,0.11951,0.0,0.5,1.6,6.0,linear
34,74918,19962,11833,0.380045,0.633431,0.124726,0.0,0.5,1.6,6.0,linear
35,74081,19645,11389,0.382207,0.636685,0.129354,0.0,0.5,1.6,6.0,linear
36,73585,19343,10847,0.383395,0.639104,0.134188,0.0,0.5,1.6,6.0,linear
37,72738,18978,10355,0.385743,0.642256,0.139388,0.0,0.5,1.6,6.0,linear
38,72000,18641,9888,0.387376,0.645223,0.142654,0.0,0.5,1.6,6.0,linear
39,71487,18375,9527,0.388974,0.646952,0.145772,0.0,0.5,1.6,6.0,linear
40,70585,17994,9185,0.392153,0.651517,0.148209,0.0,0.5,1.6,6.0,linear
41,69416,17583,8763,0.393325,0.652729,0.151226,0.0,0.5,1.6,6.0,linear
42,69052,17466,8463,0.395785,0.65526,0.153574,0.0,0.5,1.6,6.0,linear
43,68651,17062,8180,0.397756,0.658186,0.154542,0.0,0.5,1.6,6.0,linear
44,68501,16982,7959,0.398447,0.659493,0.157114,0.0,0.5,1.6,6.0,linear
45,67795,16622,7726,0.401197,0.663901,0.157724,0.0,0.5,1.6,6.0,linear
46,67197,16288,7478,0.403516,0.667341,0.160031,0.0,0.5,1.6,6.0,linear
47,66367,15859,7223,0.407037,0.671908,0.16101,0.0,0.5,1.6,6.0,linear
48,65972,15565,7023,0.409237,0.674382,0.161879,0.0,0.5,1.6,6.0,linear
49,65344,15347,6887,0.410263,0.67574,0.162804,0.0,0.5,1.6,6.0,linear
50,64253,15011,6689,0.410433,0.675532,0.163668,0.0,0.5,1.6,6.0,linear
51,64001,14887,6555,0.412926,0.678463,0.164173,0.0,0.5,1.6,6.0,linear
52,63625,14746,6356,0.415376,0.681661,0.166859,0.0,0.5,1.6,6.0,linear
53,63035,14487,6183,0.416816,0.682586,0.16759,0.0,0.5,1.6,6.0,linear
54,62208,14183,6057,0.417969,0.684083,0.167646,0.0,0.5,1.6,6.0,linear
55,62026,14128,5981,0.419489,0.684913,0.167842,0.0,0.5,1.6,6.0,linear
56,61012,13936,5814,0.418762,0.683911,0.169969,0.0,0.5,1.6,6.0,linear
57,60808,13677,5628,0.420482,0.687756,0.17065,0.0,0.5,1.6,6.0,linear
58,60615,13544,5558,0.422359,0.687045,0.170359,0.0,0.5,1.6,6.0,linear
59,59949,13308,5399,0.422993,0.689311,0.171231,0.0,0.5,1.6,6.0,linear
60,59460,13167,5293,0.425256,0.692425,0.171259,0.0,0.5,1.6,6.0,linear
61,58970,12997,5212,0.427836,0.694373,0.171112,0.0,0.5,1.6,6.0,linear
62,58216,12785,5092,0.430267,0.698684,0.171466,0.0,0.5,1.6,6.0,linear
63,57535,12428,4944,0.433489,0.702766,0.169903,0.0,0.5,1.6,6.0,linear
64,57134,12140,4875,0.436494,0.706953,0.169665,0.0,0.5,1.6,6.0,linear
65,56326,11878,4732,0.437334,0.707691,0.168952,0.0,0.5,1.6,6.0,linear
66,55663,11537,4572,0.439402,0.708791,0.169451,0.0,0.5,1.6,6.0,linear
67,55205,11463,4431,0.441932,0.71079,0.168615,0.0,0.5,1.6,6.0,linear
68,54200,11154,4335,0.447031,0.718752,0.167848,0.0,0.5,1.6,6.0,linear
