generation,size,female_size,fertile_female_size,rate_dr,rate_has_drive,rate_complete_r2,rate_partial_r2,drive_efficiency,drop_ratio,low_density_growth_rate,density_growth_curve
1,77709,49004,49004,0.0,0.0,0.0,0.0,0.5,1.8,6.0,linear
2,78045,49192,49192,0.0,0.0,0.0,0.0,0.5,1.8,6.0,linear
3,80448,50570,50570,0.0,0.0,0.0,0.0,0.5,1.8,6.0,linear
4,80733,51061,51061,0.0,0.0,0.0,0.0,0.5,1.8,6.0,linear
5,78232,50142,50142,0.0,0.0,0.0,0.0,0.5,1.8,6.0,linear
6,76554,49478,49478,0.0,0.0,0.0,0.0,0.5,1.8,6.0,linear
7,77059,49521,49521,0.0,0.0,0.0,0.0,0.5,1.8,6.0,linear
8,78790,49844,49844,0.0,0.0,0.0,0.0,0.5,1.8,6.0,linear
9,79227,50027,50027,0.0,0.0,0.0,0.0,0.5,1.8,6.0,linear
10,79101,50175,50175,0.0,0.0,0.0,0.0,0.5,1.8,6.0,linear
11,78894,50119,50119,0.0,0.0,0.0,0.0,0.5,1.8,6.0,linear
12,89049,49979,49979,0.105738,0.119244,0.0,0.0,0.5,1.8,6.0,linear
13,92783,48397,48397,0.168322,0.203331,0.0,0.0,0.5,1.8,6.0,linear
14,90203,45432,45432,0.198638,0.263072,4.13012e-06,0.0,0.5,1.8,6.0,linear
15,87808,41707,41707,0.230764,0.329516,4.48632e-05,0.0,0.5,1.8,6.0,linear
16,87373,38419,38416,0.260236,0.392405,0.000118353,0.0,0.5,1.8,6.0,linear
17,88471,35782,35773,0.285902,0.446217,0.000228948,0.0,0.5,1.8,6.0,linear
18,88566,33090,33068,0.307652,0.491051,0.000397563,0.0,0.5,1.8,6.0,linear
19,88231,30764,30722,0.323342,0.523392,0.000563393,0.0,0.5,1.8,6.0,linear
20,87756,29252,29199,0.335114,0.546463,0.000773628,0.0,0.5,1.8,6.0,linear
21,87070,27810,27741,0.344649,0.565435,0.00101602,0.0,0.5,1.8,6.0,linear
22,85843,26268,26164,0.354252,0.583789,0.00139481,0.0,0.5,1.8,6.0,linear
23,84459,25147,25014,0.362272,0.597272,0.00173356,0.0,0.5,1.8,6.0,linear
24,83407,23967,23817,0.368934,0.608836,0.00226734,0.0,0.5,1.8,6.0,linear
25,82350,23141,22947,0.374163,0.617219,0.00288367,0.0,0.5,1.8,6.0,linear
26,81218,22293,22052,0.379203,0.625244,0.00356051,0.0,0.5,1.8,6.0,linear
27,79805,21455,21159,0.383306,0.632419,0.00428128,0.0,0.5,1.8,6.0,linear
28,78599,20701,20357,0.387671,0.638585,0.00495875,0.0,0.5,1.8,6.0,linear
29,77615,19987,19620,0.391539,0.645045,0.00536124,0.0,0.5,1.8,6.0,linear
30,76710,19446,19051,0.394331,0.649253,0.00614413,0.0,0.5,1.8,6.0,linear
31,75665,18897,18448,0.3979,0.655014,0.00725944,0.0,0.5,1.8,6.0,linear
32,74631,18699,18199,0.399316,0.656005,0.00744748,0.0,0.5,1.8,6.0,linear
33,73693,18297,17811,0.401668,0.659004,0.00848647,0.0,0.5,1.8,6.0,linear
34,73074,18018,17475,0.403339,0.661941,0.00869475,0.0,0.5,1.8,6.0,linear
35,72569,17571,16995,0.407973,0.66878,0.0096694,0.0,0.5,1.8,6.0,linear
36,71583,17056,16403,0.411449,0.673096,0.0106053,0.0,0.5,1.8,6.0,linear
