generation,size,female_size,fertile_female_size,rate_dr,rate_has_drive,rate_complete_r2,rate_partial_r2,drive_efficiency,drop_ratio,low_density_growth_rate,density_growth_curve
1,78309,49264,49264,0.0,0.0,0.0,0.0,0.5,1.2,6.0,linear
2,78301,49149,49149,0.0,0.0,0.0,0.0,0.5,1.2,6.0,linear
3,80118,50472,50472,0.0,0.0,0.0,0.0,0.5,1.2,6.0,linear
4,80543,50748,50748,0.0,0.0,0.0,0.0,0.5,1.2,6.0,linear
5,78831,50066,50066,0.0,0.0,0.0,0.0,0.5,1.2,6.0,linear
6,77239,49435,49435,0.0,0.0,0.0,0.0,0.5,1.2,6.0,linear
7,77944,49830,49830,0.0,0.0,0.0,0.0,0.5,1.2,6.0,linear
8,79075,50269,50269,0.0,0.0,0.0,0.0,0.5,1.2,6.0,linear
9,78999,50044,50044,0.0,0.0,0.0,0.0,0.5,1.2,6.0,linear
10,78740,50088,50088,0.0,0.0,0.0,0.0,0.5,1.2,6.0,linear
11,79392,50623,50623,0.0,0.0,0.0,0.0,0.5,1.2,6.0,linear
12,85278,49967,49967,0.0748954,0.0859144,0.0,0.0,0.5,1.2,6.0,linear
13,87230,48388,48388,0.122744,0.152499,0.0,0.0,0.5,1.2,6.0,linear
14,85449,46082,46082,0.148067,0.203584,0.0,0.0,0.5,1.2,6.0,linear
15,84655,43512,43512,0.172915,0.25542,0.0,0.0,0.5,1.2,6.0,linear
16,85367,41623,41623,0.198598,0.308683,0.0,0.0,0.5,1.2,6.0,linear
17,86120,39522,39522,0.220677,0.354311,0.0,0.0,0.5,1.2,6.0,linear
18,86384,37561,37561,0.238098,0.391063,0.0,0.0,0.5,1.2,6.0,linear
19,86404,36062,36062,0.253993,0.423206,0.0,0.0,0.5,1.2,6.0,linear
20,86175,34567,34567,0.265667,0.446693,0.0,0.0,0.5,1.2,6.0,linear
21,85541,33080,33080,0.276572,0.469403,0.0,0.0,0.5,1.2,6.0,linear
22,85015,31733,31733,0.285178,0.486157,0.0,0.0,0.5,1.2,6.0,linear
23,84102,30487,30487,0.294069,0.502537,0.0,0.0,0.5,1.2,6.0,linear
24,82941,29338,29338,0.301565,0.517949,0.0,0.0,0.5,1.2,6.0,linear
25,82179,28384,28384,0.308584,0.530979,0.0,0.0,0.5,1.2,6.0,linear
26,81388,27473,27473,0.314276,0.542007,0.0,0.0,0.5,1.2,6.0,linear
27,80770,26575,26575,0.321719,0.555778,0.0,0.0,0.5,1.2,6.0,linear
28,79708,25706,25706,0.326494,0.563825,0.0,0.0,0.5,1.2,6.0,linear
29,78499,24733,24733,0.331163,0.572882,0.0,0.0,0.5,1.2,6.0,linear
30,77554,23927,23927,0.336918,0.582623,0.0,0.0,0.5,1.2,6.0,linear
31,76423,23313,23313,0.340525,0.589852,0.0,0.0,0.5,1.2,6.0,linear
32,75273,22605,22605,0.344461,0.597029,0.0,0.0,0.5,1.2,6.0,linear
33,74263,22106,22106,0.34786,0.602087,0.0,0.0,0.5,1.2,6.0,linear
34,73441,21423,21423,0.351904,0.608334,0.0,0.0,0.5,1.2,6.0,linear
35,72518,20827,20827,0.355327,0.61387,0.0,0.0,0.5,1.2,6.0,linear
36,71399,20373,20373,0.357897,0.619014,0.0,0.0,0.5,1.2,6.0,linear
37,70828,19795,19795,0.361323,0.623916,0.0,0.0,0.5,1.2,6.0,linear
38,69736,19185,19185,0.366094,0.630656,0.0,0.0,0.5,1.2,6.0,linear
39,68272,18650,18650,0.369746,0.63791,0.0,0.0,0.5,1.2,6.0,linear
40,67094,18011,18011,0.373119,0.643585,0.0,0.0,0.5,1.2,6.0,linear
41,65919,17208,17208,0.378203,0.651314,0.0,0.0,0.5,1.2,6.0,linear
42,64958,16543,16543,0.380209,0.653692,0.0,0.0,0.5,1.2,6.0,linear
43,63981,16352,16352,0.383114,0.656751,0.0,0.0,0.5,1.2,6.0,linear
44,62798,15792,15792,0.386129,0.661035,0.0,0.0,0.5,1.2,6.0,linear
45,61785,15344,15344,0.387766,0.663391,0.0,0.0,0.5,1.2,6.0,linear
46,60958,15169,15169,0.390375,0.666049,0.0,0.0,0.5,1.2,6.0,linear
47,59929,14828,14828,0.392087,0.668194,0.0,0.0,0.5,1.2,6.0,linear
48,59124,14554,14554,0.396265,0.67438,0.0,0.0,0.5,1.2,6.0,linear
49,58318,14190,14190,0.399663,0.679546,0.0,0.0,0.5,1.2,6.0,linear
50,57403,13724,13724,0.403129,0.685125,0.0,0.0,0.5,1.2,6.0,linear
51,56714,13291,13291,0.404668,0.688513,0.0,0.0,0.5,1.2,6.0,linear
52,56108,12934,12934,0.406739,0.690301,0.0,0.0,0.5,1.2,6.0,linear
