sim.cycle,total_adults_2,total_adult_females_2,total_juveniles_2,adult_drive_frequency_2,juveniles_drive_frequency_2,total_adults_3,total_adult_females_3,total_juveniles_3,adult_drive_frequency_3,juveniles_drive_frequency_3,drive_efficiency,drive_fitness,low_density_growth_rate,drop_ratio
1,76601,48130,28783,0.0,0.0,79691,50292,28685,0.0,0.0,0.5,1.0,6.0,3.0
2,75565,47168,32527,0.0,0.0,80822,51298,27839,0.0,0.0,0.5,1.0,6.0,3.0
3,78777,48649,31613,0.0,0.0,80788,51480,26420,0.0,0.0,0.5,1.0,6.0,3.0
4,80515,49828,29929,0.0,0.0,79599,51298,26201,0.0,0.0,0.5,1.0,6.0,3.0
5,79836,49887,28014,0.0,0.0,78297,50831,26340,0.0,0.0,0.5,1.0,6.0,3.0
6,77310,48857,29241,0.0,0.0,77438,50284,28435,0.0,0.0,0.5,1.0,6.0,3.0
7,76540,48442,30633,0.0,0.0,79109,50866,27705,0.0,0.0,0.5,1.0,6.0,3.0
8,77908,48988,30825,0.0,0.0,79440,51137,27378,0.0,0.0,0.5,1.0,6.0,3.0
9,78829,49285,29451,0.0,0.0,79858,51525,27222,0.0,0.0,0.5,1.0,6.0,3.0
10,78289,49009,28894,0.0,0.0,79644,51517,26234,0.0,0.0,0.5,1.0,6.0,3.0
11,77213,48540,30432,0.0,0.0,78428,50943,26032,0.0,0.0,0.5,1.0,6.0,3.0
12,95375,48844,29817,0.182532,0.0816145,78151,50525,27611,0.00928971,0.0,0.5,1.0,6.0,3.0
13,100957,46137,30092,0.266346,0.161521,79505,50587,27336,0.0166027,0.00669447,0.5,1.0,6.0,3.0
14,97081,42201,34421,0.296896,0.229264,79833,50375,27027,0.0191587,0.0168535,0.5,1.0,6.0,3.0
15,95350,37923,38596,0.332811,0.275676,79255,49721,27915,0.0229639,0.0278524,0.5,1.0,6.0,3.0
16,94801,34278,40989,0.361578,0.320415,79071,49259,29268,0.027216,0.0373104,0.5,1.0,6.0,3.0
17,94243,29990,42772,0.392761,0.348943,80233,49434,29914,0.0311032,0.0465334,0.5,1.0,6.0,3.0
18,92434,26319,43259,0.421787,0.363739,81190,49200,29748,0.0360759,0.052575,0.5,1.0,6.0,3.0
19,90294,23317,42838,0.443197,0.374784,81010,48801,29463,0.0397605,0.0582425,0.5,1.0,6.0,3.0
20,88388,20920,41791,0.463021,0.383731,80446,48328,29737,0.0431097,0.0631873,0.5,1.0,6.0,3.0
21,85829,18966,40642,0.480228,0.393312,79945,47748,30995,0.0452436,0.0694789,0.5,1.0,6.0,3.0
22,82810,16905,38692,0.49741,0.401065,80495,47650,31569,0.047475,0.0741709,0.5,1.0,6.0,3.0
23,79926,15270,37065,0.513994,0.406381,81139,47615,31799,0.0492118,0.0784301,0.5,1.0,6.0,3.0
24,76463,13725,34964,0.529498,0.409107,81699,47909,31065,0.0515123,0.0828746,0.5,1.0,6.0,3.0
25,73409,12388,32300,0.545764,0.413173,80996,47571,31865,0.053194,0.0882316,0.5,1.0,6.0,3.0
26,69748,11118,30480,0.560604,0.416716,81092,47383,31448,0.0550116,0.0911028,0.5,1.0,6.0,3.0
27,66448,9886,28521,0.57767,0.419393,80777,46931,32625,0.0574669,0.0912644,0.5,1.0,6.0,3.0
28,63669,8882,25754,0.594591,0.426536,81424,46907,32335,0.0584226,0.0933199,0.5,1.0,6.0,3.0
29,60132,7935,24329,0.612561,0.430536,80949,46771,32933,0.0581786,0.0944038,0.5,1.0,6.0,3.0
30,57134,6977,22089,0.631253,0.43576,81534,46916,32647,0.0588466,0.0955677,0.5,1.0,6.0,3.0
31,54418,5988,19617,0.65312,0.435031,81484,46954,32059,0.0587907,0.0956674,0.5,1.0,6.0,3.0
32,51652,5375,17433,0.671736,0.443613,81179,46814,33304,0.0594242,0.0961746,0.5,1.0,6.0,3.0
33,48559,4537,16149,0.695041,0.449223,81712,47056,31599,0.0600279,0.0946391,0.5,1.0,6.0,3.0
34,46005,3803,13611,0.71652,0.449453,80427,46568,32675,0.0588484,0.0953022,0.5,1.0,6.0,3.0
35,43647,3231,11638,0.741357,0.456608,80427,46380,32704,0.0585811,0.0965937,0.5,1.0,6.0,3.0
36,40907,2583,10072,0.769233,0.456811,80318,46339,32664,0.0573408,0.095319,0.5,1.0,6.0,3.0
37,38711,2087,8327,0.792152,0.464333,80542,46337,33397,0.0579201,0.0978232,0.5,1.0,6.0,3.0
38,36170,1671,6632,0.817445,0.461324,81270,46491,33036,0.0592962,0.0937159,0.5,1.0,6.0,3.0
39,34353,1341,5539,0.843609,0.467684,81436,46785,32500,0.0573763,0.0957077,0.5,1.0,6.0,3.0
40,32892,1022,4451,0.86857,0.472253,81199,46609,33056,0.0574638,0.0924643,0.5,1.0,6.0,3.0
41,31639,759,3291,0.889914,0.472045,81498,46804,32680,0.0564799,0.0941707,0.5,1.0,6.0,3.0
42,30009,557,2829,0.913843,0.478438,81218,46847,33356,0.0563176,0.094121,0.5,1.0,6.0,3.0
43,29109,380,1847,0.931069,0.481862,81860,47217,31968,0.0563462,0.0888232,0.5,1.0,6.0,3.0
44,28003,261,1222,0.947684,0.487316,80828,46731,32879,0.0554573,0.0870464,0.5,1.0,6.0,3.0
45,27424,174,934,0.963244,0.49197,81278,46772,32632,0.0542951,0.0895287,0.5,1.0,6.0,3.0
46,26881,111,613,0.974573,0.495922,81061,46634,32467,0.0542493,0.0887209,0.5,1.0,6.0,3.0
47,26605,69,332,0.982578,0.486446,80911,46567,32732,0.0540532,0.0864597,0.5,1.0,6.0,3.0
48,26266,48,220,0.988388,0.490909,80964,46808,33297,0.0528877,0.0875755,0.5,1.0,6.0,3.0
49,25820,28,148,0.992912,0.493243,81649,47356,31772,0.0524501,0.0863024,0.5,1.0,6.0,3.0
50,25856,13,84,0.995668,0.5,81000,46778,32416,0.0525494,0.0852048,0.5,1.0,6.0,3.0
51,25831,9,42,0.997387,0.5,80730,46631,32547,0.0520438,0.0829262,0.5,1.0,6.0,3.0
52,25843,4,17,0.998607,0.5,80846,46988,33579,0.0511714,0.083043,0.5,1.0,6.0,3.0
53,25952,1,9,0.999306,0.5,82264,47716,32009,0.0509883,0.0822894,0.5,1.0,6.0,3.0
54,25673,0,0,0.999669,NAN,81605,47358,31013,0.0508425,0.0801116,0.5,1.0,6.0,3.0
55,8364,0,0,0.999582,NAN,79529,46783,32345,0.0414063,0.0826712,0.5,1.0,6.0,3.0
