sim.cycle,total_adults_2,total_adult_females_2,total_juveniles_2,adult_drive_frequency_2,juveniles_drive_frequency_2,total_adults_3,total_adult_females_3,total_juveniles_3,adult_drive_frequency_3,juveniles_drive_frequency_3,drive_efficiency,drive_fitness,low_density_growth_rate,drop_ratio
1,76040,47775,28937,0.0,0.0,80750,51001,28866,0.0,0.0,0.5,1.0,6.0,3.0
2,75604,47166,32509,0.0,0.0,82052,52027,26442,0.0,0.0,0.5,1.0,6.0,3.0
3,78959,48800,31915,0.0,0.0,79983,51399,25172,0.0,0.0,0.5,1.0,6.0,3.0
4,80957,50143,29887,0.0,0.0,77583,50460,28165,0.0,0.0,0.5,1.0,6.0,3.0
5,80069,50109,27961,0.0,0.0,78629,50848,28065,0.0,0.0,0.5,1.0,6.0,3.0
6,77383,48922,28437,0.0,0.0,79689,51118,27171,0.0,0.0,0.5,1.0,6.0,3.0
7,76051,48163,30795,0.0,0.0,79531,51093,26985,0.0,0.0,0.5,1.0,6.0,3.0
8,77427,48599,30849,0.0,0.0,78948,50825,26713,0.0,0.0,0.5,1.0,6.0,3.0
9,78673,48881,30340,0.0,0.0,78349,50795,27116,0.0,0.0,0.5,1.0,6.0,3.0
10,78902,48993,30360,0.0,0.0,78652,50817,27742,0.0,0.0,0.5,1.0,6.0,3.0
11,78993,49371,29349,0.0,0.0,79508,51274,27300,0.0,0.0,0.5,1.0,6.0,3.0
12,95467,49204,30246,0.180429,0.0798949,80221,51147,26409,0.00969821,0.0,0.5,1.0,6.0,3.0
13,101888,46920,29112,0.263225,0.159694,79696,50505,27700,0.0179808,0.00624549,0.5,1.0,6.0,3.0
14,97129,42187,33564,0.299143,0.224258,79937,50521,28325,0.0191213,0.0167167,0.5,1.0,6.0,3.0
15,94361,37923,38895,0.332145,0.275202,80589,50372,27744,0.0223107,0.0272672,0.5,1.0,6.0,3.0
16,94123,34015,41123,0.360326,0.317316,79750,49485,28203,0.026,0.0360777,0.5,1.0,6.0,3.0
17,94040,30196,43259,0.391025,0.345408,79183,48760,30296,0.031484,0.0444118,0.5,1.0,6.0,3.0
18,93272,26597,43356,0.419435,0.363698,80604,49049,30165,0.0351347,0.0503564,0.5,1.0,6.0,3.0
19,91047,23574,42807,0.443002,0.373397,81391,49006,29877,0.0384871,0.0569669,0.5,1.0,6.0,3.0
20,88840,21235,41791,0.461386,0.384042,81484,48676,29101,0.0425237,0.0629188,0.5,1.0,6.0,3.0
21,86007,19035,40704,0.480037,0.390085,79936,47745,31187,0.0439477,0.0686504,0.5,1.0,6.0,3.0
22,83539,17224,39074,0.495499,0.397886,80750,47726,30572,0.0472136,0.0743,0.5,1.0,6.0,3.0
23,80478,15451,36849,0.511935,0.398383,80371,47392,32278,0.0491906,0.0759186,0.5,1.0,6.0,3.0
24,77265,13994,34533,0.526467,0.407523,81560,47562,31771,0.0504904,0.0795537,0.5,1.0,6.0,3.0
25,73393,12547,32854,0.541864,0.406937,81601,47610,31894,0.0517825,0.0821785,0.5,1.0,6.0,3.0
26,70372,11500,30516,0.553864,0.413177,81866,47678,31419,0.0526775,0.0842325,0.5,1.0,6.0,3.0
27,67266,10462,29095,0.571463,0.412803,81361,47543,31597,0.0539509,0.0883945,0.5,1.0,6.0,3.0
28,64501,9625,27360,0.583619,0.421966,80754,47142,31982,0.0555948,0.0897692,0.5,1.0,6.0,3.0
29,62000,8724,25531,0.6005,0.421977,80820,46919,32109,0.0566691,0.0883864,0.5,1.0,6.0,3.0
30,59545,7921,23840,0.615299,0.428377,81138,46793,32414,0.0573899,0.0913494,0.5,1.0,6.0,3.0
31,56813,7034,22068,0.630331,0.431145,80842,46824,32734,0.0564001,0.0906092,0.5,1.0,6.0,3.0
32,54303,6216,19484,0.648509,0.434613,81315,46964,31569,0.0570006,0.0950933,0.5,1.0,6.0,3.0
33,51634,5422,17927,0.670779,0.439784,80584,46507,32422,0.0576045,0.0961076,0.5,1.0,6.0,3.0
34,49047,4660,16521,0.691153,0.446159,80558,46345,33387,0.0582624,0.0910534,0.5,1.0,6.0,3.0
35,46667,3947,14192,0.711402,0.44895,81396,46610,32886,0.057724,0.0943715,0.5,1.0,6.0,3.0
36,44082,3339,12101,0.734903,0.452855,81573,46636,32512,0.0576723,0.0938423,0.5,1.0,6.0,3.0
37,41385,2725,10481,0.759394,0.457161,81172,46692,32498,0.0580003,0.0932365,0.5,1.0,6.0,3.0
38,38992,2246,8661,0.784469,0.460224,80856,46505,33049,0.0572066,0.0943296,0.5,1.0,6.0,3.0
39,36776,1778,7091,0.811032,0.463193,81208,46634,32770,0.0573404,0.091837,0.5,1.0,6.0,3.0
40,35220,1423,5559,0.837252,0.469869,81253,46696,32819,0.0566194,0.0900241,0.5,1.0,6.0,3.0
41,33175,1103,4799,0.864928,0.467597,81383,46762,32857,0.0571372,0.091533,0.5,1.0,6.0,3.0
42,31575,852,3710,0.885527,0.473854,81218,46770,32320,0.0559236,0.0915223,0.5,1.0,6.0,3.0
43,30304,597,2795,0.907058,0.473703,80728,46650,32671,0.0550181,0.0909522,0.5,1.0,6.0,3.0
44,29297,420,2085,0.925368,0.481535,80876,46785,33390,0.055548,0.08823,0.5,1.0,6.0,3.0
45,28493,311,1403,0.941301,0.490021,81844,47213,32425,0.0545184,0.0874171,0.5,1.0,6.0,3.0
46,27550,214,1119,0.959002,0.492851,80918,46764,32122,0.0530105,0.0868252,0.5,1.0,6.0,3.0
47,26975,134,744,0.970436,0.49328,80493,46762,33004,0.052663,0.0839595,0.5,1.0,6.0,3.0
48,26731,82,469,0.979855,0.5,81404,47323,31934,0.0518832,0.0848625,0.5,1.0,6.0,3.0
49,26360,45,363,0.985926,0.495868,80872,46979,31934,0.0517979,0.0844868,0.5,1.0,6.0,3.0
50,26039,23,129,0.990937,0.5,80788,46981,32526,0.0522293,0.0851165,0.5,1.0,6.0,3.0
51,25820,11,91,0.995081,0.5,80660,46804,32225,0.0522378,0.0826067,0.5,1.0,6.0,3.0
52,25865,2,59,0.997429,0.5,80597,46832,32240,0.0499832,0.0840261,0.5,1.0,6.0,3.0
53,25718,1,13,0.998639,0.5,80624,46968,32315,0.0510022,0.0811078,0.5,1.0,6.0,3.0
54,25619,1,7,0.999278,0.5,80782,47086,32209,0.0511191,0.0836567,0.5,1.0,6.0,3.0
55,25576,0,0,0.999765,NAN,80732,47007,32291,0.0510392,0.0812765,0.5,1.0,6.0,3.0
56,8253,0,0,0.999879,NAN,80253,47087,33193,0.0421604,0.0789474,0.5,1.0,6.0,3.0
57,1,0,0,0.5,NAN,80509,47629,30756,0.0334931,0.0773345,0.5,1.0,6.0,3.0
58,0,0,0,NAN,NAN,78868,47070,31574,0.0322501,0.0728764,0.5,1.0,6.0,3.0
59,0,0,0,NAN,NAN,78414,46993,31886,0.030052,0.066283,0.5,1.0,6.0,3.0
60,0,0,0,NAN,NAN,78809,47385,33418,0.0277379,0.0605213,0.5,1.0,6.0,3.0
61,0,0,0,NAN,NAN,81245,48782,30213,0.025497,0.0574918,0.5,1.0,6.0,3.0
62,0,0,0,NAN,NAN,80017,48613,31163,0.0232201,0.0538299,0.5,1.0,6.0,3.0
63,0,0,0,NAN,NAN,79683,48898,30073,0.0217989,0.0487148,0.5,1.0,6.0,3.0
64,0,0,0,NAN,NAN,78962,48576,30528,0.0201743,0.0464655,0.5,1.0,6.0,3.0
65,0,0,0,NAN,NAN,79037,48665,30709,0.0187823,0.0425282,0.5,1.0,6.0,3.0
66,0,0,0,NAN,NAN,79142,48832,30334,0.0173612,0.0411914,0.5,1.0,6.0,3.0
67,0,0,0,NAN,NAN,79019,48607,30029,0.0164644,0.0403943,0.5,1.0,6.0,3.0
68,0,0,0,NAN,NAN,78823,48774,30366,0.0157378,0.0364223,0.5,1.0,6.0,3.0
69,0,0,0,NAN,NAN,78754,48830,30180,0.0148183,0.0334659,0.5,1.0,6.0,3.0
70,0,0,0,NAN,NAN,79253,49032,30720,0.013703,0.0315104,0.5,1.0,6.0,3.0
71,0,0,0,NAN,NAN,79871,49281,29729,0.0127956,0.0301894,0.5,1.0,6.0,3.0
72,0,0,0,NAN,NAN,79288,49291,29855,0.0118492,0.0293083,0.5,1.0,6.0,3.0
73,0,0,0,NAN,NAN,79214,49595,29087,0.0115636,0.0237047,0.5,1.0,6.0,3.0
74,0,0,0,NAN,NAN,78698,49355,28814,0.010337,0.0238773,0.5,1.0,6.0,3.0
75,0,0,0,NAN,NAN,78005,48987,29897,0.0094417,0.0220256,0.5,1.0,6.0,3.0
76,0,0,0,NAN,NAN,78314,48983,30367,0.00828715,0.0209438,0.5,1.0,6.0,3.0
77,0,0,0,NAN,NAN,79655,49560,29305,0.00795932,0.018461,0.5,1.0,6.0,3.0
78,0,0,0,NAN,NAN,79374,49461,29097,0.00720009,0.0185758,0.5,1.0,6.0,3.0
79,0,0,0,NAN,NAN,78748,49391,30026,0.00700335,0.016902,0.5,1.0,6.0,3.0
80,0,0,0,NAN,NAN,79361,49772,28090,0.00652084,0.0149163,0.5,1.0,6.0,3.0
81,0,0,0,NAN,NAN,78124,49182,29298,0.00600328,0.014472,0.5,1.0,6.0,3.0
82,0,0,0,NAN,NAN,78483,49539,29251,0.00551075,0.0125637,0.5,1.0,6.0,3.0
83,0,0,0,NAN,NAN,78742,49451,29970,0.00492113,0.0125125,0.5,1.0,6.0,3.0
84,0,0,0,NAN,NAN,79682,49928,28466,0.00475013,0.0111537,0.5,1.0,6.0,3.0
85,0,0,0,NAN,NAN,78952,49811,28694,0.00468639,0.011762,0.5,1.0,6.0,3.0
86,0,0,0,NAN,NAN,78491,49782,28025,0.00454829,0.00972346,0.5,1.0,6.0,3.0
87,0,0,0,NAN,NAN,77536,49188,29085,0.00403039,0.00900808,0.5,1.0,6.0,3.0
88,0,0,0,NAN,NAN,78017,49090,30338,0.00385172,0.00962489,0.5,1.0,6.0,3.0
89,0,0,0,NAN,NAN,79573,49692,29740,0.00365074,0.00914593,0.5,1.0,6.0,3.0
90,0,0,0,NAN,NAN,79974,50025,28820,0.00340111,0.00778973,0.5,1.0,6.0,3.0
91,0,0,0,NAN,NAN,79548,50113,28512,0.00306733,0.00787388,0.5,1.0,6.0,3.0
92,0,0,0,NAN,NAN,78812,49836,28502,0.00268995,0.00659603,0.5,1.0,6.0,3.0
93,0,0,0,NAN,NAN,78369,49783,28826,0.00260945,0.00646985,0.5,1.0,6.0,3.0
94,0,0,0,NAN,NAN,78443,49582,28762,0.00248588,0.00535429,0.5,1.0,6.0,3.0
95,0,0,0,NAN,NAN,78282,49567,30022,0.00210776,0.00562921,0.5,1.0,6.0,3.0
96,0,0,0,NAN,NAN,79471,50026,28810,0.00208252,0.00505033,0.5,1.0,6.0,3.0
97,0,0,0,NAN,NAN,79477,50285,27792,0.00196912,0.00460564,0.5,1.0,6.0,3.0
98,0,0,0,NAN,NAN,78168,49821,27564,0.00179741,0.0047163,0.5,1.0,6.0,3.0
99,0,0,0,NAN,NAN,76993,49265,29655,0.00176639,0.00413084,0.5,1.0,6.0,3.0
100,0,0,0,NAN,NAN,78428,49693,29732,0.00158107,0.00427149,0.5,1.0,6.0,3.0
101,0,0,0,NAN,NAN,79606,50148,28673,0.00151999,0.00359223,0.5,1.0,6.0,3.0
102,0,0,0,NAN,NAN,79389,50109,28149,0.00142967,0.00326832,0.5,1.0,6.0,3.0
103,0,0,0,NAN,NAN,78362,49563,27886,0.00133355,0.00329915,0.5,1.0,6.0,3.0
104,0,0,0,NAN,NAN,77292,49202,29534,0.00119676,0.00352137,0.5,1.0,6.0,3.0
105,0,0,0,NAN,NAN,78655,49933,30254,0.00113788,0.00266081,0.5,1.0,6.0,3.0
106,0,0,0,NAN,NAN,80268,50772,27638,0.00104649,0.00291266,0.5,1.0,6.0,3.0
107,0,0,0,NAN,NAN,79099,50319,27440,0.000960821,0.00291545,0.5,1.0,6.0,3.0
108,0,0,0,NAN,NAN,77504,49664,28618,0.0010064,0.00172968,0.5,1.0,6.0,3.0
109,0,0,0,NAN,NAN,77785,49805,29521,0.000777785,0.00203245,0.5,1.0,6.0,3.0
110,0,0,0,NAN,NAN,79122,50324,28328,0.000733045,0.00190624,0.5,1.0,6.0,3.0
111,0,0,0,NAN,NAN,78888,50100,28077,0.000703529,0.00122876,0.5,1.0,6.0,3.0
112,0,0,0,NAN,NAN,78102,49779,28751,0.00054416,0.00121735,0.5,1.0,6.0,3.0
113,0,0,0,NAN,NAN,78386,49994,28273,0.000478402,0.00111414,0.5,1.0,6.0,3.0
114,0,0,0,NAN,NAN,78035,49740,28304,0.000448517,0.000794941,0.5,1.0,6.0,3.0
115,0,0,0,NAN,NAN,77912,49616,29810,0.00033371,0.000905736,0.5,1.0,6.0,3.0
116,0,0,0,NAN,NAN,79624,50311,28766,0.000326535,0.000921226,0.5,1.0,6.0,3.0
117,0,0,0,NAN,NAN,79581,50302,28303,0.00030158,0.000794969,0.5,1.0,6.0,3.0
118,0,0,0,NAN,NAN,78687,49939,28868,0.000241463,0.00079673,0.5,1.0,6.0,3.0
119,0,0,0,NAN,NAN,78940,50370,28231,0.000228021,0.000779285,0.5,1.0,6.0,3.0
120,0,0,0,NAN,NAN,78322,50087,28141,0.000223437,0.000373121,0.5,1.0,6.0,3.0
121,0,0,0,NAN,NAN,78257,50028,28346,0.000185287,0.000493897,0.5,1.0,6.0,3.0
122,0,0,0,NAN,NAN,77934,49790,28958,0.000147561,0.000707922,0.5,1.0,6.0,3.0
123,0,0,0,NAN,NAN,78645,50158,28953,0.000216161,0.000379926,0.5,1.0,6.0,3.0
124,0,0,0,NAN,NAN,78943,50315,27579,0.000215345,0.000453243,0.5,1.0,6.0,3.0
125,0,0,0,NAN,NAN,77867,49852,28651,0.000173373,0.000331577,0.5,1.0,6.0,3.0
126,0,0,0,NAN,NAN,78169,50261,29051,0.000134324,0.0003098,0.5,1.0,6.0,3.0
127,0,0,0,NAN,NAN,79000,50531,27171,8.22785e-05,0.000349637,0.5,1.0,6.0,3.0
128,0,0,0,NAN,NAN,77655,49672,27777,0.00010302,0.000180005,0.5,1.0,6.0,3.0
129,0,0,0,NAN,NAN,77185,49102,29495,8.42133e-05,0.00016952,0.5,1.0,6.0,3.0
130,0,0,0,NAN,NAN,78314,49773,29823,7.66147e-05,0.000268249,0.5,1.0,6.0,3.0
131,0,0,0,NAN,NAN,79912,50565,28507,9.38532e-05,0.000333251,0.5,1.0,6.0,3.0
132,0,0,0,NAN,NAN,79608,50514,27187,0.000113054,0.000331041,0.5,1.0,6.0,3.0
133,0,0,0,NAN,NAN,77700,49536,27800,0.000122265,0.00028777,0.5,1.0,6.0,3.0
134,0,0,0,NAN,NAN,77017,49198,29696,0.000116857,0.000168373,0.5,1.0,6.0,3.0
135,0,0,0,NAN,NAN,78413,49644,29482,9.56474e-05,0.000254393,0.5,1.0,6.0,3.0
136,0,0,0,NAN,NAN,79675,50173,29666,6.90304e-05,0.000269669,0.5,1.0,6.0,3.0
137,0,0,0,NAN,NAN,80236,50628,27798,7.47794e-05,0.000413699,0.5,1.0,6.0,3.0
138,0,0,0,NAN,NAN,78939,50143,28051,8.23421e-05,0.000231721,0.5,1.0,6.0,3.0
139,0,0,0,NAN,NAN,78306,50127,28357,4.46964e-05,0.000176323,0.5,1.0,6.0,3.0
140,0,0,0,NAN,NAN,77824,49826,28613,5.78228e-05,8.73729e-05,0.5,1.0,6.0,3.0
141,0,0,0,NAN,NAN,78139,49789,29417,3.83931e-05,0.000203964,0.5,1.0,6.0,3.0
142,0,0,0,NAN,NAN,78937,50333,28836,7.601e-05,0.000190734,0.5,1.0,6.0,3.0
143,0,0,0,NAN,NAN,79027,50068,27681,6.95965e-05,0.000180629,0.5,1.0,6.0,3.0
144,0,0,0,NAN,NAN,77944,49585,29238,8.98081e-05,6.84041e-05,0.5,1.0,6.0,3.0
145,0,0,0,NAN,NAN,78686,49945,29645,5.0835e-05,5.05988e-05,0.5,1.0,6.0,3.0
146,0,0,0,NAN,NAN,79738,50383,29192,3.13527e-05,0.000102768,0.5,1.0,6.0,3.0
147,0,0,0,NAN,NAN,80156,50516,27699,3.11892e-05,0.00014441,0.5,1.0,6.0,3.0
148,0,0,0,NAN,NAN,78565,49970,28621,5.72774e-05,0.000104818,0.5,1.0,6.0,3.0
149,0,0,0,NAN,NAN,78419,50193,28466,5.1008e-05,0.000263472,0.5,1.0,6.0,3.0
150,0,0,0,NAN,NAN,78452,50060,28414,8.28532e-05,0.000193567,0.5,1.0,6.0,3.0
