sim.cycle,total_adults_2,total_adult_females_2,total_juveniles_2,adult_drive_frequency_2,juveniles_drive_frequency_2,total_adults_3,total_adult_females_3,total_juveniles_3,adult_drive_frequency_3,juveniles_drive_frequency_3,drive_efficiency,drive_fitness,low_density_growth_rate,drop_ratio
1,73336,45800,28186,0.0,0.0,83647,53042,28416,0.0,0.0,0.5,1.0,6.0,3.0
2,70444,43603,36464,0.0,0.0,85863,54996,21516,0.0,0.0,0.5,1.0,6.0,3.0
3,77510,46593,36547,0.0,0.0,80004,52807,22125,0.0,0.0,0.5,1.0,6.0,3.0
4,82315,49083,30737,0.0,0.0,76494,51127,26236,0.0,0.0,0.5,1.0,6.0,3.0
5,79671,48433,29558,0.0,0.0,78550,52126,27789,0.0,0.0,0.5,1.0,6.0,3.0
6,75870,47198,31150,0.0,0.0,81780,53146,24824,0.0,0.0,0.5,1.0,6.0,3.0
7,75797,47338,32947,0.0,0.0,80850,52737,24704,0.0,0.0,0.5,1.0,6.0,3.0
8,77575,47725,30937,0.0,0.0,79807,52500,24991,0.0,0.0,0.5,1.0,6.0,3.0
9,76336,46926,32083,0.0,0.0,79747,52664,24650,0.0,0.0,0.5,1.0,6.0,3.0
10,76710,46919,32731,0.0,0.0,79154,52335,25751,0.0,0.0,0.5,1.0,6.0,3.0
11,77587,47464,31187,0.0,0.0,79887,52401,24818,0.0,0.0,0.5,1.0,6.0,3.0
12,92913,46886,31970,0.174906,0.0905693,81477,52374,25737,0.0216503,0.0,0.5,1.0,6.0,3.0
13,97554,44115,32430,0.256227,0.169827,83740,52753,24963,0.0428111,0.0153828,0.5,1.0,6.0,3.0
14,93512,39767,36970,0.290663,0.234839,82867,52205,25215,0.0454524,0.0401943,0.5,1.0,6.0,3.0
15,91729,35729,40226,0.326113,0.283449,81405,50622,25884,0.0538419,0.0600757,0.5,1.0,6.0,3.0
16,90766,31873,42021,0.357458,0.320102,80096,48644,28319,0.066439,0.0813235,0.5,1.0,6.0,3.0
17,89557,27842,43305,0.388886,0.348124,80242,47422,31295,0.0738516,0.101726,0.5,1.0,6.0,3.0
18,87499,24353,43297,0.417222,0.359182,82667,47037,32971,0.085548,0.116602,0.5,1.0,6.0,3.0
19,85658,21651,42295,0.440461,0.374891,84987,47002,32543,0.0926789,0.127355,0.5,1.0,6.0,3.0
20,82665,19084,40279,0.463358,0.381539,85217,46398,32763,0.09883,0.132009,0.5,1.0,6.0,3.0
21,79019,16835,38549,0.482112,0.390036,85264,46030,32914,0.103121,0.146792,0.5,1.0,6.0,3.0
22,75602,15012,36157,0.500589,0.399425,84338,45104,33794,0.108747,0.152438,0.5,1.0,6.0,3.0
