sim.cycle,total_adults_2,total_adult_females_2,total_juveniles_2,adult_drive_frequency_2,juveniles_drive_frequency_2,total_adults_3,total_adult_females_3,total_juveniles_3,adult_drive_frequency_3,juveniles_drive_frequency_3,drive_efficiency,drive_fitness,low_density_growth_rate,drop_ratio
1,73235,45704,28451,0.0,0.0,83192,52558,28313,0.0,0.0,0.5,1.0,6.0,3.0
2,70705,43645,36609,0.0,0.0,85387,54457,23326,0.0,0.0,0.5,1.0,6.0,3.0
3,77618,46800,35945,0.0,0.0,81397,53336,22508,0.0,0.0,0.5,1.0,6.0,3.0
4,81952,49126,31247,0.0,0.0,77804,51951,24372,0.0,0.0,0.5,1.0,6.0,3.0
5,79926,48734,28530,0.0,0.0,77523,51490,26930,0.0,0.0,0.5,1.0,6.0,3.0
6,75399,47024,31494,0.0,0.0,80049,52622,26546,0.0,0.0,0.5,1.0,6.0,3.0
7,75399,46944,32878,0.0,0.0,81503,53267,24598,0.0,0.0,0.5,1.0,6.0,3.0
8,77259,47507,31951,0.0,0.0,80495,52690,23220,0.0,0.0,0.5,1.0,6.0,3.0
9,77118,47259,31791,0.0,0.0,78258,51894,25981,0.0,0.0,0.5,1.0,6.0,3.0
10,77045,47190,32184,0.0,0.0,79233,52425,26426,0.0,0.0,0.5,1.0,6.0,3.0
11,77206,47347,31574,0.0,0.0,80516,52970,23987,0.0,0.0,0.5,1.0,6.0,3.0
12,93142,47251,31829,0.173284,0.090028,81248,52210,24400,0.0221421,0.0,0.5,1.0,6.0,3.0
13,97437,44118,31189,0.256894,0.17333,82299,51850,26196,0.0423456,0.0134372,0.5,1.0,6.0,3.0
14,92094,39191,36878,0.293114,0.232442,82774,51710,26490,0.0469169,0.040336,0.5,1.0,6.0,3.0
15,90965,35214,40923,0.327725,0.285316,82655,50884,25762,0.054304,0.0628251,0.5,1.0,6.0,3.0
16,90830,31286,42403,0.36047,0.321829,80702,48816,27563,0.0652276,0.0822117,0.5,1.0,6.0,3.0
17,89505,27487,43601,0.389654,0.349808,80287,47342,31854,0.0757346,0.101636,0.5,1.0,6.0,3.0
18,87693,24035,43127,0.42037,0.365328,83241,47566,31887,0.0837688,0.117054,0.5,1.0,6.0,3.0
19,85242,21097,42196,0.444171,0.375142,84626,47033,32120,0.0925248,0.125342,0.5,1.0,6.0,3.0
20,82661,18921,39935,0.464965,0.38296,84823,46382,32782,0.0986525,0.133961,0.5,1.0,6.0,3.0
21,78761,16747,38788,0.482587,0.387478,84623,45896,33735,0.10272,0.140003,0.5,1.0,6.0,3.0
22,75224,14905,36417,0.499069,0.397575,85027,45792,33553,0.10679,0.151507,0.5,1.0,6.0,3.0
23,72055,13139,34436,0.518312,0.40176,84534,44925,33312,0.111334,0.155319,0.5,1.0,6.0,3.0
24,68850,11694,31569,0.536267,0.406665,83238,43638,35562,0.11547,0.16221,0.5,1.0,6.0,3.0
25,65159,10406,29414,0.553446,0.414853,83707,43405,35846,0.118461,0.165095,0.5,1.0,6.0,3.0
26,61588,9156,26990,0.574584,0.422805,84312,43230,36296,0.119562,0.168641,0.5,1.0,6.0,3.0
27,58281,8060,24636,0.593941,0.424846,85030,43395,36862,0.121516,0.169158,0.5,1.0,6.0,3.0
28,54958,6938,22474,0.613923,0.42785,85642,43541,36187,0.122924,0.173405,0.5,1.0,6.0,3.0
29,51744,5992,20210,0.637098,0.432632,85111,43331,36283,0.123503,0.171031,0.5,1.0,6.0,3.0
30,48936,5154,17600,0.660138,0.439091,84553,43179,36408,0.122787,0.171734,0.5,1.0,6.0,3.0
31,46033,4312,14955,0.684628,0.445035,83899,42645,35920,0.123559,0.175724,0.5,1.0,6.0,3.0
32,42484,3600,13085,0.711091,0.449064,83048,42190,36888,0.124464,0.173986,0.5,1.0,6.0,3.0
33,39766,2889,11080,0.74101,0.451354,83331,42334,37399,0.123543,0.17586,0.5,1.0,6.0,3.0
34,37270,2282,9127,0.769412,0.458749,83772,42404,36974,0.123371,0.171553,0.5,1.0,6.0,3.0
35,34796,1745,7416,0.799086,0.457929,83873,42718,37014,0.12237,0.173502,0.5,1.0,6.0,3.0
36,32810,1326,5854,0.829336,0.461309,83669,42534,36549,0.122626,0.167542,0.5,1.0,6.0,3.0
37,30831,1005,4226,0.856216,0.474681,83771,42652,36791,0.121647,0.168954,0.5,1.0,6.0,3.0
38,29114,733,3348,0.883647,0.477599,83199,42774,37178,0.117165,0.1669,0.5,1.0,6.0,3.0
39,27746,499,2534,0.911465,0.48086,83358,42952,36572,0.116737,0.16365,0.5,1.0,6.0,3.0
40,26723,347,1620,0.932343,0.485185,83302,42968,36288,0.116264,0.162726,0.5,1.0,6.0,3.0
41,25880,229,1266,0.950657,0.491311,82760,42993,36298,0.113884,0.158852,0.5,1.0,6.0,3.0
42,25107,137,669,0.965129,0.487294,83022,43159,36340,0.113374,0.157939,0.5,1.0,6.0,3.0
43,24600,80,539,0.977602,0.485158,83215,43304,35959,0.112173,0.158834,0.5,1.0,6.0,3.0
44,24107,47,284,0.984465,0.47007,82986,43316,36246,0.112519,0.157962,0.5,1.0,6.0,3.0
45,23867,29,115,0.990028,0.5,82993,43323,36582,0.111961,0.154338,0.5,1.0,6.0,3.0
46,23733,19,77,0.994649,0.5,83632,43829,35813,0.110197,0.153827,0.5,1.0,6.0,3.0
47,23699,10,81,0.997532,0.5,83516,43759,35926,0.110111,0.150379,0.5,1.0,6.0,3.0
48,23829,4,42,0.998279,0.5,83177,43768,35453,0.107458,0.155121,0.5,1.0,6.0,3.0
49,23678,2,12,0.998902,0.5,82680,43433,36173,0.108315,0.153416,0.5,1.0,6.0,3.0
50,23606,1,0,0.999301,NAN,83068,43433,35923,0.109272,0.149737,0.5,1.0,6.0,3.0
51,23625,0,8,0.999788,0.5,83127,43540,35892,0.108358,0.147122,0.5,1.0,6.0,3.0
52,7366,0,0,0.999661,NAN,81352,43895,35594,0.0865375,0.147988,0.5,1.0,6.0,3.0
53,2,0,0,0.5,NAN,79948,43991,36733,0.0665307,0.1431,0.5,1.0,6.0,3.0
54,1,0,0,0.5,NAN,80848,44466,34265,0.0647264,0.132307,0.5,1.0,6.0,3.0
55,0,0,0,NAN,NAN,79752,44467,36542,0.0609514,0.121025,0.5,1.0,6.0,3.0
56,0,0,0,NAN,NAN,81757,45714,34263,0.0572489,0.110177,0.5,1.0,6.0,3.0
