sim.cycle,total_adults_2,total_adult_females_2,total_juveniles_2,adult_drive_frequency_2,juveniles_drive_frequency_2,total_adults_3,total_adult_females_3,total_juveniles_3,adult_drive_frequency_3,juveniles_drive_frequency_3,drive_efficiency,drive_fitness,low_density_growth_rate,drop_ratio
1,74269,46458,28211,0.0,0.0,82025,51768,28455,0.0,0.0,0.5,1.0,6.0,3.0
2,71980,44713,35065,0.0,0.0,84157,53666,25583,0.0,0.0,0.5,1.0,6.0,3.0
3,77683,47500,34536,0.0,0.0,82116,53252,21737,0.0,0.0,0.5,1.0,6.0,3.0
4,81246,49338,30327,0.0,0.0,76911,51097,25039,0.0,0.0,0.5,1.0,6.0,3.0
5,79258,48576,29203,0.0,0.0,76554,50739,29080,0.0,0.0,0.5,1.0,6.0,3.0
6,76338,47701,31404,0.0,0.0,80664,52319,26672,0.0,0.0,0.5,1.0,6.0,3.0
7,77020,47946,31668,0.0,0.0,81332,52416,24735,0.0,0.0,0.5,1.0,6.0,3.0
8,77771,48380,30578,0.0,0.0,79394,51572,26095,0.0,0.0,0.5,1.0,6.0,3.0
9,76868,47867,31019,0.0,0.0,79389,52080,25714,0.0,0.0,0.5,1.0,6.0,3.0
10,76853,47711,31816,0.0,0.0,79403,52230,25254,0.0,0.0,0.5,1.0,6.0,3.0
11,77945,48321,30903,0.0,0.0,78840,51732,25288,0.0,0.0,0.5,1.0,6.0,3.0
12,94307,48044,30686,0.177421,0.0875155,79661,51328,25857,0.0180892,0.0,0.5,1.0,6.0,3.0
13,98665,45141,30481,0.261263,0.168203,81364,51366,26770,0.0361708,0.0117669,0.5,1.0,6.0,3.0
14,93227,40158,35856,0.294496,0.23381,82115,51737,26813,0.0378676,0.0341066,0.5,1.0,6.0,3.0
15,92016,35937,39822,0.3306,0.277824,81921,51000,25855,0.0434016,0.0512473,0.5,1.0,6.0,3.0
16,91893,32377,42522,0.359717,0.316871,80029,49105,27708,0.0528871,0.0703587,0.5,1.0,6.0,3.0
17,91624,28577,43000,0.389805,0.340733,79476,47661,30895,0.0617293,0.0851594,0.5,1.0,6.0,3.0
18,89525,25180,43442,0.415247,0.36276,81375,47340,31777,0.0697696,0.0938729,0.5,1.0,6.0,3.0
19,87676,22526,42601,0.438683,0.374475,83112,47246,31892,0.0751215,0.106829,0.5,1.0,6.0,3.0
20,84993,19945,41580,0.459579,0.38064,84110,47215,32073,0.0813399,0.113382,0.5,1.0,6.0,3.0
21,82135,17886,39552,0.479004,0.391004,83893,46568,32081,0.0855137,0.123843,0.5,1.0,6.0,3.0
22,78565,15858,37352,0.495761,0.396793,83254,45968,32824,0.0898996,0.128961,0.5,1.0,6.0,3.0
23,75016,14271,34906,0.511731,0.402223,82745,45267,34115,0.0928515,0.13541,0.5,1.0,6.0,3.0
24,71201,12664,33627,0.530442,0.402816,83291,44966,34855,0.0969913,0.139062,0.5,1.0,6.0,3.0
25,68289,11559,30807,0.545161,0.411936,83988,44954,34258,0.0989368,0.142215,0.5,1.0,6.0,3.0
26,65198,10293,29337,0.563299,0.414988,83782,44808,34649,0.0990666,0.147234,0.5,1.0,6.0,3.0
27,62030,9087,26501,0.581291,0.417286,83432,44429,34545,0.101088,0.146389,0.5,1.0,6.0,3.0
28,59037,8192,24565,0.597134,0.421718,82947,44208,35794,0.102029,0.147441,0.5,1.0,6.0,3.0
29,56054,7300,22351,0.616156,0.42705,83787,44440,35561,0.102056,0.148294,0.5,1.0,6.0,3.0
30,52963,6462,20533,0.637049,0.433278,84133,44505,34379,0.103283,0.14999,0.5,1.0,6.0,3.0
31,50137,5573,18577,0.655833,0.441648,83278,43994,35685,0.10489,0.150918,0.5,1.0,6.0,3.0
32,47530,4737,16476,0.679182,0.442219,83263,43999,35848,0.104152,0.15443,0.5,1.0,6.0,3.0
33,44824,3909,14370,0.703842,0.448991,83452,43955,35187,0.105048,0.150951,0.5,1.0,6.0,3.0
34,42310,3253,12032,0.729898,0.454164,83019,43770,36081,0.104271,0.151908,0.5,1.0,6.0,3.0
35,39555,2568,9840,0.757477,0.457215,83009,43944,36021,0.102658,0.145707,0.5,1.0,6.0,3.0
