sim.cycle,total_adults_2,total_adult_females_2,total_juveniles_2,adult_drive_frequency_2,juveniles_drive_frequency_2,total_adults_3,total_adult_females_3,total_juveniles_3,adult_drive_frequency_3,juveniles_drive_frequency_3,drive_efficiency,drive_fitness,low_density_growth_rate,drop_ratio
1,78536,49408,28663,0.0,0.0,78231,49177,28479,0.0,0.0,0.5,1.0,6.0,3.0
2,78463,49712,30036,0.0,0.0,78227,49099,30153,0.0,0.0,0.5,1.0,6.0,3.0
3,79854,50653,28100,0.0,0.0,79790,50072,29943,0.0,0.0,0.5,1.0,6.0,3.0
4,78917,50046,27245,0.0,0.0,80695,50612,27371,0.0,0.0,0.5,1.0,6.0,3.0
5,77595,49563,29048,0.0,0.0,78937,50040,27675,0.0,0.0,0.5,1.0,6.0,3.0
6,78158,49918,29017,0.0,0.0,77456,49345,29578,0.0,0.0,0.5,1.0,6.0,3.0
7,78902,50199,28424,0.0,0.0,78623,49895,29609,0.0,0.0,0.5,1.0,6.0,3.0
8,78702,50136,28216,0.0,0.0,79848,50424,28045,0.0,0.0,0.5,1.0,6.0,3.0
9,78179,49771,27211,0.0,0.0,78993,50117,28119,0.0,0.0,0.5,1.0,6.0,3.0
10,76800,49100,30278,0.0,0.0,78271,50054,28340,0.0,0.0,0.5,1.0,6.0,3.0
11,78939,50193,28512,0.0,0.0,78146,49971,29309,0.0,0.0,0.5,1.0,6.0,3.0
12,97063,50192,27258,0.18623,0.0810771,78875,50360,28201,0.0,0.0,0.5,1.0,6.0,3.0
13,102228,47155,29472,0.275433,0.160084,78361,50008,28093,0.0,0.0,0.5,1.0,6.0,3.0
14,99037,43330,33137,0.303755,0.227827,78205,49652,28689,0.0,0.0,0.5,1.0,6.0,3.0
15,97627,39321,37558,0.337156,0.277824,78574,49907,28965,0.0,0.0,0.5,1.0,6.0,3.0
16,97377,35478,40700,0.36657,0.318956,79063,50269,28844,0.0,0.0,0.5,1.0,6.0,3.0
17,96928,31538,42088,0.394489,0.350444,78971,50089,29025,0.0,0.0,0.5,1.0,6.0,3.0
18,95758,27691,43445,0.424137,0.368328,79267,50295,27786,0.0,0.0,0.5,1.0,6.0,3.0
19,94175,24672,43353,0.447029,0.377932,78314,49959,28754,0.0,0.0,0.5,1.0,6.0,3.0
20,91989,22251,42724,0.463914,0.386879,78493,50052,29020,0.0,0.0,0.5,1.0,6.0,3.0
21,89835,20130,41734,0.480898,0.389814,79045,50403,27883,0.0,0.0,0.5,1.0,6.0,3.0
22,87823,18419,39452,0.495138,0.399878,78320,50003,29124,0.0,0.0,0.5,1.0,6.0,3.0
23,84525,16786,38484,0.509577,0.401297,78900,50191,29028,0.0,0.0,0.5,1.0,6.0,3.0
24,81876,15348,36657,0.522516,0.403702,79128,50286,28145,0.0,0.0,0.5,1.0,6.0,3.0
25,79142,14080,34852,0.535898,0.409001,78621,50130,29255,0.0,0.0,0.5,1.0,6.0,3.0
26,76008,12903,32940,0.549146,0.412614,78968,50311,27940,0.0,0.0,0.5,1.0,6.0,3.0
27,73022,11767,31660,0.56331,0.419015,78341,49863,28724,0.0,0.0,0.5,1.0,6.0,3.0
28,70574,10756,29276,0.57699,0.417765,78678,50172,28361,0.0,0.0,0.5,1.0,6.0,3.0
29,67498,9960,27755,0.588988,0.4245,78253,49967,28071,0.0,0.0,0.5,1.0,6.0,3.0
30,64593,8980,26016,0.60416,0.423336,77845,49711,28406,0.0,0.0,0.5,1.0,6.0,3.0
31,62170,8116,23759,0.618256,0.431037,77884,49766,30318,0.0,0.0,0.5,1.0,6.0,3.0
32,59424,7302,22281,0.634802,0.433823,79743,50712,28686,0.0,0.0,0.5,1.0,6.0,3.0
33,57024,6494,20101,0.652278,0.438585,79676,50640,26742,0.0,0.0,0.5,1.0,6.0,3.0
34,54268,5637,18702,0.671105,0.43883,77678,49905,28676,0.0,0.0,0.5,1.0,6.0,3.0
35,51974,4930,16615,0.688767,0.440927,77998,49966,29163,0.0,0.0,0.5,1.0,6.0,3.0
36,49482,4307,14706,0.707166,0.448014,78801,50105,28125,0.0,0.0,0.5,1.0,6.0,3.0
37,47082,3639,13517,0.73149,0.450211,78348,49955,28847,0.0,0.0,0.5,1.0,6.0,3.0
38,44909,3147,11149,0.750585,0.451834,78526,49917,28502,0.0,0.0,0.5,1.0,6.0,3.0
39,42473,2644,9922,0.774139,0.456763,78675,50139,28089,0.0,0.0,0.5,1.0,6.0,3.0
40,40513,2276,8261,0.795325,0.457995,78279,49919,28065,0.0,0.0,0.5,1.0,6.0,3.0
41,38380,1822,7238,0.820089,0.467394,77678,49528,28438,0.0,0.0,0.5,1.0,6.0,3.0
42,36660,1424,5537,0.842635,0.472819,77814,49669,29540,0.0,0.0,0.5,1.0,6.0,3.0

