sim.cycle,total_adults_2,total_adult_females_2,total_juveniles_2,adult_drive_frequency_2,juveniles_drive_frequency_2,total_adults_3,total_adult_females_3,total_juveniles_3,adult_drive_frequency_3,juveniles_drive_frequency_3,drive_efficiency,drive_fitness,low_density_growth_rate,drop_ratio
1,76442,47925,28493,0.0,0.0,79257,49959,28390,0.0,0.0,0.5,1.0,6.0,3.0
2,75790,47208,32109,0.0,0.0,79574,50266,28425,0.0,0.0,0.5,1.0,6.0,3.0
3,79359,49207,32994,0.0,0.0,79571,50644,28163,0.0,0.0,0.5,1.0,6.0,3.0
4,82965,51384,28461,0.0,0.0,79568,50864,26675,0.0,0.0,0.5,1.0,6.0,3.0
5,80778,50745,25276,0.0,0.0,78143,50361,28700,0.0,0.0,0.5,1.0,6.0,3.0
6,76030,48774,28600,0.0,0.0,78726,50706,28119,0.0,0.0,0.5,1.0,6.0,3.0
7,75647,48517,31050,0.0,0.0,79023,50724,27287,0.0,0.0,0.5,1.0,6.0,3.0
8,78496,49638,29805,0.0,0.0,78512,50332,27214,0.0,0.0,0.5,1.0,6.0,3.0
9,79295,49806,28904,0.0,0.0,77641,50147,28261,0.0,0.0,0.5,1.0,6.0,3.0
10,78769,49753,29570,0.0,0.0,78413,50459,29137,0.0,0.0,0.5,1.0,6.0,3.0
11,78839,49887,28524,0.0,0.0,80007,51420,27749,0.0,0.0,0.5,1.0,6.0,3.0
12,95955,49759,28616,0.184013,0.0782954,79828,51134,26661,0.00454728,0.0,0.5,1.0,6.0,3.0
13,101925,47139,29322,0.269595,0.160033,78905,50446,26564,0.00926431,0.00308688,0.5,1.0,6.0,3.0
14,97623,42841,33213,0.300134,0.225303,77627,49836,29061,0.0100609,0.00875744,0.5,1.0,6.0,3.0
15,95328,38265,37847,0.334791,0.275345,79101,50080,29235,0.0119468,0.0148965,0.5,1.0,6.0,3.0
16,95623,34499,40526,0.364996,0.317673,80059,50146,28066,0.0145393,0.0194363,0.5,1.0,6.0,3.0
17,94961,30656,42837,0.394351,0.3472,79622,49775,28805,0.0171058,0.0229648,0.5,1.0,6.0,3.0
18,94316,27312,43467,0.421,0.364391,79243,49338,29245,0.0182666,0.028039,0.5,1.0,6.0,3.0
19,92782,24241,43339,0.442839,0.374305,79577,49516,29743,0.0195911,0.0317217,0.5,1.0,6.0,3.0
20,90960,21939,42399,0.461791,0.383311,80255,49677,28821,0.0213507,0.0356164,0.5,1.0,6.0,3.0
21,88577,19884,40930,0.479188,0.389531,79483,49092,28224,0.023527,0.0377161,0.5,1.0,6.0,3.0
22,85297,17985,39236,0.494033,0.396001,78100,48113,31016,0.0250576,0.0381577,0.5,1.0,6.0,3.0
23,82282,16253,37715,0.507717,0.400597,79705,48682,31441,0.0264413,0.0426831,0.5,1.0,6.0,3.0
24,79235,14832,35623,0.522326,0.409005,81395,49290,29917,0.0269857,0.0458268,0.5,1.0,6.0,3.0
25,76310,13473,34480,0.539746,0.40757,80786,49071,29450,0.027969,0.0481154,0.5,1.0,6.0,3.0
26,73792,12376,32043,0.55134,0.412087,79582,48565,30216,0.0285931,0.0483519,0.5,1.0,6.0,3.0
27,70752,11252,30163,0.565892,0.413586,79388,48379,30184,0.0293747,0.0490823,0.5,1.0,6.0,3.0
28,68055,10236,28363,0.57865,0.420513,79479,48101,31513,0.02975,0.0487418,0.5,1.0,6.0,3.0
29,64524,9165,27089,0.594081,0.424859,80545,48547,31695,0.0300391,0.0503076,0.5,1.0,6.0,3.0
30,62293,8363,24457,0.609667,0.427976,81388,49063,30123,0.0299921,0.052103,0.5,1.0,6.0,3.0
31,59321,7398,23138,0.627341,0.431692,80613,48843,29648,0.0302495,0.0499359,0.5,1.0,6.0,3.0
32,56800,6494,20674,0.644093,0.436297,79418,48413,30268,0.0293133,0.0515065,0.5,1.0,6.0,3.0
33,54064,5684,19012,0.664758,0.439827,79202,48279,30786,0.0295068,0.0519879,0.5,1.0,6.0,3.0
34,51189,4985,16397,0.682774,0.442733,79743,48222,30173,0.0301406,0.0535744,0.5,1.0,6.0,3.0
35,48381,4268,15448,0.707561,0.451612,79233,47603,30997,0.0314389,0.0535213,0.5,1.0,6.0,3.0
36,46251,3639,13074,0.729033,0.453763,79534,47859,31297,0.0308862,0.0544621,0.5,1.0,6.0,3.0
37,43477,3041,11234,0.753019,0.460922,80033,48073,31526,0.0304937,0.0556525,0.5,1.0,6.0,3.0
38,40932,2427,9564,0.777546,0.460529,80592,48230,30956,0.030673,0.0532045,0.5,1.0,6.0,3.0
39,39024,1964,7974,0.80357,0.464071,80587,48478,31281,0.0312271,0.0535309,0.5,1.0,6.0,3.0
40,36958,1549,6513,0.827859,0.466682,80772,48694,30615,0.0307347,0.0537482,0.5,1.0,6.0,3.0
41,34954,1205,4965,0.851891,0.47573,80159,48369,30312,0.0306703,0.0519101,0.5,1.0,6.0,3.0
42,33036,918,4076,0.878315,0.474607,79864,48217,31606,0.0305269,0.0538664,0.5,1.0,6.0,3.0
43,31637,659,3306,0.90067,0.477011,80294,48691,31196,0.0298403,0.0527151,0.5,1.0,6.0,3.0
44,30539,474,2146,0.920004,0.481827,80590,48764,29624,0.0302457,0.0502802,0.5,1.0,6.0,3.0
45,29519,323,1775,0.93992,0.485352,79340,48171,31315,0.0291908,0.0518442,0.5,1.0,6.0,3.0
46,28822,213,1054,0.954791,0.482922,80042,48650,30168,0.029091,0.0485282,0.5,1.0,6.0,3.0
47,27705,138,752,0.968074,0.492686,79509,48257,29898,0.028764,0.050388,0.5,1.0,6.0,3.0
48,27323,86,391,0.97912,0.5,78961,48017,31317,0.0286154,0.0489032,0.5,1.0,6.0,3.0
49,26946,52,271,0.987382,0.5,79561,48426,30689,0.027746,0.049464,0.5,1.0,6.0,3.0
50,26823,29,166,0.992022,0.48494,79651,48397,30063,0.0272627,0.0498786,0.5,1.0,6.0,3.0
51,26740,14,84,0.995064,0.5,79034,47985,30758,0.0273869,0.0482314,0.5,1.0,6.0,3.0
52,26466,7,55,0.997298,0.5,79428,48223,31380,0.0276288,0.0486934,0.5,1.0,6.0,3.0
53,26289,4,23,0.998421,0.5,80390,48601,29542,0.0278766,0.0479318,0.5,1.0,6.0,3.0
54,26509,1,23,0.999264,0.5,79369,48248,31278,0.027284,0.0472696,0.5,1.0,6.0,3.0
55,26464,1,0,0.999547,NAN,79941,48692,29509,0.0272263,0.045986,0.5,1.0,6.0,3.0
56,26181,1,0,0.999828,NAN,78922,48174,30689,0.0265769,0.0464499,0.5,1.0,6.0,3.0
57,26477,0,0,0.999962,NAN,79312,48168,30970,0.0264588,0.0480142,0.5,1.0,6.0,3.0
58,8793,0,0,1.0,NAN,79539,48390,31179,0.0223161,0.0459283,0.5,1.0,6.0,3.0
59,0,0,0,NAN,NAN,79902,48953,30215,0.0183099,0.0424458,0.5,1.0,6.0,3.0
60,0,0,0,NAN,NAN,79510,48813,29604,0.017677,0.0405351,0.5,1.0,6.0,3.0
61,0,0,0,NAN,NAN,78523,48474,29890,0.0164856,0.0380228,0.5,1.0,6.0,3.0
62,0,0,0,NAN,NAN,78373,48500,31683,0.0157325,0.035003,0.5,1.0,6.0,3.0
63,0,0,0,NAN,NAN,80212,49495,29668,0.0144305,0.0338075,0.5,1.0,6.0,3.0
64,0,0,0,NAN,NAN,79420,49374,29506,0.0134475,0.0310106,0.5,1.0,6.0,3.0
65,0,0,0,NAN,NAN,78675,49024,29416,0.0122021,0.0293548,0.5,1.0,6.0,3.0
66,0,0,0,NAN,NAN,78359,48696,30654,0.0112686,0.0272069,0.5,1.0,6.0,3.0
67,0,0,0,NAN,NAN,79333,49210,30423,0.010979,0.0246524,0.5,1.0,6.0,3.0
68,0,0,0,NAN,NAN,79995,49599,29317,0.00989437,0.0241839,0.5,1.0,6.0,3.0
69,0,0,0,NAN,NAN,79018,49327,29565,0.00939659,0.0211399,0.5,1.0,6.0,3.0
70,0,0,0,NAN,NAN,79357,49656,29509,0.00876419,0.0193331,0.5,1.0,6.0,3.0
71,0,0,0,NAN,NAN,78988,49491,28704,0.0077037,0.0183076,0.5,1.0,6.0,3.0
72,0,0,0,NAN,NAN,78559,49306,29847,0.00729388,0.0171877,0.5,1.0,6.0,3.0
73,0,0,0,NAN,NAN,79095,49425,28745,0.0066692,0.0168029,0.5,1.0,6.0,3.0
74,0,0,0,NAN,NAN,78118,48931,29701,0.00618295,0.0156897,0.5,1.0,6.0,3.0
75,0,0,0,NAN,NAN,78779,49060,30197,0.00606126,0.0130145,0.5,1.0,6.0,3.0
76,0,0,0,NAN,NAN,79659,49568,29531,0.00540429,0.0135959,0.5,1.0,6.0,3.0
77,0,0,0,NAN,NAN,79819,49903,28327,0.00502387,0.0120027,0.5,1.0,6.0,3.0
78,0,0,0,NAN,NAN,78702,49580,28036,0.00469493,0.0104152,0.5,1.0,6.0,3.0
