sim.cycle,total_adults_2,total_adult_females_2,total_juveniles_2,adult_drive_frequency_2,juveniles_drive_frequency_2,total_adults_3,total_adult_females_3,total_juveniles_3,adult_drive_frequency_3,juveniles_drive_frequency_3,drive_efficiency,drive_fitness,low_density_growth_rate,drop_ratio
1,75973,47763,28479,0.0,0.0,80235,50564,28589,0.0,0.0,0.5,1.0,6.0,3.0
2,75067,46911,33443,0.0,0.0,81228,51513,27680,0.0,0.0,0.5,1.0,6.0,3.0
3,79416,48738,32014,0.0,0.0,80887,51790,25470,0.0,0.0,0.5,1.0,6.0,3.0
4,81170,49860,29419,0.0,0.0,78482,50761,27582,0.0,0.0,0.5,1.0,6.0,3.0
5,79783,49759,28124,0.0,0.0,78878,51088,27976,0.0,0.0,0.5,1.0,6.0,3.0
6,77028,48570,28856,0.0,0.0,79732,51660,26833,0.0,0.0,0.5,1.0,6.0,3.0
7,75990,48282,31193,0.0,0.0,79228,51175,25724,0.0,0.0,0.5,1.0,6.0,3.0
8,77969,48939,30354,0.0,0.0,77750,50461,29183,0.0,0.0,0.5,1.0,6.0,3.0
9,78497,49101,29759,0.0,0.0,79745,51367,28284,0.0,0.0,0.5,1.0,6.0,3.0
10,78245,48783,29608,0.0,0.0,80951,52041,26197,0.0,0.0,0.5,1.0,6.0,3.0
11,77796,48842,30563,0.0,0.0,79344,51347,25956,0.0,0.0,0.5,1.0,6.0,3.0
12,95904,49342,30503,0.180274,0.0810576,78351,50572,28137,0.00883205,0.0,0.5,1.0,6.0,3.0
13,102255,46910,29479,0.263014,0.16471,80585,51129,27794,0.0170379,0.00611643,0.5,1.0,6.0,3.0
14,97062,42347,33656,0.29578,0.228221,80994,51212,26017,0.0184211,0.0163163,0.5,1.0,6.0,3.0
15,94249,37712,39004,0.33229,0.276459,79049,49891,27102,0.0224038,0.0265663,0.5,1.0,6.0,3.0
16,94270,33989,41369,0.362109,0.315659,77736,48703,29351,0.0271303,0.0355695,0.5,1.0,6.0,3.0
17,93899,30071,43153,0.390388,0.347392,79118,48653,30526,0.0312634,0.0460427,0.5,1.0,6.0,3.0
18,93205,26543,43476,0.418744,0.365109,81010,48900,30516,0.0364585,0.0529231,0.5,1.0,6.0,3.0
