sim.cycle,total_adults_2,total_adult_females_2,total_juveniles_2,adult_drive_frequency_2,juveniles_drive_frequency_2,total_adults_3,total_adult_females_3,total_juveniles_3,adult_drive_frequency_3,juveniles_drive_frequency_3,drive_efficiency,drive_fitness,low_density_growth_rate,drop_ratio
1,72801,45366,28608,0.0,0.0,83237,52975,28634,0.0,0.0,0.5,1.0,6.0,3.0
2,70380,43304,37117,0.0,0.0,86025,54909,21228,0.0,0.0,0.5,1.0,6.0,3.0
3,77731,46777,35643,0.0,0.0,80034,52694,21452,0.0,0.0,0.5,1.0,6.0,3.0
4,81478,48768,31429,0.0,0.0,75968,50812,26693,0.0,0.0,0.5,1.0,6.0,3.0
5,79889,48331,29772,0.0,0.0,78364,51934,28100,0.0,0.0,0.5,1.0,6.0,3.0
6,76680,47467,31073,0.0,0.0,82062,53405,24662,0.0,0.0,0.5,1.0,6.0,3.0
7,75897,47028,32721,0.0,0.0,81097,53062,22615,0.0,0.0,0.5,1.0,6.0,3.0
8,77341,47526,31665,0.0,0.0,77853,51703,25563,0.0,0.0,0.5,1.0,6.0,3.0
9,76883,47052,30881,0.0,0.0,78655,52112,27114,0.0,0.0,0.5,1.0,6.0,3.0
10,76030,46491,33312,0.0,0.0,80862,53015,24926,0.0,0.0,0.5,1.0,6.0,3.0
11,77943,47571,32140,0.0,0.0,80610,52691,23712,0.0,0.0,0.5,1.0,6.0,3.0
12,94054,47364,31197,0.173283,0.0925089,80590,51877,25212,0.0222856,0.0,0.5,1.0,6.0,3.0
13,97454,43997,32416,0.256716,0.170518,82895,52411,26346,0.0424754,0.0150687,0.5,1.0,6.0,3.0
14,93372,39473,36977,0.292738,0.235106,83480,52355,24541,0.0457355,0.0414409,0.5,1.0,6.0,3.0
15,91724,35422,40370,0.329167,0.279837,81185,50430,25975,0.0540556,0.060308,0.5,1.0,6.0,3.0
16,90961,31675,42413,0.358505,0.320928,79874,48652,29148,0.0645767,0.0854433,0.5,1.0,6.0,3.0
17,89880,27864,43392,0.390165,0.349719,80787,47547,30702,0.0749564,0.101883,0.5,1.0,6.0,3.0
18,87293,24295,43490,0.418745,0.362336,82874,47155,32306,0.0849482,0.117811,0.5,1.0,6.0,3.0
19,85380,21584,42426,0.442428,0.378235,84472,46830,31203,0.0921489,0.125533,0.5,1.0,6.0,3.0
20,82324,18984,40691,0.463984,0.382935,83766,45845,33224,0.0985185,0.138349,0.5,1.0,6.0,3.0
21,79347,16998,38659,0.482413,0.39419,83895,45208,34009,0.103618,0.147579,0.5,1.0,6.0,3.0
22,75791,14880,36925,0.502401,0.398145,84241,44970,34400,0.10892,0.150988,0.5,1.0,6.0,3.0
23,72484,13263,33500,0.520632,0.405463,84810,44936,34257,0.112269,0.158333,0.5,1.0,6.0,3.0
24,68351,11729,31585,0.53948,0.404622,84314,44329,34766,0.115835,0.164298,0.5,1.0,6.0,3.0
