sim.cycle,total_adults_2,total_adult_females_2,total_juveniles_2,adult_drive_frequency_2,juveniles_drive_frequency_2,total_adults_3,total_adult_females_3,total_juveniles_3,adult_drive_frequency_3,juveniles_drive_frequency_3,drive_efficiency,drive_fitness,low_density_growth_rate,drop_ratio
1,75086,47171,28834,0.0,0.0,80919,51226,28952,0.0,0.0,0.5,1.0,6.0,3.0
2,73593,45768,33441,0.0,0.0,82796,52688,25263,0.0,0.0,0.5,1.0,6.0,3.0
3,77814,47868,34741,0.0,0.0,79977,51726,23787,0.0,0.0,0.5,1.0,6.0,3.0
4,82254,50028,30104,0.0,0.0,76734,50293,26925,0.0,0.0,0.5,1.0,6.0,3.0
5,80467,49626,27788,0.0,0.0,77561,50550,28860,0.0,0.0,0.5,1.0,6.0,3.0
6,76659,48149,28834,0.0,0.0,80624,51807,26576,0.0,0.0,0.5,1.0,6.0,3.0
7,74854,47381,32491,0.0,0.0,80390,51722,26048,0.0,0.0,0.5,1.0,6.0,3.0
8,77956,48444,31031,0.0,0.0,79227,51224,26641,0.0,0.0,0.5,1.0,6.0,3.0
9,78460,48486,30616,0.0,0.0,79219,51364,28471,0.0,0.0,0.5,1.0,6.0,3.0
10,78228,48439,29906,0.0,0.0,81203,52320,26416,0.0,0.0,0.5,1.0,6.0,3.0
11,77258,48159,30751,0.0,0.0,80376,52218,25416,0.0,0.0,0.5,1.0,6.0,3.0
12,94741,48414,31819,0.178423,0.0851378,79722,50996,25259,0.0141241,0.0,0.5,1.0,6.0,3.0
13,101481,46557,30479,0.260359,0.169313,79380,50441,27122,0.0265684,0.00966005,0.5,1.0,6.0,3.0
14,95782,41506,33512,0.293239,0.235468,80272,50361,29001,0.0297115,0.0246888,0.5,1.0,6.0,3.0
15,92438,36682,39935,0.332812,0.279166,81952,50586,26841,0.0340931,0.0409635,0.5,1.0,6.0,3.0
16,93144,33014,41705,0.363464,0.319938,80368,49324,28402,0.0401839,0.0528484,0.5,1.0,6.0,3.0
17,92526,29139,42981,0.392965,0.348224,80168,48421,29358,0.0469202,0.0672389,0.5,1.0,6.0,3.0
18,90892,25392,43380,0.421462,0.363658,80431,47863,30796,0.0535241,0.075578,0.5,1.0,6.0,3.0
19,88860,22458,42806,0.444925,0.375239,81587,47649,31998,0.0586123,0.0858179,0.5,1.0,6.0,3.0
20,86887,20300,41317,0.462969,0.387044,82892,47830,31246,0.0630037,0.093916,0.5,1.0,6.0,3.0
21,84002,18168,39226,0.48331,0.393502,82405,47232,31426,0.0662945,0.099074,0.5,1.0,6.0,3.0
