sim.cycle,total_adults_2,total_adult_females_2,total_juveniles_2,adult_drive_frequency_2,juveniles_drive_frequency_2,total_adults_3,total_adult_females_3,total_juveniles_3,adult_drive_frequency_3,juveniles_drive_frequency_3,drive_efficiency,drive_fitness,low_density_growth_rate,drop_ratio
1,73259,45644,28990,0.0,0.0,83039,52424,28736,0.0,0.0,0.5,1.0,6.0,3.0
2,71149,43667,35588,0.0,0.0,85794,54595,23349,0.0,0.0,0.5,1.0,6.0,3.0
3,76689,46179,36443,0.0,0.0,81716,53419,20061,0.0,0.0,0.5,1.0,6.0,3.0
4,81933,48949,31814,0.0,0.0,75747,50808,25498,0.0,0.0,0.5,1.0,6.0,3.0
5,80546,48711,29803,0.0,0.0,77076,51331,28514,0.0,0.0,0.5,1.0,6.0,3.0
6,77150,47785,30252,0.0,0.0,81664,53254,25827,0.0,0.0,0.5,1.0,6.0,3.0
7,75240,46884,31443,0.0,0.0,82119,53398,22600,0.0,0.0,0.5,1.0,6.0,3.0
8,75441,46479,32416,0.0,0.0,78225,51643,24526,0.0,0.0,0.5,1.0,6.0,3.0
9,76349,46667,33277,0.0,0.0,77761,51377,27940,0.0,0.0,0.5,1.0,6.0,3.0
10,78044,47573,32233,0.0,0.0,81048,52943,25307,0.0,0.0,0.5,1.0,6.0,3.0
11,78099,47731,31766,0.0,0.0,80894,52743,23748,0.0,0.0,0.5,1.0,6.0,3.0
12,93961,47771,30994,0.173359,0.0858715,81177,52034,25455,0.0217426,0.0,0.5,1.0,6.0,3.0
13,97674,44694,31263,0.25538,0.171385,82815,52358,26558,0.0426493,0.0144401,0.5,1.0,6.0,3.0
14,92488,39677,36271,0.293033,0.228061,83850,52611,25080,0.0463387,0.0387759,0.5,1.0,6.0,3.0
15,90841,35500,40613,0.327649,0.279344,82112,50913,23642,0.0543526,0.0609297,0.5,1.0,6.0,3.0
16,90574,31590,41730,0.358442,0.315744,78238,47900,29938,0.0651154,0.0810174,0.5,1.0,6.0,3.0
17,89383,27873,43367,0.388144,0.343141,80652,47414,32859,0.0753546,0.102833,0.5,1.0,6.0,3.0
18,87530,24556,43360,0.416057,0.362235,84217,47545,31353,0.0847929,0.11758,0.5,1.0,6.0,3.0
19,85772,21778,42319,0.439928,0.37163,84564,46617,31693,0.0921078,0.123529,0.5,1.0,6.0,3.0
20,82954,19415,40878,0.460382,0.378345,84218,46134,32978,0.0973189,0.136136,0.5,1.0,6.0,3.0
21,79899,17406,38705,0.477878,0.387818,84273,46144,33337,0.1018,0.144824,0.5,1.0,6.0,3.0
22,76317,15566,37042,0.495872,0.393445,84671,45633,32768,0.107557,0.15065,0.5,1.0,6.0,3.0
23,72914,13936,34880,0.512556,0.40215,83605,44558,34067,0.111028,0.156633,0.5,1.0,6.0,3.0
24,69561,12357,32954,0.529995,0.408296,83108,43897,35402,0.114429,0.163296,0.5,1.0,6.0,3.0
25,66319,10898,30051,0.549865,0.412615,84069,43842,36130,0.11829,0.167575,0.5,1.0,6.0,3.0
26,62856,9663,28176,0.570137,0.412993,84700,43531,35408,0.12072,0.169764,0.5,1.0,6.0,3.0
27,59573,8596,25535,0.58524,0.423086,84264,42979,36136,0.122579,0.170758,0.5,1.0,6.0,3.0
28,56258,7438,23480,0.607078,0.423211,84302,42852,36899,0.123734,0.174165,0.5,1.0,6.0,3.0
29,53057,6575,20639,0.624423,0.431271,84777,43059,36389,0.124267,0.173899,0.5,1.0,6.0,3.0
30,49647,5531,19215,0.650492,0.434036,84632,43146,36617,0.123517,0.176503,0.5,1.0,6.0,3.0
31,47292,4771,15994,0.670822,0.434569,84520,42900,35703,0.125373,0.175531,0.5,1.0,6.0,3.0
32,44308,4045,14588,0.695416,0.445503,83310,42428,36421,0.124757,0.174089,0.5,1.0,6.0,3.0
33,41571,3309,12545,0.723293,0.448625,83073,42227,37139,0.124986,0.175503,0.5,1.0,6.0,3.0
34,39220,2692,10551,0.75028,0.45517,83269,42181,38048,0.123834,0.173465,0.5,1.0,6.0,3.0
35,36663,2180,8479,0.777978,0.458545,84621,42543,36561,0.1241,0.169552,0.5,1.0,6.0,3.0
36,34298,1746,6984,0.806315,0.46177,84228,42699,37904,0.122204,0.170971,0.5,1.0,6.0,3.0
37,32426,1302,5808,0.834994,0.460141,84747,43041,36623,0.12099,0.166917,0.5,1.0,6.0,3.0
38,30644,983,4593,0.860837,0.47039,84091,43048,36714,0.119912,0.167157,0.5,1.0,6.0,3.0
39,29276,744,3286,0.885162,0.471089,84129,43114,36080,0.118705,0.164454,0.5,1.0,6.0,3.0
40,27923,552,2352,0.910504,0.478954,83268,42975,36141,0.115621,0.163526,0.5,1.0,6.0,3.0
41,26748,389,1790,0.93149,0.487989,82996,42899,36585,0.115536,0.158002,0.5,1.0,6.0,3.0
42,25955,269,1289,0.949239,0.492242,83093,43168,36213,0.111989,0.160536,0.5,1.0,6.0,3.0
43,25303,160,1034,0.962672,0.495164,82853,43022,35781,0.112621,0.157514,0.5,1.0,6.0,3.0
44,24788,78,533,0.973636,0.499062,82812,42866,36192,0.112327,0.15672,0.5,1.0,6.0,3.0
45,24407,44,299,0.983755,0.5,82748,43061,37133,0.111513,0.155253,0.5,1.0,6.0,3.0
46,24102,22,201,0.990105,0.5,83593,43432,36395,0.110147,0.15454,0.5,1.0,6.0,3.0
47,23843,3,79,0.99394,0.5,83775,43793,36044,0.108326,0.153798,0.5,1.0,6.0,3.0
48,23603,0,4,0.996971,0.5,83680,43748,35310,0.108293,0.152039,0.5,1.0,6.0,3.0
49,7329,0,0,0.996794,NAN,80830,43477,35471,0.088049,0.151053,0.5,1.0,6.0,3.0
50,5,0,0,0.5,NAN,78987,43455,36489,0.0686442,0.144263,0.5,1.0,6.0,3.0
51,0,0,0,NAN,NAN,79867,44021,35912,0.066642,0.131418,0.5,1.0,6.0,3.0
52,0,0,0,NAN,NAN,80499,44389,35173,0.0627275,0.122893,0.5,1.0,6.0,3.0
53,0,0,0,NAN,NAN,80942,45412,35279,0.0575844,0.114643,0.5,1.0,6.0,3.0
54,0,0,0,NAN,NAN,81574,46245,33118,0.0528355,0.104415,0.5,1.0,6.0,3.0
55,0,0,0,NAN,NAN,80494,46350,33974,0.0479104,0.0999735,0.5,1.0,6.0,3.0
56,0,0,0,NAN,NAN,80639,46747,33312,0.0437381,0.0945155,0.5,1.0,6.0,3.0
57,0,0,0,NAN,NAN,80168,46827,31594,0.0408704,0.0839558,0.5,1.0,6.0,3.0
58,0,0,0,NAN,NAN,79065,46608,32726,0.0369063,0.0804559,0.5,1.0,6.0,3.0
59,0,0,0,NAN,NAN,79376,46792,33048,0.0340279,0.0738017,0.5,1.0,6.0,3.0
