sim.cycle,total_adults_2,total_adult_females_2,total_juveniles_2,adult_drive_frequency_2,juveniles_drive_frequency_2,total_adults_3,total_adult_females_3,total_juveniles_3,adult_drive_frequency_3,juveniles_drive_frequency_3,drive_efficiency,drive_fitness,low_density_growth_rate,drop_ratio
1,77591,48738,28694,0.0,0.0,79733,50176,28492,0.0,0.0,0.5,1.0,6.0,3.0
2,77178,48177,30519,0.0,0.0,80103,50796,27956,0.0,0.0,0.5,1.0,6.0,3.0
3,78573,49016,30155,0.0,0.0,79712,50904,27083,0.0,0.0,0.5,1.0,6.0,3.0
4,79271,49529,29607,0.0,0.0,78570,50272,27388,0.0,0.0,0.5,1.0,6.0,3.0
5,79566,49949,29458,0.0,0.0,78004,49946,28120,0.0,0.0,0.5,1.0,6.0,3.0
6,79445,49974,27865,0.0,0.0,78321,50088,28502,0.0,0.0,0.5,1.0,6.0,3.0
7,77713,49338,28570,0.0,0.0,79223,50522,28486,0.0,0.0,0.5,1.0,6.0,3.0
8,77165,49100,29598,0.0,0.0,79730,50672,27204,0.0,0.0,0.5,1.0,6.0,3.0
9,77746,49113,29944,0.0,0.0,78562,50261,27885,0.0,0.0,0.5,1.0,6.0,3.0
10,78445,49252,29692,0.0,0.0,78657,50417,28305,0.0,0.0,0.5,1.0,6.0,3.0
11,79011,49516,29906,0.0,0.0,79056,50621,28593,0.0,0.0,0.5,1.0,6.0,3.0
12,97330,49850,28710,0.181619,0.0786311,80252,51037,26637,0.00437372,0.0,0.5,1.0,6.0,3.0
13,102862,47331,29477,0.268384,0.156376,79146,50584,26623,0.00874334,0.00373737,0.5,1.0,6.0,3.0
14,98858,43379,32912,0.297948,0.224569,77742,49749,29166,0.0098724,0.0082459,0.5,1.0,6.0,3.0
15,96255,38919,37764,0.333354,0.275553,79115,50006,28264,0.0116855,0.0135154,0.5,1.0,6.0,3.0
16,95440,34958,41362,0.36272,0.317357,79321,49737,27978,0.0139749,0.0190328,0.5,1.0,6.0,3.0
17,95821,31339,42464,0.390708,0.347671,78706,49320,30442,0.0161805,0.0230931,0.5,1.0,6.0,3.0
18,94264,27407,43896,0.419322,0.36304,79949,49603,28902,0.0175987,0.0304823,0.5,1.0,6.0,3.0
19,93126,24535,42935,0.441257,0.372668,80088,49459,29415,0.0209207,0.0301037,0.5,1.0,6.0,3.0
20,91322,22026,42903,0.461515,0.380405,80046,49478,28902,0.0220686,0.0336136,0.5,1.0,6.0,3.0
21,89169,19992,41133,0.47613,0.393528,79022,48824,28704,0.0239554,0.038148,0.5,1.0,6.0,3.0
22,85933,17806,39717,0.494123,0.393887,78341,48282,30072,0.025172,0.0411346,0.5,1.0,6.0,3.0
